# Date, Value
1980-11,0.338
1980-12,0.343
1981-01,0.340
1981-02,0.333
1981-03,0.339
1981-04,0.340
1981-05,0.334
1981-06,0.338
1981-07,0.338
1981-08,0.332
1981-09,0.339
1981-10,0.340
1981-11,0.342
1981-12,0.342
1982-01,0.332
1982-02,0.334
1982-03,0.341
1982-04,0.341
1982-05,0.342
1982-06,0.357
1982-07,0.343
1982-08,0.346
1982-09,0.345
1982-10,0.344
1982-11,0.341
1982-12,0.346
1983-01,0.340
1983-02,0.343
1983-03,0.342
1983-04,0.345
1983-05,0.356
1983-06,0.338
1983-07,0.350
1983-08,0.340
1983-09,0.346
1983-10,0.354
1983-11,0.350
1983-12,0.345
1984-01,0.348
1984-02,0.354
1984-03,0.349
1984-04,0.354
1984-05,0.353
1984-06,0.351
1984-07,0.364
1984-08,0.358
1984-09,0.346
1984-10,0.357
1984-11,0.354
1984-12,0.361
1985-01,0.354
1985-02,0.358
1985-03,0.361
1985-04,0.363
1985-05,0.354
1985-06,0.359
1985-07,0.359
1985-08,0.358
1985-09,0.369
1985-10,0.364
1985-11,0.356
1985-12,0.367
1986-01,0.372
1986-02,0.368
1986-03,0.356
1986-04,0.361
1986-05,0.369
1986-06,0.361
1986-07,0.366
1986-08,0.368
1986-09,0.360
1986-10,0.364
1986-11,0.350
1986-12,0.360
1987-01,0.364
1987-02,0.359
1987-03,0.372
1987-04,0.359
1987-05,0.363
1987-06,0.366
1987-07,0.371
1987-08,0.358
1987-09,0.370
1987-10,0.365
1987-11,0.360
1987-12,0.366
1988-01,0.365
1988-02,0.361
1988-03,0.364
1988-04,0.362
1988-05,0.364
1988-06,0.366
1988-07,0.370
1988-08,0.357
1988-09,0.372
1988-10,0.354
1988-11,0.362
1988-12,0.365
1989-01,0.363
1989-02,0.359
1989-03,0.360
1989-04,0.358
1989-05,0.358
1989-06,0.364
1989-07,0.361
1989-08,0.356
1989-09,0.363
1989-10,0.360
1989-11,0.362
1989-12,0.361
1990-01,0.354
1990-02,0.355
1990-03,0.360
1990-04,0.359
1990-05,0.356
1990-06,0.357
1990-07,0.361
1990-08,0.353
1990-09,0.357
1990-10,0.354
1990-11,0.353
1990-12,0.359
1991-01,0.357
1991-02,0.357
1991-03,0.359
1991-04,0.353
1991-05,0.355
1991-06,0.350
1991-07,0.353
1991-08,0.350
1991-09,0.351
1991-10,0.353
1991-11,0.346
1991-12,0.359
1992-01,0.345
1992-02,0.343
1992-03,0.354
1992-04,0.352
1992-05,0.351
1992-06,0.350
1992-07,0.347
1992-08,0.343
1992-09,0.347
1992-10,0.343
1992-11,0.350
1992-12,0.345
1993-01,0.341
1993-02,0.343
1993-03,0.346
1993-04,0.341
1993-05,0.340
1993-06,0.344
1993-07,0.344
1993-08,0.340
1993-09,0.340
1993-10,0.343
1993-11,0.335
1993-12,0.335
1994-01,0.338
1994-02,0.340
1994-03,0.342
1994-04,0.347
1994-05,0.344
1994-06,0.339
1994-07,0.339
1994-08,0.335
1994-09,0.339
1994-10,0.337
1994-11,0.340
1994-12,0.334
1995-01,0.340
1995-02,0.344
1995-03,0.337
1995-04,0.338
1995-05,0.339
1995-06,0.334
1995-07,0.337
1995-08,0.336
1995-09,0.336
1995-10,0.331
1995-11,0.335
1995-12,0.337
1996-01,0.341
1996-02,0.338
1996-03,0.343
1996-04,0.330
1996-05,0.337
1996-06,0.334
1996-07,0.343
1996-08,0.329
1996-09,0.328
1996-10,0.329
1996-11,0.322
1996-12,0.329
1997-01,0.328
1997-02,0.332
1997-03,0.332
1997-04,0.339
1997-05,0.335
1997-06,0.327
1997-07,0.326
1997-08,0.332
1997-09,0.323
1997-10,0.337
1997-11,0.334
1997-12,0.327
1998-01,0.321
1998-02,0.334
1998-03,0.328
1998-04,0.334
1998-05,0.321
1998-06,0.325
1998-07,0.327
1998-08,0.327
1998-09,0.325
1998-10,0.330
1998-11,0.322
1998-12,0.326
1999-01,0.327
1999-02,0.328
1999-03,0.329
1999-04,0.320
1999-05,0.318
1999-06,0.331
1999-07,0.327
1999-08,0.322
1999-09,0.332
1999-10,0.325
1999-11,0.330
1999-12,0.325
2000-01,0.333
2000-02,0.332
2000-03,0.323
2000-04,0.328
2000-05,0.326
2000-06,0.329
2000-07,0.319
2000-08,0.326
2000-09,0.328
2000-10,0.315
2000-11,0.317
2000-12,0.313
2001-01,0.321
2001-02,0.325
2001-03,0.329
2001-04,0.322
2001-05,0.329
2001-06,0.315
2001-07,0.313
2001-08,0.321
2001-09,0.323
2001-10,0.320
2001-11,0.311
2001-12,0.320
2002-01,0.314
2002-02,0.323
2002-03,0.321
2002-04,0.315
2002-05,0.317
2002-06,0.314
2002-07,0.319
2002-08,0.323
2002-09,0.314
2002-10,0.321
2002-11,0.316
2002-12,0.315
2003-01,0.318
2003-02,0.314
2003-03,0.316
2003-04,0.313
2003-05,0.327
2003-06,0.318
2003-07,0.314
2003-08,0.318
2003-09,0.317
2003-10,0.316
2003-11,0.320
2003-12,0.320
2004-01,0.314
2004-02,0.314
2004-03,0.315
2004-04,0.306
2004-05,0.310
2004-06,0.322
2004-07,0.324
2004-08,0.315
2004-09,0.319
2004-10,0.317
2004-11,0.330
2004-12,0.321
2005-01,0.315
2005-02,0.311
2005-03,0.308
2005-04,0.316
2005-05,0.312
2005-06,0.308
2005-07,0.312
2005-08,0.310
2005-09,0.322
2005-10,0.319
2005-11,0.314
2005-12,0.321
2006-01,0.315
2006-02,0.310
2006-03,0.321
2006-04,0.316
2006-05,0.309
2006-06,0.313
2006-07,0.310
2006-08,0.307
2006-09,0.318
2006-10,0.322
2006-11,0.307
2006-12,0.316
2007-01,0.310
2007-02,0.311
2007-03,0.310
2007-04,0.309
2007-05,0.313
2007-06,0.309
2007-07,0.314
2007-08,0.312
2007-09,0.311
2007-10,0.308
2007-11,0.310
2007-12,0.315
2008-01,0.314
2008-02,0.308
2008-03,0.312
2008-04,0.315
2008-05,0.304
2008-06,0.314
2008-07,0.309
2008-08,0.314
2008-09,0.308
2008-10,0.303
2008-11,0.304
2008-12,0.312
2009-01,0.312
2009-02,0.307
2009-03,0.314
2009-04,0.303
2009-05,0.311
2009-06,0.305
2009-07,0.308
2009-08,0.311
2009-09,0.307
2009-10,0.309
2009-11,0.315
2009-12,0.308
