,gamma,norm
0,2.362728669872589,2.0047345198552376e-18
1,2.362693966585692,1.9352122684381874e-18
2,2.363985424619503,1.8557665295060564e-18
3,2.365274403847107,1.7713549154727082e-18
4,2.371907689256854,1.726703352998529e-18
5,2.3798720935997224,1.6820600532117068e-18
6,2.3905036934212482,1.6473650290020326e-18
7,2.401135293242774,1.6126700047923588e-18
8,2.4144390461553713,1.5978550063622693e-18
9,2.4277551930990033,1.6078693834382693e-18
10,2.5569555302166473,1.7725447424520353e-18
11,2.5742774279906797,1.807413283096194e-18
12,2.587615884190174,1.8621205360831556e-18
13,2.5996232214565462,1.9168195263827606e-18
14,2.6143051906201973,1.9963644175631684e-18
15,2.6263274007238113,2.080858658470081e-18
16,2.635699766992216,2.19016574950837e-18
17,2.637080462049477,2.289491514220085e-18
18,2.6331342025680433,2.3838183530811566e-18
19,2.6265182688017448,2.4632310412638606e-18
20,2.617245054781617,2.552558954274288e-18
21,2.6066308066035395,2.6220151041924876e-18
22,2.586711119924644,2.7162427908052815e-18
23,2.565442962669178,2.7757010890221933e-18
24,2.5508105696296663,2.7954736998661446e-18
25,2.528191462991423,2.8151967345859567e-18
26,2.501561647910366,2.8001338555351742e-18
27,2.477581676664518,2.7602581263530148e-18
28,2.456254028060086,2.7005354221406967e-18
29,2.441577016508849,2.630922281162725e-18
30,2.4242476823161963,2.5811561152149125e-18
31,2.4148951464974466,2.5115760249863668e-18
32,2.3895245649695105,2.352511030687621e-18
33,2.3788186009617767,2.238229801860757e-18
34,2.370787268851321,2.148794473914696e-18
35,2.3680928065043876,2.08422157222415e-18
