Log,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,Time
1,13.6,10.7,10.9032,7.9296,59.8141,60.2191,11:11:03.634
2,13.4,10.4,9.3173,7.467,59.8305,60.4397,11:11:04.584
3,13.6,10.7,4.2952,3.6344,26.9738,55.5247,11:11:05.348
4,13.8,11.3,5.2864,4.0309,20.2698,20.4306,11:11:06.140
5,13.8,10.7,5.2203,6.4098,20.3602,20.3089,11:11:06.919
6,13.6,11.1,5.4846,3.7005,20.1686,20.4162,11:11:07.683
7,13.6,10.4,4.8238,4.4934,20.4558,20.3642,11:11:08.443
8,13.6,11.3,4.956,3.5683,20.1965,20.5248,11:11:09.212
9,13.8,10.9,5.0882,4.2952,20.3827,20.4573,11:11:09.940
10,13.4,10.9,4.8238,3.5022,20.3132,20.3832,11:11:10.712
11,13.2,10.9,5.4186,6.0794,20.466,20.2475,11:11:11.484
12,13.6,10.9,5.0882,5.0221,20.4016,20.2956,11:11:12.246
13,13.6,10.0,5.3525,5.4186,20.2946,20.3692,11:11:13.012
14,13.6,11.3,6.0794,4.7578,20.4038,20.4589,11:11:13.789
15,13.6,10.4,5.5507,5.0882,20.2534,20.7228,11:11:14.549
16,13.6,10.9,7.0045,7.401,33.4913,20.2534,11:11:15.313
17,14.1,10.9,5.5507,6.608,39.5534,39.6814,11:11:16.055
18,13.8,10.4,7.7974,6.5419,39.3972,39.4682,11:11:16.829
19,13.8,10.4,6.4758,6.5419,39.2519,39.4369,11:11:17.588
20,13.8,10.4,7.9957,5.5507,39.4081,39.806,11:11:18.347
21,13.8,10.4,5.749,7.2027,39.6143,39.8077,11:11:19.118
22,13.8,10.9,7.5992,5.8811,39.3446,39.3472,11:11:19.860
23,13.6,10.7,6.0133,6.9384,39.4861,39.4782,11:11:20.617
24,13.6,10.7,6.4758,6.4758,39.4848,39.4882,11:11:21.378
25,13.6,10.9,6.5419,5.2864,39.2916,39.4545,11:11:22.136
26,13.6,10.9,8.4582,6.2115,39.5282,39.3843,11:11:22.892
27,13.8,11.3,5.5507,6.3437,39.0911,39.343,11:11:23.648
28,13.4,10.9,6.4098,6.8062,39.5898,39.3956,11:11:24.402
29,13.4,10.4,7.8635,7.5992,39.5566,39.6964,11:11:25.176
30,13.6,10.0,9.5155,6.5419,60.1363,60.0319,11:11:25.948
31,13.8,10.7,9.119,9.2512,59.985,60.0772,11:11:26.704
32,13.6,10.2,9.9781,8.3922,60.87,60.3377,11:11:27.447
33,13.4,11.1,7.3349,9.3173,59.5468,59.5731,11:11:28.202
34,13.2,10.7,10.0442,6.8062,60.2994,59.9712,11:11:28.957
35,13.4,11.1,9.6477,8.9869,60.1429,60.0823,11:11:29.716
36,13.6,10.9,11.1014,7.9296,59.7989,60.0252,11:11:30.491
37,13.8,10.9,7.5331,7.7974,59.7193,59.7507,11:11:31.252
38,13.4,10.7,9.5816,5.6168,60.5495,59.7178,11:11:32.009
39,13.4,10.7,8.7226,7.7974,60.2997,60.296,11:11:32.768
40,13.4,10.4,9.4494,7.3349,59.9825,60.0174,11:11:33.530
41,13.6,10.2,9.3173,8.0618,59.8072,59.9251,11:11:34.288
42,13.8,10.4,9.053,5.9472,59.9234,60.319,11:11:35.062
43,13.4,10.7,11.2997,7.0706,80.4213,80.4426,11:11:35.816
44,13.8,10.4,11.1014,6.6741,80.8771,80.4853,11:11:36.575
45,13.6,10.7,10.3085,7.2688,81.3051,80.3886,11:11:37.330
46,14.1,10.9,10.705,7.9957,81.1707,80.3895,11:11:38.086
47,13.6,11.1,9.6477,7.467,81.1557,80.5679,11:11:38.842
48,13.6,10.7,10.2424,7.467,80.7758,80.521,11:11:39.597
49,13.6,11.3,8.5243,9.5155,80.4072,80.3126,11:11:40.357
50,14.1,10.9,8.6565,9.9781,80.0055,80.8558,11:11:41.129
51,13.6,10.4,7.7314,9.7138,80.0441,80.5235,11:11:41.885
52,14.1,10.4,7.401,8.8547,80.206,80.6494,11:11:42.639
53,13.6,10.7,8.1278,9.912,79.7166,81.5115,11:11:43.408
54,13.6,10.7,8.26,10.8371,80.459,81.1786,11:11:44.151
55,13.6,11.1,8.6565,10.705,80.0529,80.825,11:11:44.891
56,13.6,11.1,13.216,12.423,99.4086,99.9614,11:11:45.647
57,13.8,10.9,11.7622,11.8944,99.8836,100.7186,11:11:46.419
58,13.6,10.4,14.1411,10.3085,100.5552,99.4753,11:11:47.191
59,13.8,10.4,11.0354,14.2733,98.7579,100.7609,11:11:47.990
60,13.6,11.8,13.8768,12.0266,99.7358,98.682,11:11:48.752
61,13.8,11.6,13.6786,13.0178,99.2488,100.046,11:11:49.511
62,13.6,10.9,12.0926,8.7226,99.4267,100.5269,11:11:50.278
63,14.1,10.9,14.6037,11.8283,98.548,100.3764,11:11:51.036
64,14.1,10.7,13.4142,11.7622,99.1087,99.9855,11:11:51.813
65,13.6,10.9,13.8768,12.357,99.1935,99.699,11:11:52.566
66,13.6,10.9,9.912,8.9869,100.0633,99.4757,11:11:53.323
67,13.8,10.7,13.6786,11.9605,100.4446,98.5273,11:11:54.112
68,14.3,11.6,12.0926,12.8195,100.4157,99.319,11:11:54.882
69,14.3,11.1,11.4979,10.5728,120.0389,120.4054,11:11:55.658
70,14.3,10.9,14.075,13.5464,120.138,120.525,11:11:56.421
