Log,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,Time
1,14.1,12.5,20.5509,23.6566,20.2429,20.5527,14:02:51.885
2,14.1,11.8,23.3923,19.8901,20.3182,20.108,14:02:52.826
3,14.5,12.5,19.9562,23.7888,20.4081,20.2234,14:02:53.586
4,14.5,12.9,27.291,18.7667,20.433,20.2718,14:02:54.360
5,14.3,13.2,15.5288,23.6566,20.4068,20.1454,14:02:55.118
6,14.1,12.5,23.4584,17.0486,20.5063,20.4292,14:02:55.894
7,14.3,13.2,19.824,23.5906,20.6492,20.5395,14:02:56.650
8,14.5,13.2,26.3659,17.5112,20.4667,20.3161,14:02:57.408
9,15.0,12.9,16.8504,24.8461,20.2462,20.1256,14:02:58.169
10,14.5,12.3,20.0883,17.2469,20.4442,20.7057,14:02:58.954
11,15.4,12.7,19.2954,22.4672,20.3685,20.3457,14:02:59.716
12,14.8,12.5,21.4099,16.3878,20.6072,20.4516,14:03:00.476
13,15.2,13.2,16.0574,22.7976,20.6718,20.6902,14:03:01.234
14,15.2,13.4,18.3042,18.5685,20.1941,20.1167,14:03:02.026
15,15.7,12.9,19.4275,20.0222,20.6559,20.5754,14:03:02.791
16,15.2,13.4,19.9562,14.075,20.5709,20.3453,14:03:03.551
17,15.7,12.9,17.5773,19.2954,20.4973,20.8129,14:03:04.312
18,15.4,12.7,17.8416,19.0971,20.3717,20.4184,14:03:05.088
19,15.7,13.6,23.987,18.5685,20.3384,20.687,14:03:05.846
20,15.7,14.1,19.6918,16.4539,20.2114,20.3318,14:03:06.605
21,15.9,13.8,17.5112,18.5685,20.537,20.5706,14:03:07.367
22,15.9,13.4,18.5685,18.965,20.2845,20.3818,14:03:08.132
23,15.9,13.6,25.639,19.0971,20.2397,20.0011,14:03:08.907
24,16.1,13.8,16.7843,19.3614,20.3911,20.468,14:03:09.669
25,16.1,14.1,21.2117,17.4451,20.2021,20.1983,14:03:10.432
26,16.1,13.6,23.3923,29.6038,30.1905,30.4014,14:03:11.219
27,16.3,14.3,21.1456,26.1016,29.6822,29.9962,14:03:11.991
28,16.1,14.3,20.2866,23.1941,29.7542,30.0014,14:03:12.752
29,16.1,13.8,35.0224,24.3835,29.7764,29.9967,14:03:13.526
30,16.1,14.1,20.8152,29.4056,30.3243,30.1708,14:03:14.286
31,16.6,13.8,22.335,26.9606,29.6519,29.8046,14:03:15.042
32,16.6,14.5,23.5906,21.2117,29.9707,30.1286,14:03:15.801
33,16.6,14.1,28.084,21.7403,29.6905,29.8368,14:03:16.560
