Log,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,Time
1,17.0,14.5,22.8637,21.0134,59.9644,60.5927,14:10:59.864
2,17.3,15.0,23.0619,20.5509,59.9801,59.3633,14:11:00.796
3,17.0,14.5,20.4187,17.9077,59.3568,59.4734,14:11:01.555
4,17.5,15.2,20.1544,18.1059,60.3568,58.8167,14:11:02.316
5,17.0,15.0,17.9738,14.2072,60.1892,59.4314,14:11:03.075
6,17.3,15.0,25.8373,17.5112,60.9509,59.3911,14:11:03.835
7,17.5,15.0,19.0971,17.1808,59.7477,59.5385,14:11:04.606
8,17.3,14.5,20.4187,16.9826,61.3261,59.4216,14:11:05.362
9,17.0,15.0,15.0002,15.4627,59.8965,60.0933,14:11:06.125
10,17.5,15.9,21.2778,17.0486,60.3044,60.3474,14:11:06.901
11,17.5,15.7,17.6434,21.4099,59.5315,59.614,14:11:07.659
12,18.2,15.0,18.4363,17.1147,60.6563,60.3279,14:11:08.417
13,17.9,15.7,12.423,21.0795,59.3151,60.1491,14:11:09.176
14,17.5,14.8,18.3042,14.5376,59.6582,60.8753,14:11:09.922
15,17.5,15.4,16.2557,21.476,59.474,59.9816,14:11:10.686
16,17.9,16.3,19.2954,15.5288,60.4951,60.5717,14:11:11.427
17,17.9,15.7,14.4715,21.476,58.9247,59.9447,14:11:12.187
18,18.4,15.7,18.2381,13.7446,59.6717,60.8372,14:11:12.962
19,18.2,15.9,18.1059,20.4848,59.7355,60.0864,14:11:13.718
20,18.6,15.9,16.8504,15.9914,59.4904,60.9509,14:11:14.473
21,18.2,15.9,13.8768,20.4187,59.1324,59.9199,14:11:15.234
22,18.2,15.9,16.1235,13.0838,59.7857,60.0977,14:11:16.007
23,18.2,15.9,18.5024,18.2381,59.6346,59.7109,14:11:16.763
24,18.2,15.4,16.2557,14.6698,60.3514,59.9396,14:11:17.522
25,18.2,15.7,14.009,18.2381,59.8674,59.1407,14:11:18.279
26,18.4,16.3,14.6037,11.4318,60.1854,60.0171,14:11:19.037
27,18.6,15.9,18.965,15.1323,60.1236,59.438,14:11:19.798
28,18.8,17.0,17.2469,16.0574,59.633,59.71,14:11:20.560
29,18.6,17.0,18.2381,15.661,60.2724,59.1884,14:11:21.324
30,18.6,16.8,15.5288,14.6698,60.0609,59.8303,14:11:22.085
31,18.6,16.3,19.7579,17.1147,60.5596,59.7537,14:11:22.875
32,19.1,15.9,15.9253,17.7755,59.7825,59.6486,14:11:23.650
33,18.6,16.8,18.3702,14.4715,60.2861,60.7435,14:11:24.423
34,19.1,16.1,12.4891,20.2866,58.9453,59.8492,14:11:25.185
35,18.6,16.6,17.9738,13.4142,59.8648,60.7213,14:11:25.975
36,19.3,16.1,17.0486,18.7667,59.3475,59.9147,14:11:26.735
37,19.3,17.0,16.9826,15.1323,59.7267,60.6773,14:11:27.497
38,19.1,16.3,12.8856,19.4275,59.6011,59.4785,14:11:28.257
39,19.1,17.0,15.727,12.357,60.4102,59.9683,14:11:29.016
40,19.1,17.3,17.8416,16.1235,60.0966,59.4775,14:11:29.773
41,19.3,17.9,15.661,14.4054,60.3859,60.0822,14:11:30.535
42,19.3,16.3,14.868,15.4627,60.0957,59.0943,14:11:31.292
43,19.5,17.5,16.52,12.357,59.8918,59.6294,14:11:32.055
44,19.1,17.5,21.6742,15.5288,61.0487,59.4312,14:11:32.829
45,19.5,17.3,16.7843,14.8019,59.6388,59.727,14:11:33.572
46,19.5,17.5,18.1059,16.7182,60.7602,59.5832,14:11:34.332
47,19.8,17.0,14.5376,14.1411,60.018,60.0928,14:11:35.093
48,19.5,17.5,22.1368,16.2557,60.568,60.0215,14:11:35.869
49,19.5,17.5,16.2557,17.4451,59.9969,59.8472,14:11:36.638
50,19.5,17.3,17.313,15.9253,60.301,60.4611,14:11:37.394
51,19.5,17.5,13.2821,15.1323,59.7163,59.965,14:11:38.154
52,20.0,17.5,18.3702,14.075,59.65,60.7162,14:11:38.913
53,19.8,17.5,15.3306,18.0398,59.7652,59.9539,14:11:39.676
54,20.0,17.5,16.9826,14.868,60.0567,60.7699,14:11:40.438
55,19.8,17.7,12.0266,19.4936,59.0456,60.0473,14:11:41.195
56,19.8,17.9,18.5024,13.7446,60.0442,60.4627,14:11:41.957
57,19.8,17.5,17.379,19.0971,59.684,60.0654,14:11:42.719
58,20.2,17.5,16.3878,15.9253,59.4741,61.0057,14:11:43.474
59,19.8,17.3,12.357,19.4936,59.2963,59.7117,14:11:44.232
60,20.0,17.5,15.1984,12.8195,59.8361,60.7453,14:11:44.987
61,20.2,17.9,17.0486,17.8416,59.7054,59.5916,14:11:45.765
62,20.2,17.9,15.8592,14.4054,60.11,59.9607,14:11:46.521
63,20.0,17.9,15.0662,17.1147,60.0122,59.0972,14:11:47.293
64,20.2,17.5,15.5949,11.564,60.2585,60.2298,14:11:48.057
65,20.2,17.5,19.3614,15.1323,60.2023,59.5094,14:11:48.819
66,20.2,17.9,17.313,14.9341,59.7949,60.2958,14:11:49.581
67,19.8,17.5,18.3702,16.7182,60.712,59.5236,14:11:50.340
68,20.2,17.9,14.8019,14.3394,60.0232,59.8776,14:11:51.100
69,20.2,17.9,21.0134,15.727,60.7969,60.1188,14:11:51.873
70,20.2,17.7,15.727,15.661,60.406,59.6757,14:11:52.630
71,20.7,17.9,17.4451,15.3966,60.8109,60.033,14:11:53.391
72,20.9,17.9,13.1499,15.1323,59.5375,60.0061,14:11:54.154
73,20.7,17.7,18.5024,15.3966,60.0537,60.5304,14:11:54.909
74,20.0,17.9,15.7931,19.1632,59.586,59.7792,14:11:55.682
75,20.4,17.9,16.7843,14.2072,59.5568,60.9669,14:11:56.440
