Log,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,Time
1,16.1,12.9,9.3173,6.5419,59.9675,59.2958,11:19:03.544
2,16.6,12.7,8.5243,8.26,59.3607,60.1425,11:19:04.503
3,16.6,13.4,6.0133,7.467,59.7405,60.0617,11:19:05.257
4,16.3,12.7,7.7974,6.3437,60.0972,60.0059,11:19:06.014
5,16.6,12.7,7.8635,7.9296,59.6429,60.0151,11:19:06.774
6,16.6,12.9,8.3261,7.5992,59.8335,60.3874,11:19:07.530
7,16.6,12.9,6.4758,7.5331,59.621,59.6546,11:19:08.303
8,16.1,13.2,8.3922,6.4098,60.5093,59.9464,11:19:09.055
9,16.8,13.2,8.3261,9.1851,59.9457,59.8423,11:19:09.808
10,16.3,13.4,9.5155,7.467,60.5901,60.0041,11:19:10.585
11,17.0,13.6,8.1278,7.5992,60.2102,59.4726,11:19:11.340
12,16.6,13.4,8.0618,6.2115,60.1834,60.1584,11:19:12.115
13,16.6,12.7,9.4494,8.8547,59.9836,59.4927,11:19:12.867
14,16.6,13.2,9.1851,7.8635,59.8912,59.6985,11:19:13.613
15,16.3,12.9,9.119,7.1366,60.52,59.0243,11:19:14.374
16,16.3,13.2,8.1939,5.4186,60.0242,60.2855,11:19:15.133
17,16.6,13.6,9.5155,8.4582,60.0641,59.4821,11:19:15.914
18,16.8,12.9,9.5155,7.467,60.644,60.0516,11:19:16.677
19,16.1,13.8,9.4494,7.8635,59.8887,60.0895,11:19:17.436
20,16.3,13.4,8.4582,7.5331,59.7595,60.3625,11:19:18.194
21,16.1,12.9,8.9869,6.8062,60.3288,59.8876,11:19:18.982
22,16.6,13.4,8.5243,8.4582,60.1533,59.8519,11:19:19.744
