Log,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,Time
1,14.8,11.8,10.1763,9.6477,60.0685,59.8292,11:13:24.368
2,14.1,11.6,10.3085,7.401,60.6528,60.1605,11:13:25.307
3,14.8,11.3,4.2291,4.8899,29.7092,56.8875,11:13:26.079
4,14.5,10.9,4.6917,4.5595,20.2206,20.3272,11:13:26.851
5,14.3,11.3,4.956,3.8987,20.3907,20.4225,11:13:27.607
6,14.1,11.3,5.6829,3.1718,20.4089,20.5153,11:13:28.361
7,14.5,11.1,4.097,4.163,20.454,20.5143,11:13:29.121
8,14.5,11.3,4.6256,4.097,20.0802,20.2878,11:13:29.876
9,14.1,11.3,5.1542,4.2952,20.2697,20.6457,11:13:30.641
10,14.3,11.8,4.2952,3.4362,20.2423,20.1739,11:13:31.404
11,14.8,11.8,4.8899,3.8987,19.9392,20.3315,11:13:32.184
12,14.5,12.3,5.6829,4.0309,20.7576,20.3875,11:13:32.962
13,14.5,11.6,5.2864,4.2952,20.1321,20.4593,11:13:33.738
14,14.3,11.3,5.4846,2.9736,20.3993,20.4019,11:13:34.499
15,14.3,11.1,6.0133,5.4186,20.3076,20.2269,11:13:35.262
16,14.1,10.9,7.5992,7.5992,35.5915,20.1733,11:13:36.024
17,14.3,11.6,6.2115,6.9384,39.5338,39.5913,11:13:36.823
18,14.3,11.1,6.608,6.608,39.3597,40.1831,11:13:37.582
19,14.1,11.3,5.0882,5.9472,39.5077,39.584,11:13:38.344
20,14.3,10.9,7.2688,5.9472,39.8907,39.732,11:13:39.102
21,14.5,11.1,6.4758,6.0133,39.4377,39.5752,11:13:39.857
22,14.1,10.4,7.5331,6.4758,39.5792,39.6062,11:13:40.618
23,14.8,11.3,5.6168,6.8723,40.0739,39.5212,11:13:41.371
24,14.1,11.1,7.2027,6.1454,39.5782,39.4951,11:13:42.141
25,14.5,11.8,5.749,7.7314,39.3366,39.5417,11:13:42.898
26,14.1,11.8,7.467,6.9384,39.6398,39.4794,11:13:43.636
27,14.5,11.8,6.4098,6.4758,39.4586,39.5892,11:13:44.390
28,14.1,12.3,7.3349,8.5904,39.6884,39.8883,11:13:45.147
29,14.3,11.1,9.3834,7.401,39.158,39.5991,11:13:45.931
30,14.3,11.8,11.2997,7.8635,59.6183,60.5637,11:13:46.688
31,14.1,11.1,9.7138,8.6565,59.8998,59.9336,11:13:47.462
32,14.3,11.3,10.9032,8.8547,59.9974,60.109,11:13:48.221
33,14.5,10.9,7.6653,8.1939,59.3789,59.8506,11:13:48.979
34,14.1,10.9,8.5904,6.0794,60.531,60.3701,11:13:49.741
35,14.5,11.6,10.5728,7.5992,59.7132,59.9149,11:13:50.506
36,14.3,10.9,10.771,7.8635,60.2202,60.0941,11:13:51.299
37,14.1,11.3,9.7798,10.6389,60.0849,59.513,11:13:52.063
38,14.5,11.6,10.1102,5.815,59.917,60.2422,11:13:52.824
39,14.5,11.3,10.1763,10.3085,60.0988,59.8724,11:13:53.587
40,14.3,11.8,10.4406,8.3922,60.219,60.1506,11:13:54.346
41,14.5,11.3,9.053,7.7974,60.1839,60.1843,11:13:55.111
42,14.5,11.8,8.7886,7.5331,59.8306,60.5581,11:13:55.889
43,14.5,10.9,9.3834,11.2336,80.3178,80.9296,11:13:56.667
44,14.5,11.3,8.1939,10.2424,79.9005,80.9981,11:13:57.445
45,14.5,11.3,10.4406,12.0926,79.4883,80.5331,11:13:58.213
46,14.5,11.3,12.0926,10.705,80.0178,80.2336,11:13:58.990
47,15.0,11.8,11.9605,11.1675,79.7967,79.7861,11:13:59.763
48,14.8,11.6,13.0838,10.5728,81.5979,79.9045,11:14:00.525
49,14.5,12.0,11.4979,10.2424,80.4209,79.7448,11:14:01.286
50,14.5,11.6,11.4318,10.4406,80.9038,80.3037,11:14:02.093
51,14.5,11.8,12.2909,8.5904,79.9434,80.3004,11:14:02.871
52,14.1,11.3,12.2248,11.0354,80.5005,80.344,11:14:03.643
53,14.1,11.8,12.423,11.0354,80.4513,80.5918,11:14:04.403
54,15.0,11.8,13.0838,9.8459,80.5231,80.4105,11:14:05.169
55,15.2,12.0,13.7446,10.3746,80.3425,80.6646,11:14:05.945
56,14.3,12.0,13.2821,12.6213,99.5923,99.4192,11:14:06.702
57,14.8,11.6,9.912,13.4142,99.7785,99.629,11:14:07.490
58,14.5,11.8,15.4627,12.7534,100.2631,98.4961,11:14:08.262
59,14.3,12.0,14.4054,12.4891,99.5317,99.5843,11:14:09.025
60,14.5,11.8,14.8019,10.771,99.5981,99.2548,11:14:09.783
61,14.8,11.8,14.6698,13.216,98.5605,100.04,11:14:10.548
62,14.8,11.8,14.4715,11.9605,99.2134,99.9042,11:14:11.326
63,15.2,11.8,15.9914,13.8768,99.463,99.7704,11:14:12.085
64,14.8,12.3,11.564,7.5331,99.8455,100.0241,11:14:12.863
65,15.2,12.0,14.6698,11.2997,98.6721,99.5315,11:14:13.623
66,15.2,11.8,12.2909,13.4803,99.7815,100.3035,11:14:14.381
67,15.2,11.3,15.0002,11.564,99.8305,99.2939,11:14:15.170
68,15.4,11.8,12.0266,13.8768,99.5287,99.8939,11:14:15.933
69,15.2,11.8,15.8592,14.4054,120.7502,120.4169,11:14:16.694
70,15.9,12.3,14.075,15.3966,120.5236,120.4258,11:14:17.456
71,15.2,12.3,15.727,14.4054,119.5926,120.314,11:14:18.215
72,15.9,12.3,16.3878,14.075,119.3503,120.5386,11:14:18.985
73,15.4,11.8,14.3394,14.868,119.4288,119.9376,11:14:19.761
74,15.2,11.8,15.4627,14.2072,119.0719,121.5552,11:14:20.537
75,15.2,12.3,16.1235,15.1984,120.2084,119.5916,11:14:21.311
76,15.0,12.5,15.9914,13.8768,120.9813,119.0268,11:14:22.087
77,15.2,11.6,12.7534,10.2424,120.3178,119.7444,11:14:22.863
78,15.2,11.8,14.6698,12.8195,120.139,119.031,11:14:23.641
79,15.4,12.3,12.8856,9.6477,119.654,119.8528,11:14:24.399
80,15.4,11.8,13.9429,14.6698,119.92,120.8137,11:14:25.161
81,15.4,12.7,10.3746,14.2733,121.4339,120.8582,11:14:25.927
82,15.7,11.8,12.6874,11.4979,101.6141,98.5832,11:14:26.687
83,15.7,12.3,14.075,10.9032,99.2551,100.022,11:14:27.488
84,15.9,12.3,12.2909,8.8547,99.4289,99.5793,11:14:28.250
85,15.9,11.1,13.6125,11.7622,98.4246,100.1375,11:14:29.015
86,16.1,11.8,13.2821,10.4406,100.3523,99.7462,11:14:29.771
87,15.7,11.8,13.5464,11.6962,99.5806,100.0269,11:14:30.547
88,15.9,12.3,11.6301,10.0442,100.9033,99.2187,11:14:31.314
89,15.4,12.5,13.3482,12.5552,100.1185,99.2215,11:14:32.104
90,15.7,12.7,13.0838,11.6301,100.0163,99.2083,11:14:32.868
91,16.1,12.5,12.6213,9.7798,99.6837,99.3907,11:14:33.633
92,16.1,11.8,14.6037,10.5728,98.9377,99.9497,11:14:34.412
