Log,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,Time
1,16.1,14.5,5.815,6.0133,59.7382,60.1606,12:28:35.174
2,16.6,13.8,6.5419,6.0794,60.0915,59.8489,12:28:36.116
3,16.1,14.1,5.8811,5.0882,59.7218,59.8551,12:28:36.935
4,16.6,15.0,5.1542,5.3525,60.0113,59.9077,12:28:37.710
5,16.6,14.1,6.2776,4.4934,60.0582,59.8273,12:28:38.486
6,16.1,15.0,6.5419,6.9384,60.1842,59.7423,12:28:39.264
7,16.1,14.8,5.1542,4.6256,60.1246,60.0376,12:28:40.025
8,16.6,14.5,5.9472,5.6829,60.1769,59.9278,12:28:40.816
9,16.1,14.1,5.9472,5.2864,59.8208,61.011,12:28:41.596
10,16.6,14.5,6.2115,5.4846,59.5739,60.072,12:28:42.382
11,16.3,14.5,7.7314,5.4846,59.9259,60.0753,12:28:43.156
12,16.1,13.2,5.4186,4.097,59.9095,59.9806,12:28:43.933
13,16.8,14.5,4.7578,6.8062,60.0281,59.8894,12:28:44.689
14,16.6,14.8,5.0882,4.2291,59.8725,60.04,12:28:45.464
15,16.6,14.3,6.2115,6.5419,59.9937,59.2825,12:28:46.239
16,16.6,13.6,5.0221,4.4934,59.8373,59.7398,12:28:47.033
17,16.6,14.5,5.749,4.8238,60.2379,59.9297,12:28:47.806
18,16.3,14.1,6.1454,5.5507,59.7563,60.1286,12:28:48.596
19,16.3,14.5,5.749,5.4186,59.4108,60.36,12:28:49.387
20,16.3,14.1,6.4758,6.0794,59.8888,59.8228,12:28:50.141
21,16.6,13.8,6.0794,5.2864,59.8073,60.0561,12:28:50.895
22,17.0,14.1,4.4274,4.4274,59.6908,60.2656,12:28:51.660
23,16.6,14.1,6.0794,3.8987,60.1348,59.7396,12:28:52.451
24,16.3,14.1,6.4098,5.2203,60.054,59.9277,12:28:53.228
25,16.3,15.0,6.2115,4.8238,60.0832,60.1484,12:28:54.015
26,16.6,13.6,6.6741,4.6917,61.3635,59.8336,12:28:54.792
27,16.1,14.5,4.956,4.097,59.7929,59.4705,12:28:55.554
28,16.6,13.6,5.4846,4.956,60.3377,59.9298,12:28:56.314
29,16.1,14.8,5.2864,4.7578,59.8334,60.0191,12:28:57.076
30,16.3,14.5,5.8811,5.2864,60.0541,59.6874,12:28:57.835
31,16.6,14.3,6.4758,4.4274,59.9484,59.9366,12:28:58.595
32,16.6,15.0,6.1454,5.815,59.9097,60.1715,12:28:59.357
33,16.6,13.6,5.3525,6.0794,60.2836,60.0552,12:29:00.134
34,16.6,14.3,5.9472,6.2115,60.2679,60.2175,12:29:00.899
35,16.6,13.8,4.6917,6.8062,59.8888,59.9548,12:29:01.675
36,16.1,14.5,5.749,4.8238,60.1368,59.9934,12:29:02.483
37,16.6,14.1,4.7578,4.7578,60.1268,59.946,12:29:03.261
38,16.6,14.1,5.4186,4.6917,59.8233,60.2715,12:29:04.050
39,16.6,14.5,6.3437,4.8899,59.7777,59.7383,12:29:04.841
40,16.6,14.8,5.1542,5.6168,59.902,59.941,12:29:05.617
41,16.6,14.5,4.5595,4.4274,59.8717,60.0092,12:29:06.425
42,16.6,14.8,5.815,5.6168,60.0482,59.8484,12:29:07.232
43,16.6,14.1,6.3437,3.7666,60.052,60.0303,12:29:08.041
44,17.0,15.0,5.6168,5.4186,59.983,59.6325,12:29:08.849
45,16.3,14.5,5.2203,5.2203,59.8128,60.2546,12:29:09.610
46,16.3,14.5,5.9472,4.956,59.8209,59.4353,12:29:10.386
47,16.6,14.5,5.9472,5.1542,59.8803,59.9429,12:29:11.147
48,16.3,15.0,5.749,5.0221,60.1305,60.158,12:29:11.906
49,16.3,14.1,4.5595,4.8238,59.8539,59.9185,12:29:12.684
50,16.3,14.5,4.3613,4.4934,59.935,60.1735,12:29:13.440
51,16.6,14.5,5.815,4.6917,60.0483,59.9476,12:29:14.208
52,16.6,14.3,5.6168,4.8238,60.0063,59.9163,12:29:14.965
53,16.6,15.0,5.6829,5.2864,59.1957,60.2291,12:29:15.740
54,16.3,13.6,5.815,4.4934,60.0768,59.7065,12:29:16.512
55,16.1,14.3,5.2203,5.2203,60.2163,59.8104,12:29:17.269
56,16.6,14.8,4.956,4.6917,59.7956,60.2183,12:29:18.065
57,16.6,14.8,5.8811,5.3525,59.6991,59.9017,12:29:18.873
58,17.0,14.5,5.2203,5.815,59.7717,60.1676,12:29:19.649
59,16.3,13.8,5.6168,4.6917,60.0361,60.035,12:29:20.396
60,17.0,14.5,5.2864,5.749,59.8653,60.1738,12:29:21.158
61,16.6,14.3,5.2864,4.6256,59.8484,60.112,12:29:21.934
62,16.3,14.5,5.4186,6.1454,60.0195,59.9283,12:29:22.727
63,16.6,14.8,5.9472,4.956,60.3178,60.1218,12:29:23.502
64,16.6,13.8,5.815,5.0882,59.9134,59.9194,12:29:24.262
65,16.1,14.5,5.3525,5.2203,60.0264,60.032,12:29:25.033
66,16.8,14.3,4.6917,4.5595,59.9071,60.031,12:29:25.811
67,16.8,14.3,4.5595,4.8899,60.0202,59.8601,12:29:26.587
68,16.8,14.3,4.8238,4.7578,59.8331,59.7248,12:29:27.329
69,16.6,15.0,5.9472,5.4846,59.9207,60.369,12:29:28.120
70,16.6,14.8,4.8238,5.6168,60.2746,59.9735,12:29:28.912
71,16.3,15.0,6.2115,5.1542,59.9896,59.8616,12:29:29.703
72,16.8,14.1,5.9472,4.6917,60.0286,59.6504,12:29:30.498
73,16.6,14.1,6.4758,5.0882,60.079,59.873,12:29:31.256
74,16.8,15.2,5.8811,5.5507,60.1965,59.779,12:29:32.021
75,16.8,14.5,5.0882,4.4274,59.4881,60.03,12:29:32.781
76,16.6,14.1,4.5595,3.4362,60.0591,59.7513,12:29:33.541
77,17.0,13.6,4.8899,4.5595,60.248,60.6197,12:29:34.301
78,16.6,14.5,5.0882,5.2864,59.9361,60.1641,12:29:35.063
79,16.6,14.1,6.5419,5.3525,60.4251,60.0076,12:29:35.856
