Log,ac_flowrate,cp_pressure,cp_temperature,cp_flowrate,mixer_pressure,mixer_temperature_Funnel,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,Time
1,88.0,1.034,26.6,3.0,0.0891,24.5,22.3,19.3,4.9843,4.0026,61.5538,60.03,09:51:18.071
2,88.0,0.9253,28.0,3.0,0.094,24.5,22.3,20.0,3.776,2.9453,59.7882,59.7728,09:51:19.739
3,88.0,1.0157,28.0,3.0,0.0696,24.5,22.3,20.0,3.0208,3.1718,58.9679,59.6803,09:51:21.056
4,88.0,0.9668,28.0,3.0,0.1392,24.5,21.8,20.4,4.0781,3.3984,59.8921,60.1055,09:51:22.376
5,88.0,0.9949,28.0,3.0,0.083,24.5,22.3,20.4,4.0403,4.0781,59.9093,59.7764,09:51:23.690
6,88.0,0.9766,28.0,3.0,0.1172,24.5,22.5,19.3,2.9453,4.72,59.8875,59.8592,09:51:25.008
7,88.0,1.0669,28.1,3.0,0.0635,24.5,22.7,20.7,4.3424,3.5872,59.7437,59.3514,09:51:26.314
8,88.0,0.9156,26.6,3.0,0.0439,24.5,22.3,19.8,3.5872,3.3984,59.6929,59.5473,09:51:27.647
9,88.0,0.9412,28.1,3.0,0.0928,24.5,21.8,20.4,2.9075,2.832,59.8731,60.8212,09:51:28.965
10,88.0,0.9961,28.1,3.0,0.0464,24.5,22.5,20.0,3.8515,2.9075,59.6766,59.8145,09:51:30.278
11,88.0,0.929,26.6,3.0,0.0818,24.5,22.3,20.2,3.5117,3.625,59.7937,59.8662,09:51:31.598
12,88.0,1.001,26.6,3.0,0.0793,24.5,22.3,20.2,3.7382,2.4544,59.9662,60.4935,09:51:32.914
13,88.0,0.9619,26.6,3.0,0.127,24.5,22.0,20.4,4.7578,2.983,60.266,61.7321,09:51:34.230
14,88.0,1.0364,28.1,3.0,0.155,24.5,21.8,20.9,3.2096,3.5117,60.0575,60.2593,09:51:35.553
15,88.0,1.0547,28.1,3.0,0.1111,24.5,22.5,20.4,3.8138,2.5677,60.6023,59.6762,09:51:36.842
16,88.0,1.0022,28.1,3.0,0.1587,24.5,22.3,20.0,3.776,3.2474,59.664,60.6814,09:51:38.156
17,88.0,0.9497,28.1,3.0,0.1355,24.5,22.5,20.0,3.776,2.7187,60.7221,60.1471,09:51:39.471
18,88.0,0.8936,26.6,3.0,0.0867,24.5,22.0,20.4,3.8138,3.0208,60.4035,61.4066,09:51:40.791
19,88.0,1.0352,28.1,3.0,0.1013,24.5,22.3,20.7,3.5494,2.7942,60.2166,59.9813,09:51:42.107
20,88.0,0.9839,26.6,3.0,0.1038,26.0,21.8,20.7,4.0026,3.3984,59.8688,60.3931,09:51:43.419
21,88.0,1.0913,26.6,3.0,0.0989,26.0,22.3,20.4,3.5117,2.4922,59.5619,60.2643,09:51:44.731
22,88.0,0.9497,26.7,3.0,0.1086,26.0,22.3,20.0,3.9648,2.9453,59.8019,59.8277,09:51:46.045
23,88.0,0.9717,28.1,3.0,0.0964,26.0,22.7,20.2,4.72,2.5677,60.4533,60.5143,09:51:47.362
24,88.0,0.9912,26.6,3.0,0.1489,24.6,22.7,20.4,4.1536,3.7382,59.979,59.9388,09:51:48.684
25,88.0,0.9485,26.7,3.0,0.0537,26.0,22.0,20.4,4.5312,2.7565,59.9334,60.0292,09:51:49.998
26,88.0,0.968,26.7,3.0,0.0696,24.6,22.5,20.4,4.569,3.5494,59.1221,60.2621,09:51:51.319
27,88.0,0.9595,28.1,3.0,0.0769,24.6,22.0,19.5,3.776,2.5677,59.802,59.5405,09:51:52.636
28,88.0,1.0486,28.1,3.0,0.144,24.6,22.3,20.2,3.6627,2.7942,59.9701,60.2286,09:51:53.956
29,88.0,0.9522,28.1,3.0,0.1367,24.6,22.0,20.9,3.776,2.9075,59.8126,60.0211,09:51:55.274
30,88.0,1.0144,28.1,3.0,0.0452,24.6,22.3,20.4,3.5872,4.1914,60.105,59.7922,09:51:56.593
31,88.0,0.9973,28.1,3.0,0.0964,24.6,22.7,21.1,3.5117,2.681,59.8274,59.6009,09:51:57.908
32,88.0,0.8924,28.1,3.0,0.0989,24.6,22.0,20.0,3.8138,3.1718,60.3112,60.6717,09:51:59.221
33,88.0,1.0364,26.7,3.0,0.0879,24.6,22.3,21.3,4.8333,3.5117,60.0148,60.1381,09:52:00.557
34,88.0,0.9021,26.7,3.0,0.0732,24.6,22.3,20.4,3.7005,2.0768,60.0609,60.2402,09:52:01.887
35,88.0,0.9998,26.7,3.0,0.1172,24.6,22.5,20.4,5.664,4.871,60.0762,60.0142,09:52:03.205
36,88.0,0.9436,26.7,3.0,0.1025,24.6,22.3,19.8,5.0976,3.0208,60.4016,59.9173,09:52:04.525
37,88.0,0.9912,28.1,3.0,0.1123,24.6,22.3,20.4,4.7955,2.4544,60.67,59.7588,09:52:05.838
38,88.0,1.034,28.1,3.0,0.1831,24.6,22.7,20.0,3.776,5.0598,59.5677,59.7266,09:52:07.139
39,88.0,0.9973,26.7,3.0,0.1233,24.6,22.3,20.0,3.776,3.9648,59.8556,59.5803,09:52:08.457
40,88.0,1.0047,26.7,3.0,0.0549,24.6,22.3,20.9,3.4739,2.5677,60.478,60.6648,09:52:09.773
41,88.0,0.8997,26.7,3.0,0.0867,24.6,22.0,20.2,3.1341,3.0208,60.3409,60.0558,09:52:11.106
42,88.0,1.0401,26.7,3.0,0.1013,24.6,22.3,20.4,4.4557,3.3984,59.6567,59.7057,09:52:12.427
43,88.0,0.968,26.7,3.0,0.116,26.1,22.3,20.0,4.2291,2.3034,60.746,61.1492,09:52:13.761
44,88.0,1.034,26.7,3.0,0.1123,26.1,22.5,20.2,3.4739,4.0403,59.8909,60.0027,09:52:15.077
45,88.0,0.9888,26.7,3.0,0.1038,26.1,22.5,20.4,3.9648,3.1341,59.8403,59.7941,09:52:16.397
46,88.0,0.9912,26.7,3.0,0.1184,26.1,22.5,20.2,3.3606,3.0208,59.8184,59.9429,09:52:17.714
47,88.0,0.9925,26.7,3.0,0.0867,26.1,22.7,19.5,3.1341,3.8893,60.1037,60.247,09:52:19.034
48,88.0,0.9827,26.7,3.0,0.1038,24.7,22.5,19.8,4.2291,2.7565,59.9877,60.1179,09:52:20.353
49,88.0,0.979,26.7,3.0,0.1233,26.1,22.7,20.2,3.5117,3.8138,59.665,59.9308,09:52:21.672
50,88.0,0.94,26.7,3.0,0.094,24.7,22.5,20.4,3.5872,2.3789,59.7424,59.5902,09:52:22.973
51,88.0,1.0437,26.7,3.0,0.1404,24.7,22.5,19.8,3.7382,2.832,59.6013,60.0737,09:52:24.272
52,88.0,1.001,26.7,3.0,0.0745,24.7,22.3,20.7,4.4557,3.4739,59.7301,59.9178,09:52:25.587
53,88.0,1.001,26.7,3.0,0.1111,24.7,22.7,20.0,3.5494,2.5299,59.9401,60.1506,09:52:26.905
54,88.0,0.9436,26.7,3.0,0.1685,24.7,22.7,20.4,3.8515,3.0963,59.979,59.4092,09:52:28.221
55,88.0,0.9449,26.7,3.0,0.0745,24.7,22.7,20.0,4.1536,3.5117,59.5379,59.8367,09:52:29.536
56,88.0,1.0218,26.8,3.0,0.1221,24.7,22.3,20.4,3.2474,2.3789,59.7529,60.9049,09:52:30.854
57,88.0,0.9339,26.8,3.0,0.0586,26.2,22.3,20.9,4.8333,3.0586,60.2951,59.7482,09:52:32.177
58,88.0,0.9973,26.7,3.0,0.0964,26.2,22.7,20.4,3.2851,2.9453,60.5678,60.0025,09:52:33.509
59,88.0,0.9351,28.2,3.0,0.1599,24.7,22.7,19.8,3.4362,3.2851,59.7987,59.9367,09:52:34.833
60,88.0,1.001,28.2,3.0,0.1306,24.7,22.7,19.8,5.3242,3.0963,59.9697,60.0086,09:52:36.158
61,88.0,1.0144,28.2,3.0,0.0964,24.7,22.7,20.7,3.4362,3.2474,59.7747,59.4955,09:52:37.486
62,88.0,1.0059,28.2,3.0,0.1172,24.7,22.9,20.2,3.3229,2.7942,60.3649,59.5736,09:52:38.806
63,88.0,0.9717,28.2,3.0,0.1062,24.7,22.5,20.4,3.3229,2.5677,60.0815,60.1821,09:52:40.125
