Log,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,Time
1,10.2,6.6,3.0586,2.6432,20.4717,20.6511,10:00:28.366
2,10.0,7.5,3.5494,2.6054,20.3303,20.3114,10:00:29.302
3,10.2,6.8,2.7565,2.1523,20.4031,20.2381,10:00:30.046
4,10.0,7.5,2.681,2.5299,20.6384,20.476,10:00:30.817
5,10.0,6.6,3.927,2.3411,20.2899,20.4726,10:00:31.580
6,10.4,6.6,2.7565,2.7565,20.467,21.3204,10:00:32.344
7,10.2,6.8,3.8893,1.888,20.2838,20.3081,10:00:33.102
8,10.0,7.0,2.832,2.1901,20.5628,20.4372,10:00:33.862
9,10.0,7.0,3.3606,2.6054,20.4912,20.5901,10:00:34.626
10,9.5,7.5,3.4362,1.6992,20.2768,20.3783,10:00:35.389
11,9.8,7.0,3.0208,2.3034,20.5247,20.3146,10:00:36.148
12,10.2,7.5,2.4544,2.681,20.4635,20.1257,10:00:36.911
13,10.2,7.0,3.3984,2.7942,20.3764,20.4197,10:00:37.652
14,9.5,6.8,2.9075,2.7942,20.4576,20.5069,10:00:38.413
15,10.0,6.3,4.2291,2.039,20.255,20.2271,10:00:39.176
16,10.0,6.8,2.4922,2.1523,20.4072,20.2246,10:00:39.951
17,10.0,7.0,3.776,2.0768,20.4726,20.4882,10:00:40.711
18,10.0,6.6,3.2096,2.4922,20.0523,20.379,10:00:41.473
19,10.0,7.3,2.832,1.9258,20.4262,20.3862,10:00:42.238
20,10.0,7.3,1.7747,1.3971,19.3868,20.6127,10:00:42.996
