Log,ac_flowrate,cp_pressure,cp_temperature,cp_flowrate,mixer_pressure,mixer_temperature_Funnel,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,Time
1,0.0,0.5445,24.1,1.5,0.0354,23.9,20.2,18.8,4.1158,2.039,59.9735,59.9622,11:50:37.233
2,0.0,0.4883,25.6,1.5,0.0879,23.9,19.3,18.2,2.4544,2.4922,59.7296,59.7647,11:50:37.492
3,0.0,0.5445,24.1,1.5,0.0024,23.9,19.5,18.4,3.1718,2.9453,60.7432,61.0215,11:50:37.714
4,0.0,0.5176,24.1,1.5,0.0098,23.9,19.8,18.4,3.2096,2.832,59.4221,59.5078,11:50:37.959
5,0.0,0.4456,24.1,1.5,0.0769,23.9,19.5,18.2,2.832,2.4166,60.0993,60.6075,11:50:38.218
6,0.0,0.4688,24.1,1.5,0.0354,23.9,19.5,18.4,2.1146,2.7942,59.8899,59.721,11:50:38.476
7,0.0,0.4627,24.1,1.5,0.0024,23.9,19.5,17.9,3.1718,2.7187,60.1786,60.2748,11:50:38.734
8,0.0,0.4834,24.1,1.5,0.0317,23.9,19.8,17.9,2.983,2.7565,59.4928,59.6466,11:50:38.991
9,0.0,0.4932,24.1,1.5,0.0049,23.9,19.5,18.4,3.3229,2.0013,59.867,60.0939,11:50:39.251
10,0.0,0.4834,24.1,1.5,0.0464,23.9,19.5,17.9,2.832,3.927,60.47,59.6221,11:50:39.516
11,0.0,0.4651,24.1,1.5,0.0256,23.9,20.2,17.9,3.4739,2.4922,60.1497,59.8754,11:50:39.781
12,0.0,0.4956,24.1,1.5,0.0195,23.9,20.0,17.7,3.0963,3.5872,59.99,59.8259,11:50:40.037
13,0.0,0.553,24.1,1.5,0.0098,23.9,19.8,17.9,2.7942,2.3411,59.8233,59.7556,11:50:40.303
14,0.0,0.4883,24.1,1.5,0.0513,23.9,19.5,18.6,2.3789,3.2474,60.9123,61.2043,11:50:40.564
15,0.0,0.4981,24.1,1.5,0.0061,23.9,19.3,18.2,3.0208,4.0026,59.3982,59.9813,11:50:40.819
16,0.0,0.4956,24.1,1.5,0.0073,23.9,20.0,17.9,3.0963,3.8893,59.6165,60.4885,11:50:41.080
17,0.0,0.4981,24.1,1.5,0.0061,23.9,20.0,18.2,3.9648,2.681,60.0863,59.537,11:50:41.338
18,0.0,0.4871,25.6,1.5,0.0,23.9,20.2,17.9,3.3606,2.6054,59.6424,60.1863,11:50:41.601
19,0.0,0.4907,24.1,1.5,0.0501,25.3,20.0,18.4,3.5872,2.4922,59.7443,59.8154,11:50:41.856
20,0.0,0.4834,24.1,1.5,0.0391,23.9,19.5,17.9,2.8698,3.8515,60.0165,60.0126,11:50:42.084
21,0.0,0.5933,25.5,1.5,0.0171,23.9,19.5,17.9,4.1158,2.3034,61.2641,60.2851,11:50:42.308
22,0.0,0.5066,24.1,1.5,0.0024,23.9,19.8,17.9,3.4739,4.7955,58.5671,59.1709,11:50:42.531
23,0.0,0.5115,25.6,1.5,0.0208,23.9,19.5,18.2,3.8515,2.4166,60.1367,60.301,11:50:42.753
24,0.0,0.5164,24.1,1.5,0.0366,23.9,19.5,18.2,2.9075,2.832,60.3484,60.4145,11:50:42.975
25,0.0,0.481,25.6,1.5,0.0049,23.9,19.5,18.2,2.9075,3.1341,59.9803,60.082,11:50:43.198
26,0.0,0.4492,24.1,1.5,0.0513,23.9,19.5,18.2,3.1341,2.3411,59.872,59.8239,11:50:43.420
27,0.0,0.4834,25.6,1.5,0.0244,23.9,20.0,17.9,3.927,3.3984,59.0104,58.7913,11:50:43.641
28,0.0,0.4431,24.1,1.5,0.0,23.9,19.5,17.9,3.2474,2.3034,60.3818,59.8636,11:50:43.861
29,0.0,0.492,24.1,1.5,0.0366,23.9,19.8,18.2,3.0963,3.7005,60.4367,60.7433,11:50:44.086
30,0.0,0.5213,24.1,1.5,0.022,25.3,20.0,17.9,3.4739,2.3034,59.7217,60.0158,11:50:44.309
31,0.0,0.5054,24.1,1.5,0.0098,23.9,20.0,17.9,3.0963,2.5677,60.4337,59.83,11:50:44.533
32,0.0,0.4443,25.6,1.5,0.0061,25.3,20.0,18.2,3.3606,2.4166,60.3469,59.7999,11:50:44.757
33,0.0,0.4688,24.1,1.5,0.083,23.9,19.5,17.9,3.2474,3.7382,59.5823,59.8029,11:50:44.990
34,0.0,0.5115,25.6,1.5,0.0,23.9,20.0,17.5,2.9453,2.7187,60.1644,60.4922,11:50:45.212
35,0.0,0.5408,24.1,1.5,0.0537,23.9,20.2,18.2,3.0963,3.0963,60.0355,59.9799,11:50:45.436
36,0.0,0.4407,24.1,1.5,0.0208,23.9,20.0,17.9,2.9453,2.832,60.0524,60.2439,11:50:45.660
37,0.0,0.5017,24.1,1.5,0.0415,25.4,19.8,18.4,3.3606,3.1341,59.8807,59.7597,11:50:45.892
38,0.0,0.5383,24.1,1.5,0.0,23.9,19.5,18.2,2.9075,3.0586,59.1839,59.5744,11:50:46.117
39,0.0,0.5115,25.6,1.5,0.0122,25.3,19.5,18.4,3.927,2.2278,59.8896,59.9059,11:50:46.341
40,0.0,0.4541,24.1,1.5,0.0171,25.4,19.5,18.2,2.4922,3.2096,60.4888,60.7459,11:50:46.567
