Log,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,Time
1,18.2,18.4,1.7747,2.3034,20.3848,20.4334,10:05:30.079
2,18.6,17.9,1.2461,3.4739,20.5267,20.5046,10:05:31.029
3,18.6,18.4,0.8307,2.6432,20.3383,20.3923,10:05:31.793
4,18.6,17.9,1.9635,1.888,20.6533,20.3803,10:05:32.556
5,18.6,17.9,1.3216,2.0013,20.241,20.4596,10:05:33.313
6,18.4,18.4,1.2461,2.1901,20.4127,20.3727,10:05:34.076
7,18.8,18.4,1.1706,2.3411,20.5424,20.2453,10:05:34.833
8,18.6,18.4,2.1901,1.9258,20.0722,20.4508,10:05:35.591
9,18.4,18.4,1.0573,2.8698,20.4447,20.4357,10:05:36.351
10,18.2,18.2,2.1523,2.7187,20.0879,19.8603,10:05:37.133
11,18.2,18.4,1.095,2.3411,20.3098,20.7571,10:05:37.893
12,18.6,18.4,1.1328,2.832,20.3774,20.4739,10:05:38.649
13,18.4,18.6,1.0573,1.888,20.5121,20.4208,10:05:39.408
14,18.6,17.9,1.6614,2.5299,20.2471,20.3166,10:05:40.172
15,18.6,17.9,1.1706,2.7187,20.4415,20.354,10:05:40.933
16,18.4,18.4,1.5482,2.2656,19.96,20.5522,10:05:41.694
17,18.4,17.9,1.4349,2.5677,20.2701,20.2465,10:05:42.458
18,18.6,18.4,1.3594,2.1146,20.1308,20.4714,10:05:43.224
19,18.8,18.2,1.4726,3.0586,20.4589,20.3997,10:05:43.987
20,18.4,17.9,1.5859,2.1523,20.2039,20.8121,10:05:44.751
21,18.8,17.9,1.6614,2.6432,20.2996,20.3243,10:05:45.513
22,18.8,18.4,1.8502,2.832,20.3287,20.3649,10:05:46.275
23,18.4,18.4,1.095,2.3789,20.3046,20.5202,10:05:47.037
24,18.2,18.4,2.4166,2.1901,20.3829,20.0923,10:05:47.797
25,18.4,17.7,2.2656,2.7187,20.5132,20.3963,10:05:48.564
26,18.6,18.4,0.6419,2.4166,20.351,20.4835,10:05:49.340
27,18.4,17.5,1.3594,2.9075,20.1504,20.1386,10:05:50.102
28,18.4,18.2,1.1706,2.4922,20.3666,20.4623,10:05:50.884
29,19.1,17.9,1.0195,2.832,19.9117,20.6215,10:05:51.646
