Log,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,Time
1,18.4,15.4,3.776,2.983,59.8016,60.0118,11:26:09.105
2,18.2,15.9,2.4166,3.5872,60.063,59.9607,11:26:10.049
3,18.6,15.2,3.2851,2.1146,59.8326,59.6021,11:26:10.808
4,18.6,15.7,3.5117,3.3984,59.9981,60.0681,11:26:11.564
5,18.2,15.9,3.1341,3.3606,59.419,60.1079,11:26:12.325
6,18.8,15.7,3.0208,2.5677,59.8819,59.931,11:26:13.081
7,18.2,15.4,3.2851,2.7187,59.7544,59.7468,11:26:13.846
8,18.4,15.4,3.625,3.3606,60.1061,60.1351,11:26:14.613
9,18.2,15.0,4.0781,3.9648,60.0872,59.8615,11:26:15.379
10,18.2,15.0,3.625,2.983,60.1663,59.9696,11:26:16.143
11,18.6,15.4,3.2096,2.9453,59.8871,60.1471,11:26:16.907
12,18.6,15.0,3.5117,3.1341,59.7662,60.0679,11:26:17.669
13,18.4,15.9,3.1718,3.1341,59.8856,59.9687,11:26:18.432
14,18.4,15.7,3.1341,2.7942,60.0084,60.0828,11:26:19.197
15,18.2,15.9,2.832,2.983,60.0182,60.006,11:26:19.974
16,18.4,15.2,3.2096,3.8893,60.0789,60.108,11:26:20.733
17,18.6,15.9,3.776,3.4739,60.0451,59.7556,11:26:21.497
18,18.6,15.2,3.927,3.776,59.6421,60.2528,11:26:22.257
19,18.2,14.5,3.0208,3.0586,59.8533,59.8825,11:26:23.021
20,18.2,15.2,4.0781,2.6432,59.8489,60.1782,11:26:23.783
21,18.4,15.4,3.0586,4.1914,59.5391,60.109,11:26:24.546
22,18.2,15.4,3.2474,3.2851,60.0029,59.7458,11:26:25.311
23,18.2,15.4,2.832,3.1718,60.4781,60.6021,11:26:26.066
24,18.6,15.0,2.983,2.3034,60.0156,60.4973,11:26:26.830
25,18.6,15.7,3.1341,2.9453,59.9383,59.8715,11:26:27.588
26,18.2,15.4,3.8515,3.776,60.2436,59.9706,11:26:28.353
27,18.2,15.2,3.7382,3.927,60.2477,59.8579,11:26:29.111
28,18.2,15.0,3.8138,3.2096,60.0218,60.2596,11:26:29.905
29,18.2,15.0,3.8138,3.6627,59.6198,59.9611,11:26:30.662
30,18.4,15.2,3.3606,3.2096,59.912,60.1981,11:26:31.422
31,18.4,15.2,4.3424,2.832,59.8785,59.5769,11:26:32.184
32,18.2,15.9,2.6054,2.8698,59.9582,59.9957,11:26:32.944
33,18.2,15.7,3.2096,2.7565,60.3043,60.0358,11:26:33.717
34,18.6,15.7,3.2474,3.5494,60.0315,60.0379,11:26:34.483
35,18.6,15.0,4.3802,3.4739,59.8823,60.0458,11:26:35.246
36,18.6,15.4,3.0963,3.9648,59.8881,59.5992,11:26:36.012
37,18.6,15.2,3.8515,2.7565,59.3038,59.9876,11:26:36.790
38,18.2,15.9,3.5117,2.9453,60.0287,60.0161,11:26:37.553
39,18.2,15.0,3.776,3.6627,60.0348,60.0458,11:26:38.317
40,18.2,15.7,2.9453,2.6054,60.0256,59.7712,11:26:39.082
41,18.6,15.7,3.7382,2.832,59.9575,60.306,11:26:39.843
42,18.4,15.4,3.7005,3.5117,59.9549,59.9511,11:26:40.620
43,18.2,15.4,4.0026,3.5117,60.0761,60.0013,11:26:41.384
44,18.2,15.0,3.9648,3.5872,60.1861,59.5116,11:26:42.145
