Log,cp_pressure,mixer_temperature_Funnel,cp_flowrate,mixer_pressure,cp_temperature,ac_flowrate,mixer_speed_M2,mixer_torque_M1,mixer_speed_M1,mixer_torque_M2,mixer_motor_temperature_M2,mixer_temperature_Funnel_outlet,mixer_motor_temperature_M1,Time
891,0.582,27.3,1.5,0.333,25.9,0.0,59.787,2.454,59.787,2.454,24.3,28.6,22.3,11:37:57.297
892,0.574,25.8,1.5,0.271,27.3,0.0,59.97,2.605,59.97,2.077,24.8,26.5,22.5,11:37:58.464
893,0.526,25.8,1.5,0.28,25.8,0.0,59.677,3.096,59.677,2.719,24.3,26.5,22.7,11:37:59.632
894,0.529,25.8,1.5,0.227,25.8,0.0,60.103,2.115,60.103,2.908,24.8,26.5,22.3,11:38:00.789
895,0.479,27.3,1.5,0.321,25.8,0.0,59.867,2.417,59.867,2.379,24.8,28.6,22.0,11:38:01.942
896,0.544,25.8,1.5,0.281,27.3,0.0,60.105,1.812,60.105,2.19,25.0,26.5,22.7,11:38:03.119
897,0.518,25.8,1.5,0.276,25.8,0.0,59.908,2.643,59.908,3.512,24.3,26.5,22.3,11:38:04.300
898,0.584,25.8,1.5,0.271,27.3,0.0,60.048,1.586,60.048,1.926,24.3,26.5,22.0,11:38:05.486
899,0.598,25.8,1.5,0.28,27.3,0.0,59.881,2.605,59.881,2.53,24.8,26.5,22.9,11:38:06.641
900,0.559,25.8,1.5,0.242,25.8,0.0,59.935,2.417,59.935,2.681,24.3,26.5,22.3,11:38:07.793
901,0.601,27.3,1.5,0.341,25.8,0.0,59.802,1.737,59.802,2.19,25.0,28.6,22.3,11:38:08.963
902,0.568,27.3,1.5,0.25,25.8,0.0,59.565,2.756,59.565,2.152,24.5,28.6,22.0,11:38:10.117
903,0.619,25.8,1.5,0.283,27.3,0.0,60.004,2.077,60.004,3.587,24.8,26.5,22.9,11:38:11.285
904,0.565,25.8,1.5,0.31,27.3,0.0,59.393,3.361,59.393,2.794,24.8,26.5,22.5,11:38:12.436
905,0.502,25.8,1.5,0.317,25.9,0.0,59.825,2.568,59.825,2.303,24.3,26.5,22.5,11:38:13.590
906,0.563,27.3,1.5,0.293,25.9,0.0,59.915,1.85,59.915,3.059,25.2,28.6,22.9,11:38:14.761
907,0.508,25.8,1.5,0.264,25.9,0.0,59.64,3.512,59.64,2.908,24.3,26.5,22.7,11:38:15.915
908,0.565,25.8,1.5,0.278,25.8,0.0,59.168,3.172,59.168,2.568,24.5,26.5,22.9,11:38:17.070
909,0.571,25.8,1.5,0.298,27.3,0.0,60.002,1.812,59.955,2.228,24.8,26.5,22.7,11:38:18.222
910,0.513,25.8,1.5,0.266,27.3,0.0,59.936,1.699,59.936,2.341,24.8,26.5,23.2,11:38:19.369
911,0.549,25.8,1.5,0.321,25.9,0.0,61.298,2.379,59.333,2.719,24.3,26.5,22.5,11:38:20.520
912,0.535,27.3,1.5,0.228,25.9,0.0,60.314,2.794,60.314,2.643,24.5,28.6,22.9,11:38:21.690
913,0.621,25.8,1.5,0.269,27.3,0.0,60.57,2.266,60.57,3.436,24.5,26.5,22.5,11:38:22.874
914,0.501,25.8,1.5,0.28,27.3,0.0,59.884,2.568,59.884,2.945,25.0,26.5,22.3,11:38:24.027
915,0.53,25.8,1.5,0.278,25.9,0.0,60.222,2.077,60.222,2.152,24.5,26.5,22.3,11:38:25.212
916,0.571,25.8,1.5,0.266,27.3,0.0,59.789,1.51,59.789,2.492,24.5,26.5,22.5,11:38:26.379
917,0.607,25.8,1.5,0.343,25.9,0.0,60.001,2.719,60.001,2.303,24.8,26.5,23.4,11:38:27.544
918,0.571,27.3,1.5,0.238,25.8,0.0,60.631,2.303,60.631,2.077,24.8,28.6,22.7,11:38:28.709
919,0.584,27.3,1.5,0.293,25.8,0.0,59.87,2.19,59.87,2.19,24.8,28.6,22.5,11:38:29.856
920,0.601,25.8,1.5,0.308,25.9,0.0,59.995,2.454,59.995,3.361,24.8,26.5,22.0,11:38:31.010
921,0.546,25.8,1.5,0.256,27.3,0.0,60.015,2.341,60.015,2.756,24.3,26.5,22.9,11:38:32.172
922,0.536,25.8,1.5,0.275,27.3,0.0,59.812,2.115,59.812,2.379,24.8,26.5,22.5,11:38:33.323
923,0.574,27.3,1.5,0.247,25.9,0.0,61.02,1.699,61.02,2.719,25.0,28.6,22.3,11:38:34.495
924,0.536,25.8,1.5,0.288,25.9,0.0,60.271,3.134,60.271,2.643,24.8,26.5,22.0,11:38:35.667
925,0.526,25.8,1.5,0.304,27.3,0.0,59.911,2.605,59.911,2.568,25.2,26.5,21.8,11:38:36.836
926,0.554,27.3,1.5,0.255,25.9,0.0,59.876,2.341,59.876,3.21,24.8,28.6,22.3,11:38:38.006
927,0.554,27.3,1.5,0.291,25.9,0.0,60.039,2.039,60.039,3.889,24.8,28.6,22.7,11:38:39.161
928,0.587,25.8,1.5,0.237,25.9,0.0,59.901,2.115,59.901,2.19,25.0,26.5,22.3,11:38:40.329
929,0.492,25.8,1.5,0.321,25.8,0.0,59.957,2.228,59.957,2.266,25.0,26.5,22.7,11:38:41.494
930,0.573,25.8,1.5,0.266,25.9,0.0,60.049,2.303,60.049,2.266,24.3,28.6,21.8,11:38:42.644
931,0.558,27.3,1.5,0.265,25.9,0.0,59.938,2.266,59.938,3.096,24.8,26.5,22.3,11:38:43.813
932,0.51,25.8,1.5,0.298,25.9,0.0,60.124,2.492,60.124,2.152,24.8,26.5,22.0,11:38:44.970
933,0.577,25.8,1.5,0.28,25.9,0.0,59.932,2.039,59.932,3.927,24.3,28.6,22.7,11:38:46.152
934,0.596,25.8,1.5,0.289,25.9,0.0,60.046,2.605,60.046,2.87,25.0,28.7,21.8,11:38:47.308
935,0.548,25.9,1.5,0.27,25.9,0.0,60.234,2.379,60.234,2.077,24.5,26.5,22.5,11:38:48.477
936,0.498,25.9,1.5,0.254,25.9,0.0,60.088,2.19,60.088,2.794,25.0,26.5,22.7,11:38:49.660
937,0.502,27.3,1.5,0.247,25.9,0.0,59.81,2.492,59.81,2.454,25.0,26.5,22.3,11:38:50.829
938,0.596,25.9,1.5,0.271,25.8,0.0,60.173,2.379,60.173,2.039,24.8,26.5,22.3,11:38:51.983
939,0.559,25.9,1.5,0.254,27.3,0.0,59.541,2.681,59.541,3.247,24.5,26.5,22.0,11:38:53.154
940,0.535,25.8,1.5,0.25,25.9,0.0,59.974,1.888,59.974,2.605,25.0,28.6,22.9,11:38:54.318
941,0.563,27.3,1.5,0.232,25.9,0.0,61.54,1.473,61.54,1.926,25.0,26.5,22.9,11:38:55.485
942,0.571,25.9,1.5,0.255,27.3,0.0,59.96,2.19,59.96,3.096,25.2,26.5,22.7,11:38:56.654
943,0.573,25.9,1.5,0.278,25.9,0.0,60.476,2.379,60.476,2.719,25.0,28.7,22.9,11:38:57.823
944,0.503,27.3,1.5,0.314,25.9,0.0,60.038,1.586,60.038,1.964,25.0,26.5,22.9,11:38:58.986
945,0.503,25.9,1.5,0.295,25.9,0.0,60.337,2.077,60.337,2.983,25.4,26.5,22.5,11:39:00.155
946,0.505,25.9,1.5,0.298,27.3,0.0,59.885,2.19,59.885,2.228,24.8,28.6,22.9,11:39:01.328
947,0.531,25.9,1.5,0.269,25.9,0.0,60.351,2.115,60.351,2.492,25.2,26.5,22.3,11:39:02.513
948,0.543,25.9,1.5,0.295,25.9,0.0,60.586,2.152,60.586,2.605,25.4,26.5,22.3,11:39:03.668
949,0.579,25.9,1.5,0.278,27.3,0.0,59.852,2.681,59.852,2.945,24.3,28.6,22.9,11:39:04.836
950,0.559,27.3,1.5,0.3,25.9,0.0,59.898,2.379,59.898,2.605,24.3,26.5,22.9,11:39:06.018
951,0.569,25.9,1.5,0.288,27.3,0.0,60.093,2.303,60.093,3.512,25.0,26.5,22.3,11:39:07.187
952,0.543,25.9,1.5,0.248,27.3,0.0,59.935,2.152,59.935,2.719,24.3,26.5,22.0,11:39:08.339
953,0.577,25.9,1.5,0.283,25.9,0.0,59.973,2.53,59.973,2.19,25.0,26.5,22.9,11:39:09.506
954,0.579,25.9,1.5,0.275,25.9,0.0,60.23,2.643,60.23,2.379,25.0,26.5,22.5,11:39:10.676
955,0.596,25.9,1.5,0.288,27.3,0.0,59.868,2.417,59.868,2.266,25.2,26.5,22.5,11:39:11.843
956,0.454,25.9,1.5,0.341,25.9,0.0,59.969,2.832,59.969,2.53,25.0,26.5,22.5,11:39:13.017
957,0.53,27.3,1.5,0.273,25.9,0.0,60.067,2.454,60.067,2.605,24.5,26.5,22.9,11:39:14.180
958,0.588,25.9,1.5,0.254,25.9,0.0,59.915,2.039,59.915,2.001,25.0,26.5,21.8,11:39:15.336
959,0.579,25.9,1.5,0.276,25.9,0.0,61.86,1.699,61.86,2.001,25.0,26.5,22.7,11:39:16.488
960,0.605,25.9,1.5,0.259,27.3,0.0,59.897,2.152,59.897,3.021,25.0,28.7,22.9,11:39:17.654
961,0.535,27.3,1.5,0.298,25.9,0.0,59.962,2.303,59.962,2.077,24.8,26.6,22.3,11:39:18.837
962,0.535,25.9,1.5,0.231,25.9,0.0,60.217,1.812,60.217,2.115,24.8,26.5,22.0,11:39:19.989
963,0.56,25.9,1.5,0.273,27.3,0.0,60.582,2.152,60.582,2.832,25.0,28.7,23.2,11:39:21.159
964,0.601,25.9,1.5,0.256,25.9,0.0,60.107,2.001,60.107,2.341,24.8,26.6,22.3,11:39:22.329
965,0.568,25.9,1.5,0.293,25.9,0.0,59.852,2.417,59.852,2.115,25.4,26.5,22.9,11:39:23.498
966,0.531,25.9,1.5,0.271,27.3,0.0,60.007,2.719,60.007,2.756,24.8,28.7,22.9,11:39:24.665
967,0.497,25.9,1.5,0.261,27.3,0.0,60.43,2.417,60.43,2.832,25.2,28.7,22.3,11:39:25.813
968,0.52,27.3,1.5,0.341,25.9,0.0,60.342,1.964,60.342,2.454,25.2,26.5,22.3,11:39:26.981
969,0.582,25.9,1.5,0.371,25.9,0.0,59.57,2.53,59.57,3.096,25.4,26.6,22.7,11:39:28.152
970,0.558,25.9,1.5,0.298,27.3,0.0,59.936,2.115,59.936,2.719,24.8,28.7,22.0,11:39:29.318
971,0.551,25.9,1.5,0.269,25.9,0.0,60.615,2.077,60.615,1.85,25.0,26.6,22.9,11:39:30.489
972,0.531,27.4,1.5,0.275,25.9,0.0,60.091,2.228,60.091,2.756,25.0,26.6,22.9,11:39:31.657
973,0.602,25.9,1.5,0.289,27.3,0.0,60.025,2.53,60.025,2.152,25.0,28.7,22.9,11:39:32.824
974,0.588,25.9,1.5,0.291,27.3,0.0,59.557,1.85,59.557,2.568,25.0,26.6,22.0,11:39:33.988
975,0.513,27.3,1.5,0.323,25.9,0.0,59.769,2.228,59.769,3.21,25.0,26.6,22.0,11:39:35.156
976,0.555,25.9,1.5,0.265,25.9,0.0,59.995,1.926,59.995,2.643,24.5,26.5,22.7,11:39:36.320
977,0.574,27.3,1.5,0.214,25.9,0.0,59.946,2.605,59.946,2.492,24.8,26.6,22.3,11:39:37.531
978,0.573,25.9,1.5,0.254,25.9,0.0,60.602,3.021,60.602,2.19,25.0,28.7,22.9,11:39:38.696
979,0.581,25.9,1.5,0.281,27.3,0.0,59.554,2.19,59.554,2.454,25.0,26.6,22.0,11:39:39.860
980,0.625,25.9,1.5,0.327,25.9,0.0,59.929,2.303,59.929,2.908,25.2,26.6,22.9,11:39:41.023
981,0.559,27.3,1.5,0.248,25.9,0.0,60.226,2.568,60.226,2.605,25.0,26.6,22.9,11:39:42.191
982,0.533,25.9,1.5,0.275,27.3,0.0,59.702,2.001,59.702,2.794,25.0,28.7,22.3,11:39:43.356
983,0.591,25.9,1.5,0.331,25.9,0.0,59.905,2.681,59.905,2.719,25.0,26.6,23.4,11:39:44.525
984,0.51,25.9,1.5,0.259,25.9,0.0,59.761,2.681,59.761,2.115,25.0,28.7,23.2,11:39:45.711
985,0.581,25.9,1.5,0.251,27.3,0.0,59.882,1.775,59.882,3.474,25.2,26.6,22.5,11:39:46.878
986,0.502,25.9,1.5,0.286,25.9,0.0,60.585,2.379,60.585,2.908,24.5,26.6,23.4,11:39:48.047
987,0.515,27.3,1.5,0.293,25.9,0.0,60.257,2.152,60.257,2.19,25.0,28.7,22.3,11:39:49.213
988,0.549,25.9,1.5,0.261,27.3,0.0,59.805,2.001,59.805,2.605,25.0,26.6,22.3,11:39:50.383
989,0.616,25.9,1.5,0.269,25.9,0.0,60.462,2.115,60.462,2.303,25.4,26.6,22.7,11:39:51.546
990,0.554,27.3,1.5,0.3,25.9,0.0,59.848,2.454,59.848,2.681,25.0,26.6,22.7,11:39:52.711
991,0.586,25.9,1.5,0.264,27.3,0.0,60.684,2.039,60.684,2.945,25.4,26.6,22.3,11:39:53.894
992,0.526,25.9,1.5,0.332,25.9,0.0,59.981,2.454,59.981,2.341,25.0,26.6,22.5,11:39:55.062
993,0.526,27.3,1.5,0.278,25.9,0.0,60.094,1.964,60.094,2.643,25.2,26.6,23.4,11:39:56.226
994,0.597,25.9,1.5,0.276,25.9,0.0,59.863,1.812,59.863,2.492,25.0,28.7,23.2,11:39:57.392
995,0.582,25.9,1.5,0.322,27.3,0.0,59.998,2.341,59.998,2.228,25.4,26.6,22.7,11:39:58.564
996,0.582,27.3,1.5,0.289,25.9,0.0,60.211,2.266,60.211,2.643,25.0,28.7,22.7,11:39:59.747
997,0.54,25.9,1.5,0.278,27.3,0.0,59.989,2.643,59.989,3.738,25.0,26.6,22.7,11:40:00.913
998,0.584,25.9,1.5,0.236,27.3,0.0,59.415,3.21,59.415,2.568,25.2,26.6,22.9,11:40:02.079
999,0.529,27.3,1.5,0.271,25.9,0.0,59.913,1.812,59.913,3.361,25.2,26.6,23.2,11:40:03.245
1000,0.576,25.9,1.5,0.243,27.3,0.0,60.674,2.228,60.674,2.417,25.0,26.6,22.5,11:40:04.426
1001,0.558,25.9,1.5,0.217,25.9,0.0,59.934,1.812,59.934,1.737,25.0,26.6,22.3,11:40:05.594
1002,0.631,27.4,1.5,0.298,25.9,0.0,59.761,2.379,59.761,3.172,25.0,28.7,22.3,11:40:06.760
1003,0.558,25.9,1.5,0.347,25.9,0.0,59.926,2.303,59.926,2.945,25.0,26.6,22.7,11:40:07.925
1004,0.543,25.9,1.5,0.294,27.3,0.0,60.269,1.926,60.269,2.266,25.4,26.6,22.7,11:40:09.095
1005,0.551,25.9,1.5,0.24,25.9,0.0,59.98,1.85,59.98,3.361,25.0,26.6,22.3,11:40:10.260
1006,0.573,27.3,1.5,0.264,25.9,0.0,59.756,2.379,59.756,3.663,25.2,28.7,22.5,11:40:11.424
1007,0.565,25.9,1.5,0.269,25.9,0.0,60.146,2.379,60.146,1.586,25.2,26.6,22.5,11:40:12.585
1008,0.543,25.9,1.5,0.375,27.3,0.0,60.377,2.19,60.377,2.794,25.2,26.6,22.9,11:40:13.752
1009,0.538,25.9,1.5,0.27,25.9,0.0,59.676,2.756,59.676,3.021,25.2,28.7,22.9,11:40:14.918
1010,0.531,25.9,1.5,0.313,25.9,0.0,59.733,2.643,59.733,2.152,25.0,26.6,22.9,11:40:16.086
1011,0.584,25.9,1.5,0.314,27.3,0.0,59.911,1.586,59.911,4.191,24.8,26.6,22.9,11:40:17.270
1012,0.581,27.4,1.5,0.273,25.9,0.0,61.1,2.077,61.1,3.172,25.2,28.7,22.7,11:40:18.440
1013,0.576,25.9,1.5,0.259,25.9,0.0,59.811,2.303,59.811,2.115,25.0,26.6,22.3,11:40:19.608
1014,0.52,25.9,1.5,0.305,27.3,0.0,59.77,2.53,59.77,3.852,25.2,26.6,22.5,11:40:20.772
1015,0.568,25.9,1.5,0.288,25.9,0.0,60.158,3.323,60.158,2.605,25.2,28.7,22.9,11:40:21.938
1016,0.548,25.9,1.5,0.247,25.9,0.0,60.848,1.775,60.848,2.379,25.4,26.6,22.3,11:40:23.117
1017,0.531,25.9,1.5,0.231,25.9,0.0,59.875,2.228,59.875,3.172,25.2,26.6,22.9,11:40:24.298
1018,0.524,27.3,1.5,0.313,25.9,0.0,59.916,2.303,59.916,1.964,25.0,26.6,22.0,11:40:25.470
1019,0.535,25.9,1.5,0.288,27.3,0.0,59.872,2.266,59.872,2.568,24.8,26.6,22.5,11:40:26.640
1020,0.569,25.9,1.5,0.223,25.9,0.0,59.983,2.266,59.983,2.643,25.4,28.7,22.0,11:40:27.805
1021,0.634,27.4,1.5,0.331,25.9,0.0,59.946,2.303,59.946,2.568,25.2,26.6,22.9,11:40:28.975
1022,0.551,25.9,1.5,0.284,25.9,0.0,59.552,2.568,59.552,3.134,25.0,26.6,22.9,11:40:30.147
1023,0.548,25.9,1.5,0.208,27.3,0.0,59.991,1.964,59.991,2.568,25.0,28.7,22.3,11:40:31.315
1024,0.579,27.4,1.5,0.289,25.9,0.0,59.679,2.568,59.679,2.152,24.8,26.6,22.9,11:40:32.499
1025,0.603,25.9,1.5,0.36,27.3,0.0,59.634,2.794,59.634,2.568,24.8,26.6,23.4,11:40:33.679
1026,0.568,27.3,1.5,0.231,25.9,0.0,60.254,2.077,60.254,2.492,25.0,26.6,22.3,11:40:34.862
1027,0.559,25.9,1.5,0.303,27.3,0.0,59.296,3.285,59.296,3.096,25.0,26.6,22.7,11:40:36.045
1028,0.551,25.9,1.5,0.291,25.9,0.0,59.985,1.926,59.985,2.303,25.4,28.7,22.9,11:40:37.214
1029,0.526,25.9,1.5,0.259,25.9,0.0,59.836,2.077,59.836,2.719,25.7,26.6,22.9,11:40:38.386
1030,0.581,25.9,1.5,0.293,27.3,0.0,60.157,2.341,60.157,2.152,25.0,28.7,22.3,11:40:39.569
1031,0.588,27.4,1.5,0.343,25.9,0.0,59.775,2.152,59.775,2.417,25.0,26.6,22.3,11:40:40.737
1032,0.564,25.9,1.5,0.281,25.9,0.0,59.839,2.341,59.839,3.134,25.4,26.6,22.3,11:40:41.904
1033,0.571,25.9,1.5,0.298,27.3,0.0,60.482,2.417,60.482,2.303,25.0,28.7,22.3,11:40:43.074
1034,0.498,27.4,1.5,0.259,25.9,0.0,60.012,1.624,60.012,2.681,25.2,26.6,22.3,11:40:44.256
1035,0.574,25.9,1.5,0.345,27.3,0.0,59.631,3.323,59.631,2.379,25.4,26.6,23.4,11:40:45.424
1036,0.554,25.9,1.5,0.266,25.9,0.0,60.328,2.152,60.328,1.926,25.0,28.7,22.9,11:40:46.591
1037,0.554,27.4,1.5,0.251,25.9,0.0,59.58,2.341,59.58,2.605,24.8,26.6,22.9,11:40:47.761
1038,0.548,25.9,1.5,0.255,27.3,0.0,59.31,3.512,59.31,2.53,25.4,28.7,23.2,11:40:48.947
1039,0.54,27.3,1.5,0.321,25.9,0.0,59.763,1.888,59.763,2.417,25.2,26.6,22.3,11:40:50.128
1040,0.558,25.9,1.5,0.308,25.9,0.0,60.0,2.115,60.0,3.474,25.0,26.6,22.9,11:40:51.293
1041,0.541,25.9,1.5,0.281,27.3,0.0,59.725,2.19,59.725,2.001,25.4,28.7,22.9,11:40:52.460
1042,0.587,27.4,1.5,0.242,25.9,0.0,60.157,2.115,60.157,2.19,25.2,26.6,23.2,11:40:53.644
1043,0.544,25.9,1.5,0.286,25.9,0.0,60.191,2.379,60.191,2.417,25.4,26.6,22.9,11:40:54.813
1044,0.568,25.9,1.5,0.24,27.3,0.0,60.12,2.228,60.12,2.19,25.4,28.7,22.5,11:40:55.979
1045,0.563,25.9,1.5,0.305,25.9,0.0,59.838,2.19,59.838,2.643,25.4,26.6,22.7,11:40:57.146
1046,0.581,25.9,1.5,0.276,25.9,0.0,60.258,1.85,60.258,2.341,25.7,26.6,22.9,11:40:58.316
1047,0.546,25.9,1.5,0.256,27.3,0.0,59.696,2.152,59.696,2.001,25.0,28.7,23.4,11:40:59.482
1048,0.638,25.9,1.5,0.278,25.9,0.0,60.708,2.681,60.708,2.266,24.8,26.6,23.8,11:41:00.648
1049,0.498,27.4,1.5,0.236,25.9,0.0,59.773,2.53,59.773,2.643,25.2,26.6,22.9,11:41:01.817
1050,0.518,25.9,1.5,0.308,27.3,0.0,59.862,1.964,59.862,2.152,25.0,28.7,23.2,11:41:02.981
1051,0.54,27.4,1.5,0.326,25.9,0.0,60.92,2.87,60.92,2.756,25.0,26.6,22.7,11:41:04.179
1052,0.592,25.9,1.5,0.219,27.3,0.0,59.881,1.775,59.881,2.605,25.4,28.7,22.5,11:41:05.354
1053,0.603,25.9,1.5,0.321,25.9,0.0,60.093,2.228,60.093,2.568,25.2,26.6,22.5,11:41:06.534
1054,0.597,25.9,1.5,0.25,25.9,0.0,59.682,2.53,59.682,2.53,25.7,26.6,22.5,11:41:07.703
1055,0.516,25.9,1.5,0.286,27.3,0.0,59.867,2.001,59.867,2.681,25.4,28.7,22.9,11:41:08.869
1056,0.541,25.9,1.5,0.294,25.9,0.0,59.983,2.605,59.983,3.361,25.2,26.6,22.3,11:41:10.035
1057,0.51,27.4,1.5,0.286,25.9,0.0,59.79,1.85,59.79,2.908,25.4,26.6,22.9,11:41:11.200
1058,0.521,25.9,1.5,0.264,25.9,0.0,59.919,1.699,59.919,2.568,25.0,28.7,23.4,11:41:12.369
1059,0.548,25.9,1.5,0.261,27.3,0.0,60.03,2.19,60.03,2.53,25.0,26.6,22.3,11:41:13.539
1060,0.592,25.9,1.5,0.266,25.9,0.0,60.006,2.454,60.006,2.115,25.0,26.6,22.7,11:41:14.702
1061,0.533,25.9,1.5,0.299,25.9,0.0,59.643,2.492,59.643,2.908,25.7,28.7,22.3,11:41:15.881
1062,0.558,25.9,1.5,0.281,27.3,0.0,59.229,4.116,59.229,2.53,25.0,26.6,22.9,11:41:17.051
1063,0.559,25.9,1.5,0.283,25.9,0.0,59.259,2.681,59.259,2.228,25.0,26.6,22.7,11:41:18.211
1064,0.565,27.4,1.5,0.254,25.9,0.0,59.811,1.624,59.811,2.643,25.0,26.6,22.3,11:41:19.378
1065,0.586,25.9,1.5,0.212,27.3,0.0,59.554,3.927,59.554,2.492,25.2,28.7,22.3,11:41:20.545
1066,0.576,25.9,1.5,0.271,27.3,0.0,59.749,2.228,59.749,2.115,25.4,26.6,23.2,11:41:21.709
1067,0.483,25.9,1.5,0.206,25.9,0.0,60.074,2.001,60.074,4.003,25.2,28.7,22.7,11:41:22.879
1068,0.586,25.9,1.5,0.281,25.9,0.0,59.477,2.643,59.477,2.756,25.4,28.7,22.7,11:41:24.045
1069,0.554,25.9,1.5,0.259,25.9,0.0,60.299,1.775,60.299,2.115,25.9,26.6,22.9,11:41:25.231
1070,0.524,25.9,1.5,0.338,25.9,0.0,59.063,3.512,59.063,3.247,25.9,28.7,22.5,11:41:26.415
1071,0.564,25.9,1.5,0.26,27.3,0.0,59.571,2.945,59.571,2.417,25.0,26.6,22.0,11:41:27.576
1072,0.541,27.4,1.5,0.228,25.9,0.0,59.54,2.341,59.54,2.794,25.4,28.7,23.4,11:41:28.765
1073,0.582,25.9,1.5,0.271,25.9,0.0,60.335,2.908,60.335,2.719,25.2,26.6,22.9,11:41:29.933
1074,0.474,25.9,1.5,0.251,25.9,0.0,59.913,1.359,59.913,2.605,25.4,26.6,23.4,11:41:31.103
1075,0.574,27.4,1.5,0.284,25.9,0.0,59.882,2.19,59.882,2.908,25.0,28.7,22.9,11:41:32.274
1076,0.653,25.9,1.5,0.321,27.3,0.0,59.601,1.964,59.786,2.001,25.7,26.6,23.2,11:41:33.461
1077,0.574,25.9,1.5,0.251,25.9,0.0,59.908,2.303,59.908,2.681,25.4,26.6,22.9,11:41:34.635
1078,0.591,25.9,1.5,0.264,25.9,0.0,60.065,2.719,60.065,3.134,25.4,28.7,23.2,11:41:35.804
1079,0.515,25.9,1.5,0.271,27.3,0.0,60.378,2.417,60.378,3.285,25.2,26.6,22.7,11:41:36.971
1080,0.511,25.9,1.5,0.255,25.9,0.0,60.22,2.719,60.22,2.983,25.4,26.6,22.9,11:41:38.143
1081,0.62,27.4,1.5,0.288,25.9,0.0,59.954,2.115,59.954,2.983,25.4,28.7,22.3,11:41:39.305
1082,0.612,25.9,1.5,0.275,27.3,0.0,60.826,2.152,60.826,2.039,25.4,26.6,23.4,11:41:40.470
1083,0.579,27.4,1.5,0.26,25.9,0.0,59.949,2.719,59.949,2.832,25.2,28.7,22.9,11:41:41.670
1084,0.554,25.9,1.5,0.273,27.3,0.0,59.729,3.021,59.729,2.756,24.8,26.6,22.7,11:41:42.852
1085,0.492,25.9,1.5,0.271,25.9,0.0,60.827,1.926,60.827,2.756,25.0,26.6,22.5,11:41:44.022
1086,0.568,25.9,1.5,0.251,25.9,0.0,59.912,2.605,59.912,2.87,25.4,26.6,22.9,11:41:45.193
1087,0.584,25.9,1.5,0.214,27.3,0.0,59.825,1.888,59.825,2.643,25.7,26.6,23.4,11:41:46.360
1088,0.546,25.9,1.5,0.226,25.9,0.0,59.98,2.341,59.98,2.568,25.2,26.6,23.2,11:41:47.523
1089,0.563,25.9,1.5,0.305,25.9,0.0,59.96,2.228,59.96,1.964,25.0,26.6,22.9,11:41:48.705
1090,0.615,25.9,1.5,0.308,27.3,0.0,59.861,1.775,59.861,2.568,25.0,26.6,23.2,11:41:49.873
1091,0.584,27.4,1.5,0.233,25.9,0.0,59.682,3.285,59.682,2.454,25.4,28.7,22.9,11:41:51.058
1092,0.549,25.9,1.5,0.295,25.9,0.0,59.999,1.964,59.999,2.794,25.4,26.6,23.2,11:41:52.225
1093,0.544,25.9,1.5,0.228,27.3,0.0,59.959,1.888,59.959,2.908,25.0,26.6,22.9,11:41:53.397
1094,0.536,25.9,1.5,0.28,25.9,0.0,61.479,2.303,61.479,2.228,25.7,28.7,23.4,11:41:54.567
1095,0.587,27.4,1.5,0.243,25.9,0.0,59.757,2.756,59.757,3.549,25.2,26.6,22.9,11:41:55.730
1096,0.563,25.9,1.5,0.295,27.3,0.0,59.85,2.417,59.85,3.285,25.4,26.6,22.9,11:41:56.894
1097,0.553,25.9,1.5,0.294,27.3,0.0,59.584,3.134,59.584,2.53,25.4,26.6,22.5,11:41:58.057
1098,0.598,27.4,1.5,0.231,25.9,0.0,60.925,1.926,60.925,2.719,25.9,28.7,22.9,11:41:59.223
1099,0.571,25.9,1.5,0.242,25.9,0.0,59.872,1.888,59.872,2.605,25.7,26.6,23.4,11:42:00.395
1100,0.576,25.9,1.5,0.209,27.3,0.0,61.609,2.039,61.609,2.152,25.4,26.6,23.2,11:42:01.562
1101,0.553,27.4,1.5,0.251,25.9,0.0,59.845,1.812,59.845,2.379,25.9,28.7,22.9,11:42:02.730
1102,0.616,25.9,1.5,0.281,27.3,0.0,59.79,3.738,59.79,4.003,25.2,26.6,22.9,11:42:03.912
1103,0.588,25.9,1.5,0.206,25.9,0.0,59.435,2.908,59.435,2.303,25.0,28.7,22.9,11:42:05.084
1104,0.548,27.4,1.5,0.217,25.9,0.0,60.119,1.737,60.119,3.134,25.9,26.6,22.9,11:42:06.252
1105,0.591,25.9,1.5,0.256,27.3,0.0,60.084,2.303,60.084,2.341,25.2,26.6,22.9,11:42:07.421
1106,0.584,25.9,1.5,0.231,25.9,0.0,60.206,1.964,60.206,1.85,25.9,28.7,23.2,11:42:08.598
1107,0.559,25.9,1.5,0.264,25.9,0.0,59.997,2.832,59.997,2.756,25.7,26.6,23.2,11:42:09.774
1108,0.553,25.9,1.5,0.28,27.3,0.0,60.628,2.794,60.628,2.454,25.2,26.6,22.7,11:42:10.940
1109,0.555,25.9,1.5,0.288,25.9,0.0,59.736,2.53,59.736,2.228,25.7,28.7,23.4,11:42:12.110
1110,0.529,27.4,1.5,0.245,25.9,0.0,59.953,2.077,59.953,3.172,25.2,26.6,23.4,11:42:13.278
1111,0.474,26.0,1.5,0.259,27.3,0.0,60.148,2.341,60.148,1.964,25.7,26.6,23.8,11:42:14.459
