Log,ac_flowrate,cp_pressure,cp_temperature,cp_flowrate,mixer_pressure,mixer_temperature_Funnel,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,Time
79,0.0,0.42,25.1,1.5,0.31,24.5,24.3,22.0,3.44,3.13,80.38,79.87,13:30:43.726
80,0.0,0.41,25.1,1.5,0.26,24.5,24.3,22.5,2.27,2.49,80.3,80.96,13:30:44.948
81,0.0,0.39,26.6,1.5,0.28,24.5,24.3,22.5,2.91,2.64,79.82,80.51,13:30:46.155
82,0.0,0.41,26.6,1.5,0.26,24.4,24.5,22.3,2.42,2.42,80.5,80.21,13:30:47.361
83,0.0,0.47,25.1,1.5,0.26,25.9,24.8,21.8,3.17,2.57,81.65,80.38,13:30:48.568
84,0.0,0.48,25.1,1.5,0.27,24.5,24.8,21.8,3.1,3.81,80.08,81.94,13:30:49.779
85,0.0,0.41,26.6,1.5,0.23,24.5,25.0,22.3,2.64,2.53,79.34,80.42,13:30:50.985
86,0.0,0.42,25.1,1.5,0.25,24.5,24.3,22.9,3.1,2.91,80.82,80.5,13:30:52.184
87,0.0,0.39,25.1,1.5,0.24,25.9,24.3,21.6,2.83,2.11,79.66,80.12,13:30:53.396
88,0.0,0.5,25.2,1.5,0.29,25.9,24.3,22.0,2.23,3.93,80.34,80.36,13:30:54.622
89,0.0,0.43,25.2,1.5,0.31,24.5,24.1,22.5,3.02,2.79,80.08,80.61,13:30:55.831
90,0.0,0.47,25.2,1.5,0.23,24.5,24.3,22.9,3.78,2.53,80.45,80.37,13:30:57.055
91,0.0,0.44,25.2,1.5,0.26,24.5,24.8,22.3,2.19,2.53,80.36,80.75,13:30:58.269
92,0.0,0.45,25.1,1.5,0.29,24.5,24.3,22.5,3.36,2.45,99.79,100.44,13:30:59.512
93,0.0,0.48,25.2,1.5,0.27,24.5,24.8,23.2,2.72,2.91,99.62,99.92,13:31:00.723
94,0.0,0.47,26.6,1.5,0.26,24.5,24.3,22.9,3.78,2.95,98.8,99.48,13:31:01.940
95,0.0,0.47,26.6,1.5,0.27,24.5,24.8,22.7,3.25,2.04,99.97,98.72,13:31:03.152
96,0.0,0.45,25.2,1.5,0.25,26.0,24.3,22.3,2.42,2.83,99.68,97.73,13:31:04.362
97,0.0,0.43,25.2,1.5,0.28,24.5,24.8,21.8,3.21,1.77,99.57,99.6,13:31:05.565
98,0.0,0.46,26.6,1.5,0.26,24.5,24.3,22.9,2.49,2.42,99.54,99.92,13:31:06.768
99,0.0,0.43,25.2,1.5,0.35,26.0,24.8,22.3,3.25,2.45,100.57,99.33,13:31:07.973
100,0.0,0.46,25.1,1.5,0.23,25.9,24.8,22.5,2.87,2.68,99.5,100.49,13:31:09.180
101,0.0,0.43,25.2,1.5,0.3,24.5,25.0,22.0,3.32,2.57,101.37,100.29,13:31:10.388
102,0.0,0.41,25.2,1.5,0.24,24.5,24.5,22.3,3.06,2.72,99.53,99.9,13:31:11.595
103,0.0,0.46,25.2,1.5,0.27,24.5,24.8,22.9,2.91,2.15,99.98,100.22,13:31:12.825
104,0.0,0.45,26.6,1.5,0.27,24.5,24.3,22.5,2.95,2.04,99.84,99.71,13:31:14.052
105,0.0,0.46,26.6,1.5,0.29,24.5,25.0,22.7,2.61,3.21,100.08,99.16,13:31:15.278
106,0.0,0.48,26.6,1.5,0.27,24.5,25.0,22.7,3.74,2.72,99.62,100.37,13:31:16.509
107,0.0,0.42,26.6,1.5,0.24,24.5,24.8,22.7,2.98,2.49,99.49,99.49,13:31:17.735
108,0.0,0.46,25.2,1.5,0.27,24.5,25.2,22.0,3.36,4.42,119.08,104.7,13:31:18.972
109,0.0,0.43,25.2,1.5,0.27,24.5,24.8,22.7,3.78,3.81,119.96,119.5,13:31:20.169
110,0.0,0.42,25.2,1.5,0.28,24.5,24.8,22.7,3.4,3.21,120.2,119.7,13:31:21.375
111,0.0,0.45,25.2,1.5,0.28,24.5,24.5,22.0,3.44,3.13,120.04,117.7,13:31:22.581
112,0.0,0.46,26.6,1.5,0.27,24.5,24.8,22.3,3.1,2.76,119.68,120.68,13:31:23.786
113,0.0,0.49,25.2,1.5,0.27,26.0,24.3,21.8,4.72,3.06,119.49,120.14,13:31:24.995
114,0.0,0.44,25.2,1.5,0.26,26.0,24.8,22.9,4.08,4.91,119.69,120.02,13:31:26.214
115,0.0,0.44,26.6,1.5,0.29,24.5,25.0,23.4,4.38,4.15,119.88,120.42,13:31:27.432
116,0.0,0.39,25.2,1.5,0.28,24.5,24.5,22.5,4.0,2.98,120.01,120.29,13:31:28.664
117,0.0,0.41,25.2,1.5,0.26,26.0,24.8,22.7,2.61,2.53,120.09,121.11,13:31:29.902
118,0.0,0.43,25.2,1.5,0.27,24.5,25.0,22.9,3.21,2.87,119.82,119.86,13:31:31.107
119,0.0,0.45,25.2,1.5,0.24,24.5,24.5,22.9,3.32,2.57,120.67,119.6,13:31:32.317
120,0.0,0.47,26.6,1.5,0.25,24.5,25.0,23.2,4.08,3.25,119.69,119.72,13:31:33.532
121,0.0,0.45,26.6,1.5,0.3,24.5,25.2,22.5,3.4,3.55,119.92,119.9,13:31:34.742
122,0.0,0.42,25.2,1.5,0.25,26.0,25.0,22.3,2.95,2.76,119.53,119.89,13:31:35.957
123,0.0,0.49,25.2,1.5,0.26,24.5,24.8,22.9,3.29,3.93,120.12,120.26,13:31:37.160
124,0.0,0.42,25.2,1.5,0.27,24.5,24.3,22.5,2.72,3.59,120.72,119.77,13:31:38.369
125,0.0,0.45,25.2,1.5,0.26,24.5,25.0,23.4,2.76,3.02,99.4,100.16,13:31:39.576
126,0.0,0.41,26.6,1.5,0.26,24.5,25.0,22.3,3.93,2.42,99.21,100.01,13:31:40.797
127,0.0,0.43,26.6,1.5,0.24,24.5,25.2,23.4,3.66,2.68,99.56,99.67,13:31:42.008
128,0.0,0.45,25.2,1.5,0.22,24.5,25.0,23.2,2.49,3.21,99.2,99.46,13:31:43.241
129,0.0,0.46,25.2,1.5,0.27,24.5,24.8,22.9,2.83,3.1,100.25,99.39,13:31:44.453
130,0.0,0.42,25.2,1.5,0.23,24.5,24.8,22.9,4.42,2.91,99.4,99.67,13:31:45.658
131,0.0,0.44,26.6,1.5,0.26,24.5,25.2,22.9,2.87,3.78,99.99,99.32,13:31:46.869
132,0.0,0.46,26.6,1.5,0.28,24.5,25.0,22.9,2.3,3.47,100.01,99.24,13:31:48.094
133,0.0,0.43,25.2,1.5,0.26,26.0,25.0,23.2,3.29,2.98,99.82,99.41,13:31:49.294
134,0.0,0.47,25.2,1.5,0.29,24.5,25.0,22.9,2.45,3.36,99.63,99.49,13:31:50.503
135,0.0,0.41,25.2,1.5,0.27,24.5,25.0,22.5,3.02,2.53,99.6,99.39,13:31:51.708
136,0.0,0.43,26.7,1.5,0.23,24.5,25.2,22.5,2.98,3.74,99.85,99.33,13:31:52.915
137,0.0,0.44,25.2,1.5,0.26,26.0,25.0,22.5,2.87,3.1,99.85,99.51,13:31:54.124
138,0.0,0.46,25.2,1.5,0.24,26.0,25.2,22.5,3.29,2.08,99.69,99.24,13:31:55.335
139,0.0,0.43,25.2,1.5,0.28,24.5,25.0,23.4,4.27,2.87,100.08,99.41,13:31:56.545
140,0.0,0.46,25.2,1.5,0.27,24.5,25.0,22.7,3.85,3.06,99.17,99.28,13:31:57.768
141,0.0,0.44,25.2,1.5,0.26,24.5,25.0,22.9,3.02,2.04,80.52,96.33,13:31:58.981
142,0.0,0.46,26.7,1.5,0.25,24.5,24.8,23.4,2.87,1.81,80.45,80.64,13:32:00.193
143,0.0,0.42,26.7,1.5,0.25,26.0,25.0,22.9,2.64,2.76,80.58,80.61,13:32:01.405
144,0.0,0.46,25.2,1.5,0.26,26.0,25.2,23.4,2.72,2.42,79.93,80.32,13:32:02.616
145,0.0,0.44,25.2,1.5,0.25,26.0,25.0,22.7,2.68,1.85,81.24,81.54,13:32:03.856
146,0.0,0.46,25.2,1.5,0.29,24.5,25.0,22.9,2.72,2.34,80.51,80.65,13:32:05.067
147,0.0,0.46,25.2,1.5,0.25,24.5,25.4,23.2,2.61,3.17,80.42,80.36,13:32:06.286
148,0.0,0.4,25.2,1.5,0.35,24.5,25.0,22.9,3.81,2.57,80.66,80.78,13:32:07.493
149,0.0,0.45,26.7,1.5,0.3,24.5,25.0,23.2,2.87,2.49,80.01,79.71,13:32:08.698
150,0.0,0.45,26.7,1.5,0.29,24.5,25.2,22.7,2.15,3.55,80.28,80.47,13:32:09.922
151,0.0,0.42,26.7,1.5,0.27,24.5,25.4,22.9,2.15,4.08,80.4,80.18,13:32:11.153
152,0.0,0.45,25.2,1.5,0.28,26.0,25.4,22.7,3.02,1.55,80.51,80.33,13:32:12.371
153,0.0,0.47,25.2,1.5,0.22,26.0,25.0,22.5,2.42,3.25,80.25,81.2,13:32:13.579
154,0.0,0.41,25.2,1.5,0.27,24.5,25.0,22.5,2.72,2.57,80.74,80.78,13:32:14.790
155,0.0,0.51,26.7,1.5,0.34,24.5,25.0,22.9,2.04,2.76,80.27,80.38,13:32:16.001
156,0.0,0.45,25.2,1.5,0.34,24.5,24.8,22.9,2.53,3.21,79.57,80.42,13:32:17.194
157,0.0,0.44,25.2,1.5,0.26,24.5,24.8,23.2,2.91,2.91,82.02,81.19,13:32:18.400
158,0.0,0.45,25.2,1.5,0.26,24.6,25.2,22.7,2.19,1.93,60.59,59.84,13:32:19.623
159,0.0,0.48,25.2,1.5,0.28,24.5,25.2,22.7,2.45,2.3,60.95,60.12,13:32:20.845
160,0.0,0.43,25.2,1.5,0.25,24.5,25.4,23.4,2.76,2.3,60.03,59.82,13:32:22.085
161,0.0,0.43,25.2,1.5,0.32,24.5,25.0,22.7,2.27,2.45,60.33,59.93,13:32:23.316
162,0.0,0.47,25.2,1.5,0.27,24.5,25.2,22.9,1.85,1.74,61.51,59.95,13:32:24.535
163,0.0,0.41,25.3,1.5,0.25,24.5,24.8,22.7,1.89,1.77,59.73,61.79,13:32:25.746
164,0.0,0.46,26.7,1.5,0.29,24.5,25.0,23.8,2.19,2.27,60.06,60.03,13:32:26.956
165,0.0,0.48,26.7,1.5,0.29,24.5,25.2,23.2,3.1,2.68,60.06,59.27,13:32:28.177
166,0.0,0.49,26.7,1.5,0.29,24.5,25.4,22.5,3.47,2.72,60.04,60.0,13:32:29.388
167,0.0,0.46,25.3,1.5,0.27,26.0,25.0,22.5,2.42,2.0,60.24,59.56,13:32:30.610
168,0.0,0.4,26.7,1.5,0.27,24.6,25.4,22.5,2.72,2.08,59.56,59.87,13:32:31.839
169,0.0,0.45,25.2,1.5,0.31,24.5,25.4,22.3,2.38,3.1,59.8,60.03,13:32:33.079
170,0.0,0.47,25.2,1.5,0.25,26.0,25.0,22.9,2.23,2.45,60.09,59.97,13:32:34.289
171,0.0,0.41,25.2,1.5,0.27,24.6,25.0,22.9,1.93,1.85,60.14,59.95,13:32:35.510
172,0.0,0.47,25.2,1.5,0.27,24.5,24.8,22.3,2.68,2.49,60.34,59.28,13:32:36.738
173,0.0,0.4,25.2,1.5,0.27,24.6,25.4,23.2,3.06,2.72,60.12,60.23,13:32:37.947
174,0.0,0.4,26.7,1.5,0.31,24.6,25.2,22.5,2.45,1.62,39.83,39.54,13:32:39.153
175,0.0,0.43,25.2,1.5,0.26,26.0,25.2,22.7,1.96,1.77,39.57,39.61,13:32:40.358
176,0.0,0.42,25.3,1.5,0.32,24.6,24.8,22.7,1.81,2.38,39.86,40.07,13:32:41.564
177,0.0,0.45,25.3,1.5,0.29,24.6,25.2,23.2,2.0,1.96,39.94,39.62,13:32:42.788
178,0.0,0.48,25.3,1.5,0.28,24.6,25.2,23.2,1.55,1.66,39.6,39.11,13:32:44.013
179,0.0,0.5,25.2,1.5,0.35,24.6,24.8,23.4,1.47,2.34,39.36,39.33,13:32:45.228
180,0.0,0.47,25.3,1.5,0.26,24.6,25.4,22.9,2.57,1.96,40.15,39.68,13:32:46.449
181,0.0,0.46,26.7,1.5,0.3,24.6,25.0,23.6,2.42,2.27,39.66,39.56,13:32:47.653
182,0.0,0.45,25.3,1.5,0.28,26.0,25.0,22.5,1.7,2.95,39.42,39.76,13:32:48.876
183,0.0,0.44,25.2,1.5,0.29,26.0,25.0,22.7,1.66,2.87,39.38,39.45,13:32:50.099
184,0.0,0.48,25.3,1.5,0.27,24.6,25.0,22.7,1.7,2.49,39.34,39.55,13:32:51.325
185,0.0,0.48,25.3,1.5,0.28,24.6,25.4,23.2,2.64,2.27,39.43,40.04,13:32:52.559
186,0.0,0.45,26.7,1.5,0.28,24.6,25.4,22.7,3.4,2.42,39.51,40.09,13:32:53.794
187,0.0,0.46,25.3,1.5,0.24,26.0,25.0,22.3,1.74,2.38,39.64,39.83,13:32:55.005
188,0.0,0.41,25.3,1.5,0.23,24.6,25.2,23.4,1.93,2.42,39.68,40.22,13:32:56.216
189,0.0,0.43,25.3,1.5,0.27,24.6,25.4,23.2,2.04,1.77,40.09,40.31,13:32:57.441
190,0.0,0.42,25.3,1.5,0.25,24.6,25.0,23.2,2.23,1.77,39.14,39.38,13:32:58.651
191,0.0,0.44,26.7,1.5,0.23,24.6,25.0,23.2,1.47,1.66,20.49,20.67,13:32:59.858
192,0.0,0.44,25.3,1.5,0.28,24.6,25.4,22.9,1.51,2.08,19.93,20.36,13:33:01.081
193,0.0,0.44,25.3,1.5,0.3,24.6,24.8,22.9,1.85,1.66,20.36,20.48,13:33:02.306
194,0.0,0.44,26.7,1.5,0.27,24.6,25.0,23.2,1.47,2.64,20.3,20.16,13:33:03.528
195,0.0,0.42,26.7,1.5,0.24,24.6,25.0,23.4,1.28,1.81,20.11,21.21,13:33:04.772
196,0.0,0.41,26.7,1.5,0.26,24.6,25.0,22.3,2.0,2.11,20.25,20.29,13:33:05.995
197,0.0,0.44,26.7,1.5,0.29,24.6,25.0,22.7,1.17,1.32,20.43,20.44,13:33:07.219
198,0.0,0.42,25.3,1.5,0.25,26.1,25.2,22.5,1.66,1.74,20.2,20.41,13:33:08.430
199,0.0,0.46,25.3,1.5,0.22,26.1,25.2,22.9,1.55,1.17,20.26,20.22,13:33:09.657
200,0.0,0.48,25.3,1.5,0.29,24.6,25.4,23.4,2.3,1.7,20.6,20.56,13:33:10.866
201,0.0,0.42,25.3,1.5,0.28,24.6,25.0,22.9,1.81,2.23,20.41,20.54,13:33:12.088
202,0.0,0.52,26.7,1.5,0.28,24.6,25.4,22.9,1.36,1.59,20.47,20.34,13:33:13.294
203,0.0,0.49,25.3,1.5,0.22,24.6,25.2,22.7,2.04,2.76,20.11,19.98,13:33:14.513
204,0.0,0.48,25.3,1.5,0.3,24.6,25.0,23.4,2.53,1.51,20.44,20.16,13:33:15.755
205,0.0,0.43,25.3,1.5,0.31,24.6,24.5,22.9,1.77,1.51,20.22,20.28,13:33:16.974
206,0.0,0.56,25.3,1.5,0.43,24.6,25.0,23.2,1.7,1.77,20.29,20.45,13:33:18.214
