Log,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,Time
1,17.5,12.9,4.0026,2.2278,20.3437,21.1015,10:44:24.821
2,17.5,13.2,3.9648,2.6054,20.2578,20.3746,10:44:25.767
3,17.3,13.2,4.569,2.3789,20.4246,20.3459,10:44:26.510
4,17.7,13.2,4.0026,2.1901,20.2034,20.3919,10:44:27.268
5,17.5,12.9,2.9075,2.2278,20.545,20.4751,10:44:28.009
6,17.3,12.5,4.1536,2.681,20.0882,20.3473,10:44:28.766
7,17.5,12.7,3.8893,2.3411,20.4145,20.4956,10:44:29.531
8,17.5,12.7,4.0403,2.0768,20.4319,20.4205,10:44:30.291
9,17.9,12.3,3.7382,2.039,20.4086,20.3348,10:44:31.061
10,17.3,12.3,3.927,2.7565,20.2415,20.3875,10:44:31.818
11,17.5,12.7,4.0026,2.3034,20.4744,20.2873,10:44:32.578
12,17.0,13.4,3.0963,2.3789,20.1804,20.4091,10:44:33.340
13,17.9,13.2,3.5117,2.4166,20.5516,20.234,10:44:34.100
14,17.5,12.5,3.8138,2.832,20.544,20.4398,10:44:34.860
15,17.7,12.9,3.6627,2.9075,20.3408,20.3,10:44:35.614
16,17.5,12.9,3.3606,1.8125,20.4746,20.4035,10:44:36.374
17,17.5,13.2,3.4739,2.2656,20.29,20.196,10:44:37.133
18,17.5,13.2,3.8138,2.5299,20.3994,20.7267,10:44:37.892
19,17.3,12.3,4.7955,2.3789,20.4381,20.3038,10:44:38.652
20,17.3,13.2,3.3606,2.1523,20.3488,20.3117,10:44:39.427
21,17.3,13.2,3.3984,2.5299,20.3698,20.2557,10:44:40.172
22,17.0,13.2,3.776,2.3034,20.3457,20.4156,10:44:40.934
23,17.3,12.7,3.2474,2.832,20.1227,20.2704,10:44:41.697
24,17.3,13.4,3.927,3.0208,20.4126,20.3747,10:44:42.459
25,17.0,12.9,3.2474,2.5677,20.3866,20.2773,10:44:43.221
26,17.3,12.7,3.8515,2.681,20.4585,20.4908,10:44:43.970
27,17.0,12.9,3.5872,2.4166,20.4144,20.2857,10:44:44.746
28,17.3,12.3,4.4557,2.3411,20.2927,20.3886,10:44:45.502
29,17.5,12.9,3.927,2.3789,20.4762,20.7496,10:44:46.262
30,17.0,12.9,3.5117,2.7942,20.374,20.5361,10:44:47.020
31,17.5,12.5,4.3802,2.4922,20.4406,20.4309,10:44:47.779
32,17.7,12.9,3.4362,2.6054,20.3659,20.7956,10:44:48.539
33,17.5,13.2,3.8138,2.4922,20.4047,20.4341,10:44:49.301
34,17.0,13.6,4.0781,2.4544,20.3736,20.3802,10:44:50.059
35,17.3,13.2,3.3229,2.4544,20.526,20.3618,10:44:50.818
36,17.0,13.6,3.4362,2.1901,20.0077,20.2618,10:44:51.562
37,17.7,13.6,3.5494,2.4544,20.4487,20.5133,10:44:52.324
38,17.5,12.7,3.2096,2.4544,20.4972,20.4177,10:44:53.100
39,17.0,12.5,3.927,2.2278,20.2752,20.2255,10:44:53.862
40,17.0,13.8,3.3984,2.039,20.4367,20.4037,10:44:54.614
41,17.0,12.9,3.9648,2.9453,20.3112,20.4964,10:44:55.375
42,16.8,12.7,3.2851,2.3034,20.4944,20.4697,10:44:56.139
43,17.3,12.7,3.776,2.1146,20.3064,20.3518,10:44:56.898
44,17.0,13.2,2.7942,2.2278,20.5572,20.387,10:44:57.654
45,17.3,13.4,3.3229,2.6054,20.3661,20.3312,10:44:58.427
46,17.5,12.7,3.7382,2.2656,20.3244,20.2295,10:44:59.191
47,17.0,13.2,4.0781,3.3984,39.4142,39.6507,10:44:59.952
48,17.3,13.4,4.72,3.1718,39.6735,39.5215,10:45:00.713
49,17.5,12.9,3.927,3.0586,39.5882,39.5866,10:45:01.469
50,17.3,13.2,4.7955,3.6627,39.5568,39.589,10:45:02.233
51,17.5,12.7,4.1536,3.0208,39.5134,39.749,10:45:02.977
52,17.0,12.5,4.4557,3.4362,39.5134,39.6723,10:45:03.738
53,17.3,12.7,3.7382,3.5494,39.4933,39.6279,10:45:04.499
54,17.3,13.2,4.871,2.983,39.4422,39.6193,10:45:05.260
55,17.0,13.2,3.776,2.9453,39.6336,39.5626,10:45:06.032
56,17.7,12.7,4.7955,3.1718,39.6161,39.5599,10:45:06.791
57,17.0,12.7,4.5312,3.2096,39.5675,39.6597,10:45:07.553
58,17.5,12.3,5.0221,3.3606,39.5533,39.4427,10:45:08.316
59,17.3,12.9,3.6627,3.2474,39.4534,39.5838,10:45:09.076
60,17.0,13.2,5.1354,3.2474,39.7678,39.6772,10:45:09.867
61,16.8,13.2,4.0403,4.1158,39.628,39.6286,10:45:10.625
62,17.3,13.6,4.3424,2.8698,39.5849,39.4968,10:45:11.382
63,17.3,12.9,5.3619,3.2851,39.568,39.4567,10:45:12.135
64,17.3,13.2,6.2682,3.0586,39.9936,39.7257,10:45:12.888
65,17.0,12.7,4.2291,3.1341,39.4259,39.4997,10:45:13.651
66,17.0,12.7,5.0221,3.2096,39.926,39.3398,10:45:14.412
67,17.0,12.7,6.3059,4.569,59.9628,60.1627,10:45:15.154
68,17.0,12.7,5.0976,3.776,59.8769,59.9312,10:45:15.902
69,17.3,13.2,5.7018,4.9843,59.7076,60.1411,10:45:16.656
70,17.5,12.7,5.9283,4.2669,59.8402,60.2288,10:45:17.416
71,17.0,12.7,5.7018,3.8893,59.6771,60.8657,10:45:18.193
72,17.3,13.2,4.4934,3.9648,59.7913,60.009,10:45:18.967
73,17.3,12.5,5.664,3.4739,60.1691,60.3112,10:45:19.725
74,17.3,12.7,5.8528,4.7578,60.0775,60.2582,10:45:20.483
75,17.5,13.4,6.0794,5.1731,59.9367,59.9416,10:45:21.246
76,17.3,12.5,4.9843,4.5312,60.1278,59.848,10:45:22.001
77,17.0,13.6,5.9283,3.7005,60.1714,59.8769,10:45:22.759
78,17.5,13.6,5.8528,4.3424,60.0164,60.0331,10:45:23.521
79,17.3,13.2,6.0038,4.2669,60.2194,59.7429,10:45:24.285
80,17.3,13.4,5.4752,4.0403,59.9668,59.8727,10:45:25.042
81,17.5,12.7,5.3997,3.1718,60.3772,60.2201,10:45:25.803
82,17.3,13.2,5.2864,4.1158,60.1127,60.0931,10:45:26.562
83,17.5,13.6,5.815,4.4179,60.0941,59.9468,10:45:27.334
84,17.0,12.5,5.9283,4.0781,60.4069,59.8604,10:45:28.096
85,17.7,14.1,4.9466,4.0403,59.9302,60.2039,10:45:28.858
86,17.5,12.3,7.0234,5.2486,60.1252,60.0443,10:45:29.615
87,17.5,13.8,7.0611,5.1354,80.3389,80.7804,10:45:30.379
88,17.5,12.7,6.0416,4.7578,80.1387,80.4886,10:45:31.157
89,17.5,12.9,7.2499,4.2669,80.5221,80.5923,10:45:31.920
