Log,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,Time
1,18.2,17.7,1.0195,2.832,20.1677,20.3982,10:00:42.230
2,17.9,17.5,1.1706,2.3789,20.4125,20.4326,10:00:43.178
3,17.7,17.9,1.3971,2.5677,20.1759,20.0444,10:00:43.939
4,18.6,17.3,1.0573,2.4166,20.2826,19.9319,10:00:44.685
5,18.2,17.7,1.3971,1.737,20.3127,20.3571,10:00:45.464
6,17.9,17.9,1.0573,2.832,20.2163,20.3127,10:00:46.231
7,18.2,17.7,1.5482,2.9453,20.3574,20.3045,10:00:46.991
8,17.9,17.3,1.1328,2.3034,20.4727,20.6246,10:00:47.750
9,18.2,17.5,1.7747,2.7565,20.6225,20.5094,10:00:48.509
10,18.2,17.5,0.6042,3.0208,20.3701,20.3089,10:00:49.287
11,18.2,17.9,1.2461,2.7187,20.5489,20.4806,10:00:50.051
12,17.7,17.5,0.944,2.3789,20.3115,20.2793,10:00:50.817
13,17.9,17.5,1.888,2.039,20.3999,20.5697,10:00:51.580
14,17.7,17.5,1.3216,2.983,20.4187,20.427,10:00:52.353
15,18.6,17.5,1.8502,2.3034,20.3198,20.2268,10:00:53.114
16,18.2,18.2,1.0573,2.0768,20.4091,20.1632,10:00:53.875
17,17.9,17.7,1.5859,2.5677,20.35,20.871,10:00:54.621
18,18.2,17.9,1.2083,3.2096,20.3983,20.8926,10:00:55.384
19,18.6,17.9,1.9258,2.983,20.5078,20.6228,10:00:56.142
20,17.9,17.9,1.7747,3.0586,20.3101,20.2791,10:00:56.902
21,18.2,17.9,1.6614,2.5677,20.3686,20.7505,10:00:57.664
22,18.6,17.9,0.7174,3.0963,20.4394,20.483,10:00:58.413
23,18.6,17.7,1.4726,2.4544,20.493,20.3978,10:00:59.178
24,18.4,17.9,1.5859,4.0781,20.3609,20.4887,10:00:59.941
25,18.6,17.9,1.6992,2.6054,20.3558,20.2758,10:01:00.701
26,18.4,17.9,1.1328,2.681,20.2972,20.412,10:01:01.466
27,18.2,17.5,1.2461,2.5299,19.9653,20.7413,10:01:02.226
28,17.9,17.9,1.0573,2.5677,20.3021,20.1469,10:01:02.992
29,18.6,17.5,1.3216,2.2278,20.4399,20.5553,10:01:03.760
30,18.4,17.9,1.0195,3.3984,19.7345,20.1754,10:01:04.523
31,17.9,17.9,1.6992,2.0013,20.331,20.43,10:01:05.286
32,17.9,17.5,1.3594,2.983,20.3112,20.2672,10:01:06.050
33,18.6,17.5,0.944,2.3789,20.1205,20.2018,10:01:06.812
34,18.2,17.9,1.3216,2.4922,20.3895,20.4456,10:01:07.591
35,18.2,17.7,0.9818,2.6054,20.406,20.6645,10:01:08.349
36,18.4,17.9,1.0573,2.7565,20.3242,20.2101,10:01:09.110
37,18.2,17.5,0.944,2.4544,20.3299,20.2952,10:01:09.871
38,18.2,17.7,0.8685,3.0586,20.2838,20.5133,10:01:10.633
39,18.2,17.9,1.0573,2.1523,20.5768,20.4087,10:01:11.391
40,18.6,17.3,1.5104,2.1146,20.306,20.4139,10:01:12.152
41,18.2,17.7,1.3216,3.2096,20.4327,20.0217,10:01:12.927
42,17.9,17.5,1.737,2.832,20.1019,20.5095,10:01:13.703
43,18.2,17.5,1.0195,2.9075,20.4191,20.3246,10:01:14.470
44,18.6,18.2,1.0195,2.983,20.3863,20.5503,10:01:15.234
45,18.4,17.5,1.2838,2.6432,20.4921,20.3575,10:01:15.997
