Log,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,Time
1,11.3,8.6,2.2656,1.888,19.976,20.5215,10:38:29.990
2,11.3,9.1,2.3034,2.0768,20.5241,20.4628,10:38:30.946
3,11.3,8.6,2.0013,2.1901,20.3277,20.0631,10:38:31.699
4,11.1,8.6,2.681,1.8502,20.468,20.4041,10:38:32.460
5,11.3,9.1,2.5299,2.3789,20.6034,20.4167,10:38:33.218
6,11.1,8.8,2.1901,2.6432,20.2583,20.013,10:38:33.975
7,11.1,8.6,2.1901,1.5104,20.54,20.795,10:38:34.756
8,11.3,8.8,2.8698,2.1146,20.3705,20.433,10:38:35.514
9,11.3,10.0,2.4544,2.0013,20.4092,20.4607,10:38:36.277
10,11.6,8.2,2.5677,2.1146,20.5758,20.3903,10:38:37.035
11,11.6,8.6,2.7565,1.6614,20.4516,20.4046,10:38:37.793
12,11.1,8.8,2.5677,2.0013,20.8873,20.182,10:38:38.559
13,10.9,8.8,3.5117,2.0768,20.4545,20.2636,10:38:39.318
14,11.3,8.6,2.4166,2.2278,20.377,20.8784,10:38:40.079
15,11.3,7.9,2.2278,1.6992,20.4142,20.372,10:38:40.838
16,11.3,9.1,2.4166,1.9258,20.482,20.4839,10:38:41.596
17,11.3,8.6,2.4544,2.4166,20.0805,20.3978,10:38:42.373
18,11.1,9.5,2.0768,2.039,20.2218,20.3278,10:38:43.136
19,11.3,8.6,2.2278,1.6614,20.3295,20.5696,10:38:43.898
20,11.3,8.6,2.3789,2.4922,20.2109,20.3261,10:38:44.672
21,11.3,8.4,2.5677,3.2474,20.415,20.3066,10:38:45.435
22,11.3,9.5,3.1718,2.5677,20.458,20.2681,10:38:46.193
23,11.3,9.5,2.4544,2.9075,20.5025,20.3522,10:38:46.953
24,11.1,8.8,3.2851,2.039,20.4382,20.3801,10:38:47.712
25,10.9,9.5,3.3606,2.681,20.4637,20.5288,10:38:48.474
26,11.1,8.6,3.1718,1.8125,20.4561,20.1318,10:38:49.233
27,11.3,8.8,3.2096,2.5677,20.1754,20.3316,10:38:49.993
28,11.6,8.4,2.6054,2.3789,20.2318,21.4322,10:38:50.759
29,11.3,8.6,2.4544,2.681,20.1184,20.8427,10:38:51.536
30,11.3,8.6,3.3229,1.6237,20.2983,20.2678,10:38:52.299
31,11.1,8.6,2.039,2.4544,20.7631,20.3444,10:38:53.063
32,11.1,8.6,3.1341,1.6614,20.4855,20.2697,10:38:53.823
33,11.3,8.6,2.1146,2.3789,20.1817,20.5859,10:38:54.589
34,11.1,9.5,3.5117,1.4349,20.4652,20.4984,10:38:55.350
35,11.8,9.3,2.1146,1.8502,20.786,20.2093,10:38:56.112
36,11.3,8.2,2.3411,2.3411,20.2706,20.3794,10:38:56.872
37,11.3,9.3,2.3411,1.8125,20.4819,20.3158,10:38:57.654
38,11.3,8.2,2.7942,2.1146,20.3806,20.3864,10:38:58.413
39,11.3,9.1,2.4922,2.4544,20.7432,20.3902,10:38:59.180
40,11.3,9.5,2.3411,1.888,20.3798,20.3327,10:38:59.941
41,11.3,8.8,3.3229,2.1523,20.6463,20.4835,10:39:00.717
42,10.9,8.4,2.7942,1.6992,20.5035,20.4645,10:39:01.462
43,11.8,8.2,2.039,2.2278,20.3556,20.2926,10:39:02.223
44,11.3,8.6,2.9075,2.1523,20.4148,20.5755,10:39:02.982
45,11.3,9.5,2.5677,1.9258,20.2607,20.3415,10:39:03.741
46,11.6,9.1,3.1718,2.1146,20.3853,20.3394,10:39:04.500
47,11.1,8.6,3.2474,3.0963,39.6528,39.5776,10:39:05.261
48,11.3,9.1,2.5677,2.6432,39.4399,39.3761,10:39:06.020
49,11.1,9.3,3.1718,2.6432,39.8596,39.7294,10:39:06.778
50,11.6,8.8,3.3229,2.681,39.4823,39.5575,10:39:07.536
51,11.3,8.8,3.0208,3.0963,39.4426,39.5346,10:39:08.293
52,11.3,9.3,2.6054,2.0768,39.5081,39.567,10:39:09.053
