Log,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,Time
1,17.5,17.0,1.3971,2.0768,20.712,20.433,09:55:23.953
2,17.5,17.0,1.3594,2.6054,20.4218,20.3402,09:55:24.917
3,17.7,17.0,1.0195,1.737,20.4588,20.5025,09:55:25.675
4,18.2,17.3,0.6419,2.1146,20.1958,20.3164,09:55:26.438
5,17.7,17.3,1.3971,1.3971,20.5317,20.4078,09:55:27.203
6,17.5,17.5,0.944,1.1328,20.5188,19.942,09:55:27.974
7,17.3,17.3,1.1328,2.3034,20.7018,20.3351,09:55:28.740
8,17.7,17.5,0.944,1.888,20.3881,20.5629,09:55:29.499
9,17.9,17.5,1.3216,1.9258,20.4424,20.5522,09:55:30.258
10,17.5,17.0,0,1.6237,20.7682,20.4801,09:55:31.017
11,17.7,17.3,1.7747,1.6992,20.2404,20.2532,09:55:31.779
12,17.5,16.3,0.9818,2.1901,20.3672,20.4188,09:55:32.540
13,17.7,17.0,1.4726,1.3216,19.9487,20.4626,09:55:33.302
14,18.2,17.5,0.9818,1.9258,20.2992,20.3173,09:55:34.064
15,17.5,17.5,1.2083,2.039,20.4257,20.2332,09:55:34.846
16,17.5,17.9,0.9818,2.4166,20.4227,20.4451,09:55:35.608
17,17.3,17.3,1.737,2.6054,20.3719,20.4168,09:55:36.370
18,18.2,16.6,1.1706,1.737,20.4303,20.4785,09:55:37.137
19,17.5,17.0,1.3971,2.2278,20.5132,20.4614,09:55:37.899
20,17.9,17.0,1.5104,2.5299,20.387,19.9027,09:55:38.682
21,18.2,16.6,1.4349,2.0013,20.4069,20.5031,09:55:39.462
22,17.9,17.3,1.095,1.5482,20.333,20.209,09:55:40.222
23,18.2,16.8,1.1706,3.2474,20.4676,20.1675,09:55:40.978
24,17.7,17.0,1.095,2.039,20.4346,20.3409,09:55:41.741
25,17.7,17.5,0.8307,1.737,20.3917,20.4421,09:55:42.506
26,18.2,16.3,1.1328,1.888,20.3953,20.1287,09:55:43.267
27,17.9,16.8,1.3216,1.5104,20.4214,20.451,09:55:44.025
28,17.7,17.9,0.8307,1.3216,20.5663,20.3864,09:55:44.802
29,17.7,17.0,0.8685,2.039,20.2868,20.2444,09:55:45.563
30,17.5,17.5,0.8307,1.3971,20.5561,20.3343,09:55:46.320
31,17.5,17.0,1.1328,1.9258,20.3408,20.4283,09:55:47.080
32,17.5,17.0,0.944,1.888,20.4063,20.3722,09:55:47.842
33,17.9,17.0,1.095,2.0768,20.0639,20.3927,09:55:48.605
34,17.5,16.3,1.6237,2.039,20.5737,20.5017,09:55:49.368
35,18.2,16.8,0.9818,1.5104,20.6606,20.3331,09:55:50.127
36,17.7,16.3,0.9062,2.2278,20.2191,20.1162,09:55:50.888
