Log,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,Time
1,8.4,7.9,1.5104,2.7942,20.2774,20.4816,08:39:02.240
2,8.8,6.1,0.8307,2.3789,20.4231,20.3989,08:39:03.174
3,8.6,7.0,2.0768,1.8502,20.9279,20.399,08:39:03.942
4,8.8,6.6,1.5482,2.0768,20.4053,20.232,08:39:04.700
5,8.6,7.5,2.2656,2.039,20.8275,20.3567,08:39:05.457
6,8.8,6.3,1.5482,2.4166,20.4614,20.3827,08:39:06.219
7,8.6,6.3,1.3971,2.5299,20.4059,20.5465,08:39:06.972
8,8.6,6.3,2.2656,1.5482,20.3045,20.7074,08:39:07.735
9,8.6,7.0,1.5104,2.3789,20.5763,20.3126,08:39:08.500
10,8.6,7.7,1.2838,2.7187,20.4829,20.3668,08:39:09.249
11,8.2,7.0,1.6237,2.039,20.4057,20.5088,08:39:10.008
12,9.1,7.3,1.9635,2.2278,20.4541,20.364,08:39:10.767
13,8.8,7.3,1.737,2.6054,20.4849,20.5059,08:39:11.575
14,8.8,7.5,2.3034,2.9075,20.4935,20.3848,08:39:12.334
15,8.8,7.5,1.6992,2.1146,20.3552,20.2477,08:39:13.088
16,8.4,6.8,2.0768,1.737,20.4004,20.3591,08:39:13.848
17,8.6,6.8,1.2461,1.8502,20.2064,20.1629,08:39:14.605
18,8.4,7.0,1.4726,2.7187,20.3026,20.2975,08:39:15.360
19,8.4,7.0,1.7747,2.4922,20.5658,20.3342,08:39:16.115
20,9.1,7.9,1.737,2.2656,20.3485,20.4323,08:39:16.875
21,8.6,7.0,1.5482,2.1901,20.3875,20.1564,08:39:17.638
22,8.8,6.6,1.8502,2.2278,20.3582,20.4233,08:39:18.405
23,8.8,7.5,1.6237,1.8502,20.5953,20.2767,08:39:19.166
24,8.6,7.7,1.2461,2.2278,20.383,20.2759,08:39:19.934
25,8.6,7.0,1.4349,1.737,20.1927,20.6129,08:39:20.694
26,8.8,7.3,2.4166,2.7187,20.46,20.258,08:39:21.458
27,8.6,6.6,0.793,1.6992,20.3113,20.3176,08:39:22.214
28,8.8,7.0,1.5482,2.0013,20.1875,20.4458,08:39:22.984
29,8.6,6.6,1.1706,1.8125,20.5453,20.248,08:39:23.746
30,8.6,6.3,1.9258,2.2278,20.399,20.2144,08:39:24.508
31,8.4,6.6,0.6797,1.9258,20.2843,20.4904,08:39:25.268
32,9.1,7.0,1.3216,2.1523,20.2432,20.3556,08:39:26.043
33,9.1,7.0,1.6237,2.4922,20.4508,20.3831,08:39:26.803
34,8.6,7.3,1.3216,2.7187,20.2643,20.313,08:39:27.564
35,8.8,7.0,1.737,1.6237,20.344,20.433,08:39:28.327
36,8.6,7.5,1.4349,2.4922,20.4021,20.3586,08:39:29.092
37,9.1,7.0,1.5859,3.3606,20.2702,20.3454,08:39:29.869
38,8.6,7.0,1.6614,2.2278,20.2405,20.0884,08:39:30.614
39,8.6,7.0,1.4349,1.737,20.3857,20.2486,08:39:31.373
40,9.1,6.6,1.7747,1.8502,20.1583,20.4957,08:39:32.137
41,8.6,6.6,1.3971,2.5677,20.1605,19.9652,08:39:32.900
42,8.8,6.8,1.9635,2.0768,20.3656,20.4238,08:39:33.668
43,8.8,6.8,2.1523,1.888,20.6297,20.3253,08:39:34.434
44,9.1,6.6,1.3971,2.3034,20.2809,20.3476,08:39:35.195
45,9.1,6.6,1.8125,2.2278,20.4531,20.2731,08:39:35.961
46,8.8,6.6,2.2278,1.737,20.5048,20.3389,08:39:36.736
47,9.1,7.0,1.6237,2.8698,39.6092,39.2357,08:39:37.499
48,9.1,7.0,2.5299,2.039,39.8507,39.5979,08:39:38.261
49,8.8,7.0,2.1523,3.0586,39.4321,39.8873,08:39:39.026
50,8.6,7.0,1.8502,3.3229,39.6871,39.481,08:39:39.791
51,8.6,6.6,1.3971,3.1341,39.4968,39.6602,08:39:40.552
52,9.1,6.8,1.8125,2.6432,39.4664,39.814,08:39:41.332
53,8.6,6.8,1.095,2.7187,40.318,39.2624,08:39:42.096
54,8.6,7.3,1.4726,2.4166,39.4847,39.6472,08:39:42.859
55,8.6,6.6,1.3971,2.5299,39.1136,39.8552,08:39:43.618
56,8.8,7.0,1.3971,3.3984,40.1124,39.4381,08:39:44.375
57,8.8,7.0,1.3971,2.6432,39.5064,39.3675,08:39:45.132
58,8.8,6.6,1.095,2.7187,39.915,39.6399,08:39:45.886
59,8.6,6.8,1.3971,2.6054,39.192,39.7771,08:39:46.644
60,8.8,6.3,1.5859,3.2096,40.0724,39.8344,08:39:47.401
61,9.1,7.0,1.5104,2.9075,40.2165,39.8284,08:39:48.157
62,9.1,7.0,1.095,2.9075,39.4869,39.2453,08:39:48.949
63,8.6,6.6,1.0573,2.4922,39.5506,39.4965,08:39:49.705
64,9.1,7.3,1.0573,2.6054,39.4038,39.8661,08:39:50.493
65,9.3,6.8,1.3216,2.7565,39.7172,39.0919,08:39:51.247
66,9.1,7.0,2.1146,2.832,60.0716,51.2001,08:39:52.010
67,9.1,6.6,2.1523,2.6432,60.018,59.9734,08:39:52.777
68,8.8,6.6,1.8125,3.776,60.2799,59.8858,08:39:53.547
