Log,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,Time
1,14.3,12.7,1.6992,1.888,20.3134,20.5584,09:17:57.806
2,14.5,13.4,0.9818,1.8125,20.4032,20.3615,09:17:58.756
3,15.4,13.2,1.7747,1.5104,20.4351,20.4953,09:17:59.519
4,15.0,13.2,0.7174,2.4166,20.5695,20.3206,09:18:00.282
5,14.8,13.6,1.2083,1.888,20.3385,20.5729,09:18:01.047
6,15.4,13.2,1.4349,1.8502,20.3461,20.2579,09:18:01.814
7,15.0,12.9,2.3411,2.0013,20.4862,20.5587,09:18:02.577
8,15.0,13.4,0.7174,2.5677,20.3585,20.2913,09:18:03.360
9,15.0,12.9,1.5104,1.8125,20.7899,20.3326,09:18:04.125
10,15.2,13.6,0.793,1.8125,20.4296,20.3919,09:18:04.890
11,15.2,13.6,1.4349,2.0013,20.5093,20.2097,09:18:05.654
12,14.8,12.5,0.944,2.4544,20.5812,20.602,09:18:06.416
13,15.4,13.4,2.039,2.039,20.4391,20.4774,09:18:07.176
14,15.2,13.8,0.8307,1.6237,20.3276,20.475,09:18:07.938
15,14.5,13.2,1.4726,1.7747,20.1846,20.4194,09:18:08.701
16,15.2,12.7,0.8685,1.7747,20.3849,20.4482,09:18:09.462
17,15.0,12.7,1.737,2.1523,20.7355,20.1201,09:18:10.223
18,15.4,12.7,1.3594,1.888,20.2707,20.3793,09:18:10.985
19,14.5,13.2,0.9062,1.5104,20.3287,20.3827,09:18:11.749
20,15.0,13.8,1.5104,2.1523,20.4307,20.0724,09:18:12.514
21,15.2,13.2,0.8685,1.7747,20.3855,20.1729,09:18:13.277
22,14.8,13.6,1.2838,1.4726,20.4207,20.3671,09:18:14.055
23,15.2,13.6,0.793,1.9635,20.6319,20.2899,09:18:14.816
24,15.0,13.2,1.6614,2.0768,20.2757,20.212,09:18:15.579
25,15.2,13.2,1.1328,2.0013,20.4892,20.3541,09:18:16.341
26,15.0,14.1,0.7552,1.6614,20.4676,20.3431,09:18:17.107
27,15.0,12.5,0.8685,1.5104,20.3544,20.2257,09:18:17.884
28,14.8,13.6,1.0195,2.0768,20.6786,20.3069,09:18:18.651
29,15.0,13.6,0.9818,1.4726,20.2924,20.2834,09:18:19.415
30,15.2,13.8,1.6237,2.039,21.189,20.2237,09:18:20.178
31,15.2,13.6,1.2083,1.6614,20.4295,20.2044,09:18:20.944
32,15.2,13.6,0.944,2.3034,20.5911,19.9264,09:18:21.710
33,14.8,13.2,1.1706,1.737,20.1842,20.0943,09:18:22.475
34,15.0,13.2,1.3216,2.4922,20.4303,20.4188,09:18:23.255
35,15.4,12.7,1.3216,2.3789,20.3651,20.278,09:18:24.034
36,15.2,13.6,1.6614,2.4544,20.6082,19.9641,09:18:24.813
37,15.0,13.2,0.8307,1.3971,20.5062,20.4169,09:18:25.574
38,15.0,13.2,0.8307,2.0013,20.0108,20.2819,09:18:26.340
39,15.2,12.7,1.3971,1.888,20.7256,20.3718,09:18:27.105
40,15.0,13.2,1.9635,2.1901,20.3997,20.6359,09:18:27.868
41,15.4,13.2,0.7552,1.8125,20.3679,20.2644,09:18:28.625
42,15.4,13.2,1.6237,1.737,20.5506,20.237,09:18:29.385
43,15.4,13.8,1.1328,3.0208,20.5505,20.42,09:18:30.146
44,15.0,13.2,0.944,1.4349,20.5133,20.9103,09:18:30.908
45,14.8,13.2,1.0195,2.0013,20.1176,20.2418,09:18:31.671
46,15.2,12.7,1.3594,2.832,22.1266,20.7508,09:18:32.433
47,15.7,12.7,1.2838,2.039,39.5772,39.8166,09:18:33.221
48,15.2,13.2,1.3216,2.4544,39.7756,39.7032,09:18:33.983
