Log,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,Time
1,10.7,7.9,4.6822,4.1914,60.0143,59.7877,08:32:30.274
2,10.0,7.9,4.4934,3.2096,60.0937,59.6986,08:32:31.229
3,10.4,7.9,4.4557,2.9453,60.389,60.6282,08:32:31.983
4,10.4,8.2,4.9843,3.625,60.048,60.0175,08:32:32.766
5,10.0,7.9,4.569,4.5312,60.9036,59.7506,08:32:33.524
6,10.0,8.6,4.7578,4.2669,60.0219,59.9746,08:32:34.284
7,10.0,8.2,4.4557,4.3424,59.9103,60.4726,08:32:35.043
8,10.2,7.9,5.0221,4.4179,59.9264,59.6871,08:32:35.798
9,10.4,7.9,4.3802,4.4179,60.0139,60.3275,08:32:36.561
10,10.2,7.9,4.4557,4.0026,59.4932,59.3647,08:32:37.324
11,10.0,8.4,3.4362,3.4739,59.959,59.9388,08:32:38.086
12,10.2,8.6,4.3424,4.4557,60.1699,60.1085,08:32:38.846
13,10.0,8.4,4.9088,4.2291,59.8257,60.0934,08:32:39.608
14,10.0,8.6,5.2486,4.0403,59.7642,60.7516,08:32:40.364
15,10.0,7.9,3.5494,3.3229,59.5989,59.8225,08:32:41.124
16,10.2,8.2,5.3997,3.8138,59.917,59.5642,08:32:41.898
17,10.2,7.9,5.1354,3.7005,59.6626,60.0336,08:32:42.659
18,10.0,8.6,4.871,4.6067,59.9718,59.7409,08:32:43.421
19,10.4,8.6,4.1158,3.625,59.5056,59.5409,08:32:44.181
20,10.2,8.2,4.4934,3.1718,60.0874,59.9297,08:32:44.946
21,10.4,7.7,5.2864,3.7005,60.1277,60.2758,08:32:45.710
22,10.0,8.6,4.3802,3.9648,60.347,59.7798,08:32:46.472
23,10.4,8.6,3.9648,3.5117,60.1813,59.9246,08:32:47.238
24,10.0,8.2,5.3997,2.7565,60.1213,59.9272,08:32:48.000
25,10.4,7.7,5.4374,3.4739,60.1619,59.9203,08:32:48.760
26,10.0,8.4,4.6067,4.5312,60.1677,59.8553,08:32:49.519
27,10.4,8.6,5.0598,3.9648,60.2472,59.6115,08:32:50.282
28,10.2,7.9,4.0403,4.1914,59.6242,60.2306,08:32:51.056
29,10.4,8.2,4.0403,3.5117,59.6474,59.6592,08:32:51.840
30,10.7,7.5,4.0026,3.8138,60.0038,59.9369,08:32:52.600
31,10.2,7.9,4.9088,3.4362,59.4687,60.328,08:32:53.360
32,10.4,7.9,4.5312,3.927,59.8348,60.1445,08:32:54.120
33,10.4,8.6,4.871,3.3984,59.8615,59.7479,08:32:54.882
34,10.0,8.6,5.0221,4.4557,59.7367,59.7759,08:32:55.655
35,10.2,8.2,4.9466,4.3802,60.0771,59.7267,08:32:56.412
36,10.0,8.4,4.0026,4.6445,60.1544,59.7753,08:32:57.166
37,10.4,8.4,4.3046,3.4362,60.2079,59.8321,08:32:57.929
38,10.0,7.9,4.72,4.0781,60.2267,59.798,08:32:58.692
39,10.4,7.9,4.3424,4.4179,60.3074,60.2526,08:32:59.454
40,10.2,8.6,4.9843,3.9648,60.5222,60.188,08:33:00.243
41,10.4,8.4,4.0026,3.1341,59.8751,59.7379,08:33:01.015
42,10.4,8.8,4.9088,4.4934,59.6796,59.6092,08:33:01.776
43,10.0,8.4,5.0976,5.3997,60.1714,60.1382,08:33:02.538
44,10.4,8.2,5.1731,3.776,59.9562,60.6301,08:33:03.296
45,10.4,7.9,3.8893,3.8138,60.0428,60.1858,08:33:04.045
46,10.4,8.6,5.7773,4.3802,59.8752,59.9732,08:33:04.810
47,10.4,8.2,4.3046,4.1536,59.9926,59.886,08:33:05.567
48,10.0,8.6,5.1731,3.4739,60.7229,60.2835,08:33:06.328
49,10.4,8.6,3.2096,3.3984,59.8046,59.9745,08:33:07.103
50,10.0,7.9,4.1158,3.2851,59.9836,59.8081,08:33:07.860
51,10.2,7.9,4.6067,4.0026,59.8967,60.0251,08:33:08.620
52,10.2,8.6,4.9088,3.8893,60.091,60.2453,08:33:09.381
53,10.4,9.1,3.7382,3.6627,60.0016,60.1363,08:33:10.158
54,10.4,7.7,5.2864,3.3984,59.7318,59.9428,08:33:10.918
55,10.4,8.2,4.8333,3.776,59.7979,59.8996,08:33:11.673
56,10.7,7.7,4.9088,4.4557,60.4897,59.684,08:33:12.446
57,10.4,7.9,3.5494,4.0403,59.9021,59.8135,08:33:13.211
58,10.2,8.2,4.4934,3.3984,60.0195,60.0337,08:33:13.969
