Log,ac_flowrate,cp_pressure,cp_temperature,cp_flowrate,mixer_pressure,mixer_temperature_Funnel,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,Time
140,0.0,0.5933,24.1,3.0,0.0549,24.3,22.0,19.3,1.9635,2.039,20.2479,20.4923,11:58:03.012
141,0.0,0.658,24.2,3.0,0.0195,24.2,21.6,19.8,1.6237,1.9258,19.972,20.1714,11:58:03.247
142,0.0,0.6128,24.2,3.0,0.011,24.3,21.6,19.1,1.4349,2.4166,21.0645,20.9287,11:58:03.510
143,0.0,0.6336,24.2,3.0,0.0293,24.3,21.3,18.8,1.7747,1.7747,20.0302,20.1849,11:58:03.774
144,0.0,0.553,24.2,3.0,0.0513,24.3,21.3,19.8,2.039,2.039,20.0735,20.168,11:58:04.037
145,0.0,0.625,25.6,3.0,0.0342,25.7,21.6,19.8,2.4544,1.9258,20.0753,19.8636,11:58:04.268
146,0.0,0.5823,24.2,3.0,0.0342,24.3,21.1,18.6,1.3216,1.8125,20.2227,20.0959,11:58:04.494
147,0.0,0.6543,24.2,3.0,0.0256,24.3,21.1,19.8,1.9258,1.4726,20.5384,20.9336,11:58:04.734
148,0.0,0.603,24.1,3.0,0.0159,24.3,21.6,19.3,1.9258,1.5859,20.4698,19.9295,11:58:04.994
149,0.0,0.6189,25.6,3.0,0.0256,24.3,21.3,19.3,3.0963,2.2278,20.1157,20.3071,11:58:05.255
150,0.0,0.6299,24.1,3.0,0.0354,24.3,21.6,19.5,1.6614,2.5677,19.9724,19.9338,11:58:05.480
151,0.0,0.5872,24.2,3.0,0.0891,24.2,21.3,18.8,1.737,3.2096,20.2538,20.2284,11:58:05.707
152,0.0,0.6104,25.6,3.0,0.0464,25.7,21.6,19.5,2.4166,1.0195,20.3469,20.3078,11:58:05.942
153,0.0,0.6787,25.6,3.0,0.0415,24.3,21.6,19.8,3.1718,1.4726,20.4383,20.4305,11:58:06.193
154,0.0,0.5884,25.6,3.0,0.0098,24.3,21.6,19.8,2.1523,1.3594,20.2971,20.2791,11:58:06.456
155,0.0,0.6189,25.6,3.0,0.022,24.2,21.6,19.5,1.888,1.7747,20.3732,20.3579,11:58:06.720
156,0.0,0.603,25.6,3.0,0.0439,24.3,21.6,19.3,2.6432,1.6992,20.2087,20.0562,11:58:06.983
157,0.0,0.5908,25.6,3.0,0.0,24.3,21.8,18.8,1.3971,2.7187,20.3698,20.2611,11:58:07.249
158,0.0,0.6348,24.2,3.0,0.0,25.7,21.3,20.0,1.737,2.3411,20.2884,20.7022,11:58:07.497
159,0.0,0.6738,24.2,3.0,0.0269,24.2,21.6,19.5,1.737,2.1523,20.1754,20.1754,11:58:07.729
160,0.0,0.6299,24.2,3.0,0.0244,24.2,21.8,19.1,1.3594,1.8125,20.2149,20.189,11:58:07.963
161,0.0,0.6604,24.2,3.0,0.0073,24.3,21.8,19.3,1.9258,2.6054,20.1129,20.4326,11:58:08.230
162,0.0,0.6397,24.1,3.0,0.0366,24.2,21.6,20.4,4.3424,2.1146,20.1793,20.0792,11:58:08.495
163,0.0,0.6336,25.6,3.0,0.0342,24.2,21.6,19.1,1.6992,2.3789,20.731,20.752,11:58:08.757
164,0.0,0.6507,24.2,3.0,0.0452,24.3,21.6,19.5,1.2083,1.3216,20.2671,20.2101,11:58:08.986
165,0.0,0.6018,24.2,3.0,0.0,24.3,21.1,19.8,1.9635,1.3971,20.4997,20.5897,11:58:09.220
166,0.0,0.6409,24.1,3.0,0.0696,24.3,21.6,20.2,1.6237,1.9258,20.2994,20.479,11:58:09.483
167,0.0,0.6299,24.2,3.0,0.1209,24.3,21.6,19.8,2.1146,1.9635,20.2731,20.297,11:58:09.749
168,0.0,0.564,24.2,3.0,0.0891,24.3,21.3,20.4,2.1523,2.039,20.3741,20.295,11:58:10.014
169,0.0,0.636,24.2,3.0,0.1318,24.3,21.6,18.8,1.9258,1.6992,20.3853,20.2956,11:58:10.280
170,0.0,0.5737,24.2,3.0,0.0586,25.7,21.3,20.0,3.1718,2.039,20.2663,20.5227,11:58:10.549
171,0.0,0.5725,25.6,3.0,0.0598,25.7,21.6,19.3,1.3594,3.0586,19.6053,20.0205,11:58:10.818
172,0.0,0.6189,25.6,3.0,0.0537,25.7,21.6,19.8,1.888,2.3411,20.2764,20.6763,11:58:11.085
173,0.0,0.6067,25.6,3.0,0.0415,25.7,21.1,18.8,2.3411,1.7747,20.4823,20.3033,11:58:11.349
174,0.0,0.5921,25.6,3.0,0.0159,25.7,21.6,19.5,2.0768,1.0573,20.2476,20.0983,11:58:11.615
175,0.0,0.6214,25.6,3.0,0.0,25.7,21.6,20.0,2.039,1.3594,20.8697,21.5521,11:58:11.879
176,0.0,0.6983,25.6,3.0,0.1184,24.3,21.6,19.3,1.6237,2.5677,20.0891,20.0658,11:58:12.146
177,0.0,0.5811,25.6,3.0,0.0073,24.3,21.8,19.3,2.2656,1.5859,20.2266,20.6964,11:58:12.416
178,0.0,0.6006,25.6,3.0,0.0439,24.3,21.6,19.3,1.5104,1.4726,20.2808,20.3486,11:58:12.682
179,0.0,0.6128,25.6,3.0,0.0159,25.7,21.6,19.3,2.8698,1.888,20.2117,19.7525,11:58:12.947
180,0.0,0.5432,24.2,3.0,0.0073,24.2,21.1,19.3,2.9453,1.888,20.2162,20.3641,11:58:13.181
181,0.0,0.6079,25.6,3.0,0.0403,24.3,21.1,19.8,2.0013,2.1901,20.7412,20.0295,11:58:13.407
182,0.0,0.6958,25.6,3.0,0.1025,25.7,21.6,19.1,1.7747,2.1146,20.4281,20.2971,11:58:13.639
183,0.0,0.553,25.6,3.0,0.0452,25.7,21.1,19.3,2.0013,2.2656,20.5316,20.8047,11:58:13.896
184,0.0,0.6507,24.2,3.0,0.0244,25.7,21.3,19.3,2.039,1.7747,20.3209,20.4494,11:58:14.154
185,0.0,0.6555,24.2,3.0,0.0439,24.3,21.6,19.5,1.888,2.3411,20.5967,20.4477,11:58:14.413
186,0.0,0.5969,24.2,3.0,0.0598,24.3,21.6,19.5,2.0013,1.6614,20.4553,20.6859,11:58:14.662
187,0.0,0.5603,24.2,3.0,0.0171,24.2,21.1,18.8,1.7747,1.4726,20.359,20.3653,11:58:14.923
188,0.0,0.6067,25.6,3.0,0.0,24.3,21.6,19.3,1.3971,1.6237,20.4116,20.4116,11:58:15.159
189,0.0,0.6311,24.2,3.0,0.0452,24.3,21.8,20.4,1.888,1.6992,20.3777,20.23,11:58:15.387
190,0.0,0.5969,24.2,3.0,0.0415,24.2,21.3,20.2,1.4726,2.1523,21.0946,20.4956,11:58:15.618
191,0.0,0.6384,25.6,3.0,0.0891,25.7,21.6,20.2,3.2851,1.6992,21.0746,20.9778,11:58:15.846
192,0.0,0.5982,24.2,3.0,0.0098,24.3,21.3,20.0,1.5859,2.0768,20.3119,20.4129,11:58:16.074
193,0.0,0.6128,24.2,3.0,0.0,24.3,21.6,19.8,1.8502,3.0963,20.0014,19.9411,11:58:16.301
194,0.0,0.5628,24.2,3.0,0.0745,24.2,21.6,19.8,1.8502,2.3034,20.1837,20.5152,11:58:16.559
195,0.0,0.6543,25.6,3.0,0.0879,24.3,21.1,19.8,1.888,1.5104,21.6207,20.8782,11:58:16.816
196,0.0,0.6873,24.2,3.0,0.0562,24.3,21.3,19.3,1.5859,1.8502,20.0734,20.2199,11:58:17.073
197,0.0,0.5872,25.6,3.0,0.0208,24.3,21.1,19.3,1.9258,1.5859,20.3697,20.2849,11:58:17.334
198,0.0,0.603,25.6,3.0,0.061,24.3,21.3,19.3,2.4922,1.5482,20.4094,20.4322,11:58:17.596
199,0.0,0.6214,24.2,3.0,0.0,24.3,21.1,19.8,2.1146,1.1706,20.1758,20.1277,11:58:17.843
200,0.0,0.6201,24.1,3.0,0.0549,24.3,21.1,19.8,1.8125,1.3594,20.24,20.1545,11:58:18.078
201,0.0,0.5432,25.6,3.0,0.0024,24.3,21.6,19.3,1.3971,1.737,20.3772,20.3397,11:58:18.311
202,0.0,0.6128,24.2,3.0,0.0256,24.3,21.3,19.1,1.5859,2.2656,20.0391,20.217,11:58:18.543
203,0.0,0.6262,24.2,3.0,0.0159,24.3,21.3,19.1,2.681,1.9258,20.4431,20.1964,11:58:18.774
204,0.0,0.6104,25.6,3.0,0.0415,24.3,21.6,20.0,1.9635,1.5859,20.3459,20.3419,11:58:19.017
205,0.0,0.5774,24.2,3.0,0.0366,24.3,21.6,18.8,2.681,1.3971,20.4045,20.4275,11:58:19.250
206,0.0,0.5554,24.2,3.0,0.0391,24.3,21.3,19.1,4.0026,2.4922,35.6542,35.6542,11:58:19.479
207,0.0,0.6665,25.6,3.0,0.0488,25.7,21.3,19.1,2.983,2.4544,40.0167,39.9808,11:58:19.710
208,0.0,0.6531,24.2,3.0,0.0501,24.3,21.1,19.3,4.6067,2.1901,39.6051,39.6051,11:58:19.939
209,0.0,0.6262,24.2,3.0,0.0293,24.3,21.3,19.3,2.7565,1.9258,39.4924,39.498,11:58:20.168
210,0.0,0.5872,24.2,3.0,0.011,25.7,21.3,19.8,3.2474,2.4544,40.3724,39.0105,11:58:20.400
211,0.0,0.6262,24.2,3.0,0.0342,24.3,21.6,19.5,2.7942,2.5299,39.386,39.386,11:58:20.639
212,0.0,0.6214,25.6,3.0,0.0195,24.3,21.3,19.3,3.2474,2.983,38.998,39.0662,11:58:20.872
213,0.0,0.658,25.6,3.0,0.0342,25.7,21.6,19.3,3.0963,2.7565,40.4645,39.4956,11:58:21.106
214,0.0,0.5628,24.2,3.0,0.0696,24.3,21.6,19.5,2.7187,4.0026,39.4039,39.6566,11:58:21.337
215,0.0,0.6238,25.6,3.0,0.0598,24.2,21.6,19.1,3.5117,1.888,39.5437,39.4607,11:58:21.566
216,0.0,0.5762,25.6,3.0,0.0269,24.2,21.1,19.3,2.0013,1.888,39.74,40.4693,11:58:21.805
217,0.0,0.6055,24.1,3.0,0.022,24.3,21.3,19.5,2.3789,2.2656,39.5998,39.5862,11:58:22.072
