Log,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,Time
1,11.3,9.1,5.8906,4.9466,39.4835,43.6452,10:28:12.432
2,10.9,8.6,4.1536,3.8138,39.3345,39.4108,10:28:13.382
3,11.3,8.6,4.4557,4.0403,39.6784,39.655,10:28:14.135
4,10.9,8.2,3.7005,3.4362,39.591,39.5057,10:28:14.897
5,11.3,8.8,4.6067,3.7005,39.7403,39.6427,10:28:15.657
6,11.3,9.1,4.1536,3.7005,39.5967,39.59,10:28:16.416
7,10.9,8.4,3.8515,3.8138,39.6042,39.6274,10:28:17.179
8,10.9,9.1,3.3229,3.4362,39.6334,39.5108,10:28:17.937
9,11.1,9.1,3.927,3.625,39.7049,39.6058,10:28:18.699
10,10.9,9.1,3.1718,3.5494,39.6787,39.6128,10:28:19.456
11,11.3,8.6,3.7382,2.983,39.6878,39.5333,10:28:20.216
12,11.3,8.6,3.0208,3.6627,39.4817,39.5051,10:28:20.989
13,11.3,8.6,3.0963,3.5872,39.5696,39.6819,10:28:21.752
14,11.1,8.8,4.1536,3.5494,39.4635,39.7213,10:28:22.509
15,10.9,8.6,3.7005,4.1158,39.6245,39.6258,10:28:23.285
16,11.3,8.6,2.983,3.3606,39.6882,39.5404,10:28:24.028
17,11.1,8.8,3.776,2.9453,39.4415,39.6146,10:28:24.784
18,10.9,8.4,3.2096,2.7942,40.1558,39.5396,10:28:25.547
19,11.3,8.6,3.5117,3.5117,39.678,39.4793,10:28:26.291
20,11.6,9.3,4.1536,2.8698,40.0717,39.4909,10:28:27.071
21,11.1,8.6,3.9648,2.9075,59.4533,59.9939,10:28:27.833
22,11.1,8.8,5.3997,3.625,60.1337,59.8835,10:28:28.592
23,11.3,8.6,5.0976,4.4557,59.9889,60.0243,10:28:29.335
24,11.1,8.6,3.8515,3.6627,59.8072,59.9748,10:28:30.093
25,11.1,8.4,4.6445,3.2474,60.0714,59.8872,10:28:30.857
26,11.6,8.6,5.2486,4.569,60.0825,60.0921,10:28:31.620
27,10.9,9.1,5.1731,4.7578,60.0949,59.9079,10:28:32.383
28,11.1,8.8,4.4557,4.0403,60.0861,59.8589,10:28:33.147
29,10.9,9.3,5.2864,3.2851,60.13,59.9704,10:28:33.911
30,11.3,9.5,4.4557,3.7005,60.0568,60.1622,10:28:34.675
31,11.1,8.8,4.871,3.8893,59.9462,59.8051,10:28:35.437
32,11.6,8.2,4.4557,3.7382,60.0781,59.892,10:28:36.197
33,11.3,8.6,4.2291,3.3606,60.0317,60.0666,10:28:36.960
34,11.3,8.8,5.8528,3.8893,60.1261,60.4904,10:28:37.722
35,11.1,8.6,5.0598,4.7955,60.3726,59.8259,10:28:38.483
36,11.3,8.8,5.664,4.4557,60.1202,60.3341,10:28:39.236
37,11.3,9.5,4.569,3.8138,59.8911,60.1826,10:28:40.000
38,11.1,9.3,5.9283,4.3046,59.8593,60.2252,10:28:40.761
39,11.1,8.2,5.2864,4.1536,60.0296,60.0292,10:28:41.521
40,11.1,8.8,6.8346,5.5507,70.6658,60.3049,10:28:42.283
41,10.9,9.1,7.0234,5.4374,79.9166,81.2003,10:28:43.056
42,11.8,8.8,7.1744,5.3619,80.2155,80.9797,10:28:43.811
43,11.3,9.3,6.8723,6.4192,80.3386,80.7095,10:28:44.571
44,11.6,9.1,6.4192,4.9843,80.368,80.4647,10:28:45.329
45,11.3,9.3,6.4947,4.9466,80.4062,80.4411,10:28:46.091
46,11.3,8.2,6.6835,4.9843,80.1504,80.4734,10:28:46.832
47,11.6,9.1,5.664,5.5507,80.5712,80.1754,10:28:47.591
48,11.3,8.8,6.0416,5.815,80.4575,80.3256,10:28:48.354
49,11.3,8.6,6.608,4.871,80.5377,80.3036,10:28:49.101
50,11.3,9.1,6.1549,5.6262,80.6073,80.126,10:28:49.859
51,11.3,9.3,6.3059,5.7018,80.5463,80.3902,10:28:50.629
52,11.3,9.1,6.1926,5.1354,80.4511,80.5126,10:28:51.394
53,11.6,8.8,5.6262,5.0221,80.3326,80.5132,10:28:52.157
54,11.8,9.1,5.9283,5.3619,80.4302,80.3933,10:28:52.921
55,11.3,9.1,6.3814,5.1731,80.5204,80.3205,10:28:53.669
56,11.8,9.5,7.0611,4.8333,80.7354,80.458,10:28:54.419
57,11.8,8.8,6.8723,4.8333,80.0007,80.4843,10:28:55.182
58,11.3,9.3,6.0038,5.1731,80.3409,80.4441,10:28:55.943
59,11.3,9.3,6.0038,4.9843,80.2948,80.5188,10:28:56.701
60,11.3,9.3,6.7968,6.1171,99.2727,99.7212,10:28:57.465
61,11.3,8.8,4.8333,5.5885,99.8534,99.3393,10:28:58.225
62,11.8,9.1,7.4765,5.8906,99.8558,99.0354,10:28:58.985
63,11.6,8.6,7.4765,6.0038,99.7564,98.9084,10:28:59.750
64,11.6,9.8,6.6835,4.9843,99.5691,99.6434,10:29:00.500
65,11.8,9.1,5.4752,5.815,99.0864,99.501,10:29:01.277
66,11.3,9.1,7.0234,5.7395,99.4569,98.9357,10:29:02.038
67,11.6,8.2,6.9856,6.3059,99.6104,99.4492,10:29:02.784
68,11.8,9.1,6.6458,4.3802,99.4897,99.7514,10:29:03.540
69,11.8,9.5,6.3059,5.2864,99.1039,100.0402,10:29:04.302
70,11.8,8.8,6.5702,5.8528,99.5674,99.6358,10:29:05.065
71,12.0,9.1,6.5702,6.0416,99.5584,99.6203,10:29:05.823
72,11.8,9.1,5.8528,4.0781,99.4586,99.6569,10:29:06.583
73,12.3,8.6,6.457,4.7578,99.0811,100.1879,10:29:07.341
74,11.8,10.0,6.759,5.1354,99.3768,99.8875,10:29:08.098
75,11.8,9.1,6.5325,6.0794,99.8806,99.7247,10:29:08.862
76,11.8,9.3,5.1354,4.3046,99.5832,99.5108,10:29:09.615
77,11.8,9.5,6.457,4.9843,99.3637,99.5862,10:29:10.374
78,11.8,8.6,6.8723,5.513,99.8361,99.5604,10:29:11.133
79,12.0,9.1,6.6835,5.4374,100.1541,99.6303,10:29:11.896
80,11.8,9.5,6.7213,5.5507,119.053,120.3063,10:29:12.659
81,12.3,8.6,6.6458,5.8906,120.0269,119.7577,10:29:13.420
82,12.7,10.0,8.3827,5.8528,119.0149,120.8918,10:29:14.185
83,12.5,9.5,7.0234,6.3437,119.8739,120.2555,10:29:14.949
84,12.3,8.6,7.6275,5.7395,119.9673,120.4799,10:29:15.709
85,11.8,9.3,6.3814,5.0598,120.5768,120.3906,10:29:16.474
86,12.3,9.1,7.2499,6.9101,119.8927,119.7473,10:29:17.235
87,12.3,9.1,6.4192,4.6445,120.5098,120.167,10:29:17.996
88,12.3,9.8,7.4387,6.5325,120.3485,119.091,10:29:18.759
89,12.0,9.3,7.2122,4.3802,119.8729,120.4023,10:29:19.522
90,12.5,9.8,7.3254,5.664,119.7858,119.2187,10:29:20.280
91,12.3,8.6,4.6822,4.6822,119.8768,120.2493,10:29:21.059
92,12.3,9.1,6.6835,6.1171,120.0384,120.369,10:29:21.819
93,12.7,10.0,5.0598,4.9088,120.5534,120.3395,10:29:22.584
94,12.3,9.3,6.3437,6.5702,119.6956,120.3422,10:29:23.345
95,12.5,9.5,5.0976,4.8333,120.4009,120.166,10:29:24.089
96,12.3,9.5,6.7968,5.5885,120.2984,120.1317,10:29:24.850
97,12.0,9.5,6.0038,5.1731,120.2341,120.2215,10:29:25.611
98,12.3,9.1,7.0989,5.513,119.9427,120.21,10:29:26.384
99,12.3,9.8,5.3242,5.1731,119.7018,119.6676,10:29:27.147
100,12.0,9.1,6.1549,4.7955,99.2517,99.6698,10:29:27.909
101,12.3,8.8,6.0416,4.3046,99.6268,99.6613,10:29:28.669
102,12.7,9.5,4.6445,3.927,100.0285,99.4931,10:29:29.434
103,12.3,9.5,6.0038,4.6822,99.7407,99.5835,10:29:30.208
104,12.3,9.3,6.2682,4.8333,99.482,99.5505,10:29:30.965
105,12.0,9.1,5.3997,4.6067,100.0206,99.9547,10:29:31.725
106,12.5,9.5,4.6822,4.2669,99.8704,99.5747,10:29:32.488
107,12.3,9.3,5.6262,5.2109,99.6568,99.3198,10:29:33.236
108,12.7,9.5,5.664,4.871,99.51,99.5564,10:29:33.997
109,12.3,9.5,6.0416,4.0781,100.1062,99.741,10:29:34.753
110,12.3,9.8,4.2669,4.6445,99.7562,99.5829,10:29:35.516
111,12.3,10.0,5.2486,6.0794,99.835,99.0375,10:29:36.276
112,12.3,10.0,5.9661,4.7955,100.0979,99.7756,10:29:37.039
113,12.3,9.8,5.8906,3.5494,99.8395,99.2073,10:29:37.803
114,12.7,10.0,5.0221,4.6067,99.3955,99.9323,10:29:38.562
115,12.3,9.8,5.7018,5.4374,99.7475,99.4043,10:29:39.321
116,12.5,9.1,6.2682,4.3802,99.5048,99.519,10:29:40.085
117,12.7,10.0,4.72,3.4739,99.4001,99.7765,10:29:40.861
118,12.5,10.4,7.8918,4.4557,99.0114,99.7591,10:29:41.621
119,12.7,10.0,6.2682,3.927,80.2137,93.1609,10:29:42.397
120,12.7,9.8,4.6822,4.0403,81.0111,80.3515,10:29:43.174
121,12.7,10.0,4.6822,4.2291,80.1208,80.7939,10:29:43.921
122,12.7,9.5,4.9843,3.776,79.9469,80.1107,10:29:44.694
123,12.3,10.2,4.9843,3.8893,80.3966,80.2602,10:29:45.460
124,12.0,10.2,5.9283,4.1158,80.5864,80.2156,10:29:46.226
125,12.3,9.5,4.7955,4.3046,80.4495,80.4308,10:29:46.987
126,13.2,9.5,4.9843,4.2291,80.4074,80.5981,10:29:47.760
127,12.3,9.1,4.4934,3.776,80.5129,80.5918,10:29:48.518
128,12.5,9.8,5.2864,4.4179,80.4521,80.4741,10:29:49.275
129,12.7,9.5,5.3619,3.3606,80.5024,80.4613,10:29:50.035
130,12.5,10.2,5.4752,3.8138,80.4631,80.5377,10:29:50.799
131,12.3,10.0,4.8333,3.5872,80.5192,80.4371,10:29:51.558
132,12.7,9.8,5.1731,3.8138,80.6097,80.5758,10:29:52.332
133,12.5,10.0,5.1354,4.3802,80.4729,80.3538,10:29:53.092
134,12.7,10.0,5.0976,4.0781,80.184,80.4687,10:29:53.853
135,13.2,9.8,5.4374,3.4739,80.4443,80.2596,10:29:54.613
136,12.3,9.5,5.513,3.625,80.2701,80.8641,10:29:55.404
137,12.3,10.0,4.9088,3.7005,80.2643,80.6474,10:29:56.165
138,12.5,10.4,4.871,3.5117,79.8105,80.1567,10:29:56.944
139,12.9,9.3,4.4557,3.625,60.1517,60.0751,10:29:57.728
140,12.7,10.0,4.4179,3.5494,60.1764,60.4565,10:29:58.491
141,12.9,10.4,4.9843,3.6627,59.798,60.0803,10:29:59.249
142,12.5,9.3,3.5494,2.6432,59.8462,59.7378,10:30:00.012
