Log,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,Time
1,16.6,15.4,1.5482,2.983,20.2559,20.4478,09:41:53.101
2,16.8,15.9,1.5482,1.6237,20.5076,20.8369,09:41:54.049
3,16.3,15.4,1.5104,2.681,20.2463,19.9565,09:41:54.809
4,16.6,15.9,2.1901,2.0768,20.4552,20.3425,09:41:55.569
5,16.3,15.2,1.6614,2.3034,20.5071,20.5302,09:41:56.329
6,16.6,15.2,0.6797,3.4362,20.1732,20.8952,09:41:57.084
7,16.8,15.2,1.8502,1.9258,21.2511,20.4839,09:41:57.845
8,16.6,15.9,1.095,2.3034,20.2903,20.4079,09:41:58.600
9,16.1,15.4,1.2838,2.4166,20.6091,20.5067,09:41:59.363
10,16.6,15.0,0.793,2.5299,20.5944,20.7356,09:42:00.128
11,16.6,15.4,2.0013,2.4544,20.5333,20.4624,09:42:00.885
12,17.0,15.4,2.039,2.3411,20.2668,20.4353,09:42:01.653
13,16.3,15.4,1.888,2.3789,20.2711,20.6815,09:42:02.416
14,16.6,15.4,1.4726,2.2278,20.4223,20.4136,09:42:03.193
15,16.3,14.8,2.0013,2.7942,20.2091,20.2226,09:42:03.953
16,17.0,15.2,1.3971,2.3411,20.4948,20.4755,09:42:04.718
17,16.6,15.4,2.0768,2.1523,20.2048,20.2335,09:42:05.481
18,16.8,15.0,1.6237,1.8125,20.4605,20.5013,09:42:06.258
19,16.3,15.9,2.1901,2.1523,20.1297,20.627,09:42:07.024
20,17.0,15.2,1.8125,2.6054,20.3131,20.5309,09:42:07.791
21,16.6,15.4,2.0013,1.9258,20.53,20.4685,09:42:08.552
22,16.6,15.4,0.9818,1.888,20.2525,20.4102,09:42:09.312
23,17.0,15.9,1.2083,2.3789,20.3095,20.2923,09:42:10.073
24,16.3,15.2,1.2083,2.681,20.4528,20.339,09:42:10.854
25,16.8,15.4,1.2838,2.1901,20.5847,20.1777,09:42:11.616
26,16.6,16.1,1.2838,2.8698,20.48,20.2534,09:42:12.392
27,16.3,15.4,1.5104,1.8125,20.5516,20.4948,09:42:13.157
28,16.6,15.4,1.8502,2.7942,20.5352,20.5782,09:42:13.922
29,16.8,15.9,1.1328,3.0963,19.5244,20.3738,09:42:14.686
30,16.8,14.8,2.0013,2.2656,20.5606,20.3353,09:42:15.450
31,16.1,15.4,0.5664,2.1901,20.3218,20.1453,09:42:16.213
32,16.6,15.0,1.6614,2.3411,20.2706,20.3703,09:42:16.970
33,17.0,15.0,0.9818,2.2656,20.8285,20.4731,09:42:17.730
34,17.0,15.0,1.6614,1.5482,21.255,20.5395,09:42:18.495
35,16.3,15.2,0.7174,2.1146,20.1226,20.3906,09:42:19.255
36,16.6,15.2,1.4726,1.9258,20.4127,20.4817,09:42:20.022
37,16.8,15.2,0.8685,2.1146,20.3915,20.8672,09:42:20.778
38,16.8,15.0,1.3594,2.3034,20.4745,20.1829,09:42:21.541
39,16.6,15.2,1.1328,2.5677,20.2033,20.8412,09:42:22.305
40,16.3,15.2,1.3594,2.8698,20.7919,20.5175,09:42:23.066
41,16.8,15.4,1.3216,2.0013,20.3321,20.3807,09:42:23.833
42,16.1,15.9,1.0195,2.3034,20.5062,20.4562,09:42:24.613
43,16.6,15.4,1.3216,2.5299,20.2832,20.5128,09:42:25.376
44,16.8,15.2,1.5104,3.2096,20.0496,20.2557,09:42:26.139
45,16.6,15.9,1.1328,1.8502,20.4552,20.4329,09:42:26.903
46,16.6,14.8,1.1328,3.1718,20.444,20.3273,09:42:27.660
47,16.6,15.2,1.6614,3.3606,39.5566,39.4872,09:42:28.423
48,16.6,14.8,1.3594,3.1718,40.3813,40.4371,09:42:29.187
49,16.8,15.4,1.5482,3.0963,39.6196,40.2749,09:42:29.946
50,16.6,15.4,1.2083,3.2851,39.919,40.9221,09:42:30.691
51,16.6,15.7,1.888,3.5117,39.5649,40.7176,09:42:31.472
52,16.1,15.7,1.737,2.9453,39.9761,39.4756,09:42:32.247
53,16.6,16.1,2.4544,3.2474,39.5216,39.5882,09:42:33.005
54,16.8,15.0,1.3594,3.2096,39.5665,39.3359,09:42:33.765
55,17.0,15.0,2.2656,2.8698,39.4911,39.4625,09:42:34.527
56,16.1,15.4,1.2461,3.3229,39.4022,38.976,09:42:35.293
57,16.6,15.4,1.6237,2.7187,39.819,39.6981,09:42:36.055
58,16.6,15.2,1.3594,2.983,39.9219,39.3832,09:42:36.815
59,17.0,15.2,1.3971,2.983,39.7371,39.9708,09:42:37.572
60,16.6,15.9,1.3216,3.0208,39.365,39.3239,09:42:38.337
61,16.3,15.2,1.4726,3.3229,39.4865,39.1344,09:42:39.113
62,16.3,15.9,1.737,2.7187,39.5429,39.836,09:42:39.874
63,16.3,15.4,1.5104,3.2851,39.4785,39.7025,09:42:40.636
64,16.6,15.4,0.944,2.7942,40.6033,39.8621,09:42:41.402
65,16.3,15.9,1.3594,3.3984,39.8951,39.8281,09:42:42.162
66,16.6,15.0,2.039,4.5312,59.7475,59.7698,09:42:42.943
67,16.6,14.5,1.6614,4.0781,61.2485,60.3197,09:42:43.704
68,16.6,14.5,1.6614,3.9648,60.148,60.1531,09:42:44.466
69,16.6,15.4,2.3034,4.0026,60.1354,60.0315,09:42:45.226
70,16.6,15.4,1.3971,4.2291,59.7886,59.9065,09:42:45.988
71,16.6,15.7,1.5104,3.927,59.922,60.3087,09:42:46.767
72,16.1,15.0,1.6237,6.3059,59.5201,60.1249,09:42:47.531
73,16.6,15.4,2.0013,4.1536,59.8188,60.265,09:42:48.294
74,16.6,15.9,2.0013,4.871,60.1115,59.8408,09:42:49.057
75,16.3,15.4,1.0195,4.4934,59.8738,60.7183,09:42:49.837
76,16.6,15.4,2.1523,5.513,59.8069,59.9007,09:42:50.596
77,16.3,15.9,1.3216,3.927,60.2521,60.2412,09:42:51.356
78,16.1,15.9,1.1706,4.871,58.3636,60.3107,09:42:52.117
79,16.3,15.4,1.0573,3.776,60.093,59.8289,09:42:52.880
80,16.8,15.7,2.1523,4.0781,59.4054,59.7406,09:42:53.642
81,16.6,15.2,1.2461,3.7005,60.126,59.5593,09:42:54.401
82,16.8,15.4,2.6054,4.6067,60.2904,59.9792,09:42:55.163
83,16.6,15.7,1.888,5.3242,59.9939,59.9443,09:42:55.925
84,16.3,15.7,2.0768,4.569,60.2866,60.1326,09:42:56.703
85,16.6,15.4,1.6237,3.7382,60.2706,60.3912,09:42:57.465
86,16.8,15.4,1.737,4.2291,80.3359,80.4974,09:42:58.231
87,16.3,16.3,1.6614,4.7955,80.5458,80.4317,09:42:58.991
88,16.6,15.2,2.039,5.7395,80.3951,80.2347,09:42:59.758
89,16.6,15.4,1.888,5.8528,80.0602,80.4486,09:43:00.518
90,16.6,15.2,2.1523,5.3619,80.2903,80.8272,09:43:01.281
91,16.6,15.4,1.4349,5.6262,80.59,80.1618,09:43:02.042
92,16.8,15.4,1.888,5.4374,80.4385,79.9917,09:43:02.807
93,16.8,15.4,2.983,5.8906,80.3419,80.2996,09:43:03.573
94,16.6,15.0,2.7942,5.5885,80.1373,80.1373,09:43:04.338
95,16.1,15.9,1.6237,5.8906,80.1349,80.9033,09:43:05.101
96,16.6,15.9,1.6614,4.4557,81.1457,80.5411,09:43:05.866
97,16.6,15.2,1.3594,4.9843,79.8654,80.3553,09:43:06.632
98,16.6,15.4,1.4726,5.5885,80.5596,80.1517,09:43:07.394
99,16.3,14.8,1.888,5.0221,80.9854,80.1751,09:43:08.160
100,16.8,15.4,1.737,4.7578,81.0266,80.437,09:43:08.938
