Log,ac_flowrate,cp_pressure,cp_temperature,cp_flowrate,mixer_pressure,mixer_temperature_Funnel,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,Time
15,37.0,0.4407,25.9,1.5,0.0586,27.1,27.0,24.5,3.2474,1.6614,60.3041,60.279,12:52:25.503
16,37.0,0.481,24.4,1.5,0.116,27.0,27.3,24.1,2.8698,3.0963,59.4246,59.6344,12:52:25.761
17,37.0,0.4309,24.4,1.5,0.0537,25.5,26.8,24.3,4.2669,2.6432,59.7668,60.0124,12:52:26.016
18,37.0,0.4724,24.4,1.5,0.0464,25.6,27.3,24.5,2.9453,2.4922,60.451,60.4242,12:52:26.276
19,37.0,0.4871,24.4,1.5,0.1086,25.6,27.3,25.0,2.7565,2.1901,60.2844,60.2052,12:52:26.532
20,37.0,0.4175,25.9,1.5,0.0208,25.6,27.0,25.0,3.0963,2.681,60.1563,59.1584,12:52:26.763
21,37.0,0.459,24.4,1.5,0.0061,25.6,27.0,24.5,2.1523,1.9635,60.5415,60.8584,12:52:26.991
22,37.0,0.4065,24.4,1.5,0.0439,25.5,27.0,24.5,2.9075,2.6432,60.008,60.008,12:52:27.219
23,37.0,0.4822,25.9,1.5,0.0354,25.5,26.8,24.5,2.5677,2.6054,60.6455,60.1838,12:52:27.448
24,37.0,0.4724,25.9,1.5,0.0439,25.6,26.6,25.0,2.3034,2.3411,59.3651,60.0361,12:52:27.708
25,37.0,0.4871,25.9,1.5,0.0671,27.0,26.8,25.0,2.1523,2.2278,60.583,61.4074,12:52:27.967
26,37.0,0.4675,24.4,1.5,0.0488,25.5,27.3,25.0,2.1523,3.0208,60.7926,59.0986,12:52:28.212
27,37.0,0.4248,24.4,1.5,0.0513,25.5,27.0,24.5,2.1146,2.3411,60.1972,59.4322,12:52:28.438
28,37.0,0.4175,24.4,1.5,0.0146,25.6,27.0,24.5,2.0768,1.9635,59.3218,59.7607,12:52:28.695
29,37.0,0.3967,24.4,1.5,0.0305,25.6,26.6,24.5,1.8502,2.5677,59.9129,60.019,12:52:28.952
30,37.0,0.4505,24.4,1.5,0.0928,25.5,26.6,24.8,2.6054,2.1523,60.4437,59.8942,12:52:29.221
31,37.0,0.426,24.4,1.5,0.0415,25.5,27.3,25.0,2.8698,2.039,60.3109,60.2104,12:52:29.486
32,37.0,0.365,24.4,1.5,0.022,25.6,26.6,25.2,2.9075,1.8502,58.7575,58.8679,12:52:29.744
33,37.0,0.4004,24.4,1.5,0.011,25.5,26.8,24.8,2.7942,2.3411,59.7436,60.5609,12:52:30.005
34,37.0,0.3735,24.4,1.5,0.0,25.5,26.6,23.8,3.4739,2.1523,59.8787,59.8732,12:52:30.272
35,37.0,0.3674,25.9,1.5,0.0,25.6,26.6,25.2,3.8138,2.2656,59.8925,59.8411,12:52:30.534
36,37.0,0.3919,24.4,1.5,0.0244,27.0,27.7,24.8,2.6432,2.0768,60.1285,60.1285,12:52:30.779
37,37.0,0.4151,24.4,1.5,0.0256,25.6,26.6,24.5,3.0586,1.9258,60.3711,60.3711,12:52:31.001
38,37.0,0.3955,24.4,1.5,0.0549,27.0,26.8,24.3,2.2656,2.2656,59.8427,60.0827,12:52:31.228
39,37.0,0.3919,24.4,1.5,0.1013,25.5,27.3,24.5,2.6054,2.3789,60.7547,60.3133,12:52:31.448
40,37.0,0.387,24.4,1.5,0.0269,27.0,27.0,24.5,3.776,1.9258,59.8977,60.0124,12:52:31.665
41,37.0,0.3858,24.4,1.5,0.0342,25.6,27.0,24.1,2.0768,2.2278,59.8533,60.2333,12:52:31.887
42,37.0,0.426,25.9,1.5,0.0513,27.0,27.0,24.1,2.2278,2.9075,60.3537,60.344,12:52:32.109
43,37.0,0.3772,24.4,1.5,0.0684,25.6,27.0,24.5,3.4739,2.8698,61.0286,61.4686,12:52:32.339
44,37.0,0.3296,24.4,1.5,0.0122,25.6,27.0,25.0,2.3034,2.6432,59.9238,59.9529,12:52:32.576
45,37.0,0.398,25.9,1.5,0.0586,27.0,27.3,25.0,1.9635,2.983,61.3412,62.1626,12:52:32.813
46,37.0,0.4004,24.4,1.5,0.0098,25.5,27.0,25.0,2.8698,2.4166,59.4916,59.9069,12:52:33.036
47,37.0,0.3406,25.9,1.5,0.0586,25.6,26.6,25.0,3.0208,3.0208,59.8197,59.7527,12:52:33.264
48,37.0,0.3345,24.4,1.5,0.0842,25.6,27.3,24.3,1.737,2.039,60.2735,59.6996,12:52:33.486
49,37.0,0.3552,25.9,1.5,0.0501,25.6,26.6,24.5,1.9258,2.9453,59.5088,59.748,12:52:33.708
50,37.0,0.3491,24.4,1.5,0.0439,25.6,27.0,24.3,2.0768,2.6432,60.1191,60.8078,12:52:33.932
51,37.0,0.3381,24.4,1.5,0.0317,25.5,27.3,25.0,2.6432,2.4544,59.9772,59.7803,12:52:34.154
52,37.0,0.3198,25.9,1.5,0.0061,27.1,27.0,24.8,2.681,2.6054,60.2011,59.5456,12:52:34.382
53,37.0,0.3113,24.4,1.5,0.0,25.6,26.8,24.3,4.6822,2.039,60.4059,60.6147,12:52:34.623
54,37.0,0.315,24.4,1.5,0.0146,25.6,27.0,25.2,2.5299,1.9258,60.1127,60.4586,12:52:34.867
55,37.0,0.3015,25.9,1.5,0.0,27.0,27.3,24.3,2.3411,2.0768,60.0043,59.8636,12:52:35.087
56,37.0,0.2783,24.4,1.5,0.0098,25.6,27.0,25.0,3.4362,3.6627,60.718,60.718,12:52:35.311
57,37.0,0.2966,25.9,1.5,0.0269,25.6,27.0,25.4,3.2851,2.1146,60.0954,59.9838,12:52:35.537
58,37.0,0.365,24.4,1.5,0.0354,25.6,27.3,24.5,2.6432,1.7747,61.0536,59.835,12:52:35.758
59,37.0,0.2869,25.9,1.5,0.0159,25.6,27.0,25.0,2.4922,2.6054,60.2516,60.2516,12:52:35.980
60,37.0,0.3906,24.4,1.5,0.0,25.5,27.3,25.2,3.0586,3.1341,59.6624,59.7558,12:52:36.202
61,37.0,0.3076,25.9,1.5,0.0,25.6,26.6,24.1,2.4544,2.8698,59.8362,60.1813,12:52:36.422
62,37.0,0.3101,24.4,1.5,0.0,25.6,27.3,25.2,2.9075,2.0013,59.9431,59.8028,12:52:36.650
63,37.0,0.365,24.4,1.5,0.0,25.6,26.6,25.0,2.2278,2.5677,60.4961,61.0894,12:52:36.877
64,37.0,0.3394,24.4,1.5,0.0,27.1,26.8,24.5,3.0586,2.0768,60.0551,60.0551,12:52:37.101
65,37.0,0.3345,24.4,1.5,0.0,25.6,27.3,24.5,2.5299,2.681,59.6659,60.2948,12:52:37.327
66,37.0,0.3223,25.9,1.5,0.0195,25.5,27.0,24.5,2.6054,2.1146,59.9912,59.9229,12:52:37.555
67,37.0,0.3076,24.4,1.5,0.0,25.6,27.0,24.8,2.9453,2.3789,60.9928,59.4841,12:52:37.783
68,37.0,0.3345,25.9,1.5,0.0,25.6,26.6,24.5,3.8138,2.1523,60.7032,59.9616,12:52:38.005
69,37.0,0.3699,24.4,1.5,0.0,25.6,26.8,23.8,2.9075,2.1523,59.9562,60.0034,12:52:38.229
70,37.0,0.3113,24.4,1.5,0.0171,25.6,27.5,25.0,2.0013,2.2278,59.8831,60.1182,12:52:38.458
71,37.0,0.2832,24.4,1.5,0.0,25.6,27.0,24.5,2.983,1.6992,59.9924,59.7688,12:52:38.717
72,37.0,0.3687,24.4,1.5,0.0061,25.6,27.0,24.8,2.039,2.1523,59.4861,60.0691,12:52:38.976
73,37.0,0.365,24.4,1.5,0.0452,25.6,26.8,25.0,2.9075,2.2656,59.7937,59.7985,12:52:39.239
74,37.0,0.3699,24.4,1.5,0.0,25.6,27.0,24.5,3.0586,1.5104,59.6084,59.826,12:52:39.498
75,37.0,0.3381,25.9,1.5,0.0,25.6,27.0,24.5,2.5299,2.2656,59.8811,59.9676,12:52:39.746
76,37.0,0.3113,24.4,1.5,0.0098,25.6,27.0,24.5,2.3789,2.2278,60.453,61.1334,12:52:39.986
77,37.0,0.3772,24.4,1.5,0.0305,25.6,26.6,24.8,2.4544,2.2656,59.9069,59.8663,12:52:40.218
78,37.0,0.293,24.4,1.5,0.0342,27.0,27.3,24.5,2.4166,2.832,59.4324,60.026,12:52:40.440
79,37.0,0.3919,24.4,1.5,0.0549,25.5,27.7,24.1,3.0586,2.2656,60.3983,60.743,12:52:40.665
80,37.0,0.2734,24.4,1.5,0.0513,25.6,27.0,24.5,1.9258,2.3789,60.2016,60.1323,12:52:40.923
81,37.0,0.4028,24.4,1.5,0.0452,25.6,27.3,24.5,3.0963,2.5299,59.724,60.0072,12:52:41.158
82,37.0,0.4077,25.9,1.5,0.0391,27.0,27.0,24.8,2.681,2.9075,60.2673,60.0444,12:52:41.410
83,37.0,0.3174,24.4,1.5,0.0317,25.5,27.0,24.5,4.2669,1.888,59.8149,60.0201,12:52:41.636
84,37.0,0.3381,24.4,1.5,0.0,25.6,27.3,24.8,2.4544,2.3034,59.7093,59.7334,12:52:41.901
85,37.0,0.3272,24.4,1.5,0.0,25.6,27.0,24.5,3.4739,2.4922,59.8445,59.9319,12:52:42.159
86,37.0,0.3247,24.4,1.5,0.0159,25.6,27.3,25.0,3.2474,2.0013,59.6145,59.7526,12:52:42.394
87,37.0,0.4199,25.9,1.5,0.0,25.6,27.0,24.5,3.4739,1.6614,59.8603,60.1436,12:52:42.648
88,37.0,0.365,24.4,1.5,0.0073,25.6,27.0,24.5,2.2278,2.7565,60.33,60.124,12:52:42.877
89,37.0,0.3589,24.4,1.5,0.0073,25.6,27.0,24.5,2.7565,2.6432,59.9323,59.87,12:52:43.114
90,37.0,0.3772,24.4,1.5,0.0012,25.6,27.3,25.0,2.2656,1.737,60.6447,59.7496,12:52:43.367
91,37.0,0.3687,24.4,1.5,0.0781,25.6,26.6,25.0,2.4544,1.8125,60.0451,59.7706,12:52:43.618
92,37.0,0.354,24.4,1.5,0.0,25.6,27.5,25.0,2.3034,2.5677,59.7851,59.5712,12:52:43.870
93,37.0,0.3699,25.9,1.5,0.011,25.6,26.8,24.5,3.3606,2.0768,59.7956,59.9286,12:52:44.131
94,37.0,0.4285,25.9,1.5,0.0,25.6,26.8,25.0,3.5872,2.4166,60.4179,59.7552,12:52:44.392
95,37.0,0.3491,24.4,1.5,0.0,25.6,27.0,24.5,3.5494,1.6614,59.8388,59.9307,12:52:44.636
96,37.0,0.3577,24.4,1.5,0.0,25.6,27.0,25.0,1.9635,1.7747,59.6285,59.8266,12:52:44.865
97,37.0,0.3455,24.4,1.5,0.0562,25.6,27.0,24.5,3.5117,3.0963,60.6072,59.5157,12:52:45.091
98,37.0,0.3247,25.9,1.5,0.0,25.6,27.0,25.0,3.4362,2.7565,60.9111,60.1482,12:52:45.357
99,37.0,0.3919,25.9,1.5,0.011,25.6,27.0,24.8,2.4922,1.888,60.0308,59.903,12:52:45.617
100,37.0,0.4004,25.9,1.5,0.0159,25.6,27.3,24.5,2.4544,1.6992,60.3658,60.6771,12:52:45.879
101,37.0,0.3784,25.9,1.5,0.0024,25.6,27.0,24.5,4.0403,2.4166,59.6903,59.7871,12:52:46.142
102,37.0,0.4212,25.9,1.5,0.1025,25.6,26.8,24.8,2.3034,2.983,59.0254,59.1255,12:52:46.405
103,37.0,0.354,25.9,1.5,0.0635,25.6,26.8,24.8,3.2096,2.1146,59.7818,60.0448,12:52:46.667
104,37.0,0.3259,25.9,1.5,0.0342,25.6,27.3,24.5,2.0013,2.7187,60.1575,59.6336,12:52:46.928
105,37.0,0.3479,25.9,1.5,0.0,25.6,27.0,24.8,3.0586,2.1901,59.8737,59.9193,12:52:47.189
106,37.0,0.3674,25.9,1.5,0.0366,27.1,27.0,25.0,1.9258,2.2278,60.5459,60.4066,12:52:47.452
107,37.0,0.3272,25.9,1.5,0.0195,27.1,27.3,24.5,2.1901,2.1523,59.8192,59.7672,12:52:47.713
108,37.0,0.354,25.9,1.5,0.0,27.0,27.0,25.4,2.6054,3.3606,60.1456,59.6798,12:52:47.972
109,37.0,0.3296,25.9,1.5,0.0,25.6,26.6,24.3,2.9453,2.832,59.4528,59.9349,12:52:48.235
110,37.0,0.426,25.9,1.5,0.0073,27.1,27.0,25.0,3.2096,1.4726,59.6121,60.2437,12:52:48.500
111,37.0,0.3821,25.9,1.5,0.0195,27.0,27.3,25.2,2.6054,1.888,59.9836,59.3902,12:52:48.763
112,37.0,0.4456,25.9,1.5,0.0122,25.6,27.3,25.0,2.7565,2.7565,59.9705,59.6506,12:52:49.026
113,37.0,0.3967,25.9,1.5,0.0256,27.1,27.0,25.0,2.2656,2.7565,60.0229,60.4154,12:52:49.288
114,37.0,0.3882,25.9,1.5,0.0159,27.1,27.0,24.3,2.832,2.3411,59.8832,60.0868,12:52:49.558
115,37.0,0.3638,24.4,1.5,0.0171,25.6,26.8,24.3,2.0768,3.3606,59.684,60.2815,12:52:49.805
116,37.0,0.3906,24.4,1.5,0.0012,25.5,27.0,25.2,2.9453,2.2656,60.5597,60.0684,12:52:50.039
117,37.0,0.4028,24.4,1.5,0.0159,27.0,27.3,24.5,2.1901,2.3411,60.1237,60.2876,12:52:50.265
118,37.0,0.354,24.4,1.5,0.0012,25.6,27.3,24.3,2.3034,1.888,59.8771,60.1594,12:52:50.488
119,37.0,0.4102,25.9,1.5,0.011,27.1,26.8,24.5,2.3789,2.1523,59.8928,59.8173,12:52:50.711
120,37.0,0.4578,24.4,1.5,0.0537,25.6,27.0,25.0,2.1146,2.6432,60.1397,60.8249,12:52:50.935
121,37.0,0.3931,25.9,1.5,0.0024,25.6,27.3,23.8,2.7565,2.2278,60.8061,60.0171,12:52:51.159
122,37.0,0.4248,24.4,1.5,0.072,25.6,27.0,25.2,2.8698,2.7187,59.5933,60.3066,12:52:51.383
123,37.0,0.3906,25.9,1.5,0.0513,25.6,27.5,24.5,2.1523,1.8502,59.8409,60.0508,12:52:51.608
124,37.0,0.3674,24.4,1.5,0.0159,25.6,27.0,24.8,1.3971,2.6432,59.8401,59.7489,12:52:51.832
125,37.0,0.4395,24.4,1.5,0.0061,25.6,26.8,24.1,2.4922,3.2096,59.8284,59.9328,12:52:52.055
126,37.0,0.3967,24.4,1.5,0.0,27.1,27.0,24.5,2.6054,4.3046,59.8335,58.7295,12:52:52.278
127,37.0,0.4334,24.4,1.5,0.0146,25.6,27.5,24.5,2.832,1.8125,59.9279,59.9279,12:52:52.501
128,37.0,0.4028,24.4,1.5,0.0415,27.0,26.6,25.0,2.4922,2.4166,59.8639,59.7393,12:52:52.727
129,37.0,0.4224,24.4,1.5,0.0,25.6,27.3,24.5,2.4166,2.4166,59.4911,59.8214,12:52:52.948
130,37.0,0.4822,25.9,1.5,0.0,27.1,27.0,24.5,2.7187,3.0208,59.8187,59.6437,12:52:53.173
131,37.0,0.4065,24.4,1.5,0.0964,25.6,27.0,25.7,2.7942,2.0013,60.0293,59.6079,12:52:53.395
132,37.0,0.4358,24.4,1.5,0.022,25.6,27.5,25.0,2.4922,2.3034,59.7933,60.3422,12:52:53.635
133,37.0,0.4627,24.4,1.5,0.0,25.6,26.6,24.8,2.4166,2.983,60.0878,59.8632,12:52:53.896
134,37.0,0.4199,25.9,1.5,0.0696,25.6,27.5,25.0,2.8698,2.1901,59.2724,59.85,12:52:54.154
135,37.0,0.4639,24.4,1.5,0.0049,25.6,26.6,25.0,2.2278,1.9258,60.2346,60.4911,12:52:54.382
136,37.0,0.4016,24.4,1.5,0.0049,25.6,26.8,25.0,2.4544,2.2656,59.8179,60.0689,12:52:54.608
137,37.0,0.553,24.4,1.5,0.0,25.6,27.0,24.8,2.3034,2.2656,60.6655,60.7616,12:52:54.835
138,37.0,0.4334,24.4,1.5,0.072,27.0,27.3,25.4,2.2656,3.0963,59.7587,59.9219,12:52:55.095
139,37.0,0.3638,24.4,1.5,0.0195,25.6,27.7,25.0,2.4922,3.5117,60.3513,60.5177,12:52:55.318
140,37.0,0.5213,25.9,1.5,0.0012,27.0,27.3,25.0,3.2474,2.0013,59.7943,60.2108,12:52:55.542
141,37.0,0.4297,25.9,1.5,0.011,27.1,27.0,24.5,2.983,2.3411,59.8417,59.8448,12:52:55.772
142,37.0,0.5432,24.4,1.5,0.0,27.1,26.8,24.5,4.0781,2.1901,60.0934,60.5248,12:52:56.033
143,37.0,0.4382,24.4,1.5,0.0,25.6,27.0,24.5,2.4922,2.5677,60.1926,60.3926,12:52:56.288
144,37.0,0.4492,25.9,1.5,0.0403,25.6,26.8,24.1,3.8893,1.6992,59.8401,60.1634,12:52:56.512
145,37.0,0.4175,24.4,1.5,0.0501,25.6,27.0,24.5,1.888,2.9075,59.6195,60.0554,12:52:56.737
146,37.0,0.4834,25.9,1.5,0.0,25.6,27.3,25.0,2.0013,3.0963,60.3544,59.6461,12:52:56.965
147,37.0,0.4541,24.4,1.5,0.0,27.1,27.0,24.5,3.2851,2.7942,60.2481,60.6821,12:52:57.189
148,37.0,0.481,24.4,1.5,0.0098,25.6,27.0,24.5,2.1146,2.7565,59.6294,59.711,12:52:57.435
149,37.0,0.4285,24.5,1.5,0.0586,27.1,26.8,24.8,1.8125,2.0013,59.8816,59.8676,12:52:57.696
150,37.0,0.5152,24.4,1.5,0.0,27.1,27.0,25.0,2.3034,3.776,59.3288,59.822,12:52:57.960
151,37.0,0.4651,24.4,1.5,0.0,25.6,27.0,24.5,2.6054,3.1341,62.4098,62.4098,12:52:58.221
152,37.0,0.4358,25.9,1.5,0.0024,25.6,27.0,24.8,1.888,2.2278,59.8927,60.1936,12:52:58.446
153,37.0,0.459,24.4,1.5,0.0061,25.6,27.3,25.0,2.7942,1.9258,60.3094,59.9539,12:52:58.670
154,37.0,0.4541,24.4,1.5,0.0439,25.6,27.5,25.0,2.2278,2.2278,60.204,59.7906,12:52:58.895
155,37.0,0.4907,24.4,1.5,0.0061,25.6,27.7,24.5,2.6054,2.5677,59.7297,60.1697,12:52:59.147
156,37.0,0.4651,24.4,1.5,0.0171,25.6,27.0,24.3,2.4922,2.4544,59.5252,60.8596,12:52:59.408
157,37.0,0.4431,24.4,1.5,0.0,25.6,27.3,25.0,2.4544,2.4166,59.7371,59.8477,12:52:59.669
158,37.0,0.459,24.4,1.5,0.0549,25.6,27.0,25.0,1.9258,2.7942,59.8946,59.4496,12:52:59.934
159,37.0,0.4126,25.9,1.5,0.0049,25.6,27.0,24.5,1.9635,2.832,59.5655,60.3037,12:53:00.200
160,37.0,0.4456,24.4,1.5,0.0,27.1,27.0,25.2,3.3984,2.8698,59.6607,60.0247,12:53:00.445
161,37.0,0.4529,24.4,1.5,0.0208,25.6,27.3,25.0,2.5677,1.9258,59.8667,59.9132,12:53:00.672
162,37.0,0.4505,25.9,1.5,0.0684,25.6,27.0,25.2,2.2656,1.737,60.4084,60.1139,12:53:00.898
163,37.0,0.4859,24.4,1.5,0.0244,25.6,27.0,24.5,3.0963,2.1901,60.0264,60.1036,12:53:01.125
164,37.0,0.4871,25.9,1.5,0.011,25.6,27.7,24.5,2.4544,3.4739,59.3234,59.4664,12:53:01.355
165,37.0,0.4639,25.9,1.5,0.0,27.1,27.0,24.5,3.2474,2.2656,59.9172,59.6702,12:53:01.582
166,37.0,0.4541,24.4,1.5,0.0146,27.1,26.8,24.8,1.6614,2.039,59.9867,59.6877,12:53:01.831
167,37.0,0.5029,25.9,1.5,0.0159,27.1,27.0,25.4,2.7187,2.1146,59.9927,59.6495,12:53:02.095
168,37.0,0.4956,25.9,1.5,0.0195,27.1,27.3,24.5,2.9075,1.737,60.0662,60.2288,12:53:02.361
169,37.0,0.5396,25.9,1.5,0.0391,27.1,27.0,25.2,3.3229,1.6992,59.7614,60.0143,12:53:02.626
170,37.0,0.4382,25.9,1.5,0.0293,27.1,27.5,25.0,2.6054,1.6992,60.319,59.9699,12:53:02.887
171,37.0,0.5408,24.4,1.5,0.0,25.6,27.0,24.8,2.9075,2.2656,60.2834,59.4754,12:53:03.142
172,37.0,0.4688,24.4,1.5,0.0354,25.6,26.8,25.4,2.9453,1.737,60.6716,59.1444,12:53:03.372
173,37.0,0.4956,24.4,1.5,0.1135,27.1,27.0,25.0,2.983,2.1146,60.1547,60.3284,12:53:03.597
174,37.0,0.47,24.4,1.5,0.0,25.6,27.3,25.2,1.8125,2.5299,60.5577,59.6909,12:53:03.826
175,37.0,0.4859,24.4,1.5,0.0061,25.6,27.0,24.5,2.3411,2.4922,60.6014,60.9275,12:53:04.056
176,37.0,0.4407,25.9,1.5,0.0073,25.6,26.8,24.5,1.6237,3.4739,59.1555,59.962,12:53:04.322
177,37.0,0.5152,25.9,1.5,0.0122,27.1,26.8,25.4,2.4166,2.4166,60.0677,59.8465,12:53:04.565
178,37.0,0.459,25.9,1.5,0.0635,27.1,27.5,25.2,1.6992,2.4544,59.9712,59.4903,12:53:04.815
179,37.0,0.4736,25.9,1.5,0.0146,27.1,27.0,24.8,2.5677,2.2278,60.3285,60.8524,12:53:05.081
180,37.0,0.448,25.9,1.5,0.0073,27.1,27.0,24.5,2.1901,2.1523,59.9306,59.9153,12:53:05.345
181,37.0,0.4736,25.9,1.5,0.0098,27.1,26.8,23.8,3.2474,1.5104,59.963,59.7841,12:53:05.611
182,37.0,0.448,25.9,1.5,0.0366,27.1,27.5,24.5,2.2656,2.0013,60.4323,59.8884,12:53:05.876
183,37.0,0.4736,25.9,1.5,0.0061,27.1,27.0,24.5,3.3606,1.888,59.4842,60.0101,12:53:06.141
184,37.0,0.4639,25.9,1.5,0.0635,27.1,27.0,24.8,2.8698,2.4922,59.9487,59.8373,12:53:06.404
185,37.0,0.4761,25.9,1.5,0.0,27.1,27.5,25.2,2.1146,2.0013,59.8919,59.9833,12:53:06.666
186,37.0,0.4346,25.9,1.5,0.0171,25.6,27.0,25.0,2.039,2.8698,59.2104,58.9063,12:53:06.931
187,37.0,0.5396,25.9,1.5,0.0098,27.1,27.0,25.4,2.3789,2.7187,60.3081,59.2812,12:53:07.192
188,37.0,0.4431,25.9,1.5,0.0342,25.6,26.8,25.7,2.1901,2.4544,60.3152,59.4175,12:53:07.459
189,37.0,0.5017,25.9,1.5,0.0061,25.6,27.5,25.2,1.9258,3.4739,59.1485,59.143,12:53:07.723
190,37.0,0.4492,25.9,1.5,0.0024,27.1,26.8,24.5,3.7005,2.1901,59.9338,60.0928,12:53:07.985
191,37.0,0.52,25.9,1.5,0.1062,25.6,26.8,24.3,2.0768,1.888,59.957,59.9807,12:53:08.252
192,37.0,0.4859,25.9,1.5,0.1111,25.6,26.8,24.8,2.7942,2.0768,59.624,59.8556,12:53:08.519
193,37.0,0.4871,24.5,1.5,0.0159,27.1,27.5,24.3,2.4922,3.0208,61.1487,59.9474,12:53:08.784
194,37.0,0.481,24.4,1.5,0.011,25.6,27.3,24.1,2.983,2.4922,59.8416,59.7662,12:53:09.013
195,37.0,0.5029,24.4,1.5,0.0122,27.1,27.0,24.5,2.983,2.039,60.0921,60.0921,12:53:09.231
196,37.0,0.4871,24.4,1.5,0.0122,25.6,27.0,24.5,2.4166,2.3411,60.1096,59.5195,12:53:09.455
197,37.0,0.4834,24.4,1.5,0.0696,25.6,27.0,25.0,2.5677,2.3789,60.2291,59.2494,12:53:09.691
198,37.0,0.4859,25.9,1.5,0.0098,25.6,27.0,25.4,2.9453,2.8698,60.0997,60.1955,12:53:09.929
199,37.0,0.531,24.4,1.5,0.0269,25.6,26.8,25.0,2.3789,2.5299,59.8657,59.6454,12:53:10.168
200,37.0,0.4761,24.4,1.5,0.0342,25.6,26.8,25.4,2.7187,2.3789,60.0147,59.853,12:53:10.404
201,37.0,0.4724,25.9,1.5,0.0,25.6,27.3,24.3,3.3984,2.0013,59.9592,59.9802,12:53:10.640
202,37.0,0.4675,24.4,1.5,0.0098,27.1,27.7,25.0,2.4544,2.0013,60.4454,60.9823,12:53:10.877
203,37.0,0.398,24.5,1.5,0.0732,25.6,26.8,24.3,2.6054,2.681,59.8289,60.4046,12:53:11.110
204,37.0,0.4651,25.9,1.5,0.0,25.6,27.5,25.2,2.2278,2.4922,60.4758,60.0666,12:53:11.342
205,37.0,0.4297,24.4,1.5,0.0024,25.6,26.8,24.8,2.681,2.1901,59.6211,59.7658,12:53:11.569
206,37.0,0.5127,25.9,1.5,0.0464,25.6,27.0,25.2,1.888,3.2096,59.9481,60.5349,12:53:11.795
207,37.0,0.448,24.4,1.5,0.0,27.1,27.0,25.0,2.2278,2.0768,59.6587,59.6587,12:53:12.021
208,37.0,0.4907,24.5,1.5,0.0366,25.6,27.5,24.5,3.3984,1.9635,59.6514,59.8225,12:53:12.249
209,37.0,0.4627,25.9,1.5,0.0073,27.1,26.6,24.8,2.4922,1.7747,59.6802,59.4216,12:53:12.475
210,37.0,0.4675,24.4,1.5,0.0159,25.6,26.6,24.5,2.1146,2.1146,59.8526,59.9734,12:53:12.701
211,37.0,0.4932,25.9,1.5,0.0208,25.6,26.8,25.0,1.9635,2.8698,60.2079,60.2675,12:53:12.928
212,37.0,0.4492,24.4,1.5,0.0293,25.6,27.5,25.2,3.776,3.1341,59.2631,59.7774,12:53:13.155
213,37.0,0.5017,24.4,1.5,0.0354,25.6,27.3,24.5,2.6432,1.9258,59.7374,60.2293,12:53:13.383
214,37.0,0.481,25.9,1.5,0.0,25.6,27.0,24.3,3.5117,1.4349,59.9277,59.884,12:53:13.615
215,37.0,0.4443,24.4,1.5,0.0012,25.6,27.3,24.1,1.8125,2.2278,60.0877,60.4997,12:53:13.845
216,37.0,0.4688,24.5,1.5,0.0049,25.6,27.3,24.8,3.2096,2.2656,60.389,60.9366,12:53:14.078
217,37.0,0.531,25.9,1.5,0.083,25.6,27.0,25.0,2.0768,3.3229,59.8484,60.4508,12:53:14.321
