Log,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,Time
1,11.8,11.1,1.0195,1.9635,20.3597,20.4713,09:00:32.468
2,12.3,11.1,2.1523,1.5859,20.5622,20.4481,09:00:33.418
3,12.3,10.7,0.9818,2.5299,19.9979,20.6992,09:00:34.177
4,12.5,10.4,1.6237,2.1146,20.4021,20.5177,09:00:34.950
5,12.3,11.1,0.944,1.737,20.1988,20.5689,09:00:35.729
6,12.5,10.4,1.1706,1.9635,20.2627,20.4475,09:00:36.490
7,12.3,10.9,1.1706,1.3971,20.7146,20.4214,09:00:37.253
8,11.8,11.3,1.6992,2.1523,20.5258,20.0094,09:00:38.020
9,11.8,11.3,1.0573,2.0768,20.6451,20.1708,09:00:38.783
10,12.3,10.2,1.6237,1.6614,20.2938,20.3926,09:00:39.550
11,12.3,11.1,1.4349,1.8502,20.4626,20.995,09:00:40.313
12,12.0,10.7,0.9062,2.4922,20.3454,20.3449,09:00:41.069
13,12.5,10.7,1.3594,1.888,20.2265,20.4776,09:00:41.829
14,12.7,10.9,1.9635,2.2278,20.487,20.2507,09:00:42.595
15,12.0,10.7,1.5859,2.039,20.1238,20.3622,09:00:43.356
16,12.0,11.3,1.3216,1.4349,20.2695,20.3966,09:00:44.120
17,12.3,10.0,0.9818,2.0768,20.4629,20.4231,09:00:44.893
18,12.3,10.9,2.4544,1.3971,20.3496,20.4048,09:00:45.658
19,11.8,10.0,1.3594,1.8125,20.6561,20.3363,09:00:46.403
20,12.3,10.4,1.2838,2.0768,20.2603,21.1862,09:00:47.166
21,11.8,10.7,1.5104,2.0013,20.4744,20.5685,09:00:47.944
22,12.5,10.2,2.0013,2.1523,20.3039,20.1045,09:00:48.705
23,12.3,10.7,2.0768,2.039,20.4724,20.5512,09:00:49.469
24,11.8,10.9,1.1706,2.1146,20.0899,20.4019,09:00:50.233
25,12.5,10.9,1.3216,1.8125,20.1926,20.9925,09:00:50.996
26,12.3,10.9,1.0195,1.3216,20.2537,20.3916,09:00:51.757
27,11.8,10.4,1.7747,3.2851,20.656,20.2789,09:00:52.518
28,12.3,10.4,0.6042,2.2278,20.2155,20.4267,09:00:53.281
29,12.3,10.4,1.888,3.1718,20.3,20.3157,09:00:54.042
30,12.0,10.9,1.2838,1.8125,20.4466,20.3684,09:00:54.804
31,12.5,10.4,1.2083,2.6432,20.576,20.038,09:00:55.579
32,12.0,10.2,0.944,2.039,20.0078,20.3147,09:00:56.339
33,12.3,10.9,2.1146,2.2278,20.6728,20.3017,09:00:57.102
34,11.8,10.9,1.3971,1.9635,20.5111,20.9115,09:00:57.864
35,12.3,10.4,1.9258,3.0586,20.7402,20.4051,09:00:58.631
36,12.5,10.7,1.2838,1.7747,20.3463,20.3986,09:00:59.394
37,12.3,11.1,1.3971,2.2656,20.3669,20.4617,09:01:00.155
38,12.7,11.3,1.4349,1.5859,20.348,20.3043,09:01:00.918
