Log,ac_flowrate,cp_pressure,cp_temperature,cp_flowrate,mixer_pressure,mixer_temperature_Funnel,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,Time
31,0.0,0.448,25.4,1.5,0.2319,25.8,18.6,17.5,1.2461,1.5859,59.835,60.2005,12:42:43.675
32,0.0,0.3748,25.5,1.5,0.2417,27.3,19.5,16.8,2.1901,1.6992,59.8892,59.977,12:42:45.006
33,0.0,0.3296,25.4,1.5,0.2087,25.8,18.6,17.0,1.9635,2.0013,60.0784,59.9697,12:42:46.385
34,0.0,0.426,25.5,1.5,0.2649,27.3,18.8,16.3,2.039,2.0013,60.1974,59.7808,12:42:47.728
35,0.0,0.4199,26.9,1.5,0.2759,25.9,18.6,17.3,1.9635,1.8125,59.933,59.8415,12:42:49.096
36,0.0,0.4224,25.5,1.5,0.221,25.8,18.6,16.8,1.6614,1.8125,59.981,59.4051,12:42:50.429
37,0.0,0.398,25.5,1.5,0.3088,25.9,18.8,17.5,2.0768,2.3034,59.9974,59.7733,12:42:51.748
38,0.0,0.4151,25.5,1.5,0.2405,25.9,18.6,17.3,1.6614,1.8502,60.0033,59.9133,12:42:53.089
39,0.0,0.4883,25.5,1.5,0.2478,25.8,18.4,16.8,1.6992,2.0768,60.0352,60.1382,12:42:54.413
40,0.0,0.4199,26.9,1.5,0.2478,25.8,18.6,17.3,3.5117,1.888,59.8299,59.8518,12:42:55.749
41,0.0,0.4102,25.5,1.5,0.1587,25.8,18.4,17.5,2.0768,1.5859,59.8756,60.0282,12:42:57.068
42,0.0,0.3833,25.4,1.5,0.26,25.9,18.6,16.8,1.5104,1.4726,60.0373,59.4736,12:42:58.423
43,0.0,0.4126,25.4,1.5,0.2759,25.9,18.8,16.6,2.4922,1.888,60.327,60.02,12:42:59.780
44,0.0,0.4358,25.5,1.5,0.2881,25.8,18.6,17.3,2.2656,2.1901,59.9625,60.123,12:43:01.113
45,0.0,0.4346,25.4,1.5,0.2661,25.9,19.1,17.0,2.039,2.0768,60.1435,60.1694,12:43:02.458
46,0.0,0.4028,25.5,1.5,0.2454,27.3,18.6,16.8,1.8502,1.8125,59.5694,60.0836,12:43:03.789
47,0.0,0.3259,25.5,1.5,0.2942,27.3,18.6,17.0,1.5859,1.7747,59.9681,60.1159,12:43:05.167
48,0.0,0.4151,25.5,1.5,0.2795,25.9,18.6,17.3,2.0768,2.2278,60.1522,59.8605,12:43:06.522
49,0.0,0.4016,26.9,1.5,0.2332,25.8,18.8,17.0,2.039,2.3034,59.8148,59.9282,12:43:07.852
50,0.0,0.4981,25.5,1.5,0.2026,25.9,18.6,17.0,1.5859,1.737,60.1348,59.8941,12:43:09.201
51,0.0,0.3833,25.5,1.5,0.2661,25.9,18.8,17.0,1.737,1.6237,59.9815,60.006,12:43:10.548
52,0.0,0.4102,25.5,1.5,0.2832,27.3,18.6,17.0,2.4544,2.832,60.1529,60.0311,12:43:11.867
53,0.0,0.4785,25.5,1.5,0.2417,27.3,19.1,17.0,1.6237,1.4349,60.0273,59.924,12:43:13.190
54,0.0,0.4028,26.9,1.5,0.2783,25.9,18.6,17.9,2.1146,2.1146,60.0472,59.6793,12:43:14.510
55,0.0,0.4065,26.9,1.5,0.2332,25.9,18.4,17.7,2.2656,3.2474,59.6073,59.7841,12:43:15.852
56,0.0,0.4761,25.5,1.5,0.2747,25.9,18.8,17.0,1.6992,1.8125,60.0692,59.9196,12:43:17.174
57,0.0,0.4297,25.5,1.5,0.2844,25.9,18.8,17.5,2.1523,1.888,59.733,59.9219,12:43:18.523
58,0.0,0.4981,25.5,1.5,0.2258,25.9,18.2,17.0,2.039,2.2278,59.862,59.882,12:43:19.851
59,0.0,0.4065,26.9,1.5,0.2405,25.9,18.8,17.0,1.737,2.039,60.1121,59.9042,12:43:21.199
60,0.0,0.3906,26.9,1.5,0.2564,25.9,18.6,17.3,2.681,2.3411,60.4241,60.0595,12:43:22.520
61,0.0,0.4199,26.9,1.5,0.2429,25.9,19.1,17.5,2.2656,2.2656,60.6388,60.3234,12:43:23.847
62,0.0,0.4834,25.5,1.5,0.2649,25.9,18.4,17.5,2.039,1.5104,59.8117,60.1596,12:43:25.163
63,0.0,0.4456,25.5,1.5,0.221,27.3,19.1,17.0,2.1523,2.039,59.8365,59.8033,12:43:26.525
64,0.0,0.4602,25.5,1.5,0.2795,25.9,19.1,17.5,2.0768,3.2474,59.6034,60.1212,12:43:27.851
65,0.0,0.4199,26.9,1.5,0.2356,25.9,18.4,17.5,1.5482,1.4726,60.3681,59.9384,12:43:29.188
66,0.0,0.4126,26.9,1.5,0.1978,25.9,18.8,16.8,2.3411,2.3789,59.7674,59.6943,12:43:30.502
67,0.0,0.4114,25.5,1.5,0.2539,25.9,18.6,17.3,1.9635,2.1146,60.7131,59.8152,12:43:31.823
68,0.0,0.3748,25.5,1.5,0.2747,25.9,18.2,16.3,1.5482,1.5859,59.9083,60.5498,12:43:33.160
69,0.0,0.387,25.5,1.5,0.2478,25.9,18.6,17.0,2.6432,2.3789,60.0742,59.9827,12:43:34.493
70,0.0,0.3967,25.5,1.5,0.2136,27.3,18.2,17.3,1.888,1.888,60.2476,60.1268,12:43:35.830
71,0.0,0.5078,25.5,1.5,0.2124,25.9,18.4,17.5,1.7747,1.6237,59.9633,59.4484,12:43:37.165
72,0.0,0.4004,26.9,1.5,0.2454,25.9,18.6,17.3,2.6054,2.4544,60.1391,60.0776,12:43:38.481
73,0.0,0.4736,26.9,1.5,0.304,25.9,18.8,17.0,1.4726,1.9258,60.1244,60.0677,12:43:39.798
74,0.0,0.4456,26.9,1.5,0.199,25.9,18.6,17.5,2.9075,1.9635,59.8715,60.1311,12:43:41.133
75,0.0,0.4785,25.5,1.5,0.1892,25.9,18.6,16.3,2.1146,2.039,60.2759,60.1983,12:43:42.450
76,0.0,0.4309,25.5,1.5,0.2612,25.9,18.2,17.5,1.9258,1.5104,60.2104,60.1611,12:43:43.784
77,0.0,0.4163,25.5,1.5,0.2795,25.9,18.8,16.8,2.5299,1.9635,60.0933,59.935,12:43:45.115
78,0.0,0.3699,26.9,1.5,0.2368,27.4,19.1,17.5,2.4166,2.8698,60.2102,59.6144,12:43:46.443
79,0.0,0.3735,25.5,1.5,0.2649,25.9,18.8,17.3,2.7942,1.9258,60.2055,59.6384,12:43:47.812
80,0.0,0.448,25.5,1.5,0.2478,25.9,18.6,17.5,1.6992,1.737,59.9995,59.8751,12:43:49.192
81,0.0,0.4077,25.5,1.5,0.2551,25.9,18.4,17.5,2.1146,2.2656,59.6271,60.045,12:43:50.539
82,0.0,0.4212,25.5,1.5,0.2417,25.9,18.6,17.0,2.9453,2.3411,59.6458,60.1221,12:43:51.856
83,0.0,0.4151,25.5,1.5,0.2466,25.9,18.4,17.0,2.1901,1.3971,61.6936,59.842,12:43:53.171
84,0.0,0.4639,25.5,1.5,0.2417,25.9,19.1,16.8,2.3789,2.6054,60.2821,60.0643,12:43:54.501
85,0.0,0.4334,25.5,1.5,0.2954,25.9,19.1,16.6,1.5482,2.7565,59.6014,60.0169,12:43:55.824
86,0.0,0.4224,25.5,1.5,0.2564,27.4,18.4,17.0,1.6237,1.6992,60.3694,59.574,12:43:57.143
87,0.0,0.3931,26.9,1.5,0.2478,25.9,18.6,16.6,2.3411,2.3411,59.511,60.2118,12:43:58.479
88,0.0,0.4248,25.5,1.5,0.2588,25.9,18.4,17.0,2.1901,2.1523,60.5443,60.0718,12:43:59.830
89,0.0,0.4004,25.5,1.5,0.3662,25.9,18.8,16.8,1.6992,1.888,60.0358,59.8761,12:44:01.147
90,0.0,0.4175,25.5,1.5,0.2686,27.3,18.8,17.0,2.3789,2.3034,59.9795,60.0193,12:44:02.497
91,0.0,0.4175,25.5,1.5,0.2783,25.9,18.6,17.5,1.9635,1.7747,60.096,60.0609,12:44:03.813
92,0.0,0.4553,25.5,1.5,0.2478,25.9,18.6,17.0,1.9635,3.8893,60.0304,59.8866,12:44:05.213
93,0.0,0.4505,27.0,1.5,0.2185,25.9,18.2,17.0,2.7187,1.6614,59.9464,59.8841,12:44:06.533
94,0.0,0.4492,26.9,1.5,0.2588,25.9,18.4,16.6,2.3034,2.2656,59.7502,59.5581,12:44:07.878
95,0.0,0.3333,25.5,1.5,0.2515,25.9,18.8,17.3,2.2278,2.1146,59.9676,59.9485,12:44:09.211
96,0.0,0.4346,25.5,1.5,0.304,25.9,19.1,16.8,2.1523,2.1901,60.2042,60.1191,12:44:10.545
97,0.0,0.4553,25.5,1.5,0.2551,25.9,18.6,17.5,2.2656,2.3034,60.4701,59.7351,12:44:11.863
98,0.0,0.4968,25.5,1.5,0.2734,25.9,18.2,17.0,1.737,1.8125,59.6231,59.6214,12:44:13.200
99,0.0,0.4077,27.0,1.5,0.2478,25.9,18.6,17.3,2.1901,2.1523,59.8115,59.9689,12:44:14.538
100,0.0,0.4309,27.0,1.5,0.2637,25.9,19.1,17.7,2.6054,2.3411,60.5554,59.7039,12:44:15.866
101,0.0,0.3931,25.5,1.5,0.2979,25.9,18.6,17.7,2.2278,1.737,60.0234,60.2801,12:44:17.203
102,0.0,0.4334,25.5,1.5,0.2795,27.4,19.1,17.3,2.5299,2.4544,60.3268,60.7443,12:44:18.568
103,0.0,0.4602,27.0,1.5,0.2454,25.9,18.6,17.9,2.0768,1.5482,59.7146,61.0011,12:44:19.902
104,0.0,0.4395,25.5,1.5,0.2649,25.9,18.6,17.9,2.4544,2.2278,60.1223,59.9756,12:44:21.247
105,0.0,0.4175,27.0,1.5,0.2588,25.9,18.8,17.0,2.3034,2.681,60.2735,61.4096,12:44:22.594
106,0.0,0.4456,25.5,1.5,0.2832,25.9,18.6,17.3,1.9635,1.5482,60.2138,59.957,12:44:23.945
107,0.0,0.4688,25.5,1.5,0.2759,27.4,18.6,17.5,1.6237,2.4166,60.3976,59.5117,12:44:25.316
108,0.0,0.4077,25.5,1.5,0.2515,27.4,18.8,17.5,2.4544,2.7565,60.0169,60.0902,12:44:26.641
109,0.0,0.4053,27.0,1.5,0.2783,25.9,18.6,17.3,2.5299,2.3034,60.5901,59.3378,12:44:27.959
110,0.0,0.47,27.0,1.5,0.2429,25.9,18.6,17.5,1.7747,2.681,59.8023,59.739,12:44:29.286
111,0.0,0.4773,27.0,1.5,0.271,25.9,18.6,17.5,2.7187,2.6432,59.7662,59.9445,12:44:30.604
112,0.0,0.4541,25.5,1.5,0.2844,25.9,18.6,17.9,2.3789,2.2656,59.5259,59.8138,12:44:31.969
113,0.0,0.5017,25.5,1.5,0.3101,25.9,19.1,17.5,1.6614,1.8125,60.0504,59.8225,12:44:33.300
114,0.0,0.3638,27.0,1.5,0.2503,27.4,18.8,17.7,2.4166,2.4922,60.0456,59.8925,12:44:34.636
115,0.0,0.4334,25.5,1.5,0.2637,25.9,18.6,17.3,2.5677,2.2278,60.4166,60.3215,12:44:35.985
116,0.0,0.4639,27.0,1.5,0.2564,25.9,19.1,17.0,2.5677,2.5299,59.9232,58.692,12:44:37.352
117,0.0,0.4675,25.6,1.5,0.1807,25.9,18.6,17.0,2.3411,2.3789,60.0767,59.9373,12:44:38.715
118,0.0,0.3955,25.6,1.5,0.2161,25.9,18.8,17.3,3.776,1.9258,59.6549,59.5764,12:44:40.040
119,0.0,0.4602,25.6,1.5,0.2747,25.9,18.6,17.7,1.888,2.0013,59.9983,59.8958,12:44:41.381
120,0.0,0.4627,25.6,1.5,0.2539,25.9,18.6,17.5,2.681,2.3411,60.0758,60.1124,12:44:42.768
121,0.0,0.4541,27.0,1.5,0.2551,25.9,18.6,16.8,2.8698,1.8125,59.6926,59.8386,12:44:44.099
122,0.0,0.4297,27.0,1.5,0.293,25.9,19.1,17.5,2.1523,2.3034,60.063,60.0802,12:44:45.453
123,0.0,0.3699,25.6,1.5,0.2356,25.9,18.6,17.5,2.681,2.681,59.6951,60.3045,12:44:46.774
124,0.0,0.4199,25.6,1.5,0.2588,25.9,19.1,17.9,2.7187,1.8502,59.5644,60.5636,12:44:48.092
125,0.0,0.4688,25.6,1.5,0.2271,25.9,18.8,17.5,3.0208,2.039,59.9011,59.303,12:44:49.436
126,0.0,0.4248,27.0,1.5,0.2747,25.9,18.6,17.7,1.9635,2.7565,59.9689,59.7692,12:44:50.783
127,0.0,0.4675,27.0,1.5,0.2515,25.9,19.1,17.0,2.8698,1.9635,59.8371,59.6556,12:44:52.106
128,0.0,0.47,25.6,1.5,0.2515,27.4,19.1,17.5,3.1341,1.8502,60.1122,59.8223,12:44:53.445
129,0.0,0.387,25.6,1.5,0.2466,27.4,18.6,17.5,2.0768,2.1146,60.4034,60.0535,12:44:54.811
130,0.0,0.4505,27.0,1.5,0.2698,27.4,19.1,17.5,2.4922,2.1901,59.8991,59.835,12:44:56.128
131,0.0,0.4285,27.0,1.5,0.2649,25.9,18.8,17.5,2.5299,2.2278,60.0036,59.9002,12:44:57.475
132,0.0,0.4163,27.0,1.5,0.3137,25.9,18.6,17.7,2.0768,2.5677,60.0447,60.1618,12:44:58.790
133,0.0,0.4505,25.6,1.5,0.2759,25.9,18.8,17.7,2.5677,2.1146,59.4548,61.1016,12:45:00.108
134,0.0,0.4627,27.0,1.5,0.2893,25.9,18.6,17.5,3.9648,2.4544,60.1402,59.7965,12:45:01.484
135,0.0,0.4529,25.6,1.5,0.2258,25.9,19.1,17.3,1.9635,2.7187,60.0215,59.7753,12:45:02.845
136,0.0,0.4761,25.6,1.5,0.2734,25.9,19.1,17.7,2.3034,1.5482,59.9654,59.6176,12:45:04.174
137,0.0,0.4395,25.6,1.5,0.2844,27.4,19.1,17.7,3.1341,2.3411,60.0045,60.1489,12:45:05.515
138,0.0,0.4395,27.0,1.5,0.2612,25.9,18.8,17.5,2.3411,1.737,59.6653,60.108,12:45:06.850
139,0.0,0.4859,25.6,1.5,0.2649,25.9,19.1,17.0,1.888,1.6237,60.0741,60.1152,12:45:08.170
140,0.0,0.4309,25.6,1.5,0.304,25.9,19.1,17.7,2.2656,2.681,60.0922,60.2318,12:45:09.535
141,0.0,0.4309,25.6,1.5,0.2942,27.4,18.8,17.0,2.5677,3.3606,60.3763,59.9316,12:45:10.853
142,0.0,0.4407,25.6,1.5,0.2649,25.9,19.1,17.7,2.4544,1.4726,60.0749,61.12,12:45:12.174
143,0.0,0.5713,27.0,1.5,0.2942,25.9,18.8,17.5,3.0208,2.3411,59.9955,60.0611,12:45:13.518
144,0.0,0.459,25.6,1.5,0.2368,25.9,19.1,17.7,2.9453,2.3034,59.7045,60.0099,12:45:14.854
145,0.0,0.5298,27.1,1.5,0.2588,25.9,18.8,17.3,3.8515,2.9075,59.8618,60.8194,12:45:16.236
146,0.0,0.4553,27.1,1.5,0.2368,25.9,19.1,17.5,3.1718,2.2278,60.1347,60.1083,12:45:17.570
147,0.0,0.4175,25.6,1.5,0.2612,25.9,19.1,17.9,2.7187,1.9635,61.5434,59.8666,12:45:18.897
148,0.0,0.4639,27.1,1.5,0.2661,25.9,18.6,17.5,1.9258,2.7942,59.942,60.7099,12:45:20.266
149,0.0,0.4126,27.1,1.5,0.2734,25.9,18.8,17.5,3.0208,2.2656,60.0352,60.1966,12:45:21.613
150,0.0,0.4309,25.6,1.5,0.293,27.4,19.3,17.5,2.3411,1.6614,59.8486,59.9919,12:45:22.946
151,0.0,0.4736,25.6,1.5,0.3052,27.4,19.1,17.0,1.8125,2.3411,60.0896,60.0893,12:45:24.299
152,0.0,0.448,27.1,1.5,0.2173,25.9,18.6,17.9,3.0208,2.7942,60.4235,59.8642,12:45:25.619
153,0.0,0.4028,25.6,1.5,0.26,25.9,18.8,17.0,3.0208,1.5482,60.0971,60.3224,12:45:26.952
154,0.0,0.4529,27.1,1.5,0.2783,25.9,19.1,17.0,1.6992,2.1523,59.4171,60.243,12:45:28.268
155,0.0,0.4382,25.6,1.5,0.3174,25.9,19.1,17.7,2.5677,2.4922,59.9642,60.0417,12:45:29.605
156,0.0,0.4907,25.6,1.5,0.2405,25.9,18.8,17.7,2.3034,2.4922,59.804,59.6079,12:45:30.957
157,0.0,0.4834,25.6,1.5,0.2857,27.4,19.1,17.9,1.9258,3.0208,59.9858,60.1306,12:45:32.294
158,0.0,0.4443,27.1,1.5,0.2429,26.0,19.5,17.9,2.4544,2.2278,59.9731,59.8815,12:45:33.637
159,0.0,0.4102,25.6,1.5,0.2173,27.4,19.3,17.3,2.5299,2.1901,60.0614,60.6619,12:45:34.991
160,0.0,0.4822,27.0,1.5,0.343,25.9,19.3,17.5,2.983,2.3034,59.6561,59.9655,12:45:36.355
161,0.0,0.459,27.1,1.5,0.2368,25.9,19.1,17.7,3.2851,2.1523,59.2341,60.4262,12:45:37.681
162,0.0,0.4859,27.1,1.5,0.3333,25.9,19.1,17.7,2.9453,2.1146,59.8982,59.874,12:45:39.009
163,0.0,0.4578,25.6,1.5,0.2612,25.9,19.5,17.9,3.2851,2.9453,60.056,60.2147,12:45:40.323
164,0.0,0.4492,25.6,1.5,0.2759,25.9,19.1,17.5,3.7382,2.4544,60.1053,59.9823,12:45:41.651
165,0.0,0.5103,25.6,1.5,0.3308,25.9,19.3,17.7,2.3789,2.039,60.196,59.467,12:45:42.968
166,0.0,0.4541,25.6,1.5,0.2795,25.9,19.5,17.0,2.0013,3.2851,59.922,60.0284,12:45:44.328
167,0.0,0.4724,27.1,1.5,0.1843,27.4,19.1,17.5,2.4922,2.0768,59.5491,59.6928,12:45:45.641
168,0.0,0.3748,25.6,1.5,0.3076,25.9,19.5,17.7,2.6432,2.3411,59.2589,59.1109,12:45:46.992
169,0.0,0.4968,25.6,1.5,0.2222,25.9,19.1,17.9,2.1523,2.1523,59.8291,59.6659,12:45:48.327
170,0.0,0.4675,25.6,1.5,0.2881,26.0,18.8,17.9,2.0768,2.5299,59.4083,59.7259,12:45:49.665
171,0.0,0.4578,25.6,1.5,0.2612,27.4,19.1,17.7,2.7565,2.1523,60.0439,60.8968,12:45:50.981
172,0.0,0.4248,27.1,1.5,0.2905,27.4,18.8,17.5,1.6237,2.3411,60.1305,60.0379,12:45:52.300
173,0.0,0.3955,27.1,1.5,0.2808,26.0,19.3,17.7,2.5299,2.1146,60.2536,59.8165,12:45:53.648
174,0.0,0.3809,25.6,1.5,0.3174,27.4,19.3,17.7,2.7565,2.6054,59.9699,59.8488,12:45:55.003
175,0.0,0.4907,27.1,1.5,0.2588,25.9,19.1,17.9,2.1146,2.4922,59.5022,59.8408,12:45:56.356
176,0.0,0.4151,25.6,1.5,0.2637,26.0,19.1,17.7,2.3789,2.3789,59.9836,59.8617,12:45:57.712
177,0.0,0.4285,25.6,1.5,0.2954,27.4,19.1,17.3,2.4922,1.737,59.8869,60.0292,12:45:59.057
178,0.0,0.4724,25.6,1.5,0.2356,27.4,19.1,17.7,2.3411,2.1901,60.319,59.863,12:46:00.395
179,0.0,0.5078,25.6,1.5,0.2759,27.4,19.3,17.9,2.1901,2.832,59.885,60.1139,12:46:01.708
180,0.0,0.3906,25.6,1.5,0.3174,27.4,18.8,17.9,2.6432,2.1146,59.918,60.1759,12:46:03.023
181,0.0,0.4529,25.6,1.5,0.332,27.4,19.1,17.9,2.1523,2.5299,59.903,59.8966,12:46:04.348
182,0.0,0.4724,27.1,1.5,0.2734,26.0,19.3,17.9,3.0208,1.8125,59.992,60.17,12:46:05.668
183,0.0,0.4822,25.6,1.5,0.2234,26.0,19.1,17.5,2.3789,2.3411,59.8154,59.7249,12:46:07.006
184,0.0,0.4553,25.6,1.5,0.2808,26.0,19.1,17.9,2.5299,2.1901,59.9613,59.864,12:46:08.357
185,0.0,0.4822,25.6,1.5,0.3101,26.0,18.8,17.9,2.3034,2.5677,60.2482,59.0836,12:46:09.680
186,0.0,0.4212,25.6,1.5,0.2478,27.4,19.5,17.5,2.4544,2.2278,59.9714,59.6619,12:46:11.016
187,0.0,0.4553,27.1,1.5,0.26,27.4,19.5,17.5,2.1523,2.0013,59.3282,59.8153,12:46:12.336
188,0.0,0.4578,27.1,1.5,0.2698,26.0,19.1,17.7,1.9635,2.039,59.9804,60.9883,12:46:13.699
189,0.0,0.4859,27.1,1.5,0.2844,26.0,19.1,17.9,2.5677,2.3789,59.8409,59.8697,12:46:15.010
190,0.0,0.3858,25.6,1.5,0.2503,26.0,19.3,17.7,1.888,2.3411,60.5697,60.052,12:46:16.321
191,0.0,0.4443,25.6,1.5,0.2185,26.0,19.1,17.9,2.039,1.6614,59.8984,59.9675,12:46:17.675
192,0.0,0.4492,27.1,1.5,0.3076,26.0,19.1,17.5,2.0768,1.888,59.7576,59.6237,12:46:19.011
193,0.0,0.5078,25.6,1.5,0.2637,26.0,19.1,17.5,3.4739,2.1146,60.03,60.4387,12:46:20.359
194,0.0,0.4431,25.6,1.5,0.3162,26.0,19.5,17.9,2.1523,2.3034,60.0994,60.4913,12:46:21.699
195,0.0,0.4297,25.7,1.5,0.2454,26.0,19.8,17.7,2.5677,2.2656,60.0024,60.1176,12:46:23.020
196,0.0,0.4285,25.7,1.5,0.2271,26.0,19.1,17.9,3.5117,2.681,59.4883,60.0372,12:46:24.341
197,0.0,0.4553,27.1,1.5,0.2747,26.0,19.5,17.9,2.2278,2.3411,59.9827,60.1719,12:46:25.710
198,0.0,0.4431,25.7,1.5,0.3259,26.0,19.3,17.9,2.1146,2.7565,60.0103,59.5082,12:46:27.073
199,0.0,0.4382,27.1,1.5,0.2808,26.0,19.1,17.9,2.0013,2.1146,59.7944,59.8423,12:46:28.408
200,0.0,0.481,25.7,1.5,0.2564,26.0,19.8,17.7,2.3411,3.3229,60.6268,59.8956,12:46:29.756
201,0.0,0.4859,27.1,1.5,0.2979,26.0,19.1,17.7,2.5299,2.039,59.8171,60.3514,12:46:31.152
202,0.0,0.4358,27.1,1.5,0.2905,26.0,19.5,17.5,3.927,2.2278,59.8503,60.0253,12:46:32.468
203,0.0,0.4248,27.1,1.5,0.2551,26.0,19.3,17.9,1.9635,2.5299,60.5383,59.9467,12:46:33.781
204,0.0,0.5103,25.7,1.5,0.3088,26.0,19.3,17.9,2.1901,2.2656,59.7235,61.6398,12:46:35.127
205,0.0,0.4541,25.7,1.5,0.2747,26.0,19.3,18.2,3.0208,1.6992,60.1417,60.1171,12:46:36.462
206,0.0,0.5005,25.7,1.5,0.2551,27.5,19.5,17.7,1.5859,2.1523,59.9354,59.9561,12:46:37.794
207,0.0,0.4883,27.1,1.5,0.2588,26.0,19.1,17.9,2.983,2.681,59.9088,59.558,12:46:39.121
208,0.0,0.4456,25.7,1.5,0.2698,27.5,19.5,17.9,2.7565,2.4166,60.1258,59.9223,12:46:40.501
209,0.0,0.4675,27.1,1.5,0.2649,26.0,19.3,17.9,3.6627,2.4922,59.8706,59.5695,12:46:41.852
210,0.0,0.4724,27.1,1.5,0.2649,26.0,19.8,17.5,1.737,1.737,59.9245,59.8214,12:46:43.189
211,0.0,0.4602,25.7,1.5,0.2734,26.0,19.1,17.9,2.4166,2.7565,60.3401,59.5302,12:46:44.511
212,0.0,0.4004,25.7,1.5,0.2429,27.5,19.3,17.9,2.3789,2.983,60.0678,59.8639,12:46:45.878
213,0.0,0.3784,27.1,1.5,0.26,26.0,19.3,17.7,2.2656,2.6432,59.9126,60.0623,12:46:47.190
214,0.0,0.459,25.7,1.5,0.2795,26.0,19.5,17.9,2.0768,1.737,59.4605,60.0395,12:46:48.555
215,0.0,0.4834,25.7,1.5,0.26,27.5,19.5,17.5,2.2278,1.4726,59.8629,60.0498,12:46:49.904
216,0.0,0.3906,25.7,1.5,0.3027,27.4,19.5,17.9,2.3789,2.7942,59.9906,60.0735,12:46:51.235
217,0.0,0.4505,25.7,1.5,0.2991,26.0,19.1,18.2,2.0768,2.5299,59.899,60.3932,12:46:52.570
