Log,ac_flowrate,cp_pressure,mixer_pressure,cp_flowrate,mixer_temperature_Funnel_outlet,cp_temperature_fresh,mixer_speed_M2,mixer_torque_M2,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M1,cp_temperature,mixer_speed_M1,Time
1223,142.0,0.629,0.28,3.0,23.5,23.4,120.421,2.87,36.1,32.0,4.003,20.9,120.421,12:27:40.477
1224,142.0,0.648,0.276,3.0,23.5,22.0,119.274,3.776,36.1,32.0,3.776,20.9,119.274,12:27:41.673
1225,142.0,0.635,0.293,3.0,25.6,22.0,120.027,4.229,35.9,32.6,2.983,22.3,120.027,12:27:42.887
1226,142.0,0.605,0.261,3.0,25.6,21.9,119.905,3.625,36.5,31.8,2.832,22.4,119.905,12:27:44.105
1227,142.0,0.641,0.266,3.0,25.6,22.0,120.437,4.456,36.1,32.0,3.398,22.4,120.437,12:27:45.334
1228,142.0,0.643,0.27,3.0,23.5,21.9,120.405,3.361,35.9,32.4,2.983,20.9,120.405,12:27:46.519
1229,142.0,0.593,0.291,3.0,23.5,22.0,118.218,4.796,36.3,32.6,4.984,20.9,118.218,12:27:47.697
1230,142.0,0.651,0.281,3.0,23.5,22.0,119.885,3.814,36.1,31.8,3.134,20.9,119.885,12:27:48.883
1231,142.0,0.625,0.284,3.0,25.6,22.0,120.655,3.814,36.5,32.0,2.492,22.3,120.655,12:27:50.086
1232,142.0,0.631,0.276,3.0,25.6,22.0,120.056,3.549,36.1,32.6,2.983,20.9,120.056,12:27:51.300
1233,142.0,0.669,0.309,3.0,23.5,23.4,120.326,2.719,36.1,31.8,3.172,20.9,120.326,12:27:52.504
1234,142.0,0.621,0.259,3.0,23.5,22.0,119.712,4.154,36.1,32.2,3.776,20.9,119.712,12:27:53.703
1235,142.0,0.615,0.281,3.0,25.6,22.0,119.875,4.078,36.1,32.2,2.945,20.9,119.875,12:27:54.908
1236,142.0,0.615,0.273,3.0,23.5,22.0,120.847,3.625,36.1,32.2,2.719,20.9,120.847,12:27:56.090
1237,142.0,0.568,0.259,3.0,23.5,22.0,119.947,4.078,36.3,32.2,3.021,22.3,119.947,12:27:57.290
1238,142.0,0.636,0.278,3.0,23.5,23.4,120.777,3.096,36.1,32.2,3.927,20.9,120.777,12:27:58.481
1239,142.0,0.643,0.283,3.0,23.5,21.9,119.555,4.531,36.5,32.4,3.134,20.9,119.555,12:27:59.680
1240,142.0,0.597,0.294,3.0,25.6,22.0,119.981,4.191,36.1,33.0,2.605,20.9,119.981,12:28:00.872
1241,142.0,0.663,0.288,3.0,25.6,23.4,120.331,4.154,36.1,32.0,2.681,20.9,120.331,12:28:02.087
1242,142.0,0.588,0.295,3.0,23.5,21.9,119.814,4.116,36.3,32.6,3.512,20.9,119.814,12:28:03.286
1243,142.0,0.629,0.289,3.0,25.6,21.9,119.633,3.172,36.3,32.0,3.738,20.9,119.633,12:28:04.481
1244,142.0,0.659,0.269,3.0,23.5,23.4,119.612,4.191,36.1,32.4,3.172,20.9,119.612,12:28:05.673
1245,142.0,0.581,0.303,3.0,23.5,22.0,119.863,4.229,36.8,32.8,3.285,20.9,119.863,12:28:06.869
1246,142.0,0.626,0.276,3.0,23.5,21.9,120.12,5.362,36.1,32.0,2.756,22.3,120.12,12:28:08.081
1247,142.0,0.603,0.281,3.0,23.5,23.4,119.951,3.965,36.1,32.2,3.436,20.9,119.951,12:28:09.276
1248,142.0,0.621,0.264,3.0,23.5,21.9,120.662,2.832,36.3,32.4,3.398,20.9,120.883,12:28:10.490
1249,142.0,0.62,0.289,3.0,23.5,23.4,120.567,3.625,35.9,32.6,3.7,20.9,120.598,12:28:11.722
1250,142.0,0.636,0.293,3.0,23.5,21.9,119.789,3.889,36.3,32.2,2.832,20.9,119.789,12:28:12.911
1251,142.0,0.613,0.269,3.0,25.6,21.9,119.86,4.493,36.3,32.4,2.945,20.9,120.279,12:28:14.101
1252,142.0,0.616,0.271,3.0,23.5,22.0,119.962,4.154,36.1,32.4,3.474,22.3,119.962,12:28:15.286
1253,142.0,0.559,0.269,3.0,23.5,21.9,120.266,3.625,36.5,32.6,3.512,20.9,120.266,12:28:16.468
1254,142.0,0.613,0.289,3.0,23.5,21.9,119.56,4.229,36.3,32.0,2.983,20.9,119.56,12:28:17.682
1255,142.0,0.615,0.291,3.0,23.5,21.9,119.856,4.38,36.5,32.6,3.059,22.3,119.856,12:28:18.881
1256,142.0,0.607,0.281,3.0,25.6,23.4,119.727,4.456,36.1,32.0,3.134,20.9,119.727,12:28:20.080
1257,142.0,0.615,0.276,3.0,23.5,21.9,121.233,4.116,36.1,32.2,2.87,22.3,121.233,12:28:21.263
1258,142.0,0.621,0.281,3.0,25.5,23.4,119.413,3.323,36.5,32.8,3.361,20.9,119.413,12:28:22.448
1259,142.0,0.643,0.276,3.0,23.5,21.9,119.893,4.191,36.1,31.8,2.379,22.3,119.893,12:28:23.633
1260,142.0,0.638,0.284,3.0,25.5,23.4,120.194,5.022,36.1,32.0,2.568,20.9,120.194,12:28:24.828
1261,142.0,0.603,0.291,3.0,23.5,21.9,119.822,3.738,36.3,32.0,3.398,20.9,119.822,12:28:26.024
1262,142.0,0.607,0.261,3.0,23.5,22.0,120.555,4.191,36.1,32.4,3.172,20.9,120.555,12:28:27.220
1263,142.0,0.636,0.273,3.0,25.5,21.9,119.713,4.003,36.1,32.6,2.983,20.9,119.713,12:28:28.401
1264,142.0,0.626,0.266,3.0,23.5,21.9,120.036,4.229,36.3,32.0,2.53,22.3,120.036,12:28:29.604
1265,142.0,0.638,0.284,3.0,23.5,21.9,119.487,3.965,36.5,32.6,3.663,20.9,119.487,12:28:30.802
1266,142.0,0.631,0.278,3.0,23.5,21.9,120.077,2.794,36.8,31.6,3.361,20.9,120.077,12:28:31.997
1267,142.0,0.624,0.254,3.0,23.5,21.9,119.631,4.116,36.5,32.6,3.927,22.3,119.631,12:28:33.191
1268,142.0,0.64,0.289,3.0,25.5,23.4,119.84,4.267,36.8,32.6,3.361,20.9,119.84,12:28:34.380
1269,142.0,0.587,0.303,3.0,23.5,21.9,120.037,4.38,36.1,32.0,2.756,22.3,120.037,12:28:35.566
1270,142.0,0.641,0.271,3.0,23.5,21.9,119.706,3.927,36.3,32.8,3.549,20.9,119.706,12:28:36.784
1271,142.0,0.631,0.251,3.0,23.5,23.4,119.471,2.681,36.5,32.4,4.229,20.9,119.471,12:28:37.999
1272,142.0,0.605,0.283,3.0,25.5,23.4,120.849,4.531,36.1,32.0,3.965,20.9,120.849,12:28:39.213
1273,142.0,0.62,0.28,3.0,23.5,21.9,119.895,4.342,36.1,32.6,3.172,22.3,119.895,12:28:40.399
1274,142.0,0.613,0.261,3.0,25.5,21.9,119.541,4.191,36.1,32.2,2.303,20.9,119.541,12:28:41.579
1275,142.0,0.643,0.266,3.0,23.5,21.9,119.958,4.191,36.5,32.4,3.323,22.3,119.958,12:28:42.772
1276,142.0,0.616,0.276,3.0,23.5,21.9,120.289,3.021,36.1,32.2,3.512,20.8,120.289,12:28:43.976
1277,142.0,0.634,0.286,3.0,25.5,21.9,119.241,4.003,36.8,33.0,3.512,20.8,119.241,12:28:45.178
1278,142.0,0.621,0.27,3.0,23.4,21.9,120.154,3.323,36.5,32.6,2.87,22.3,120.154,12:28:46.372
1279,142.0,0.615,0.283,3.0,25.5,21.9,119.926,3.587,36.5,32.6,3.172,20.8,119.926,12:28:47.548
1280,142.0,0.592,0.27,3.0,25.5,21.9,120.152,3.7,37.0,32.0,4.116,22.3,120.332,12:28:48.751
1281,142.0,0.636,0.271,3.0,23.5,21.9,121.778,2.945,36.3,32.4,3.738,22.3,121.778,12:28:49.980
1282,142.0,0.645,0.278,3.0,23.4,21.9,119.628,3.738,36.5,32.6,3.021,20.8,119.628,12:28:51.176
1283,142.0,0.607,0.284,3.0,25.5,21.9,120.193,3.889,36.8,32.6,2.908,20.8,120.193,12:28:52.375
1284,142.0,0.625,0.294,3.0,23.4,21.9,120.188,4.644,36.5,32.4,2.303,22.3,120.188,12:28:53.574
1285,142.0,0.616,0.284,3.0,23.4,23.4,120.213,3.889,36.5,32.4,2.719,20.8,120.213,12:28:54.758
1286,142.0,0.659,0.283,3.0,23.4,21.9,118.634,3.247,36.3,32.0,4.531,22.3,118.634,12:28:55.945
1287,142.0,0.613,0.284,3.0,23.4,21.9,119.633,4.003,36.5,32.4,2.945,20.9,119.633,12:28:57.146
1288,142.0,0.636,0.271,3.0,23.4,23.4,120.02,3.852,36.1,32.8,3.398,20.8,120.02,12:28:58.350
1289,142.0,0.625,0.293,3.0,23.5,23.4,120.216,5.135,36.3,32.4,2.643,20.9,120.216,12:28:59.569
1290,142.0,0.598,0.273,3.0,23.4,21.9,120.122,4.04,36.5,32.6,3.512,20.8,120.122,12:29:00.770
1291,142.0,0.621,0.269,3.0,23.4,21.9,120.395,2.983,36.8,32.2,2.719,22.3,120.395,12:29:02.000
1292,142.0,0.64,0.278,3.0,23.4,21.9,120.967,3.172,37.0,32.4,3.059,22.3,120.967,12:29:03.228
1293,142.0,0.634,0.276,3.0,23.4,21.9,120.116,3.436,36.1,32.0,3.512,22.3,120.116,12:29:04.456
1294,142.0,0.592,0.273,3.0,23.4,21.9,119.605,4.191,36.3,32.6,3.247,20.8,119.605,12:29:05.669
1295,142.0,0.608,0.275,3.0,23.4,21.9,120.02,3.663,36.1,32.4,3.172,20.8,120.02,12:29:06.867
1296,142.0,0.601,0.295,3.0,23.4,21.9,120.094,3.096,36.8,32.0,3.172,20.9,120.094,12:29:08.038
1297,142.0,0.645,0.289,3.0,23.4,21.9,120.483,4.682,36.8,32.6,3.247,20.8,120.441,12:29:09.254
1298,142.0,0.629,0.255,3.0,23.4,21.9,120.059,3.738,36.5,32.8,4.229,20.8,120.059,12:29:10.456
1299,142.0,0.625,0.269,3.0,25.5,21.9,120.88,3.738,36.3,33.0,2.945,22.3,120.88,12:29:11.659
1300,142.0,0.649,0.289,3.0,23.4,21.9,120.158,4.267,36.8,32.8,2.794,20.8,120.158,12:29:12.876
1301,142.0,0.613,0.255,3.0,23.4,23.4,120.431,3.776,36.8,32.2,2.53,20.8,120.431,12:29:14.083
1302,142.0,0.635,0.273,3.0,23.4,21.9,119.155,3.323,36.3,32.8,4.191,20.8,119.155,12:29:15.283
1303,142.0,0.667,0.284,3.0,25.5,21.9,120.562,2.832,36.8,33.0,3.549,22.3,120.562,12:29:16.483
1304,142.0,0.577,0.278,3.0,23.4,23.4,119.371,4.871,36.3,32.2,2.983,20.8,119.371,12:29:17.674
1305,142.0,0.643,0.278,3.0,23.4,21.9,119.913,4.38,36.5,32.6,2.794,20.8,119.913,12:29:18.888
1306,142.0,0.63,0.271,3.0,25.5,21.9,120.003,3.927,36.8,32.0,3.172,22.3,120.003,12:29:20.101
1307,142.0,0.607,0.295,3.0,25.5,21.9,119.713,3.587,36.8,32.8,3.474,20.9,119.713,12:29:21.303
1308,142.0,0.641,0.245,3.0,23.4,23.4,120.113,3.247,36.8,32.4,4.116,20.8,120.113,12:29:22.501
1309,142.0,0.626,0.251,3.0,23.4,21.9,120.328,4.191,36.5,32.6,3.965,20.8,120.328,12:29:23.715
1310,142.0,0.621,0.294,3.0,23.4,21.9,117.643,3.512,36.3,32.2,5.777,20.8,117.643,12:29:24.947
1311,142.0,0.631,0.275,3.0,25.5,21.9,119.804,4.078,36.3,32.0,3.172,22.3,119.804,12:29:26.144
1312,142.0,0.615,0.27,3.0,23.4,23.4,120.206,4.909,36.5,32.6,3.625,20.8,120.206,12:29:27.346
1313,142.0,0.656,0.276,3.0,23.4,21.9,120.073,3.738,36.8,32.6,3.21,20.8,120.073,12:29:28.542
1314,142.0,0.625,0.281,3.0,25.5,21.9,120.564,3.852,36.8,32.2,2.983,22.3,120.564,12:29:29.741
1315,142.0,0.613,0.264,3.0,23.4,23.4,119.494,3.625,36.3,32.0,3.587,20.8,119.494,12:29:30.941
1316,142.0,0.635,0.256,3.0,23.4,21.9,119.754,4.191,36.8,32.6,2.568,22.3,119.754,12:29:32.138
1317,142.0,0.625,0.284,3.0,25.5,21.9,120.747,4.154,36.8,32.8,3.21,20.8,120.747,12:29:33.341
1318,142.0,0.653,0.264,3.0,23.4,23.4,119.907,3.549,36.8,32.4,2.945,20.8,119.907,12:29:34.544
1319,142.0,0.649,0.275,3.0,23.4,21.9,120.597,3.852,36.3,32.6,3.172,20.8,120.597,12:29:35.745
1320,142.0,0.601,0.283,3.0,23.4,21.9,119.498,3.549,36.1,33.0,3.512,22.3,119.498,12:29:36.942
1321,142.0,0.654,0.269,3.0,25.5,23.4,121.394,4.04,36.5,32.4,2.303,20.8,121.394,12:29:38.146
1322,142.0,0.634,0.281,3.0,23.4,21.9,120.212,5.551,36.3,32.2,2.794,22.3,120.212,12:29:39.323
1323,142.0,0.641,0.269,3.0,25.4,23.4,119.899,3.625,36.5,32.8,4.003,20.8,119.899,12:29:40.512
1324,142.0,0.61,0.264,3.0,23.4,21.9,120.65,3.814,36.5,32.8,4.116,20.8,120.65,12:29:41.727
1325,142.0,0.641,0.265,3.0,23.4,21.9,119.866,3.587,36.3,32.4,3.436,22.3,119.866,12:29:42.920
1326,142.0,0.635,0.266,3.0,25.4,23.4,119.895,4.267,36.8,32.2,2.417,20.8,119.895,12:29:44.117
1327,142.0,0.605,0.28,3.0,23.4,21.9,119.597,3.927,36.5,32.0,3.512,22.3,119.597,12:29:45.303
1328,142.0,0.563,0.261,3.0,25.5,21.9,120.885,2.794,36.8,32.4,3.096,20.8,120.885,12:29:46.498
1329,142.0,0.646,0.265,3.0,23.4,21.9,119.296,4.342,36.8,32.6,3.096,20.9,119.296,12:29:47.689
1330,142.0,0.649,0.281,3.0,23.4,21.9,119.754,3.323,36.8,32.6,3.096,20.8,119.754,12:29:48.908
1331,142.0,0.619,0.283,3.0,23.4,21.9,119.727,4.38,36.3,32.2,2.643,20.8,119.727,12:29:50.143
1332,142.0,0.63,0.278,3.0,23.4,21.9,120.201,3.889,36.5,32.6,2.53,20.8,120.201,12:29:51.372
1333,142.0,0.615,0.273,3.0,23.4,21.9,120.12,4.229,37.0,32.2,2.832,20.8,120.12,12:29:52.568
1334,142.0,0.641,0.261,3.0,23.4,21.9,119.901,4.418,36.5,32.0,4.003,20.8,119.901,12:29:53.786
1335,142.0,0.635,0.27,3.0,25.4,21.9,120.27,3.247,36.3,33.0,3.285,20.8,120.27,12:29:54.989
1336,142.0,0.581,0.25,3.0,23.4,21.9,119.557,4.003,36.8,32.2,3.285,22.3,119.557,12:29:56.177
1337,142.0,0.638,0.276,3.0,25.4,23.3,120.108,3.852,36.3,33.2,2.605,20.8,120.108,12:29:57.377
1338,142.0,0.649,0.278,3.0,23.4,21.9,120.576,4.342,37.0,33.0,2.454,20.8,120.576,12:29:58.578
1339,142.0,0.607,0.295,3.0,23.4,21.9,119.729,4.267,37.0,32.8,3.663,22.3,119.729,12:29:59.777
1340,142.0,0.645,0.273,3.0,23.4,21.9,120.358,2.454,37.0,33.0,3.323,20.8,120.358,12:30:00.993
1341,142.0,0.602,0.28,3.0,23.4,21.9,119.615,4.758,36.8,32.4,3.172,20.8,119.615,12:30:02.178
1342,142.0,0.612,0.247,3.0,23.4,21.9,120.098,4.493,36.8,32.6,2.756,20.8,120.098,12:30:03.376
1343,142.0,0.626,0.275,3.0,23.4,23.4,121.257,5.626,37.0,32.2,2.341,20.9,121.257,12:30:04.580
1344,142.0,0.554,0.284,3.0,25.4,23.4,119.96,3.436,36.8,32.2,3.927,20.8,119.96,12:30:05.795
1345,142.0,0.631,0.28,3.0,23.4,21.9,120.14,2.794,36.5,32.0,3.663,22.3,120.14,12:30:06.989
1346,142.0,0.668,0.281,3.0,23.4,21.9,120.318,4.003,36.5,32.2,3.927,22.3,120.318,12:30:08.210
1347,142.0,0.596,0.328,3.0,23.4,23.4,119.738,4.493,36.8,32.6,3.247,20.8,119.738,12:30:09.409
1348,142.0,0.601,0.266,3.0,25.4,23.3,120.038,3.587,36.8,33.0,2.115,20.8,120.038,12:30:10.628
1349,142.0,0.635,0.233,3.0,23.3,21.9,120.177,4.531,36.8,32.4,2.983,22.2,120.177,12:30:11.820
1350,142.0,0.643,0.265,3.0,23.4,21.9,120.06,3.587,36.8,32.2,2.568,22.3,120.06,12:30:13.051
1351,142.0,0.643,0.283,3.0,23.4,21.9,120.826,4.644,36.3,33.0,4.305,22.3,120.826,12:30:14.264
1352,142.0,0.607,0.265,3.0,23.3,21.9,120.199,2.756,36.8,32.6,3.625,20.8,120.199,12:30:15.478
1353,142.0,0.649,0.273,3.0,23.4,23.3,119.168,4.342,37.0,32.6,3.852,20.8,119.168,12:30:16.694
1354,142.0,0.636,0.255,3.0,25.4,21.9,119.865,4.154,36.8,32.6,3.096,20.8,119.865,12:30:17.907
1355,142.0,0.629,0.271,3.0,23.3,21.9,119.951,3.323,36.8,32.0,2.908,22.3,119.951,12:30:19.103
1356,142.0,0.659,0.27,3.0,23.3,21.9,119.969,4.267,36.8,32.8,3.285,20.8,119.969,12:30:20.318
1357,142.0,0.629,0.27,3.0,23.3,23.4,120.277,3.625,36.8,32.6,3.436,20.8,120.277,12:30:21.521
1358,142.0,0.619,0.273,3.0,25.4,21.9,120.289,3.776,36.3,33.0,4.493,22.2,120.289,12:30:22.721
1359,142.0,0.648,0.291,3.0,23.3,21.9,119.914,3.7,36.8,32.8,4.078,22.2,119.914,12:30:23.926
1360,142.0,0.616,0.259,3.0,23.3,21.9,119.622,4.833,36.8,32.6,3.172,20.8,119.622,12:30:25.142
1361,142.0,0.659,0.265,3.0,23.3,23.3,120.074,3.852,37.0,32.8,3.323,20.8,120.074,12:30:26.341
1362,142.0,0.658,0.273,3.0,25.4,21.9,119.735,3.285,36.8,32.0,3.247,20.8,119.735,12:30:27.552
1363,142.0,0.613,0.304,3.0,25.4,21.9,120.107,4.418,36.8,33.0,3.021,22.3,120.107,12:30:28.767
1364,142.0,0.621,0.273,3.0,25.4,21.9,120.494,3.021,36.8,32.2,2.568,22.3,120.494,12:30:30.002
1365,142.0,0.621,0.276,3.0,23.3,21.9,120.73,4.04,36.8,32.8,3.436,20.8,120.73,12:30:31.201
1366,142.0,0.658,0.275,3.0,23.3,23.3,119.75,3.625,36.8,32.4,3.512,20.8,119.75,12:30:32.414
1367,142.0,0.66,0.271,3.0,23.3,23.3,119.763,4.078,36.3,32.8,2.719,20.8,119.763,12:30:33.635
1368,142.0,0.648,0.278,3.0,25.4,21.9,120.173,4.078,36.8,32.6,3.285,22.3,120.173,12:30:34.837
1369,142.0,0.645,0.303,3.0,23.3,21.9,119.852,3.436,36.5,33.0,3.889,20.8,119.852,12:30:36.028
1370,142.0,0.629,0.276,3.0,23.3,23.3,120.211,3.814,37.0,33.0,3.323,20.8,120.211,12:30:37.234
1371,142.0,0.659,0.245,3.0,23.3,21.9,119.85,4.342,36.8,32.4,2.832,22.3,119.85,12:30:38.436
1372,142.0,0.638,0.281,3.0,23.3,21.9,119.395,4.04,37.0,32.4,3.285,20.8,119.395,12:30:39.674
1373,142.0,0.624,0.283,3.0,25.4,21.9,120.026,4.607,36.8,33.0,2.945,22.3,120.026,12:30:40.880
1374,142.0,0.635,0.264,3.0,25.4,21.9,120.031,3.852,36.5,32.6,3.021,20.8,120.031,12:30:42.094
1375,142.0,0.653,0.269,3.0,23.3,23.3,119.744,3.247,36.8,32.4,2.945,20.8,119.935,12:30:43.300
1376,142.0,0.625,0.259,3.0,23.3,21.8,120.702,2.681,37.0,33.0,3.361,20.8,120.702,12:30:44.502
1377,142.0,0.651,0.275,3.0,25.4,21.9,119.462,4.04,37.0,32.8,4.191,22.3,119.462,12:30:45.700
1378,142.0,0.663,0.269,3.0,23.3,23.3,120.005,3.625,36.8,32.4,3.134,20.8,120.005,12:30:46.904
1379,142.0,0.624,0.273,3.0,23.3,21.9,119.875,3.474,36.5,32.6,2.228,20.8,119.875,12:30:48.117
1380,142.0,0.634,0.283,3.0,23.3,21.9,120.115,3.965,36.8,32.6,3.021,20.8,120.115,12:30:49.331
1381,142.0,0.605,0.283,3.0,23.3,21.9,119.419,3.587,37.0,32.6,3.512,22.3,119.419,12:30:50.545
1382,142.0,0.63,0.27,3.0,25.4,21.9,120.176,3.814,36.8,32.4,3.323,20.8,120.176,12:30:51.746
1383,142.0,0.645,0.294,3.0,23.3,23.3,119.2,3.814,36.8,32.6,4.644,20.8,119.2,12:30:52.957
1384,142.0,0.631,0.27,3.0,23.3,21.8,119.566,4.267,36.8,32.6,3.512,20.8,119.566,12:30:54.173
1385,142.0,0.638,0.283,3.0,23.3,21.9,119.951,4.078,37.0,33.0,3.247,20.8,119.951,12:30:55.405
1386,142.0,0.635,0.259,3.0,23.3,21.9,119.872,3.927,36.8,32.4,2.303,20.9,119.872,12:30:56.628
1387,142.0,0.649,0.286,3.0,23.3,21.8,120.112,3.776,36.8,33.0,3.398,20.8,120.112,12:30:57.852
1388,142.0,0.654,0.295,3.0,23.3,21.8,120.068,4.38,36.8,32.6,2.492,22.3,120.068,12:30:59.069
1389,142.0,0.619,0.28,3.0,25.4,21.9,120.145,4.305,37.2,32.0,2.983,20.9,120.145,12:31:00.262
1390,142.0,0.645,0.266,3.0,23.3,23.3,119.878,3.663,36.5,32.4,3.7,20.9,119.878,12:31:01.449
1391,142.0,0.626,0.27,3.0,23.3,21.8,119.849,4.342,37.2,32.6,2.908,20.9,119.849,12:31:02.644
1392,142.0,0.63,0.283,3.0,25.4,23.3,120.184,3.889,37.0,33.0,3.172,20.8,120.184,12:31:03.857
1393,142.0,0.676,0.284,3.0,25.4,23.3,120.872,6.042,36.8,32.4,2.303,20.9,120.872,12:31:05.072
1394,142.0,0.649,0.283,3.0,23.3,21.8,120.091,4.833,36.3,32.6,3.889,20.8,120.091,12:31:06.273
1395,142.0,0.631,0.265,3.0,25.4,21.8,119.927,3.474,36.5,32.4,4.116,20.9,119.927,12:31:07.471
1396,142.0,0.638,0.299,3.0,25.4,23.3,119.494,4.229,37.0,32.4,3.172,20.8,119.494,12:31:08.688
1397,142.0,0.593,0.295,3.0,23.3,21.8,119.828,4.116,36.5,32.6,3.172,20.8,119.828,12:31:09.885
1398,142.0,0.654,0.278,3.0,23.3,21.8,120.532,5.513,37.0,32.6,2.643,20.8,120.532,12:31:11.071
1399,142.0,0.651,0.276,3.0,25.4,23.3,119.915,3.965,37.2,32.6,3.625,20.8,119.915,12:31:12.277
1400,142.0,0.629,0.266,3.0,23.3,21.8,121.025,2.945,37.0,32.6,3.323,20.9,121.025,12:31:13.476
1401,142.0,0.635,0.275,3.0,23.3,21.9,118.504,4.607,37.0,32.6,4.078,22.3,118.504,12:31:14.690
1402,142.0,0.629,0.278,3.0,23.3,21.8,119.783,3.927,37.6,32.4,3.512,20.8,119.783,12:31:15.906
1403,142.0,0.641,0.271,3.0,23.3,21.8,119.81,4.04,36.5,32.6,2.19,20.8,119.81,12:31:17.129
1404,142.0,0.648,0.276,3.0,23.3,21.8,119.997,3.927,37.2,33.0,2.719,22.3,119.997,12:31:18.375
1405,142.0,0.597,0.261,3.0,23.3,21.8,120.03,3.776,36.8,32.6,2.341,20.8,120.03,12:31:19.620
1406,142.0,0.634,0.28,3.0,23.3,21.8,120.152,4.758,36.8,32.6,3.172,22.3,120.152,12:31:20.837
1407,142.0,0.636,0.273,3.0,23.3,21.8,120.112,3.361,37.0,32.6,3.323,20.9,120.112,12:31:22.035
1408,142.0,0.616,0.264,3.0,23.3,21.8,119.409,3.927,37.2,32.6,3.247,20.8,119.409,12:31:23.229
1409,142.0,0.651,0.322,3.0,23.3,21.8,119.868,4.003,36.8,32.6,3.285,20.8,119.868,12:31:24.421
1410,142.0,0.673,0.26,3.0,25.4,23.3,119.978,3.814,37.0,33.0,2.001,20.9,119.978,12:31:25.628
1411,142.0,0.626,0.294,3.0,25.4,23.3,120.204,3.965,37.2,33.2,3.398,20.9,120.204,12:31:26.849
1412,142.0,0.663,0.276,3.0,25.3,23.3,120.145,4.38,37.2,33.0,2.643,20.9,120.145,12:31:28.077
1413,142.0,0.569,0.276,3.0,25.3,21.8,119.869,4.003,37.0,32.6,3.625,20.8,119.639,12:31:29.279
1414,142.0,0.669,0.303,3.0,23.3,21.8,120.26,3.059,36.8,32.6,3.323,22.3,120.26,12:31:30.498
1415,142.0,0.656,0.26,3.0,23.3,21.8,118.544,4.871,37.2,33.0,4.758,20.8,118.544,12:31:31.700
1416,142.0,0.613,0.28,3.0,25.3,21.8,119.67,4.38,37.0,32.6,2.832,20.8,119.67,12:31:32.901
1417,142.0,0.653,0.265,3.0,25.3,21.8,119.868,3.323,36.8,32.8,2.266,20.9,119.868,12:31:34.119
1418,142.0,0.613,0.289,3.0,23.3,21.8,120.368,4.267,37.0,32.8,3.285,22.3,120.368,12:31:35.324
1419,142.0,0.626,0.286,3.0,23.3,23.3,120.507,3.323,36.8,32.2,3.247,20.8,120.507,12:31:36.513
1420,142.0,0.673,0.283,3.0,25.3,21.8,121.094,3.398,37.0,32.6,4.003,20.8,121.094,12:31:37.729
1421,142.0,0.576,0.299,3.0,25.3,21.8,119.121,3.927,37.2,32.2,4.305,20.8,119.121,12:31:38.950
1422,142.0,0.656,0.293,3.0,25.3,21.8,119.493,3.927,37.2,32.6,3.625,20.9,119.493,12:31:40.178
1423,142.0,0.64,0.278,3.0,25.3,21.8,119.989,3.814,37.2,33.4,3.134,22.3,119.989,12:31:41.396
1424,142.0,0.658,0.271,3.0,23.3,21.8,120.017,3.398,37.2,32.4,2.266,22.3,120.017,12:31:42.613
1425,142.0,0.64,0.289,3.0,23.3,21.8,120.198,5.135,37.0,32.6,2.568,20.8,120.198,12:31:43.830
1426,142.0,0.625,0.288,3.0,23.3,23.3,120.23,3.512,37.2,33.0,3.474,20.8,120.23,12:31:45.029
1427,142.0,0.651,0.273,3.0,23.3,21.8,120.488,4.116,37.4,33.0,3.285,20.9,120.488,12:31:46.245
1428,142.0,0.629,0.289,3.0,25.3,21.8,119.423,4.078,37.0,32.8,4.38,22.3,119.423,12:31:47.459
1429,142.0,0.587,0.276,3.0,23.3,21.8,119.641,4.456,37.2,32.8,3.247,20.8,119.641,12:31:48.659
1430,142.0,0.681,0.269,3.0,23.3,23.3,120.203,4.116,36.8,32.6,3.852,20.9,120.203,12:31:49.858
1431,142.0,0.658,0.266,3.0,23.3,21.8,119.86,5.362,37.2,32.8,2.605,20.8,119.86,12:31:51.063
1432,142.0,0.667,0.278,3.0,23.2,21.8,120.012,4.456,36.8,32.6,3.021,20.8,120.012,12:31:52.258
1433,142.0,0.653,0.269,3.0,23.3,23.3,120.002,3.436,37.2,33.0,3.512,20.8,120.002,12:31:53.460
1434,142.0,0.625,0.283,3.0,23.2,21.8,119.565,4.04,36.8,32.8,3.323,20.8,119.565,12:31:54.673
1435,142.0,0.656,0.278,3.0,25.3,21.8,119.906,4.267,37.2,33.2,3.889,22.3,119.906,12:31:55.889
1436,142.0,0.66,0.271,3.0,23.2,21.8,120.055,3.7,37.0,32.4,2.341,20.8,120.055,12:31:57.121
1437,142.0,0.636,0.298,3.0,25.3,21.8,120.095,4.191,36.8,32.6,3.021,22.3,120.095,12:31:58.340
1438,142.0,0.669,0.283,3.0,25.3,21.8,120.075,5.928,36.8,33.0,3.134,22.3,120.075,12:31:59.568
1439,142.0,0.653,0.247,3.0,23.2,21.8,119.756,3.587,37.0,33.2,3.134,20.9,119.756,12:32:00.801
1440,142.0,0.646,0.28,3.0,25.3,21.8,120.387,3.512,37.2,33.4,3.625,22.3,120.387,12:32:02.029
1441,142.0,0.643,0.278,3.0,25.3,21.8,120.651,3.625,37.2,32.8,3.927,22.3,120.651,12:32:03.242
1442,142.0,0.62,0.275,3.0,23.2,21.8,119.318,3.776,37.0,32.4,3.21,20.8,119.318,12:32:04.444
