Log,ac_flowrate,cp_pressure,cp_temperature,cp_flowrate,mixer_pressure,mixer_temperature_Funnel,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,Time
37,0.0,0.4578,25.5,1.5,40.0,25.5,22.0,20.4,1.8125,1.0573,20.5253,20.2892,14:39:49.345
38,0.0,0.4834,25.5,1.5,40.0,25.5,21.6,20.9,1.7747,1.5859,39.1097,21.9133,14:39:50.675
39,0.0,0.4834,25.5,1.5,40.0,25.5,22.0,20.4,1.9258,1.4349,39.284,39.5194,14:39:52.023
40,0.0,0.4785,25.5,1.5,40.0,25.5,22.0,20.2,2.1901,1.8502,39.5594,39.4013,14:39:53.362
41,0.0,0.448,25.5,1.5,40.0,25.5,21.6,19.8,3.0963,1.5482,39.2186,39.492,14:39:54.712
42,0.0,0.4126,25.5,1.5,40.0,27.0,21.8,19.8,1.8125,2.7187,40.1694,39.8292,14:39:56.050
43,0.0,0.5237,25.5,1.5,40.0,27.0,21.6,20.9,1.9635,2.3034,39.5827,39.6332,14:39:57.382
44,0.0,0.4505,25.5,1.5,40.0,27.0,21.6,20.2,1.737,1.6237,39.2553,39.6549,14:39:58.698
45,0.0,0.4822,25.5,1.5,40.0,27.0,21.6,19.5,1.737,1.8502,39.1155,39.5851,14:40:00.025
46,0.0,0.5005,25.5,1.5,40.0,27.0,22.0,19.8,1.737,1.4349,39.537,39.5154,14:40:01.346
47,0.0,0.4431,27.0,1.5,40.0,25.5,21.6,20.2,1.6992,2.5299,39.544,39.3312,14:40:02.661
48,0.0,0.4834,25.5,1.5,40.0,25.5,21.8,20.2,3.2474,1.6992,39.4464,39.5079,14:40:04.012
49,0.0,0.426,25.5,1.5,0.0,25.5,22.3,20.9,2.4922,2.1523,39.2088,39.3838,14:40:05.333
50,0.0,0.4163,25.6,1.5,0.0,27.0,22.3,20.4,2.1146,1.4726,39.9447,39.5924,14:40:06.698
51,0.0,0.459,25.6,1.5,0.0,25.5,22.0,19.3,2.2656,1.6237,39.4797,39.4626,14:40:08.015
52,0.0,0.459,25.5,1.5,0.0,25.5,21.6,20.2,2.2656,2.3789,39.5109,39.3593,14:40:09.389
53,0.0,0.4212,27.0,1.5,0.0,25.5,22.0,20.4,2.6432,2.3411,60.3459,51.117,14:40:10.727
54,0.0,0.4431,27.0,1.5,0.0,25.5,22.0,19.8,2.3411,2.6054,60.1805,59.5252,14:40:12.058
55,0.0,0.4346,27.0,1.5,0.0,25.5,21.8,19.8,2.1901,2.4166,59.5561,59.1138,14:40:13.385
56,0.0,0.4456,25.6,1.5,0.0,25.5,22.5,20.9,2.7942,2.832,59.6584,59.9589,14:40:14.721
57,0.0,0.4639,25.6,1.5,0.0,25.5,21.8,20.9,1.9635,2.832,60.2679,59.9371,14:40:16.038
58,0.0,0.4297,25.5,1.5,0.0,27.0,21.8,20.4,2.2278,1.8502,60.3083,60.0207,14:40:17.379
59,0.0,0.4492,27.0,1.5,0.0,25.5,21.6,20.9,3.1718,2.1523,59.0883,59.7869,14:40:18.722
60,0.0,0.4578,25.6,1.5,0.0,25.5,21.8,20.7,2.8698,3.2096,60.0692,60.1166,14:40:20.052
61,0.0,0.4627,25.6,1.5,0.0,25.5,22.3,19.8,3.0586,1.3594,59.7042,59.8973,14:40:21.405
62,0.0,0.4529,25.6,1.5,0.0,25.5,22.3,20.7,3.2096,2.4922,59.7813,59.3633,14:40:22.714
63,0.0,0.4334,25.6,1.5,0.0,25.5,21.8,20.4,2.7942,2.9075,59.5419,59.8141,14:40:24.043
64,0.0,0.4541,25.6,1.5,0.0,25.5,22.0,20.9,2.8698,1.9635,60.0277,61.1057,14:40:25.361
65,0.0,0.4553,27.0,1.5,0.0,25.5,22.3,19.5,2.6432,2.7942,60.0049,59.9427,14:40:26.696
66,0.0,0.4309,27.0,1.5,0.0,25.5,22.3,20.2,2.3789,2.983,61.2915,59.7585,14:40:28.041
67,0.0,0.4553,25.6,1.5,0.0,25.5,22.3,20.2,2.7942,2.0768,59.6922,59.1769,14:40:29.369
68,0.0,0.4358,25.6,1.5,0.0,25.5,22.3,20.0,3.4739,2.3789,80.1055,62.4894,14:40:30.702
69,0.0,0.4602,25.6,1.5,0.0,25.5,22.3,20.2,3.4362,2.7942,80.2643,80.3781,14:40:32.032
70,0.0,0.4553,25.6,1.5,0.0,25.5,21.8,20.0,4.4179,2.4166,79.3928,80.3292,14:40:33.360
71,0.0,0.4639,25.6,1.5,0.0,27.0,22.0,20.2,3.5872,2.8698,80.8488,80.4397,14:40:34.737
72,0.0,0.4224,27.0,1.5,0.0,25.5,22.3,20.2,3.4362,2.832,80.5303,80.6052,14:40:36.086
73,0.0,0.4456,27.0,1.5,0.0,25.5,22.3,20.4,3.8515,3.0208,80.575,80.1646,14:40:37.433
74,0.0,0.4553,25.6,1.5,0.0,25.5,22.3,20.2,3.3984,2.4544,80.0859,80.3142,14:40:38.775
75,0.0,0.4688,25.6,1.5,0.0,27.0,22.0,21.1,3.3984,2.832,80.3836,80.2816,14:40:40.113
76,0.0,0.4492,27.0,1.5,0.0,25.5,22.3,20.4,2.7565,2.4544,80.9693,80.47,14:40:41.459
77,0.0,0.4407,25.6,1.5,0.0,25.5,22.5,20.7,2.983,2.2278,80.4992,81.5941,14:40:42.797
78,0.0,0.4578,25.6,1.5,0.0,25.5,22.3,19.8,3.4362,3.0586,80.5988,79.9789,14:40:44.145
79,0.0,0.4553,25.6,1.5,0.0,27.0,22.5,20.9,2.7565,3.2096,79.923,80.4869,14:40:45.460
80,0.0,0.4529,25.6,1.5,0.0,27.0,22.3,20.7,3.2096,2.681,80.9618,80.3109,14:40:46.810
81,0.0,0.4395,25.6,1.5,0.0,25.5,22.3,20.4,3.625,1.737,78.8521,80.2227,14:40:48.158
82,0.0,0.4407,27.0,1.5,0.0,25.5,22.5,19.8,2.7187,2.3411,80.0762,80.5376,14:40:49.519
83,0.0,0.4639,25.6,1.5,0.0,25.5,22.3,20.0,3.7005,2.3034,99.4152,99.9314,14:40:50.864
84,0.0,0.4529,25.6,1.5,0.0,27.0,22.3,20.2,3.8515,3.3229,99.4305,99.3451,14:40:52.197
85,0.0,0.4077,27.0,1.5,0.0,25.5,22.0,20.2,3.625,2.6054,100.5562,99.8619,14:40:53.563
86,0.0,0.426,25.6,1.5,0.0,25.5,22.3,20.7,3.3606,4.4179,99.2424,99.528,14:40:54.905
87,0.0,0.4553,25.6,1.5,0.0,25.5,22.5,20.9,3.3984,3.0208,99.1783,99.3222,14:40:56.236
88,0.0,0.47,25.6,1.5,0.0,25.5,22.3,20.7,3.8138,2.5299,99.5767,99.7833,14:40:57.562
89,0.0,0.4456,27.0,1.5,0.0,25.6,22.0,20.4,3.4739,2.4166,100.2447,99.5035,14:40:58.916
90,0.0,0.4407,25.6,1.5,0.0,25.5,22.5,20.7,3.1718,2.1523,99.6794,99.3093,14:41:00.266
91,0.0,0.4578,25.6,1.5,0.0,25.5,22.0,20.4,3.0963,3.0586,100.0583,99.5082,14:41:01.600
92,0.0,0.4492,25.6,1.5,0.0,25.5,22.3,20.4,3.3984,2.9075,99.9098,99.9824,14:41:02.914
93,0.0,0.4492,25.6,1.5,0.0,25.5,22.3,20.4,2.5299,3.0208,99.5691,99.4733,14:41:04.248
94,0.0,0.4358,25.6,1.5,0.0,27.0,22.5,20.4,3.0586,2.4544,100.1308,99.6047,14:41:05.582
95,0.0,0.4553,25.6,1.5,0.0,25.5,22.3,20.7,2.3789,2.8698,99.6724,99.9508,14:41:06.917
96,0.0,0.4541,25.6,1.5,0.0,25.5,21.8,20.4,3.8893,2.5299,100.6999,99.1587,14:41:08.281
97,0.0,0.4675,25.6,1.5,0.0,27.0,22.5,20.2,3.0208,2.8698,99.6101,99.9485,14:41:09.628
98,0.0,0.4407,25.6,1.5,0.0,27.0,22.3,20.9,3.4362,2.832,119.927,120.1443,14:41:10.940
99,0.0,0.4309,25.6,1.5,0.0,27.0,22.3,20.2,3.4739,3.2474,120.5465,120.8636,14:41:12.252
100,0.0,0.4505,25.6,1.5,0.0,25.5,22.5,20.4,3.7005,2.832,119.7555,119.7808,14:41:13.587
101,0.0,0.4602,25.6,1.5,0.0,25.6,22.3,20.4,2.9453,2.0013,120.7121,120.9402,14:41:14.949
102,0.0,0.4627,25.6,1.5,0.0,25.6,21.8,20.4,3.1718,2.681,119.92,120.3143,14:41:16.267
103,0.0,0.4309,25.6,1.5,0.0,27.0,22.5,20.4,3.1341,3.927,120.0794,119.9882,14:41:17.607
104,0.0,0.4297,27.0,1.5,0.0,25.5,22.7,20.4,3.2474,2.4166,120.2132,120.3054,14:41:18.943
105,0.0,0.448,25.6,1.5,0.0,27.0,22.9,20.7,3.8893,3.2096,120.1093,120.155,14:41:20.298
106,0.0,0.4761,25.6,1.5,0.0,25.5,22.5,20.4,3.927,3.2096,119.4328,120.1491,14:41:21.660
107,0.0,0.4541,25.6,1.5,0.0,25.6,22.3,20.2,3.6627,2.7565,119.5532,120.0469,14:41:22.994
108,0.0,0.4309,25.6,1.5,0.0,25.5,22.3,20.9,3.4362,2.7942,120.7528,119.299,14:41:24.348
109,0.0,0.4505,25.6,1.5,0.0,27.0,22.5,20.4,3.3984,3.5494,120.0791,119.4913,14:41:25.679
110,0.0,0.4456,27.0,1.5,0.0,25.5,22.3,20.9,2.6054,3.776,119.8946,118.8654,14:41:27.020
111,0.0,0.4407,27.1,1.5,0.0,25.5,22.7,20.9,3.4739,3.2851,119.7817,119.952,14:41:28.351
112,0.0,0.4358,25.6,1.5,0.0,25.5,22.5,20.4,3.625,3.3984,120.0611,119.5808,14:41:29.680
113,0.0,0.4395,25.6,1.5,0.0,25.5,22.5,20.9,2.8698,1.888,99.5128,100.5052,14:41:31.030
114,0.0,0.4505,25.6,1.5,0.0,27.0,22.7,20.2,2.7187,2.3789,98.7056,100.1835,14:41:32.342
115,0.0,0.4675,25.6,1.5,0.0,25.5,22.5,20.9,2.983,2.1901,99.4693,98.6955,14:41:33.711
116,0.0,0.4505,27.1,1.5,0.0,25.6,22.3,21.3,2.3789,2.5677,100.1287,99.9618,14:41:35.074
117,0.0,0.4358,25.6,1.5,0.0,25.6,22.3,20.9,3.3229,2.4166,99.0736,99.64,14:41:36.442
118,0.0,0.4639,25.6,1.5,0.0,25.5,22.7,20.9,2.4922,2.8698,98.8704,99.5651,14:41:37.793
119,0.0,0.4529,25.6,1.5,0.0,27.0,22.3,21.3,3.8893,2.7565,99.9272,99.2711,14:41:39.129
120,0.0,0.4541,27.1,1.5,0.0,25.5,22.3,20.9,2.7565,3.6627,99.9582,99.5374,14:41:40.451
121,0.0,0.4431,25.6,1.5,0.0,25.6,22.7,20.4,3.2096,2.6432,99.9597,99.6073,14:41:41.789
122,0.0,0.4151,25.6,1.5,0.0,25.6,22.7,20.9,2.7187,2.7942,100.2655,99.7495,14:41:43.125
123,0.0,0.4651,25.6,1.5,0.0,25.5,22.5,21.1,3.2474,2.0768,98.9189,100.2263,14:41:44.441
124,0.0,0.4651,25.6,1.5,0.0,27.0,22.3,20.0,3.0208,2.4544,99.3068,99.0087,14:41:45.775
125,0.0,0.4456,25.6,1.5,0.0,25.6,22.7,21.1,3.8515,2.6432,99.7506,100.0667,14:41:47.140
126,0.0,0.4285,25.6,1.5,0.0,27.0,22.5,21.3,2.8698,2.8698,99.5728,100.3994,14:41:48.519
127,0.0,0.4395,25.6,1.5,0.0,27.0,22.7,20.9,2.7187,2.3411,99.298,99.43,14:41:49.830
128,0.0,0.4529,25.6,1.5,0.0,27.0,22.3,21.3,2.5299,3.7005,79.8969,80.3246,14:41:51.164
129,0.0,0.4541,25.6,1.5,0.0,25.6,22.9,20.4,2.5299,1.8502,80.3982,80.3314,14:41:52.485
130,0.0,0.4309,25.6,1.5,0.0,25.6,22.7,20.4,3.4362,1.7747,79.9628,79.961,14:41:53.803
131,0.0,0.4175,25.6,1.5,0.0,25.5,22.7,21.1,2.5299,2.3034,79.9445,80.3627,14:41:55.114
132,0.0,0.4456,27.1,1.5,0.0,25.5,22.5,20.4,4.0781,2.832,81.4137,80.426,14:41:56.458
133,0.0,0.4834,25.6,1.5,0.0,25.6,22.3,21.6,2.1901,2.6432,80.2773,80.1371,14:41:57.795
134,0.0,0.4675,25.6,1.5,0.0,25.6,22.7,20.4,2.7187,2.1146,80.2824,80.0241,14:41:59.131
135,0.0,0.4224,25.6,1.5,0.0,27.0,22.7,20.7,3.2851,2.7942,79.9368,80.8102,14:42:00.452
136,0.0,0.4358,25.6,1.5,0.0,25.6,22.9,20.9,2.4166,2.832,80.1975,80.2371,14:42:01.782
137,0.0,0.4358,25.6,1.5,0.0,25.5,22.5,20.4,2.5677,2.4544,80.205,80.4127,14:42:03.129
138,0.0,0.4785,25.6,1.5,0.0,27.0,22.9,20.4,2.039,1.8502,80.2618,80.2869,14:42:04.495
139,0.0,0.4224,25.6,1.5,0.0,27.0,22.7,20.9,2.6432,2.983,79.9201,80.0132,14:42:05.829
140,0.0,0.448,25.6,1.5,0.0,25.6,22.3,20.9,3.2851,2.039,80.5455,79.4022,14:42:07.160
141,0.0,0.4309,27.1,1.5,0.0,25.6,22.9,20.9,2.7565,2.7565,81.1035,80.1971,14:42:08.554
142,0.0,0.4627,27.1,1.5,0.0,25.6,23.2,20.7,2.832,2.681,81.1763,80.256,14:42:09.888
143,0.0,0.4443,27.1,1.5,0.0,25.6,22.7,21.3,2.0013,1.9258,59.7996,60.5567,14:42:11.221
144,0.0,0.4248,25.6,1.5,0.0,25.6,22.9,20.9,2.1146,2.1523,61.3513,59.9167,14:42:12.540
145,0.0,0.4505,25.6,1.5,0.0,25.6,22.5,21.8,2.0013,1.737,59.7202,60.0073,14:42:13.860
146,0.0,0.4431,25.6,1.5,0.0,27.1,22.7,20.9,2.8698,2.4166,60.1389,59.9437,14:42:15.199
147,0.0,0.4578,25.6,1.5,0.0,25.6,22.3,20.7,2.3411,2.5299,60.0624,60.0136,14:42:16.545
148,0.0,0.4346,25.6,1.5,0.0,25.6,22.7,20.9,2.1901,2.3411,59.9855,60.0675,14:42:17.860
149,0.0,0.4395,25.6,1.5,0.0,25.6,22.7,20.4,3.3229,2.2656,60.9414,60.0983,14:42:19.182
150,0.0,0.4602,25.6,1.5,0.0,25.6,22.9,20.7,2.1146,2.039,60.3163,59.8978,14:42:20.538
151,0.0,0.4529,25.6,1.5,0.0,25.6,22.7,20.9,2.4544,1.8502,59.8044,59.6646,14:42:21.901
152,0.0,0.4529,27.1,1.5,0.0,25.6,22.7,21.3,2.8698,1.888,59.3571,59.5948,14:42:23.219
153,0.0,0.4456,27.1,1.5,0.0,25.6,22.5,20.9,2.9453,2.7565,61.1207,59.932,14:42:24.539
154,0.0,0.4224,25.6,1.5,0.0,25.6,23.2,21.3,2.7565,1.9635,59.9767,59.8599,14:42:25.907
155,0.0,0.4505,25.6,1.5,0.0,25.6,22.9,20.7,2.681,2.2656,59.8723,60.4416,14:42:27.217
156,0.0,0.4627,27.1,1.5,0.0,25.6,22.7,21.3,2.3034,2.681,60.5665,59.8438,14:42:28.587
157,0.0,0.3955,25.6,1.5,0.0,25.6,22.7,20.4,3.3606,2.2656,59.9928,59.5669,14:42:29.918
158,0.0,0.4346,25.6,1.5,0.0,25.6,22.7,20.9,2.1523,2.1523,40.0722,39.6432,14:42:31.270
159,0.0,0.4529,27.1,1.5,0.0,27.1,22.7,21.1,1.9635,1.095,39.8851,39.3986,14:42:32.605
160,0.0,0.4822,27.1,1.5,0.0,25.6,23.2,20.9,2.7187,1.737,39.5804,40.077,14:42:33.934
161,0.0,0.4529,27.1,1.5,0.0,25.6,22.3,21.3,2.3411,1.737,39.4539,39.518,14:42:35.265
162,0.0,0.4346,25.7,1.5,0.0,25.6,22.3,20.9,1.8125,2.0768,39.4648,39.8195,14:42:36.585
163,0.0,0.4382,25.6,1.5,0.0,25.6,23.2,20.7,2.039,2.1523,39.1403,39.4225,14:42:37.919
164,0.0,0.426,25.7,1.5,0.0,25.6,22.5,21.3,2.2278,1.4349,39.9209,39.633,14:42:39.269
165,0.0,0.459,25.6,1.5,0.0,25.6,22.7,20.7,2.3411,1.5482,39.1806,39.7444,14:42:40.614
166,0.0,0.4297,25.6,1.5,0.0,25.6,22.3,20.7,1.5482,1.1706,38.922,40.796,14:42:41.957
167,0.0,0.4382,25.6,1.5,0.0,27.1,22.9,21.1,2.039,2.7187,39.4794,39.582,14:42:43.319
168,0.0,0.448,25.6,1.5,0.0,27.1,22.3,21.1,2.1146,2.4544,39.4017,39.7388,14:42:44.638
169,0.0,0.4651,27.1,1.5,0.0,25.6,22.5,21.8,1.5859,2.4544,39.1601,39.4128,14:42:45.950
170,0.0,0.4358,25.7,1.5,0.0,25.6,22.7,20.9,1.9635,2.2278,39.144,39.4792,14:42:47.344
171,0.0,0.426,25.6,1.5,0.0,25.6,22.7,20.9,2.0013,2.3034,39.718,40.0269,14:42:48.696
172,0.0,0.4212,25.7,1.5,0.0,27.1,22.7,20.9,1.9635,1.4349,39.3822,39.305,14:42:50.043
173,0.0,0.4407,25.6,1.5,0.0,27.1,22.7,20.4,1.7747,2.5299,20.7415,20.7948,14:42:51.383
174,0.0,0.4578,25.7,1.5,0.0,27.1,22.7,21.3,1.5859,1.0195,20.7149,20.5966,14:42:52.705
175,0.0,0.4334,27.1,1.5,0.0,25.6,22.7,20.7,1.6237,1.5482,20.591,20.3682,14:42:54.040
176,0.0,0.4334,25.6,1.5,0.0,25.6,22.7,20.7,1.5859,1.1328,20.4272,20.3544,14:42:55.379
177,0.0,0.426,25.6,1.5,0.0,25.6,22.7,21.3,2.039,1.6614,20.9141,20.176,14:42:56.733
178,0.0,0.5115,27.1,1.5,0.0,25.6,22.7,21.3,1.6237,1.1706,20.431,20.4313,14:42:58.091
179,0.0,0.4492,25.7,1.5,0.0,25.6,23.2,21.6,1.5859,2.2656,20.4094,21.0889,14:42:59.437
180,0.0,0.4285,25.6,1.5,0.0,25.6,22.7,21.1,1.2461,1.4349,19.9471,20.6391,14:43:00.755
181,0.0,0.4602,27.1,1.5,0.0,25.6,22.9,20.9,2.039,2.1523,20.6345,20.5047,14:43:02.122
182,0.0,0.4529,25.6,1.5,0.0,25.6,22.7,20.9,2.1146,1.4726,20.412,20.3059,14:43:03.470
183,0.0,0.4431,27.1,1.5,0.0,27.1,22.7,20.9,1.5104,2.0013,20.5492,20.448,14:43:04.800
184,0.0,0.4309,27.1,1.5,0.0,25.6,22.9,21.8,1.0195,2.039,21.0374,20.5778,14:43:06.173
185,0.0,0.4224,27.1,1.5,0.0,25.6,22.5,20.7,1.4726,1.6237,20.373,20.3488,14:43:07.491
186,0.0,0.4505,27.1,1.5,0.0,25.6,22.7,20.9,1.7747,2.5299,20.8599,20.4017,14:43:08.805
187,0.0,0.4529,25.6,1.5,0.0,25.6,22.9,21.1,1.5482,1.1706,20.4252,20.4181,14:43:10.138
