Log,mixer_motor_temperature_M1,cp_flowrate,ac_flowrate,mixer_speed_M2,cp_pressure,mixer_temperature_Funnel_outlet,mixer_temperature_Funnel,cp_temperature,mixer_motor_temperature_M2,mixer_torque_M2,mixer_pressure,mixer_torque_M1,mixer_speed_M1,Time
1331,28.6,1.5,51.6,121.516,0.748,22.6,25.0,24.6,31.8,3.474,0.28,3.776,121.516,12:13:20.165
1332,28.2,1.5,51.6,119.414,0.743,22.6,26.5,24.6,31.4,4.72,0.284,3.398,119.414,12:13:21.345
1333,28.6,1.5,51.6,119.883,0.759,24.7,25.0,26.0,31.8,3.927,0.266,4.04,119.883,12:13:22.523
1334,28.4,1.5,51.6,119.7,0.72,22.6,26.5,24.6,31.1,4.758,0.298,4.644,119.7,12:13:23.723
1335,27.7,1.5,51.6,119.529,0.768,22.6,25.0,26.0,32.0,3.7,0.233,4.38,119.529,12:13:24.905
1336,27.9,1.5,51.6,120.19,0.796,22.6,26.5,24.6,31.4,4.644,0.295,3.738,120.19,12:13:26.089
1337,28.6,1.5,51.6,120.003,0.758,22.6,25.0,24.6,31.4,3.7,0.319,3.134,120.003,12:13:27.306
1338,29.1,1.5,51.6,120.165,0.796,22.6,25.0,26.0,31.6,3.663,0.291,3.889,120.165,12:13:28.492
1339,28.2,1.5,51.6,119.955,0.721,22.6,26.5,24.6,31.4,3.814,0.275,3.965,119.955,12:13:29.687
1340,28.6,1.5,51.6,119.39,0.791,22.6,25.0,26.0,31.6,3.852,0.3,3.21,119.39,12:13:30.869
1341,28.6,1.5,51.6,120.571,0.787,22.6,26.5,24.6,31.4,3.436,0.314,3.814,120.571,12:13:32.055
1342,28.2,1.5,51.6,120.168,0.786,22.6,25.0,24.6,31.6,4.569,0.298,3.474,120.168,12:13:33.252
1343,28.4,1.5,51.6,119.986,0.781,24.7,26.5,24.6,31.6,3.21,0.228,3.398,119.986,12:13:34.437
1344,28.8,1.5,51.6,119.434,0.73,22.6,25.1,24.6,31.6,3.889,0.261,4.229,119.434,12:13:35.619
1345,28.6,1.5,51.6,119.756,0.767,24.7,25.0,26.1,32.0,4.078,0.31,2.832,119.756,12:13:36.818
1346,28.6,1.5,51.6,120.12,0.829,22.6,25.0,24.6,31.1,4.644,0.31,3.738,120.12,12:13:38.002
1347,28.6,1.5,51.6,120.791,0.774,24.7,25.0,26.0,31.6,3.738,0.313,3.398,120.791,12:13:39.187
1348,28.6,1.5,51.6,119.357,0.692,22.6,25.1,24.6,31.4,3.285,0.322,3.398,119.357,12:13:40.372
1349,28.8,1.5,51.6,120.138,0.682,22.6,25.0,26.0,31.8,4.38,0.298,3.776,120.138,12:13:41.558
1350,29.1,1.5,51.6,120.21,0.782,22.6,26.5,24.6,31.8,4.38,0.266,3.172,120.21,12:13:42.759
1351,28.8,1.5,51.6,120.107,0.905,22.6,25.0,26.0,31.6,3.852,0.278,3.663,120.107,12:13:43.948
1352,29.1,1.5,51.6,120.359,0.809,22.6,25.0,26.0,31.6,3.663,0.278,4.456,120.359,12:13:45.162
1353,29.3,1.5,51.6,118.827,0.706,24.7,26.5,24.6,31.6,3.814,0.281,4.418,118.827,12:13:46.360
1354,28.8,1.5,51.6,119.991,0.729,22.6,25.0,26.0,31.6,4.04,0.25,4.229,119.991,12:13:47.528
1355,29.1,1.5,51.6,120.354,0.734,22.6,25.0,24.6,31.6,4.305,0.352,4.003,120.354,12:13:48.716
1356,29.3,1.5,51.6,120.584,0.73,22.6,25.0,26.0,31.8,4.229,0.322,4.116,120.584,12:13:49.902
1357,28.6,1.5,51.6,119.4,0.763,22.6,26.5,24.6,31.4,3.965,0.269,4.38,119.4,12:13:51.087
1358,28.6,1.5,51.6,120.048,0.712,22.6,25.0,26.0,32.0,4.078,0.254,3.247,120.048,12:13:52.270
1359,28.8,1.5,51.6,119.727,0.717,22.6,26.5,24.6,32.0,3.587,0.283,4.909,119.727,12:13:53.461
1360,28.8,1.5,51.6,119.721,0.774,22.6,25.0,26.0,32.0,3.889,0.294,4.984,119.721,12:13:54.645
1361,28.6,1.5,51.6,119.465,0.792,24.7,25.1,24.6,31.8,4.569,0.264,3.587,119.465,12:13:55.845
1362,29.3,1.5,51.6,119.039,0.801,22.6,25.0,24.6,31.6,4.38,0.276,5.362,119.039,12:13:57.045
1363,29.3,1.5,51.6,120.393,0.792,24.7,25.0,24.6,31.6,4.078,0.299,3.7,120.393,12:13:58.223
1364,28.6,1.5,51.6,118.403,0.709,22.6,25.1,24.6,32.0,3.285,0.288,5.475,118.403,12:13:59.407
1365,28.8,1.5,51.6,119.854,0.734,24.7,25.1,24.6,31.8,4.72,0.273,3.927,119.854,12:14:00.591
1366,28.6,1.5,51.6,119.889,0.806,22.6,26.5,24.6,31.8,4.191,0.303,3.549,119.889,12:14:01.792
1367,28.6,1.5,51.6,119.448,0.778,22.6,25.0,26.0,31.8,3.625,0.275,4.229,119.448,12:14:02.978
1368,29.3,1.5,51.6,119.738,0.721,22.6,25.1,24.6,31.6,3.625,0.295,4.493,119.738,12:14:04.188
1369,28.2,1.5,51.6,119.706,0.767,22.6,25.1,24.6,31.6,3.663,0.291,3.814,119.706,12:14:05.367
1370,29.1,1.5,51.6,120.345,0.846,24.7,25.1,24.6,31.6,3.7,0.271,3.7,120.345,12:14:06.552
1371,29.1,1.5,51.6,120.301,0.815,22.6,25.1,24.6,31.8,5.324,0.295,3.549,120.301,12:14:07.740
1372,28.4,1.5,51.6,120.482,0.724,22.6,25.1,26.0,31.6,3.021,0.333,3.7,120.482,12:14:08.941
1373,29.3,1.5,51.6,118.752,0.763,22.6,26.5,24.6,31.6,4.229,0.303,5.286,118.752,12:14:10.124
1374,28.6,1.5,51.6,119.855,0.729,22.6,25.0,26.0,31.6,3.814,0.308,2.832,119.855,12:14:11.306
1375,28.6,1.5,51.6,119.893,0.825,24.7,25.1,24.6,31.8,4.607,0.261,4.191,119.893,12:14:12.509
1376,29.1,1.5,51.6,121.254,0.758,22.6,26.5,24.6,31.8,4.191,0.284,4.682,121.254,12:14:13.716
1377,29.1,1.5,51.6,120.746,0.796,22.6,25.1,26.0,32.0,3.172,0.237,3.852,120.394,12:14:14.917
1378,29.1,1.5,51.6,119.596,0.776,22.6,26.5,24.6,32.0,5.249,0.294,3.965,119.596,12:14:16.097
1379,28.6,1.5,51.6,120.23,0.75,22.6,25.1,26.0,31.6,5.098,0.298,3.323,120.23,12:14:17.277
1380,29.3,1.5,51.6,119.859,0.789,24.7,26.5,24.6,32.0,3.587,0.26,3.965,119.859,12:14:18.474
1381,29.3,1.5,51.6,120.417,0.845,22.6,25.1,24.6,31.8,3.474,0.308,4.909,120.417,12:14:19.675
1382,29.3,1.5,51.6,120.195,0.772,22.6,25.1,26.0,31.8,3.814,0.299,3.549,120.195,12:14:20.876
1383,28.4,1.5,51.6,120.101,0.75,24.7,25.1,24.6,31.8,4.003,0.259,4.305,120.101,12:14:22.078
1384,28.2,1.5,51.6,120.552,0.75,22.6,25.1,24.6,31.6,4.154,0.271,3.021,120.552,12:14:23.276
1385,28.6,1.5,51.6,119.831,0.779,22.6,25.1,26.0,32.0,3.549,0.266,4.04,119.831,12:14:24.459
1386,29.3,1.5,51.6,119.858,0.769,22.6,26.5,24.6,31.4,4.229,0.308,4.607,119.858,12:14:25.647
1387,29.3,1.5,51.6,119.664,0.809,22.6,25.1,26.0,31.6,3.776,0.273,4.229,119.664,12:14:26.850
1388,29.1,1.5,51.6,120.748,0.767,24.7,26.5,24.6,31.6,4.154,0.273,3.738,120.748,12:14:28.032
1389,29.1,1.5,51.6,119.681,0.734,22.6,25.1,24.6,31.6,4.154,0.31,3.889,119.681,12:14:29.234
1390,29.5,1.5,51.6,119.98,0.786,22.6,25.1,26.0,32.0,3.134,0.284,4.342,119.98,12:14:30.430
1391,28.6,1.5,51.6,119.856,0.796,24.7,26.6,24.6,32.2,3.889,0.281,4.644,119.856,12:14:31.634
1392,28.6,1.5,51.6,119.697,0.751,22.6,25.1,26.0,31.8,3.663,0.327,2.908,119.697,12:14:32.821
1393,28.8,1.5,51.6,120.103,0.762,22.6,25.1,24.6,32.0,4.116,0.242,3.927,120.103,12:14:34.018
1394,28.8,1.5,51.6,120.718,0.776,24.7,26.5,24.6,32.0,4.078,0.31,4.456,120.718,12:14:35.220
1395,28.2,1.5,51.6,119.719,0.774,22.6,25.1,24.6,32.0,3.134,0.31,4.305,119.719,12:14:36.418
1396,29.3,1.5,51.6,119.747,0.802,22.6,25.1,24.6,31.8,4.418,0.254,4.154,119.747,12:14:37.616
1397,29.5,1.5,51.6,119.629,0.773,24.7,25.1,24.6,31.8,4.003,0.264,2.832,119.629,12:14:38.834
1398,28.6,1.5,51.6,121.106,0.743,22.6,25.1,24.6,31.8,4.947,0.271,4.456,121.106,12:14:40.032
1399,29.1,1.5,51.6,121.001,0.776,22.6,25.1,26.0,31.6,4.267,0.284,3.512,121.001,12:14:41.228
1400,29.1,1.5,51.6,119.911,0.769,24.7,26.6,24.6,31.8,3.323,0.309,4.267,119.911,12:14:42.406
1401,29.1,1.5,51.6,121.062,0.753,22.6,25.1,26.0,32.2,3.852,0.317,3.965,121.062,12:14:43.606
1402,29.3,1.5,51.6,120.417,0.739,24.7,25.1,24.6,32.0,3.474,0.271,3.436,120.417,12:14:44.806
1403,29.1,1.5,51.6,120.095,0.798,22.6,25.1,24.6,32.2,4.342,0.273,4.003,120.095,12:14:46.003
1404,29.5,1.5,51.6,120.135,0.703,22.6,25.1,26.0,32.0,4.154,0.342,3.512,120.135,12:14:47.205
1405,29.1,1.5,51.6,120.562,0.786,22.6,25.1,24.6,31.8,3.096,0.309,4.116,120.562,12:14:48.411
1406,29.8,1.5,51.6,120.25,0.729,24.7,26.5,24.6,32.2,3.776,0.223,4.456,120.25,12:14:49.608
1407,30.0,1.5,51.6,120.096,0.804,22.6,25.1,24.6,32.2,4.267,0.276,2.832,120.096,12:14:50.809
1408,29.3,1.5,51.6,119.771,0.814,22.6,25.1,26.0,31.8,4.191,0.348,3.814,119.771,12:14:52.008
1409,29.3,1.5,51.6,120.383,0.774,24.7,26.5,24.6,32.0,4.418,0.248,3.889,120.383,12:14:53.209
1410,29.1,1.5,51.6,119.959,0.736,22.6,25.1,26.0,31.6,3.7,0.264,4.154,119.959,12:14:54.403
1411,29.5,1.5,51.6,119.854,0.836,22.6,25.1,24.6,31.8,4.04,0.328,4.38,119.854,12:14:55.602
1412,29.8,1.5,51.6,120.036,0.767,22.6,25.1,24.6,32.4,3.965,0.308,3.436,120.036,12:14:56.785
1413,29.3,1.5,51.6,119.54,0.764,22.6,25.1,26.0,32.2,3.285,0.283,4.267,119.54,12:14:57.971
1414,28.8,1.5,51.6,121.204,0.754,24.7,26.5,24.6,32.2,3.625,0.273,3.889,121.204,12:14:59.173
1415,29.3,1.5,51.6,119.69,0.796,22.6,25.1,24.6,32.0,4.116,0.265,3.436,119.69,12:15:00.370
1416,29.5,1.5,51.6,120.212,0.819,22.6,25.1,24.6,31.8,4.456,0.305,3.738,120.212,12:15:01.566
1417,29.3,1.5,51.6,120.411,0.768,24.7,26.6,24.6,31.8,4.72,0.291,3.021,120.411,12:15:02.771
1418,29.3,1.5,51.6,119.871,0.763,22.6,25.1,24.6,31.8,3.889,0.298,4.305,119.871,12:15:03.962
1419,29.3,1.5,51.6,120.43,0.748,22.6,25.1,24.6,32.2,3.512,0.31,4.116,120.43,12:15:05.162
1420,29.3,1.5,51.6,119.398,0.802,24.7,26.5,24.6,32.4,3.285,0.3,4.342,119.398,12:15:06.360
1421,28.8,1.5,51.6,120.249,0.798,22.6,25.1,26.0,31.8,3.738,0.236,4.003,120.249,12:15:07.556
1422,29.3,1.5,51.6,120.435,0.759,22.6,25.1,24.6,32.0,4.04,0.288,2.53,120.435,12:15:08.756
1423,29.1,1.5,51.6,120.527,0.767,24.7,26.5,24.6,32.0,3.663,0.275,4.003,120.527,12:15:09.959
1424,29.8,1.5,51.6,120.401,0.781,24.7,25.1,24.6,32.2,4.191,0.332,3.625,120.401,12:15:11.183
1425,29.3,1.5,51.6,119.682,0.754,22.6,25.1,26.0,32.4,4.191,0.291,3.172,119.682,12:15:12.369
1426,28.2,1.5,51.6,119.855,0.782,24.7,26.6,24.6,32.0,4.154,0.27,3.663,119.855,12:15:13.564
1427,28.8,1.5,51.6,120.908,0.804,22.6,25.1,24.6,32.2,4.267,0.288,2.945,120.908,12:15:14.772
1428,29.3,1.5,51.6,120.267,0.698,22.6,25.1,26.0,32.2,3.398,0.245,3.814,120.267,12:15:15.968
1429,29.3,1.5,51.6,119.862,0.774,22.6,25.1,24.6,32.0,3.398,0.314,4.38,119.862,12:15:17.170
1430,29.3,1.5,51.6,119.35,0.769,22.6,25.1,26.0,32.0,3.436,0.331,4.154,119.35,12:15:18.355
1431,29.1,1.5,51.6,119.848,0.772,22.6,25.1,26.0,32.2,3.927,0.295,4.003,119.848,12:15:19.570
1432,29.1,1.5,51.6,120.286,0.773,22.6,25.1,24.6,32.2,4.154,0.288,3.398,120.286,12:15:20.771
1433,28.8,1.5,51.6,120.088,0.772,24.7,25.1,24.6,32.0,3.7,0.288,3.776,120.088,12:15:21.973
1434,29.5,1.5,51.6,120.296,0.822,22.6,25.1,24.6,31.8,3.512,0.283,3.625,120.296,12:15:23.188
1435,29.8,1.5,51.6,119.418,0.72,22.6,25.1,26.0,32.2,3.889,0.291,4.909,119.418,12:15:24.377
1436,29.3,1.5,51.6,120.093,0.817,22.6,25.1,24.6,32.2,3.814,0.27,4.003,120.093,12:15:25.591
1437,28.6,1.5,51.6,119.808,0.793,22.6,25.1,24.6,32.2,3.889,0.331,3.625,119.808,12:15:26.789
1438,29.8,1.5,51.6,119.892,0.773,22.6,25.1,26.0,32.6,4.191,0.283,4.154,119.892,12:15:28.003
1439,29.5,1.5,51.6,120.262,0.784,22.6,25.1,24.6,31.8,4.191,0.3,3.889,120.262,12:15:29.201
1440,29.1,1.5,51.6,119.679,0.825,22.6,25.1,24.6,32.2,3.587,0.26,3.738,119.679,12:15:30.385
1441,28.8,1.5,51.6,119.753,0.831,22.6,25.1,26.0,32.4,4.418,0.288,3.512,119.753,12:15:31.580
1442,29.8,1.5,51.6,120.14,0.801,24.7,26.6,24.6,32.0,4.267,0.288,3.398,120.14,12:15:32.777
1443,29.5,1.5,51.6,119.327,0.757,22.6,25.1,24.6,31.8,3.512,0.25,4.493,119.327,12:15:33.977
1444,29.3,1.5,51.6,120.043,0.762,22.6,25.1,26.0,32.2,3.663,0.327,3.625,120.043,12:15:35.188
1445,29.3,1.5,51.6,119.903,0.763,22.6,25.1,24.5,32.0,3.965,0.283,4.38,119.903,12:15:36.391
1446,28.8,1.5,51.6,119.86,0.846,24.7,26.6,24.6,32.2,4.758,0.317,3.927,119.86,12:15:37.589
1447,29.3,1.5,51.6,120.332,0.786,22.6,25.1,26.0,32.2,3.852,0.289,3.134,120.332,12:15:38.787
1448,29.1,1.5,51.6,119.429,0.814,22.6,25.1,26.0,32.2,3.889,0.228,4.456,119.429,12:15:39.998
1449,29.3,1.5,51.6,120.739,0.793,22.6,25.1,24.6,32.2,4.154,0.24,4.003,120.739,12:15:41.213
1450,29.3,1.5,51.6,120.431,0.734,24.7,25.1,24.6,31.8,3.059,0.245,4.267,120.431,12:15:42.413
1451,28.6,1.5,51.6,119.778,0.804,22.6,25.1,26.0,32.2,3.738,0.352,4.871,119.778,12:15:43.615
1452,29.5,1.5,51.6,119.972,0.815,22.6,25.1,24.6,32.0,4.342,0.27,2.87,119.972,12:15:44.817
1453,29.8,1.5,51.6,120.058,0.774,24.7,26.6,24.6,32.4,4.078,0.266,3.663,120.058,12:15:46.017
1454,28.6,1.5,51.6,120.346,0.721,24.7,25.1,24.6,32.6,3.927,0.286,4.191,120.346,12:15:47.218
1455,29.1,1.5,51.6,119.817,0.862,22.6,25.1,24.6,32.2,3.398,0.321,4.154,119.817,12:15:48.417
1456,29.8,1.5,51.6,120.44,0.782,24.7,26.6,24.6,32.0,4.078,0.265,3.965,120.44,12:15:49.611
1457,29.8,1.5,51.6,120.123,0.781,22.6,25.1,26.0,32.2,4.116,0.299,2.832,120.123,12:15:50.808
1458,29.8,1.5,51.6,120.892,0.757,22.6,25.1,24.6,32.4,4.078,0.31,3.285,120.892,12:15:52.006
1459,30.0,1.5,51.6,119.614,0.789,24.7,26.6,24.6,32.2,3.814,0.265,4.456,119.614,12:15:53.207
1460,29.8,1.5,51.6,120.738,0.819,22.6,25.1,26.0,32.2,2.945,0.273,3.7,120.738,12:15:54.409
1461,29.8,1.5,51.6,119.747,0.767,22.6,25.1,24.6,32.2,3.889,0.295,3.889,119.747,12:15:55.613
1462,29.5,1.5,51.6,119.638,0.691,24.7,26.6,24.6,32.2,4.191,0.26,2.983,119.638,12:15:56.814
1463,29.3,1.5,51.6,119.625,0.698,22.6,25.1,26.0,32.2,4.04,0.233,4.418,119.625,12:15:58.015
1464,29.8,1.5,51.6,119.584,0.784,22.6,25.1,24.6,32.8,4.154,0.281,4.758,119.584,12:15:59.212
1465,29.8,1.5,51.6,119.85,0.721,24.7,26.6,24.6,32.0,3.625,0.281,3.889,119.85,12:16:00.415
1466,29.1,1.5,51.6,119.781,0.802,22.6,25.1,24.6,32.2,3.7,0.341,4.342,119.781,12:16:01.616
1467,29.5,1.5,51.6,120.023,0.781,22.6,25.1,26.0,31.8,4.116,0.281,2.832,120.023,12:16:02.811
1468,30.0,1.5,51.6,120.018,0.763,22.6,26.6,24.6,32.2,4.418,0.295,3.625,120.018,12:16:04.012
1469,29.3,1.5,51.6,120.306,0.776,24.7,25.1,24.6,32.4,3.889,0.276,3.889,120.306,12:16:05.216
1470,29.3,1.5,51.6,119.939,0.709,22.6,25.1,26.0,32.2,3.059,0.265,4.116,119.939,12:16:06.413
1471,29.8,1.5,51.6,119.557,0.786,22.6,26.6,24.6,32.2,3.852,0.294,4.154,119.557,12:16:07.613
1472,29.3,1.5,51.6,119.961,0.793,24.7,25.1,24.5,32.0,4.116,0.284,3.323,119.961,12:16:08.816
1473,28.6,1.5,51.6,120.072,0.804,22.6,25.1,26.0,32.8,5.135,0.283,3.663,120.072,12:16:10.016
1474,29.3,1.5,51.6,121.106,0.763,22.6,25.1,24.6,32.2,4.531,0.304,3.549,121.106,12:16:11.216
1475,29.8,1.5,51.6,120.491,0.763,24.7,25.1,24.5,32.2,3.059,0.255,3.852,120.491,12:16:12.408
1476,29.8,1.5,51.6,120.856,0.768,24.7,25.1,24.5,32.6,4.003,0.3,3.398,120.856,12:16:13.625
1477,29.8,1.5,51.6,119.711,0.825,22.6,25.1,26.0,32.2,3.852,0.276,2.681,119.711,12:16:14.829
1478,29.3,1.5,51.6,120.239,0.75,24.7,26.6,24.5,32.4,4.38,0.24,4.078,120.239,12:16:16.025
1479,29.5,1.5,51.6,120.217,0.776,24.7,25.1,24.6,32.0,5.4,0.298,3.625,120.217,12:16:17.230
1480,29.3,1.5,51.6,120.169,0.754,22.6,25.1,26.0,32.2,3.059,0.323,3.436,120.169,12:16:18.432
1481,29.3,1.5,51.6,119.278,0.819,22.6,26.6,24.6,32.6,3.663,0.291,4.342,119.278,12:16:19.632
1482,29.8,1.5,51.6,119.743,0.754,24.7,25.1,24.6,32.0,4.154,0.26,3.059,119.743,12:16:20.831
1483,30.0,1.5,51.6,119.827,0.714,22.6,25.1,26.0,32.2,3.927,0.275,4.342,119.827,12:16:22.033
1484,29.5,1.5,51.6,120.157,0.815,22.6,25.1,24.5,32.6,3.814,0.326,4.267,120.157,12:16:23.240
1485,29.3,1.5,51.6,119.99,0.814,22.6,26.6,24.5,32.4,3.436,0.289,4.003,119.99,12:16:24.450
1486,29.1,1.5,51.6,120.595,0.786,24.7,25.1,24.5,32.2,3.776,0.308,4.418,120.595,12:16:25.646
1487,29.8,1.5,51.6,119.432,0.826,22.6,25.1,24.5,32.2,4.191,0.291,3.021,119.432,12:16:26.846
1488,29.5,1.5,51.6,120.062,0.853,24.7,26.6,24.5,32.4,3.852,0.289,4.04,120.062,12:16:28.043
1489,29.3,1.5,51.6,120.358,0.786,22.6,25.1,26.0,32.6,4.003,0.305,3.776,120.358,12:16:29.242
1490,28.8,1.5,51.6,120.03,0.796,22.6,25.1,26.0,32.6,3.247,0.313,4.607,120.03,12:16:30.442
1491,29.8,1.5,51.6,120.241,0.797,22.6,26.6,24.6,32.2,3.776,0.278,3.889,120.241,12:16:31.654
1492,29.8,1.5,51.6,119.021,0.772,24.7,25.1,24.5,32.2,3.814,0.294,4.04,119.021,12:16:32.863
1493,29.8,1.5,51.6,120.26,0.734,22.6,25.1,26.0,32.4,4.267,0.256,3.474,120.26,12:16:34.065
1494,30.2,1.5,51.6,119.834,0.787,22.6,25.1,26.0,32.2,4.531,0.31,3.436,119.834,12:16:35.280
1495,30.0,1.5,51.6,119.7,0.759,22.6,25.1,24.5,32.6,3.512,0.264,4.078,120.002,12:16:36.476
1496,29.8,1.5,51.6,120.828,0.802,24.7,25.1,24.5,32.2,3.625,0.259,4.154,120.828,12:16:37.675
1497,29.3,1.5,51.6,119.429,0.768,22.6,25.1,26.0,32.4,3.814,0.342,3.398,119.429,12:16:38.872
1498,29.3,1.5,51.6,120.34,0.802,22.6,26.6,24.5,32.2,4.267,0.286,3.852,120.34,12:16:40.072
1499,29.3,1.5,51.6,120.262,0.757,24.7,25.1,24.5,32.2,3.7,0.298,3.172,120.262,12:16:41.273
1500,30.2,1.5,51.6,120.762,0.787,22.6,25.1,26.0,32.6,3.361,0.271,4.04,120.762,12:16:42.471
1501,30.0,1.5,51.6,120.477,0.758,22.6,26.6,24.5,32.4,3.587,0.265,4.078,120.477,12:16:43.670
1502,29.8,1.5,51.6,119.386,0.754,24.7,25.1,24.5,32.6,3.587,0.286,3.361,119.386,12:16:44.869
1503,28.8,1.5,51.6,119.684,0.768,22.6,25.1,26.0,32.2,4.154,0.283,4.078,119.684,12:16:46.072
1504,29.5,1.5,51.6,120.155,0.796,22.6,25.1,24.5,32.6,4.003,0.336,2.983,120.155,12:16:47.270
1505,29.3,1.5,51.6,119.86,0.735,24.7,25.1,24.5,32.6,3.474,0.27,4.191,119.86,12:16:48.470
1506,29.8,1.5,51.6,120.235,0.82,22.6,25.1,26.0,32.6,3.436,0.313,4.38,120.235,12:16:49.669
1507,30.2,1.5,51.6,119.878,0.801,22.6,25.1,24.6,32.6,4.909,0.273,3.549,119.878,12:16:50.881
1508,30.2,1.5,51.6,120.218,0.731,24.7,25.1,24.5,32.4,3.889,0.27,3.398,120.218,12:16:52.073
1509,29.8,1.5,51.6,120.489,0.801,22.6,25.1,26.0,32.4,3.814,0.319,2.983,120.489,12:16:53.274
1510,30.2,1.5,51.6,120.705,0.706,22.6,25.1,24.5,32.8,3.323,0.293,4.191,120.705,12:16:54.471
1511,29.3,1.5,51.6,120.22,0.776,24.7,25.1,24.5,32.4,3.398,0.293,4.003,120.22,12:16:55.674
1512,29.8,1.5,51.6,118.852,0.801,22.6,25.1,26.0,32.8,3.965,0.248,3.398,118.852,12:16:56.875
1513,29.8,1.5,51.6,119.897,0.806,22.6,25.1,24.5,32.6,4.72,0.3,3.889,119.897,12:16:58.075
1514,30.0,1.5,51.6,120.13,0.743,22.6,26.6,24.5,32.2,4.229,0.281,3.625,120.13,12:16:59.285
1515,29.8,1.5,51.6,119.952,0.719,24.7,25.1,24.5,32.6,4.003,0.293,4.04,119.952,12:17:00.479
1516,29.8,1.5,51.6,120.476,0.743,22.6,25.1,26.0,32.8,3.776,0.271,5.135,120.476,12:17:01.680
1517,30.0,1.5,51.6,119.621,0.806,22.6,26.6,24.5,32.8,3.738,0.276,4.003,119.621,12:17:02.882
1518,30.0,1.5,51.6,120.122,0.792,24.7,25.1,24.5,32.2,4.305,0.271,3.021,120.122,12:17:04.085
1519,29.8,1.5,51.6,119.854,0.811,22.6,25.1,26.0,32.8,4.493,0.237,2.983,119.854,12:17:05.289
1520,29.8,1.5,51.6,119.899,0.674,22.6,25.1,24.5,32.8,3.474,0.232,4.04,119.899,12:17:06.490
1521,29.8,1.5,51.6,120.465,0.812,22.6,25.1,24.5,32.4,4.116,0.286,3.285,120.465,12:17:07.690
1522,29.3,1.5,51.6,119.935,0.807,24.7,25.1,24.5,32.4,2.945,0.333,3.587,119.935,12:17:08.908
1523,29.3,1.5,51.6,119.734,0.73,22.6,25.1,26.0,32.4,4.38,0.264,4.116,119.734,12:17:10.108
1524,30.4,1.5,51.6,119.475,0.793,22.6,25.1,24.5,32.4,4.04,0.299,3.247,119.475,12:17:11.321
1525,29.8,1.5,51.6,120.17,0.584,22.6,25.1,24.5,32.4,3.7,0.284,4.191,120.17,12:17:12.543
1526,29.8,1.5,51.6,120.593,0.848,22.6,26.6,24.5,32.6,4.644,0.269,3.021,120.593,12:17:13.760
1527,29.5,1.5,51.6,120.28,0.822,24.7,25.1,26.0,32.6,3.776,0.294,3.512,120.28,12:17:14.955
1528,30.0,1.5,51.6,120.005,0.793,22.6,25.1,26.0,32.6,3.247,0.304,3.776,120.005,12:17:16.158
1529,30.0,1.5,51.6,119.402,0.776,22.6,26.6,24.5,32.6,3.625,0.326,3.814,119.402,12:17:17.360
1530,29.8,1.5,51.6,120.245,0.653,22.6,25.1,24.5,32.4,4.38,0.265,3.474,120.245,12:17:18.574
1531,29.8,1.5,51.6,120.0,0.83,24.7,25.1,26.0,32.2,4.154,0.294,3.549,120.0,12:17:19.775
1532,29.5,1.5,51.6,119.531,0.835,22.6,25.1,24.5,32.6,4.078,0.276,4.267,119.531,12:17:20.974
1533,29.8,1.5,51.6,119.202,0.758,22.6,26.6,24.5,32.8,3.512,0.298,4.607,119.202,12:17:22.190
1534,30.2,1.5,51.6,120.084,0.773,22.6,26.6,24.5,32.6,3.134,0.25,3.889,120.084,12:17:23.408
1535,29.8,1.5,51.6,119.5,0.581,22.6,25.1,24.5,32.8,3.512,0.308,3.927,119.5,12:17:24.623
1536,29.5,1.5,51.6,119.613,0.573,24.7,25.1,26.0,32.4,4.418,0.283,3.021,119.613,12:17:25.819
1537,30.0,1.5,51.6,119.769,0.721,22.6,25.1,24.5,32.2,4.229,0.259,3.776,119.769,12:17:27.018
1538,29.5,1.5,51.6,120.324,0.855,22.6,25.1,24.5,32.8,4.04,0.28,3.059,120.324,12:17:28.219
1539,30.4,1.5,51.6,119.631,0.809,24.7,25.1,26.0,32.8,3.134,0.313,5.286,119.631,12:17:29.418
1540,29.8,1.5,51.6,120.02,0.679,22.6,25.1,24.5,32.4,3.965,0.243,3.814,120.02,12:17:30.619
1541,29.8,1.5,51.6,119.646,0.767,22.6,25.1,24.5,32.4,3.776,0.264,3.21,119.646,12:17:31.817
1542,30.0,1.5,51.6,120.153,0.826,24.7,25.1,24.5,32.8,4.305,0.31,4.607,120.153,12:17:33.033
1543,30.4,1.5,51.6,120.05,0.819,24.7,25.1,24.5,32.8,5.664,0.278,2.983,120.05,12:17:34.262
1544,29.5,1.5,51.6,120.375,0.769,22.6,25.1,26.0,32.6,3.398,0.247,3.927,120.375,12:17:35.456
1545,30.2,1.5,51.6,120.704,0.671,22.6,25.1,24.5,32.8,3.474,0.291,4.267,120.704,12:17:36.675
1546,29.8,1.5,51.6,120.315,0.778,22.6,25.1,24.5,32.8,4.456,0.288,3.285,120.315,12:17:37.875
1547,29.8,1.5,51.6,120.404,0.807,24.7,25.1,26.0,33.0,4.078,0.308,3.474,120.404,12:17:39.073
1548,30.0,1.5,51.6,120.021,0.789,22.6,25.1,24.5,32.6,4.342,0.276,3.625,120.021,12:17:40.271
1549,29.5,1.5,51.6,120.37,0.776,22.6,25.1,24.5,33.0,3.738,0.273,4.267,120.37,12:17:41.473
