Log,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,Time
1,12.3,8.6,3.7382,2.4922,20.2697,20.4561,10:06:31.852
2,11.8,8.4,2.6432,2.9453,20.1302,20.3835,10:06:32.805
3,12.0,9.1,3.8893,2.681,20.3757,20.3509,10:06:33.571
4,12.3,8.6,3.5872,2.9075,20.3757,20.2556,10:06:34.331
5,11.8,8.8,3.6627,2.4922,20.2834,20.3731,10:06:35.091
6,12.3,8.6,2.9075,2.7565,20.3602,20.3354,10:06:35.855
7,12.3,9.1,4.1158,2.2278,20.6416,20.3582,10:06:36.624
8,12.0,8.2,3.1718,2.832,20.3331,20.4365,10:06:37.387
9,12.3,8.8,3.2096,3.3984,20.4449,20.3406,10:06:38.146
10,12.3,9.5,2.9075,2.5299,20.1678,20.3408,10:06:38.908
11,12.0,8.6,3.6627,3.3229,20.5496,20.4049,10:06:39.666
12,12.0,8.6,3.7382,2.7187,20.4887,20.4111,10:06:40.431
13,12.0,8.2,3.0586,2.7187,20.2898,20.3126,10:06:41.195
14,11.8,8.6,3.1341,2.9453,20.3198,20.5392,10:06:41.956
15,11.8,9.1,4.1536,2.7565,20.3821,20.4639,10:06:42.700
16,11.8,8.8,3.927,3.0586,20.3449,20.3667,10:06:43.462
17,12.3,9.1,3.4362,2.0013,20.3288,20.3107,10:06:44.226
18,12.5,8.6,2.6432,2.7942,20.4941,20.3466,10:06:44.987
19,11.8,8.6,3.7382,2.5677,20.4099,20.3266,10:06:45.750
20,12.3,9.1,3.2851,2.1901,20.4648,20.4371,10:06:46.507
21,12.5,9.3,3.0208,2.4922,20.3573,20.4497,10:06:47.266
22,12.3,9.5,2.9075,2.9075,20.5067,20.4271,10:06:48.043
23,12.0,8.6,3.625,2.681,20.4491,20.5061,10:06:48.807
24,11.8,9.1,2.8698,2.4166,20.3941,20.41,10:06:49.570
25,12.3,8.8,3.3984,1.9635,20.4911,20.2176,10:06:50.312
26,12.3,8.6,2.681,2.983,20.4137,20.3826,10:06:51.070
27,12.3,9.3,4.0781,2.7565,20.3339,20.3363,10:06:51.830
28,12.3,9.1,3.3606,2.6054,20.3613,20.3833,10:06:52.587
29,12.0,8.8,3.0586,2.4166,20.4063,20.4545,10:06:53.352
30,12.5,8.6,3.2096,2.5677,20.4667,20.5768,10:06:54.100
31,11.8,9.5,3.0586,2.7942,20.3918,20.5106,10:06:54.866
32,12.0,8.2,3.5494,2.8698,20.2767,20.4249,10:06:55.631
33,11.8,8.6,3.3229,2.681,20.4691,20.4525,10:06:56.394
