Log,ac_flowrate,cp_pressure,cp_temperature,cp_flowrate,mixer_pressure,mixer_temperature_Funnel,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,Time
1,0.0,0.5762,25.6,3.0,0.0,25.6,22.7,20.9,2.4544,2.681,60.8226,60.1884,14:44:11.658
2,0.0,0.5737,27.1,3.0,0.0,25.6,22.9,21.3,1.9635,2.832,60.1478,59.6823,14:44:13.383
3,0.0,0.5408,25.6,3.0,0.0,25.6,22.7,21.1,2.6054,2.5677,60.4069,59.4169,14:44:14.731
4,0.0,0.5835,25.6,3.0,0.0,25.7,23.2,21.1,2.681,1.9258,58.9206,60.4318,14:44:16.086
5,0.0,0.5335,27.1,3.0,0.0,25.7,22.7,21.6,3.4362,2.7565,59.682,58.867,14:44:17.452
6,0.0,0.5506,25.6,3.0,0.0,25.6,22.7,21.1,1.8502,2.2656,59.754,59.6874,14:44:18.772
7,0.0,0.5249,25.6,3.0,0.0,27.1,22.7,21.6,2.2656,1.5104,59.8758,59.5629,14:44:20.136
8,0.0,0.5652,27.1,3.0,0.0,25.7,23.2,20.9,3.5872,2.5677,60.0421,60.0061,14:44:21.487
9,0.0,0.553,27.1,3.0,0.0,25.7,23.2,20.4,2.1146,2.832,60.2559,59.4834,14:44:22.807
10,0.0,0.5579,25.6,3.0,0.0,25.7,22.7,21.3,2.2656,1.5859,60.5202,60.0702,14:44:24.141
11,0.0,0.5762,27.1,3.0,0.0,25.6,22.9,21.3,2.5677,2.1901,59.8524,60.4635,14:44:25.493
12,0.0,0.5432,25.6,3.0,0.0,25.6,22.9,20.9,3.0208,3.5494,60.6998,60.0199,14:44:26.889
13,0.0,0.5823,25.6,3.0,0.0,27.1,22.9,20.9,2.4544,2.2278,59.9771,59.9306,14:44:28.225
14,0.0,0.5249,27.1,3.0,0.0,25.7,22.7,21.1,2.4166,2.3034,59.8756,59.6575,14:44:29.546
15,0.0,0.5457,27.1,3.0,0.0,25.6,22.9,21.1,2.6054,2.3411,60.4683,59.6777,14:44:30.880
16,0.0,0.5298,25.6,3.0,0.0,25.7,22.9,20.9,2.3411,2.3411,59.4112,59.5785,14:44:32.229
17,0.0,0.5603,25.6,3.0,0.0,25.7,23.4,21.6,2.5299,2.0013,60.2983,60.0474,14:44:33.561
18,0.0,0.5603,25.6,3.0,0.0,25.7,22.7,21.8,2.6054,1.8502,60.5638,59.8195,14:44:34.900
19,0.0,0.5676,27.0,3.0,0.0,25.7,23.2,20.7,2.7942,2.1523,59.8923,59.6414,14:44:36.232
20,0.0,0.5811,25.6,3.0,0.0,27.1,22.7,21.1,2.2278,2.6432,60.9548,59.6899,14:44:37.565
21,0.0,0.5054,25.6,3.0,0.0,25.7,23.2,21.3,3.2474,3.2851,59.8657,59.7972,14:44:38.864
22,0.0,0.5579,25.6,3.0,0.0,25.7,23.4,22.0,1.9635,2.7942,60.1775,60.0784,14:44:40.207
23,0.0,0.5127,27.0,3.0,0.0,25.7,23.2,20.9,2.9075,1.6237,26.3619,53.541,14:44:41.570
24,0.0,0.5249,25.6,3.0,0.0,25.7,22.9,20.9,2.1901,0.9818,20.4346,20.2592,14:44:42.918
25,0.0,0.5176,25.6,3.0,0.0,27.1,22.9,21.3,1.2083,1.2461,20.532,20.2691,14:44:44.268
26,0.0,0.5396,25.6,3.0,0.0,27.1,22.7,21.3,2.2278,2.4922,20.2928,20.4017,14:44:45.617
27,0.0,0.5432,25.6,3.0,0.0,27.1,23.2,21.1,1.6614,1.737,19.9115,20.5178,14:44:46.934
28,0.0,0.5286,27.0,3.0,0.0,25.7,23.4,21.8,2.3411,1.6992,20.8075,20.1901,14:44:48.266
29,0.0,0.5603,27.0,3.0,0.0,25.7,23.4,21.3,1.5859,1.3971,20.4463,20.4286,14:44:49.588
30,0.0,0.5335,27.0,3.0,0.0,25.7,22.7,21.6,2.3034,1.5482,20.4849,20.4421,14:44:50.907
31,0.0,0.5078,27.0,3.0,0.0,25.7,22.9,21.3,2.5677,1.1706,20.4429,20.4007,14:44:52.229
32,0.0,0.5176,25.6,3.0,0.0,25.7,23.2,22.0,1.5859,1.3216,20.7563,20.2415,14:44:53.546
33,0.0,0.5078,25.6,3.0,0.0,25.7,23.4,21.3,2.1901,1.9258,20.2433,20.3913,14:44:54.888
34,0.0,0.5152,25.6,3.0,0.0,25.7,23.4,20.9,1.4726,1.3594,20.4696,20.1677,14:44:56.205
35,0.0,0.5176,27.0,3.0,0.0,25.7,22.7,20.7,2.5299,1.095,20.3687,20.3663,14:44:57.573
36,0.0,0.5457,25.6,3.0,0.0,25.7,22.9,20.9,1.6614,1.2083,20.4027,20.5482,14:44:58.902
37,0.0,0.5396,25.6,3.0,0.0,27.1,22.7,21.3,1.6992,1.9258,20.0254,20.7006,14:45:00.233
38,0.0,0.5506,27.0,3.0,0.0,25.7,22.7,20.9,1.6992,2.0768,39.1052,24.9093,14:45:01.583
39,0.0,0.4932,25.5,3.0,0.0,25.7,22.7,21.1,2.5299,2.4166,39.3681,39.5686,14:45:02.946
40,0.0,0.5115,27.0,3.0,0.0,25.7,23.2,21.3,2.3034,1.5482,40.6608,39.7099,14:45:04.286
41,0.0,0.4773,25.6,3.0,0.0,25.7,23.4,21.8,3.1718,1.7747,39.487,39.1522,14:45:05.667
42,0.0,0.5396,27.0,3.0,0.0,25.7,23.2,20.9,1.888,2.7942,40.0267,39.6441,14:45:07.016
43,0.0,0.5103,25.5,3.0,0.0,25.7,22.7,21.3,1.5482,2.3789,40.2498,39.4888,14:45:08.366
44,0.0,0.5286,25.6,3.0,0.0,25.7,23.2,20.9,2.6054,2.0768,39.6153,39.8465,14:45:09.719
45,0.0,0.5445,27.0,3.0,0.0,27.2,22.7,21.3,2.7565,1.7747,40.0269,39.4243,14:45:11.056
46,0.0,0.52,27.0,3.0,0.0,25.7,23.4,21.8,1.8125,2.0013,39.6214,39.5926,14:45:12.394
47,0.0,0.531,27.0,3.0,0.0,25.7,23.2,21.3,2.7187,2.1901,39.2788,39.5192,14:45:13.728
48,0.0,0.4736,27.0,3.0,0.0,25.7,22.7,21.1,2.9453,2.6432,39.4489,39.2981,14:45:15.047
49,0.0,0.5408,25.5,3.0,0.0,25.7,22.9,21.1,2.2656,1.1328,39.3969,39.706,14:45:16.364
50,0.0,0.5029,25.5,3.0,0.0,27.2,23.2,21.6,2.1901,1.5104,39.5503,39.9341,14:45:17.715
51,0.0,0.5164,25.5,3.0,0.0,27.2,22.9,21.6,1.888,2.4166,39.5485,39.3284,14:45:19.048
52,0.0,0.5347,27.0,3.0,0.0,25.7,22.9,20.9,2.2656,1.7747,39.5895,39.4484,14:45:20.374
53,0.0,0.5261,25.5,3.0,0.0,27.1,22.7,21.3,2.039,2.4922,60.9014,59.3925,14:45:21.720
54,0.0,0.5298,25.5,3.0,0.0,25.7,22.9,22.0,2.2656,1.8125,59.9298,60.9887,14:45:23.093
55,0.0,0.5164,25.5,3.0,0.0,25.7,23.2,21.6,3.0208,2.2278,60.1632,60.289,14:45:24.455
56,0.0,0.5237,25.5,3.0,0.0,25.7,22.9,21.3,2.3034,2.6432,59.8575,59.7773,14:45:25.784
57,0.0,0.5029,25.5,3.0,0.0,27.2,22.7,21.3,2.9075,1.8125,59.8394,60.0788,14:45:27.118
58,0.0,0.5396,25.5,3.0,0.0,27.2,23.2,21.6,3.3606,2.7565,60.0769,59.855,14:45:28.437
59,0.0,0.4859,27.0,3.0,0.0,25.7,22.9,21.6,2.4544,2.4922,59.9715,60.2451,14:45:29.771
60,0.0,0.5774,25.5,3.0,0.0,25.7,23.2,20.9,2.1901,1.2083,60.5483,60.0235,14:45:31.104
61,0.0,0.5103,25.5,3.0,0.0,27.2,23.4,20.9,3.927,2.4922,60.167,59.833,14:45:32.440
62,0.0,0.5335,25.5,3.0,31.2009,27.2,23.2,20.9,3.2474,2.832,60.3343,60.182,14:45:33.793
63,0.0,0.5347,25.5,3.0,31.3437,25.7,23.2,20.9,3.0586,1.5859,60.0761,59.943,14:45:35.111
64,0.0,0.492,25.5,3.0,25.1692,25.7,22.9,21.8,4.0026,1.8502,60.9032,60.0524,14:45:36.484
65,0.0,0.5396,25.5,3.0,22.143,25.7,23.2,21.6,2.7565,2.6432,60.5004,60.091,14:45:37.800
66,0.0,0.481,25.5,3.0,20.4987,25.7,23.2,21.3,2.039,1.7747,59.9674,60.3711,14:45:39.117
67,0.0,0.5396,25.5,3.0,19.7528,25.7,23.4,21.3,2.5677,3.2474,59.7239,59.3138,14:45:40.444
68,0.0,0.5176,25.5,3.0,19.1571,25.7,22.9,21.8,3.0586,2.4544,80.2478,80.2661,14:45:41.779
69,0.0,0.5066,25.5,3.0,20.1117,25.7,23.6,21.1,2.9075,3.0963,80.164,80.2537,14:45:43.153
70,0.0,0.492,27.0,3.0,22.5678,27.2,23.2,21.1,4.0781,2.7942,80.4619,80.9407,14:45:44.487
71,0.0,0.5017,27.0,3.0,23.6897,25.7,23.2,20.9,2.1523,3.6627,81.078,80.4972,14:45:45.815
72,0.0,0.5213,26.9,3.0,24.6052,25.7,22.9,21.3,3.3229,2.1146,80.2368,80.5431,14:45:47.150
73,0.0,0.4907,25.5,3.0,25.3096,25.7,23.2,21.3,2.5299,3.0586,80.3355,80.3559,14:45:48.468
74,0.0,0.5921,25.5,3.0,27.3202,25.7,23.2,21.3,3.0963,3.8138,80.6817,80.3118,14:45:49.806
75,0.0,0.4785,27.0,3.0,28.3663,27.2,23.2,21.3,3.1341,2.5677,80.8613,79.7644,14:45:51.158
76,0.0,0.5445,26.9,3.0,30.8847,25.7,23.6,21.3,2.4544,2.6054,80.4031,80.2448,14:45:52.512
77,0.0,0.4785,25.5,3.0,31.1521,25.7,22.9,20.4,2.5299,2.3411,80.227,80.8674,14:45:53.831
78,0.0,0.52,25.5,3.0,34.5738,25.7,22.9,21.6,3.8138,3.0208,80.4125,80.4272,14:45:55.165
79,0.0,0.586,25.5,3.0,38.9148,27.2,23.2,20.9,2.8698,2.1146,80.8888,80.2674,14:45:56.519
80,0.0,0.4578,25.5,3.0,40.0,25.7,23.2,20.9,3.2474,2.7942,80.543,79.9743,14:45:57.874
81,0.0,0.5493,25.5,3.0,40.0,27.2,23.4,21.3,2.5299,2.9075,80.0704,81.6497,14:45:59.209
82,0.0,0.5249,25.5,3.0,40.0,27.2,23.2,21.1,4.0403,2.5299,80.4936,80.1968,14:46:00.539
83,0.0,0.5676,26.9,3.0,40.0,25.7,22.9,22.3,3.4739,2.7187,99.6656,99.121,14:46:01.875
84,0.0,0.4932,25.5,3.0,40.0,25.7,23.2,21.1,2.983,2.1901,99.6183,99.2025,14:46:03.224
85,0.0,0.5457,25.5,3.0,40.0,25.7,23.2,21.8,2.983,2.7565,99.4351,99.7343,14:46:04.553
86,0.0,0.5359,25.5,3.0,40.0,25.7,23.2,21.3,3.776,2.2278,99.1819,99.6545,14:46:05.884
87,0.0,0.5481,25.5,3.0,40.0,25.7,23.2,21.3,3.1718,2.832,99.28,99.2008,14:46:07.188
88,0.0,0.492,25.5,3.0,40.0,27.2,23.4,21.3,3.4739,2.832,99.9814,99.5164,14:46:08.524
89,0.0,0.5396,26.9,3.0,40.0,25.7,23.2,20.7,2.4922,2.4544,100.3449,99.9318,14:46:09.858
90,0.0,0.5762,25.5,3.0,40.0,27.2,22.9,21.3,3.927,2.7187,99.9309,99.4676,14:46:11.222
91,0.0,0.5335,26.9,3.0,40.0,27.2,23.6,21.3,2.6432,2.4922,99.3589,99.2689,14:46:12.573
92,0.0,0.5554,26.9,3.0,40.0,25.7,23.6,21.3,3.625,2.1523,99.0042,99.8333,14:46:13.906
93,0.0,0.5481,25.5,3.0,40.0,27.2,23.2,21.6,2.6054,2.7187,100.0224,99.1007,14:46:15.251
94,0.0,0.5383,25.5,3.0,40.0,27.2,23.4,21.8,2.3789,3.1718,98.5385,99.7025,14:46:16.602
95,0.0,0.52,25.5,3.0,40.0,25.7,23.2,21.3,3.9648,2.1901,99.5802,99.8316,14:46:17.947
96,0.0,0.5445,25.5,3.0,40.0,25.7,23.6,20.9,2.681,2.1901,99.383,99.6529,14:46:19.296
97,0.0,0.5725,25.5,3.0,40.0,25.7,23.8,21.8,2.4922,2.1901,99.7287,99.8443,14:46:20.641
98,0.0,0.5811,25.5,3.0,40.0,25.7,23.2,21.3,3.5494,2.7187,120.035,119.7125,14:46:22.005
99,0.0,0.4956,25.5,3.0,40.0,25.7,23.2,21.6,3.8138,2.832,120.2981,119.589,14:46:23.338
100,0.0,0.4627,25.5,3.0,40.0,25.7,23.2,21.3,4.3046,3.3606,120.7946,119.8849,14:46:24.657
101,0.0,0.5383,25.5,3.0,40.0,25.7,22.9,21.3,4.0403,3.4739,120.0639,119.722,14:46:26.003
102,0.0,0.5335,25.5,3.0,40.0,25.7,23.2,21.3,3.5872,3.8893,120.0974,120.0241,14:46:27.363
103,0.0,0.5579,25.5,3.0,40.0,27.2,23.2,21.3,4.5312,3.2851,119.7605,119.5804,14:46:28.682
104,0.0,0.531,26.9,3.0,40.0,27.2,23.6,22.3,2.8698,3.5872,119.9106,118.5478,14:46:30.037
105,0.0,0.5676,26.9,3.0,40.0,25.7,23.8,20.9,3.5494,2.3789,119.8149,120.2206,14:46:31.385
106,0.0,0.5017,25.5,3.0,40.0,25.7,22.9,21.3,2.983,2.832,120.1404,119.627,14:46:32.700
