Log,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,Time
1,19.1,15.4,2.5299,2.5677,60.0603,60.4372,09:18:45.541
2,19.1,15.7,3.6627,2.5677,59.9139,59.8704,09:18:46.504
3,19.3,16.1,3.2474,2.681,60.2624,59.8925,09:18:47.267
4,19.5,15.7,3.3229,3.2851,60.0149,59.988,09:18:48.043
5,19.3,15.2,3.3984,2.4166,61.205,59.8431,09:18:48.801
6,19.5,15.2,2.8698,2.2278,59.9371,60.1223,09:18:49.560
7,19.5,15.7,4.0781,2.983,60.2266,59.7888,09:18:50.318
8,19.8,15.2,3.927,2.681,60.0778,60.3789,09:18:51.080
9,19.5,16.1,3.8515,2.5677,59.9341,60.6409,09:18:51.839
10,19.1,15.9,3.2096,3.5872,59.6355,60.0936,09:18:52.601
11,19.3,15.9,3.8515,2.9075,59.6104,60.0024,09:18:53.365
12,19.1,16.1,3.7005,2.7942,59.9651,59.8485,09:18:54.128
13,19.5,15.7,3.927,2.3789,59.8685,60.1508,09:18:54.885
14,19.5,15.9,2.832,2.039,60.2727,60.0766,09:18:55.642
15,19.3,16.3,3.5117,2.1146,59.9803,59.8307,09:18:56.401
16,19.1,15.7,3.0963,2.4544,59.9293,59.93,09:18:57.157
17,19.5,16.1,4.1158,3.0586,119.6371,119.8174,09:18:57.915
18,19.1,16.1,5.3619,4.3802,119.9219,119.5786,09:18:58.671
19,19.1,15.9,4.1914,3.1718,120.2565,120.0527,09:18:59.435
20,19.3,15.2,4.72,4.0026,119.9534,119.4762,09:19:00.193
21,19.1,15.9,4.1536,3.3229,119.5309,119.9736,09:19:00.953
22,19.1,15.9,4.8333,3.7382,119.8194,120.0688,09:19:01.712
23,19.1,15.4,3.8515,2.7565,120.6043,120.3021,09:19:02.479
24,19.1,15.4,4.871,3.6627,119.9698,119.6856,09:19:03.236
25,19.3,15.7,3.3984,3.3229,119.6404,120.2277,09:19:03.989
26,19.5,15.4,3.7382,4.3424,119.911,120.9556,09:19:04.748
27,19.5,15.4,4.1914,3.1718,120.01,120.0128,09:19:05.527
28,19.3,15.9,3.927,3.4739,119.9163,119.7929,09:19:06.290
29,19.5,15.9,4.3802,3.2474,120.1917,119.9796,09:19:07.054
30,19.1,16.8,4.4179,3.2474,119.7603,119.8239,09:19:07.834
31,19.5,16.1,3.9648,3.2851,119.5828,120.1956,09:19:08.598
32,19.1,15.9,3.5872,3.8138,119.9339,120.9953,09:19:09.358
33,19.3,15.9,4.7955,3.5872,121.0429,120.1335,09:19:10.121
34,19.5,16.3,4.72,3.4739,119.8695,120.0342,09:19:10.883
35,19.5,15.9,4.4934,3.3984,119.9496,119.8642,09:19:11.646
36,19.1,15.9,3.8893,2.6432,120.1535,120.1179,09:19:12.407
37,19.5,15.9,3.927,3.2474,120.3636,119.6143,09:19:13.165
38,19.3,15.4,4.0403,3.0963,119.9095,120.0248,09:19:13.938
39,19.5,16.1,4.3802,3.2474,120.2468,119.522,09:19:14.700
40,19.5,16.6,3.4362,3.0586,119.9724,120.3007,09:19:15.464
41,19.8,16.3,3.8515,3.3984,119.9371,119.7762,09:19:16.242
42,19.3,15.9,3.3606,3.625,119.6823,120.1502,09:19:16.993
43,19.5,15.4,4.72,3.8138,120.1499,119.9946,09:19:17.754
44,19.5,16.3,4.1536,2.9075,120.3737,120.1111,09:19:18.518
45,19.5,15.9,4.569,3.6627,120.123,119.7787,09:19:19.279
46,19.5,17.5,5.1354,3.2851,119.8133,120.0466,09:19:20.040
47,19.8,16.1,4.0403,3.3606,119.7956,120.0265,09:19:20.805
48,19.8,15.9,4.1536,3.0208,119.816,120.0559,09:19:21.563
49,19.5,15.4,4.4557,3.3229,120.0013,120.1391,09:19:22.321
50,19.8,15.4,4.569,2.681,119.3852,119.9605,09:19:23.083
51,19.5,15.2,3.6627,3.0963,119.9169,119.4175,09:19:23.857
52,19.5,15.7,4.2291,3.1718,119.8381,120.4825,09:19:24.618
53,19.8,15.4,4.4179,3.3606,120.3711,119.9754,09:19:25.378
54,19.5,16.1,5.3242,3.4739,120.1847,119.9577,09:19:26.149
55,19.5,16.6,3.776,2.832,120.2115,119.9537,09:19:26.923
56,19.5,15.9,4.6445,4.1536,119.187,119.9808,09:19:27.686
57,19.5,17.3,3.7382,2.7187,119.8245,119.9399,09:19:28.452
58,19.8,16.1,4.2669,3.8138,120.145,119.7225,09:19:29.207
59,19.1,15.9,3.3984,2.5299,119.9443,120.1496,09:19:29.964
60,20.0,15.9,3.8138,3.1718,119.785,119.9735,09:19:30.725
