Log,ac_flowrate,cp_pressure,cp_temperature,cp_flowrate,mixer_pressure,mixer_temperature_Funnel,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,Time
37,0.0,0.4553,25.2,1.5,0.2503,26.6,26.3,24.5,3.3229,2.7942,60.1103,59.8736,14:01:25.044
38,0.0,0.4627,25.2,1.5,0.2539,26.6,26.8,24.5,2.3411,2.0013,60.5618,59.7102,14:01:26.358
39,0.0,0.4578,25.2,1.5,0.2429,28.1,26.8,24.8,1.8502,2.2656,59.9224,59.9513,14:01:27.679
40,0.0,0.4358,25.2,1.5,0.2991,28.1,26.3,25.0,4.3802,2.9453,59.9679,59.8194,14:01:29.027
41,0.0,0.4675,25.2,1.5,0.2832,26.6,26.6,25.0,2.681,1.7747,59.5481,60.3501,14:01:30.345
42,0.0,0.4407,25.2,1.5,0.2466,26.6,26.3,24.5,1.737,2.039,59.6607,60.0832,14:01:31.679
43,0.0,0.4505,25.2,1.5,0.3235,26.6,26.3,24.3,2.681,2.5299,59.7535,59.7342,14:01:33.015
44,0.0,0.4443,25.2,1.5,0.2686,26.6,26.6,25.0,2.2278,2.1901,60.887,61.0306,14:01:34.337
45,0.0,0.4736,25.2,1.5,0.2979,26.6,26.8,25.2,2.3034,3.4739,59.9422,59.7919,14:01:35.667
46,0.0,0.4578,25.2,1.5,0.2954,26.6,26.6,25.0,2.3411,2.3034,60.0789,59.9198,14:01:36.985
47,0.0,0.4346,25.2,1.5,0.2893,28.1,26.3,24.5,2.3411,1.8502,60.6279,60.1646,14:01:38.322
48,0.0,0.4675,25.2,1.5,0.2795,26.6,26.3,25.0,3.0208,3.3606,60.0581,59.7221,14:01:39.635
49,0.0,0.4309,25.2,1.5,0.2795,26.6,27.0,24.5,3.2474,2.5677,60.093,60.7096,14:01:41.016
50,0.0,0.4639,25.2,1.5,0.26,26.6,26.6,25.4,2.832,2.3034,59.9184,59.8368,14:01:42.331
51,0.0,0.4541,25.2,1.5,0.2759,28.1,26.6,25.0,2.3034,3.3229,59.8978,59.9378,14:01:43.649
52,0.0,0.4773,25.2,1.5,0.2783,26.6,26.1,24.5,2.681,2.5299,59.5067,60.1574,14:01:44.998
53,0.0,0.4907,25.2,1.5,0.2234,26.6,26.3,25.4,2.0013,2.4544,59.7894,60.1705,14:01:46.316
54,0.0,0.4688,25.2,1.5,0.293,28.1,26.8,25.0,2.0013,2.681,59.8841,59.916,14:01:47.625
55,0.0,0.4456,26.6,1.5,0.2588,26.6,26.1,24.1,2.5677,2.2278,59.8451,60.0108,14:01:48.953
56,0.0,0.4492,26.6,1.5,0.2881,26.6,26.6,24.5,3.0208,2.7565,59.5502,59.9581,14:01:50.271
57,0.0,0.4578,25.2,1.5,0.2283,26.6,26.3,25.0,2.0768,2.0013,59.9754,60.0368,14:01:51.605
58,0.0,0.4163,25.2,1.5,0.2466,26.6,26.6,24.8,2.9075,2.681,61.227,59.8283,14:01:52.984
59,0.0,0.47,25.2,1.5,0.2368,26.6,26.6,25.4,3.0586,2.1901,59.9023,59.8312,14:01:54.336
60,0.0,0.459,25.2,1.5,0.2857,26.6,26.6,24.8,2.3411,3.3229,59.8544,59.9677,14:01:55.668
61,0.0,0.47,25.2,1.5,0.2466,26.6,26.6,24.5,2.7187,2.7565,60.0312,59.5963,14:01:57.021
62,0.0,0.47,26.6,1.5,0.2515,26.6,26.8,25.2,2.7565,1.9635,60.3085,60.3325,14:01:58.335
63,0.0,0.4883,25.2,1.5,0.2319,28.1,26.6,25.0,2.4544,2.983,59.7525,60.2248,14:01:59.655
64,0.0,0.4883,25.2,1.5,0.2881,26.6,26.3,25.7,2.2656,2.5677,59.8822,60.1036,14:02:00.983
65,0.0,0.4834,25.2,1.5,0.2844,26.6,27.0,24.8,2.1901,1.8125,60.0004,59.9122,14:02:02.333
66,0.0,0.4907,25.2,1.5,0.304,26.6,26.6,25.7,2.1523,2.1146,59.7157,60.3673,14:02:03.680
67,0.0,0.4175,25.2,1.5,0.2478,26.6,26.6,25.4,2.039,2.4922,59.8208,59.9992,14:02:04.977
68,0.0,0.4761,26.6,1.5,0.2332,26.6,26.3,24.8,2.4922,2.1901,61.179,59.8555,14:02:06.295
69,0.0,0.4675,26.6,1.5,0.26,26.6,26.3,25.0,2.4922,2.9075,59.919,59.9929,14:02:07.646
70,0.0,0.4688,26.6,1.5,0.2588,26.6,26.6,24.5,2.832,2.832,59.8235,60.3028,14:02:08.982
71,0.0,0.4553,25.2,1.5,0.2637,26.6,26.3,24.5,2.1901,2.5299,60.789,60.0011,14:02:10.310
72,0.0,0.5054,25.2,1.5,0.2478,26.6,26.6,25.4,2.4922,2.7565,59.9543,60.2028,14:02:11.634
73,0.0,0.4883,25.2,1.5,0.2454,26.6,26.6,25.0,2.3034,2.1146,59.9192,59.9453,14:02:12.966
74,0.0,0.4773,26.6,1.5,0.2405,26.6,27.0,25.0,1.9258,3.2851,60.4432,60.0296,14:02:14.301
75,0.0,0.4077,26.6,1.5,0.2661,26.6,26.6,25.2,2.3789,2.5299,60.0617,59.6603,14:02:15.644
76,0.0,0.4004,25.2,1.5,0.2881,26.6,26.8,24.5,2.4166,2.0768,59.7407,59.9639,14:02:16.963
77,0.0,0.4639,25.2,1.5,0.304,26.6,26.8,25.2,3.0963,2.9075,60.7332,59.7578,14:02:18.283
78,0.0,0.5017,25.2,1.5,0.2881,26.6,26.8,25.4,1.9258,1.6614,60.1994,60.3327,14:02:19.610
79,0.0,0.4627,25.2,1.5,0.3626,26.6,26.8,24.1,2.6054,2.681,59.6959,60.3762,14:02:20.925
80,0.0,0.4688,25.2,1.5,0.2271,26.6,26.6,24.8,1.9635,3.2474,60.1667,60.3843,14:02:22.240
81,0.0,0.4956,25.2,1.5,0.2588,26.6,26.6,25.2,2.0768,1.9258,60.1138,60.0981,14:02:23.559
82,0.0,0.481,25.2,1.5,0.2637,26.6,26.6,25.0,2.9453,3.0963,59.9215,60.0603,14:02:24.895
83,0.0,0.492,25.2,1.5,0.2686,28.1,26.6,25.2,1.8502,1.9635,59.9254,59.9142,14:02:26.213
84,0.0,0.4736,25.2,1.5,0.2795,28.1,26.8,24.5,2.3411,2.7187,59.6607,60.3249,14:02:27.534
85,0.0,0.4981,25.2,1.5,0.2881,26.6,26.6,24.3,2.3411,2.6432,60.1054,59.9277,14:02:28.850
86,0.0,0.4443,26.6,1.5,0.238,26.6,27.0,25.4,2.5677,2.3789,60.0668,60.1945,14:02:30.183
87,0.0,0.5029,26.6,1.5,0.2612,26.6,26.6,24.5,2.1523,2.3034,60.2613,59.2156,14:02:31.503
88,0.0,0.426,25.2,1.5,0.2686,26.6,26.1,25.4,2.7565,2.2278,60.2408,59.9154,14:02:32.838
89,0.0,0.4175,25.2,1.5,0.2808,26.6,26.6,25.0,2.039,2.2656,59.7572,60.1201,14:02:34.189
90,0.0,0.3674,26.6,1.5,0.2844,28.1,26.6,24.5,3.0963,2.2278,60.2862,59.8724,14:02:35.504
91,0.0,0.5005,26.6,1.5,0.2698,28.1,26.8,25.0,2.2656,2.7942,60.4361,59.9499,14:02:36.854
92,0.0,0.4834,25.2,1.5,0.2429,26.6,26.6,24.8,2.832,3.4739,59.9497,59.8169,14:02:38.168
93,0.0,0.4785,25.2,1.5,0.1648,26.6,26.6,25.0,2.7565,2.9453,60.4522,59.9258,14:02:39.505
94,0.0,0.3748,25.2,1.5,0.2112,28.1,27.0,24.5,2.7187,2.7565,60.1304,59.9453,14:02:40.862
95,0.0,0.459,26.7,1.5,0.2612,26.6,26.8,25.2,2.3411,3.0963,59.7037,60.1927,14:02:42.193
96,0.0,0.4785,26.7,1.5,0.2808,26.6,26.6,25.2,2.6432,2.2278,60.057,59.8586,14:02:43.542
97,0.0,0.4675,25.2,1.5,0.2551,26.6,26.1,24.8,2.832,2.2656,59.5096,60.06,14:02:44.858
98,0.0,0.4505,25.2,1.5,0.2759,26.6,26.6,25.7,2.2278,3.3606,60.4285,60.02,14:02:46.191
99,0.0,0.459,25.2,1.5,0.2698,26.6,26.8,24.5,3.8893,2.039,59.8775,60.4386,14:02:47.513
100,0.0,0.4761,25.2,1.5,0.2893,26.6,26.8,24.5,3.927,2.3411,60.8505,59.9908,14:02:48.845
101,0.0,0.4285,25.2,1.5,0.2588,26.6,26.8,25.0,2.983,2.7565,59.6734,59.4713,14:02:50.181
102,0.0,0.459,26.7,1.5,0.2271,26.6,27.0,25.0,2.9453,2.4544,60.3922,59.9685,14:02:51.507
103,0.0,0.4492,25.2,1.5,0.2661,26.6,26.8,24.5,1.888,2.0013,60.0699,60.097,14:02:52.842
104,0.0,0.492,26.7,1.5,0.3101,26.6,26.6,24.5,3.3606,2.9453,60.1541,60.4708,14:02:54.193
105,0.0,0.5164,26.7,1.5,0.2893,26.6,27.0,25.4,2.9075,2.1146,59.9148,59.9778,14:02:55.557
106,0.0,0.4883,25.2,1.5,0.3162,26.6,26.8,25.0,2.0768,2.4544,60.3092,60.4369,14:02:56.877
107,0.0,0.448,25.2,1.5,0.2551,26.6,27.0,25.2,2.3411,2.2278,59.8642,60.0688,14:02:58.226
108,0.0,0.4907,26.7,1.5,0.221,26.6,26.6,24.5,1.9635,2.1146,60.0791,59.756,14:02:59.567
109,0.0,0.4212,25.2,1.5,0.2808,26.6,26.6,25.4,3.5117,2.5677,59.9402,60.0686,14:03:00.930
110,0.0,0.4553,25.2,1.5,0.3101,28.1,26.8,25.2,2.983,3.5872,59.968,59.8578,14:03:02.266
111,0.0,0.5115,26.7,1.5,0.2991,28.1,26.6,25.2,1.7747,1.737,59.9734,59.7286,14:03:03.594
112,0.0,0.459,26.7,1.5,0.2637,26.6,27.0,25.2,2.2656,2.3034,59.88,60.0029,14:03:04.945
113,0.0,0.5396,25.2,1.5,0.2454,26.6,26.3,24.5,2.832,3.1718,60.123,59.8151,14:03:06.263
114,0.0,0.4785,25.2,1.5,0.3528,26.6,26.6,25.2,2.0013,2.1901,59.9024,60.1256,14:03:07.587
115,0.0,0.4639,25.2,1.5,0.2649,26.6,26.8,24.8,2.4922,2.1523,59.8991,59.9423,14:03:08.934
116,0.0,0.4883,25.2,1.5,0.2173,26.6,26.8,25.2,2.4922,2.983,60.2983,60.9095,14:03:10.254
117,0.0,0.4859,25.2,1.5,0.221,26.6,26.6,24.8,2.0013,1.6992,59.7353,60.3574,14:03:11.569
118,0.0,0.4651,25.2,1.5,0.2783,26.6,26.6,25.0,2.832,2.681,59.581,59.7568,14:03:12.885
119,0.0,0.4981,25.2,1.5,0.2454,26.6,26.8,25.0,2.7565,2.3034,60.2188,59.924,14:03:14.235
120,0.0,0.4785,25.2,1.5,0.3076,26.6,27.0,25.0,1.5104,1.8125,58.7902,61.0544,14:03:15.600
121,0.0,0.459,26.7,1.5,0.2734,26.6,26.6,25.0,2.3411,1.888,59.8053,60.121,14:03:16.946
122,0.0,0.4529,26.7,1.5,0.2808,26.6,26.8,24.8,2.832,2.681,60.0938,60.0918,14:03:18.274
123,0.0,0.4578,25.2,1.5,0.2539,26.6,27.0,24.8,2.1146,1.9258,59.9503,60.3704,14:03:19.593
124,0.0,0.5261,25.2,1.5,0.26,26.6,26.6,25.2,2.3034,2.3411,59.9239,60.2412,14:03:20.951
125,0.0,0.4675,25.2,1.5,0.2734,28.1,27.0,23.8,2.3789,2.9453,60.0319,59.859,14:03:22.283
126,0.0,0.52,25.2,1.5,0.2234,26.6,26.8,25.2,2.1901,2.4544,60.2916,59.6935,14:03:23.620
127,0.0,0.4456,25.2,1.5,0.2332,26.6,26.6,25.4,2.5299,2.039,60.2322,60.6376,14:03:24.955
128,0.0,0.4871,25.2,1.5,0.3565,26.6,27.0,25.2,2.4922,2.3411,59.7275,59.6365,14:03:26.291
129,0.0,0.4675,25.2,1.5,0.2991,26.6,26.6,24.5,2.1146,2.3411,60.3066,59.9676,14:03:27.625
130,0.0,0.426,26.7,1.5,0.2661,26.6,27.0,25.0,2.1146,2.3411,61.0022,59.7615,14:03:28.945
131,0.0,0.459,26.7,1.5,0.2661,26.6,26.6,25.0,2.4166,2.4922,59.9491,59.8568,14:03:30.302
132,0.0,0.4724,26.7,1.5,0.2698,26.6,26.6,25.2,2.3034,2.5677,60.1806,59.873,14:03:31.618
133,0.0,0.5017,25.2,1.5,0.2881,26.6,26.6,25.0,2.2278,2.039,59.9739,60.0527,14:03:32.968
134,0.0,0.4505,25.2,1.5,0.2637,26.6,26.8,25.0,2.9075,3.0208,59.7453,59.9582,14:03:34.294
135,0.0,0.459,26.7,1.5,0.2588,26.6,26.6,25.0,2.9453,2.7942,60.0562,60.0547,14:03:35.641
136,0.0,0.4761,25.2,1.5,0.271,26.6,26.6,25.7,3.4362,3.2096,59.58,60.2356,14:03:36.992
137,0.0,0.4627,26.7,1.5,0.2661,26.6,27.0,24.5,2.3789,3.2474,59.561,59.9346,14:03:38.354
138,0.0,0.52,25.2,1.5,0.2503,26.6,26.8,25.4,1.9258,2.1523,59.9356,59.952,14:03:39.718
139,0.0,0.4578,25.2,1.5,0.2588,26.6,26.8,25.0,2.9075,2.2278,60.4372,59.9556,14:03:41.063
140,0.0,0.5005,26.7,1.5,0.2698,26.6,27.0,25.0,3.2096,3.0586,60.5993,59.2843,14:03:42.394
141,0.0,0.5176,26.7,1.5,0.2515,26.6,26.6,25.4,1.888,2.2656,59.9113,60.8794,14:03:43.713
142,0.0,0.4785,25.2,1.5,0.2173,26.6,26.8,24.8,2.7942,2.832,60.5391,59.7661,14:03:45.051
143,0.0,0.4456,25.2,1.5,0.2515,28.1,27.0,25.4,3.8138,3.1341,60.6437,59.0539,14:03:46.401
144,0.0,0.4175,25.3,1.5,0.2564,26.6,26.8,25.0,1.888,2.9453,59.8355,60.0403,14:03:47.721
145,0.0,0.4285,25.2,1.5,0.3101,26.6,27.0,25.0,2.3034,2.7942,59.7447,59.8744,14:03:49.037
146,0.0,0.5078,25.2,1.5,0.2991,26.6,26.6,24.5,2.2656,2.5299,59.9457,60.1931,14:03:50.350
147,0.0,0.4456,25.3,1.5,0.2734,26.6,26.6,24.8,2.2656,2.7187,60.4419,60.1514,14:03:51.666
148,0.0,0.459,25.2,1.5,0.2515,26.6,26.6,25.4,3.5117,3.0208,60.662,60.3962,14:03:53.029
149,0.0,0.4505,25.3,1.5,0.2478,26.6,26.8,25.4,2.3411,2.7565,59.5804,59.6807,14:03:54.371
150,0.0,0.4724,25.2,1.5,0.2356,26.6,26.8,25.4,2.0768,2.9453,59.6978,59.5911,14:03:55.771
151,0.0,0.4907,25.2,1.5,0.2991,26.6,26.6,24.8,1.8502,2.2656,60.8711,59.5005,14:03:57.102
152,0.0,0.492,25.3,1.5,0.2649,26.6,27.0,25.0,2.7565,2.2278,59.9805,60.1285,14:03:58.412
153,0.0,0.4724,25.2,1.5,0.2734,28.0,27.3,25.0,2.3411,2.6432,59.9494,59.8329,14:03:59.732
154,0.0,0.4907,26.7,1.5,0.2783,26.6,27.0,25.2,2.4544,2.4166,60.4661,60.0512,14:04:01.085
155,0.0,0.4578,25.3,1.5,0.2734,26.6,26.6,25.4,2.7187,2.039,60.3372,60.2339,14:04:02.439
156,0.0,0.4773,26.7,1.5,0.3162,26.6,26.8,24.8,2.5677,2.5677,59.9312,60.0641,14:04:03.821
157,0.0,0.4358,25.3,1.5,0.3259,28.0,27.3,24.8,2.7187,4.0781,60.0099,60.1955,14:04:05.158
158,0.0,0.5078,25.3,1.5,0.3052,28.0,27.0,25.0,2.832,2.4544,60.1733,59.885,14:04:06.506
159,0.0,0.5432,25.3,1.5,0.2661,26.6,27.0,25.0,2.3789,2.7942,60.1259,59.1308,14:04:07.837
160,0.0,0.5029,25.3,1.5,0.2515,28.0,27.0,25.0,2.8698,2.039,60.3628,59.8725,14:04:09.215
161,0.0,0.4761,26.7,1.5,0.2661,26.5,26.8,25.0,2.1901,1.6992,60.2558,60.2218,14:04:10.561
162,0.0,0.4688,26.7,1.5,0.2454,26.6,27.0,25.2,3.927,2.7187,60.0426,60.4906,14:04:11.894
163,0.0,0.4627,25.3,1.5,0.2454,26.5,26.8,25.4,1.9258,2.5677,59.6602,59.7236,14:04:13.208
164,0.0,0.426,25.3,1.5,0.304,28.0,26.8,25.4,2.7942,2.6054,60.2154,60.2461,14:04:14.555
165,0.0,0.4736,25.3,1.5,0.293,28.1,27.0,25.2,3.5494,3.5117,59.9687,59.9244,14:04:15.897
166,0.0,0.4053,26.7,1.5,0.238,26.5,27.0,25.9,2.5677,2.3789,60.2959,59.85,14:04:17.240
167,0.0,0.4761,26.7,1.5,0.2979,26.6,27.0,25.4,2.681,1.9635,60.1094,59.9019,14:04:18.572
168,0.0,0.4334,25.3,1.5,0.3174,26.5,27.0,25.0,3.1341,2.3789,59.7756,60.3199,14:04:19.884
169,0.0,0.4285,25.3,1.5,0.2783,26.6,27.0,25.0,1.9635,2.2656,59.8319,59.8546,14:04:21.199
170,0.0,0.4248,25.3,1.5,0.2539,26.6,27.0,24.8,2.5299,2.3034,60.0403,59.617,14:04:22.548
171,0.0,0.4505,26.7,1.5,0.2954,26.6,27.0,25.4,3.625,3.0586,59.8217,60.0986,14:04:23.900
172,0.0,0.4785,25.3,1.5,0.2417,26.6,27.0,25.4,2.2278,2.2278,60.0651,59.8453,14:04:25.221
173,0.0,0.4871,25.3,1.5,0.2905,26.5,26.8,25.0,2.2278,2.1901,59.9593,60.5692,14:04:26.554
174,0.0,0.4334,26.7,1.5,0.2539,26.6,27.0,25.4,4.1158,2.4166,60.1253,60.1951,14:04:27.934
175,0.0,0.4651,25.3,1.5,0.26,26.6,27.0,25.0,2.681,2.6054,59.3674,60.1425,14:04:29.267
176,0.0,0.4773,25.3,1.5,0.2612,26.5,26.6,25.4,1.8125,1.888,59.9686,59.7703,14:04:30.597
177,0.0,0.4773,26.7,1.5,0.26,26.6,27.3,25.0,2.039,2.2656,59.8092,59.9965,14:04:31.975
178,0.0,0.4651,25.3,1.5,0.271,26.6,26.8,25.2,2.1146,2.5677,59.9609,60.2723,14:04:33.302
179,0.0,0.4224,26.7,1.5,0.2759,28.0,26.8,25.2,2.2278,2.6432,59.6115,60.3995,14:04:34.676
180,0.0,0.4688,25.3,1.5,0.2612,26.6,27.0,25.0,2.9075,2.6432,59.8385,59.9021,14:04:36.009
181,0.0,0.481,25.3,1.5,0.2612,28.0,27.0,25.4,2.7187,2.7942,60.0564,59.3397,14:04:37.386
182,0.0,0.4932,25.3,1.5,0.2991,26.6,26.8,24.8,1.8125,2.0768,59.8434,59.7817,14:04:38.709
183,0.0,0.4431,25.3,1.5,0.2795,26.5,27.0,25.4,3.1341,3.0208,59.8658,59.7384,14:04:40.058
184,0.0,0.4175,25.3,1.5,0.2405,28.0,27.0,25.2,2.832,2.4922,60.0677,60.3465,14:04:41.427
185,0.0,0.4822,25.3,1.5,0.2332,28.0,26.6,25.2,2.2278,3.1341,59.5594,59.7804,14:04:42.743
186,0.0,0.4346,26.7,1.5,0.2539,26.6,26.6,25.4,1.888,2.3789,60.1398,59.9009,14:04:44.090
187,0.0,0.3919,25.3,1.5,0.2564,26.5,26.6,25.4,3.2096,2.4166,59.962,59.9687,14:04:45.427
188,0.0,0.448,25.3,1.5,0.3003,26.5,26.8,25.0,2.1146,2.3789,59.8246,59.9687,14:04:46.748
189,0.0,0.4395,26.7,1.5,0.2612,26.6,27.3,24.8,2.1523,2.4166,60.2151,60.4547,14:04:48.088
190,0.0,0.4932,26.7,1.5,0.2405,26.6,26.8,25.0,2.4166,2.039,59.8759,59.821,14:04:49.448
191,0.0,0.5029,25.3,1.5,0.2588,26.5,26.8,25.4,2.6054,2.7187,59.8117,59.7048,14:04:50.778
192,0.0,0.4529,25.3,1.5,0.2478,28.0,26.6,24.8,2.2278,2.9453,60.6632,59.5804,14:04:52.128
193,0.0,0.4309,26.7,1.5,0.2612,26.5,27.3,25.4,2.832,2.1146,60.0689,60.17,14:04:53.466
194,0.0,0.4163,25.3,1.5,0.304,26.5,27.0,25.4,2.8698,1.8502,59.8539,59.9974,14:04:54.831
195,0.0,0.4834,25.3,1.5,0.2686,26.5,27.3,25.2,2.4922,2.6054,59.9734,59.3715,14:04:56.163
196,0.0,0.4407,25.3,1.5,0.2649,28.0,27.3,24.8,2.6054,1.7747,59.6999,60.1709,14:04:57.484
197,0.0,0.4907,26.7,1.5,0.2539,26.5,27.0,25.2,2.0013,2.6432,59.8911,59.8629,14:04:58.832
198,0.0,0.5335,25.3,1.5,0.2417,28.0,26.6,25.4,2.039,2.4922,59.3451,60.2518,14:05:00.179
199,0.0,0.4456,25.3,1.5,0.293,26.5,27.0,25.9,2.5299,1.888,60.1482,59.6241,14:05:01.545
200,0.0,0.5152,25.3,1.5,0.3088,26.5,27.0,25.4,2.3034,2.4544,60.0117,59.3447,14:05:02.883
201,0.0,0.5103,25.3,1.5,0.2405,28.0,27.0,25.2,1.6992,2.2656,60.433,60.1683,14:05:04.208
202,0.0,0.448,25.3,1.5,0.2612,26.6,27.0,25.2,3.4739,2.1146,59.9488,60.5518,14:05:05.551
203,0.0,0.4956,26.7,1.5,0.26,26.5,27.5,25.4,2.681,2.5677,60.0223,59.7301,14:05:06.903
204,0.0,0.4675,26.7,1.5,0.2808,26.5,26.8,25.0,2.1523,2.5299,59.7489,59.9052,14:05:08.232
205,0.0,0.4981,25.3,1.5,0.2734,26.5,26.6,25.0,2.1901,1.8125,59.7328,60.3701,14:05:09.581
206,0.0,0.4651,25.3,1.5,0.2832,26.5,26.8,24.5,2.5299,2.2278,59.7738,60.718,14:05:10.959
207,0.0,0.4724,25.3,1.5,0.2405,26.5,27.0,25.4,5.0221,2.9075,59.6717,59.9502,14:05:12.291
208,0.0,0.4309,26.8,1.5,0.238,26.5,27.0,25.0,2.4166,2.3789,59.9101,59.9402,14:05:13.637
209,0.0,0.5029,26.8,1.5,0.2466,26.5,27.0,25.4,2.0013,2.1146,59.832,60.4698,14:05:14.968
210,0.0,0.4407,26.8,1.5,0.2588,26.5,27.0,25.0,2.3789,2.4922,59.9628,60.1937,14:05:16.282
211,0.0,0.4077,25.3,1.5,0.2686,26.5,27.3,25.2,2.3789,2.3034,59.9738,59.9446,14:05:17.602
212,0.0,0.4688,25.3,1.5,0.2954,26.5,26.6,25.7,2.3034,2.4922,59.9929,60.2938,14:05:18.950
213,0.0,0.4627,25.3,1.5,0.2405,26.5,26.8,25.0,3.1341,2.4544,59.8901,60.8863,14:05:20.320
214,0.0,0.4932,25.3,1.5,0.2747,28.0,27.3,25.4,1.737,1.5482,60.2468,60.0641,14:05:21.696
215,0.0,0.448,25.3,1.5,0.2466,28.0,27.0,25.4,3.0963,2.6432,59.9005,59.8712,14:05:23.016
216,0.0,0.4859,25.3,1.5,0.3858,26.5,27.0,25.2,2.8698,2.1146,60.4743,59.9128,14:05:24.344
217,0.0,0.4883,26.7,1.5,0.3101,26.5,26.8,25.4,2.0013,2.2656,60.4236,59.7976,14:05:25.723
