Log,accLow_flowrate,mixer_motor_temperature_M1,cp_flowrate,cp_temperature_fresh,mixer_speed_M1,mixer_temperature_outlet,accHigh_flowrate,cp_temperature,mixer_motor_temperature_M2,cp_pressure,mixer_pressure,mixer_torque_M1,mixer_torque_M2,mixer_speed_M2,Time
83,90.0,22.3,3.0,22.1,119.849,23.4,171.6,21.0,24.5,0.658,0.294,4.003,4.947,119.849,10:40:23.156
84,90.0,22.3,3.0,23.5,120.319,23.4,171.6,19.6,24.1,0.653,0.281,3.7,3.21,120.319,10:40:24.258
85,3.0,22.3,3.0,22.1,120.057,23.4,171.6,21.0,24.3,0.706,0.266,3.096,4.078,120.057,10:40:25.361
86,3.0,22.7,3.0,22.1,120.255,25.5,171.6,21.0,25.0,0.693,0.284,4.531,4.191,120.255,10:40:26.462
87,3.0,22.5,3.0,22.1,119.929,23.4,171.6,19.6,24.3,0.66,0.284,3.474,4.569,119.929,10:40:27.572
88,3.0,21.8,3.0,22.1,119.781,25.5,171.6,21.0,24.3,0.679,0.286,3.738,4.305,119.781,10:40:28.676
89,3.0,22.5,3.0,23.5,120.129,23.4,171.6,19.5,25.0,0.66,0.259,3.625,3.738,120.129,10:40:29.780
90,3.0,21.8,3.0,22.1,120.115,23.4,171.6,21.0,24.8,0.656,0.266,3.21,4.909,120.115,10:40:30.878
91,3.0,22.9,3.0,22.1,120.405,25.5,3.0,19.5,24.1,0.678,0.295,3.323,3.965,120.405,10:40:31.998
92,3.0,22.0,3.0,22.1,120.057,23.4,3.0,19.6,24.3,0.671,0.273,3.927,5.853,120.057,10:40:33.101
93,3.0,22.3,3.0,22.1,119.56,25.5,3.0,19.6,24.3,0.692,0.291,4.418,5.815,119.56,10:40:34.199
94,3.0,22.0,3.0,22.1,120.102,23.4,3.0,19.6,24.3,0.668,0.259,4.267,3.852,120.102,10:40:35.293
95,3.0,22.3,3.0,22.1,119.682,25.5,3.0,19.6,24.3,0.673,0.259,2.832,4.758,119.682,10:40:36.395
96,3.0,22.3,1.5,23.6,120.39,23.4,3.0,19.6,24.3,0.533,0.265,4.154,4.229,120.39,10:40:37.510
97,3.0,22.0,1.5,22.1,120.078,23.4,3.0,19.6,24.8,0.526,0.276,3.927,4.758,120.078,10:40:38.617
98,3.0,22.3,1.5,22.1,119.806,25.5,3.0,19.6,24.3,0.507,0.273,4.644,4.682,119.806,10:40:39.725
99,3.0,22.0,1.5,23.6,120.267,23.4,3.0,19.6,24.5,0.52,0.245,3.512,5.362,120.267,10:40:40.844
100,3.0,22.7,1.5,22.1,120.237,23.4,3.0,19.6,25.0,0.535,0.248,3.889,5.135,120.237,10:40:41.964
101,3.0,22.9,1.5,22.2,119.92,25.5,3.0,19.6,24.3,0.516,0.264,3.965,5.173,119.92,10:40:43.074
102,3.0,22.7,1.5,22.2,119.937,25.5,3.0,19.6,24.5,0.525,0.278,4.72,4.758,119.937,10:40:44.198
103,3.0,23.2,1.5,22.1,119.87,23.4,3.0,19.6,25.0,0.549,0.259,3.927,3.398,119.87,10:40:45.304
104,3.0,22.5,1.5,22.2,119.768,23.4,3.0,21.0,24.8,0.544,0.275,3.663,4.569,119.768,10:40:46.411
105,3.0,22.3,1.5,23.6,120.328,23.4,3.0,19.6,24.8,0.518,0.283,4.229,4.984,120.328,10:40:47.516
106,3.0,22.3,1.5,22.1,120.115,23.4,3.0,19.6,24.3,0.549,0.261,4.342,5.853,120.115,10:40:48.626
107,3.0,22.3,1.5,22.2,120.812,25.5,3.0,21.0,24.3,0.536,0.248,4.267,3.663,120.812,10:40:49.738
108,3.0,22.3,1.5,22.1,119.872,25.5,3.0,19.6,24.5,0.51,0.26,3.436,4.493,119.872,10:40:50.859
109,3.0,21.8,1.5,22.2,119.685,23.4,3.0,19.6,24.8,0.54,0.264,4.04,4.871,119.685,10:40:51.963
110,3.0,21.8,1.5,22.2,120.154,23.4,3.0,21.0,24.3,0.536,0.256,4.38,5.362,120.154,10:40:53.083
111,3.0,22.0,1.5,23.6,119.922,25.5,3.0,19.6,24.3,0.529,0.283,3.965,4.305,119.922,10:40:54.186
112,3.0,22.7,1.5,22.2,120.265,23.4,3.0,19.6,24.5,0.546,0.28,4.267,3.965,120.265,10:40:55.299
113,3.0,21.8,1.5,22.2,121.347,23.4,3.0,21.1,24.8,0.543,0.273,3.436,4.418,121.347,10:40:56.406
114,3.0,22.0,1.5,22.2,119.917,25.5,3.0,19.6,24.5,0.501,0.271,4.229,4.796,119.917,10:40:57.512
115,3.0,22.3,1.5,23.6,119.972,23.4,3.0,19.6,25.0,0.518,0.276,3.625,5.249,119.972,10:40:58.654
116,3.0,23.4,1.5,22.2,120.142,23.4,3.0,19.6,24.3,0.524,0.276,4.154,3.927,120.142,10:40:59.779
117,3.0,22.7,1.5,22.2,120.183,23.4,3.0,21.1,25.0,0.535,0.255,3.096,5.286,120.183,10:41:00.897
118,3.0,22.9,1.5,23.6,120.307,25.5,3.0,19.6,25.0,0.544,0.27,4.456,4.154,120.307,10:41:02.002
119,3.0,22.7,1.5,22.2,120.077,23.4,3.0,19.6,24.8,0.526,0.276,3.738,4.796,120.077,10:41:03.105
120,3.0,22.0,1.5,22.2,120.167,23.4,3.0,21.1,24.8,0.529,0.271,4.267,4.116,120.167,10:41:04.215
121,3.0,22.7,1.5,22.2,119.835,25.5,3.0,19.6,24.5,0.541,0.27,3.927,5.4,119.835,10:41:05.340
122,3.0,21.8,1.5,22.2,119.465,23.4,3.0,19.6,25.0,0.533,0.264,3.927,5.4,119.465,10:41:06.451
123,3.0,22.7,1.5,22.2,120.046,23.4,3.0,21.1,25.0,0.535,0.275,3.738,5.098,120.046,10:41:07.568
124,3.0,22.9,1.5,22.2,119.778,25.5,3.0,19.6,25.0,0.543,0.265,3.927,4.116,119.778,10:41:08.675
125,3.0,22.5,1.5,23.6,119.862,23.4,3.0,19.6,25.0,0.536,0.271,3.889,3.361,119.862,10:41:09.783
126,3.0,22.7,1.5,22.2,120.128,23.4,3.0,21.1,25.0,0.533,0.261,2.908,4.758,120.128,10:41:10.891
127,3.0,22.9,1.5,22.2,119.986,25.5,3.0,19.6,25.0,0.548,0.283,4.418,4.154,119.986,10:41:12.014
128,3.0,22.9,1.5,23.6,119.947,23.4,3.0,19.6,24.5,0.549,0.28,3.927,5.135,119.947,10:41:13.121
129,3.0,22.3,1.5,22.2,120.32,23.4,3.0,19.6,25.0,0.526,0.259,4.607,3.776,120.32,10:41:14.242
130,3.0,22.5,1.5,22.2,120.123,23.4,3.0,21.1,24.5,0.533,0.248,3.323,4.38,120.123,10:41:15.365
131,3.0,22.9,1.5,22.2,119.69,23.4,3.0,21.1,25.0,0.526,0.26,3.852,4.72,119.69,10:41:16.499
132,3.0,22.9,1.5,23.6,120.041,25.5,3.0,19.6,25.2,0.548,0.305,3.965,4.833,120.041,10:41:17.605
133,3.0,22.7,1.5,23.6,119.796,23.4,3.0,19.6,25.0,0.554,0.269,4.531,3.625,119.796,10:41:18.742
134,3.0,22.3,1.5,22.2,120.046,23.4,3.0,21.1,24.5,0.548,0.269,4.569,4.644,120.046,10:41:19.844
135,3.0,23.4,1.5,23.6,119.656,25.5,3.0,19.6,24.8,0.546,0.261,3.852,5.135,119.656,10:41:20.949
136,3.0,22.3,1.5,22.2,119.845,23.5,3.0,19.7,25.2,0.531,0.24,4.116,4.909,119.845,10:41:22.056
137,3.0,22.9,1.5,22.2,119.664,23.4,3.0,21.1,25.4,0.529,0.265,3.889,4.04,119.664,10:41:23.180
138,3.0,22.9,1.5,22.2,120.419,25.5,3.0,19.6,25.4,0.579,0.255,4.04,3.625,120.419,10:41:24.286
139,3.0,22.9,1.5,22.2,119.845,23.5,3.0,19.7,25.0,0.582,0.26,2.719,4.342,119.845,10:41:25.394
140,3.0,22.3,1.5,22.2,119.296,23.5,3.0,19.6,25.0,0.538,0.271,5.286,4.116,119.296,10:41:26.502
141,3.0,22.3,1.5,23.7,120.17,25.6,3.0,19.7,25.0,0.538,0.243,4.04,4.682,120.17,10:41:27.612
142,3.0,23.2,1.5,23.6,119.94,23.5,3.0,19.6,25.2,0.538,0.266,4.833,3.436,119.94,10:41:28.740
143,3.0,22.7,1.5,22.2,120.34,23.5,3.0,19.7,25.0,0.565,0.254,3.625,4.154,120.34,10:41:29.863
144,3.0,22.9,1.5,22.2,120.359,23.5,3.0,21.1,25.0,0.559,0.293,4.003,4.003,120.359,10:41:30.987
145,3.0,23.2,1.5,22.2,119.917,23.5,3.0,21.1,25.0,0.581,0.286,4.267,4.909,119.917,10:41:32.125
146,3.0,22.5,1.5,23.7,120.025,25.6,3.0,19.7,25.2,0.588,0.283,4.682,3.814,120.025,10:41:33.231
147,3.0,23.4,1.5,23.7,120.111,23.5,3.0,19.7,25.2,0.553,0.261,3.361,4.229,120.111,10:41:34.359
148,3.0,22.5,1.5,22.2,120.099,23.5,3.0,19.7,25.0,0.543,0.284,5.098,4.644,120.099,10:41:35.476
149,3.0,22.9,1.5,22.2,120.139,25.6,3.0,19.7,25.0,0.565,0.288,3.965,5.362,120.139,10:41:36.579
150,3.0,22.0,1.5,23.7,119.559,25.6,3.0,19.7,25.0,0.558,0.269,4.984,4.607,119.559,10:41:37.708
151,3.0,22.5,1.5,23.7,119.909,25.6,3.0,19.7,25.2,0.551,0.248,3.549,4.569,119.909,10:41:38.819
152,3.0,22.5,1.5,22.2,119.265,23.5,3.0,19.7,25.7,0.564,0.237,3.814,5.135,119.265,10:41:39.944
153,3.0,23.2,1.5,22.2,119.718,25.6,3.0,19.7,25.4,0.543,0.25,4.267,4.72,119.718,10:41:41.045
154,3.0,22.7,1.5,23.7,119.862,23.5,3.0,19.7,25.0,0.538,0.271,4.154,4.984,119.862,10:41:42.170
155,3.0,23.2,1.5,22.2,120.686,23.5,3.0,21.1,25.0,0.53,0.269,4.418,4.003,120.286,10:41:43.272
156,3.0,22.7,1.5,22.2,119.803,23.5,3.0,19.7,25.0,0.571,0.245,3.512,4.267,119.803,10:41:44.394
157,3.0,23.2,1.5,23.7,120.087,23.5,3.0,19.7,25.0,0.536,0.275,3.776,4.493,120.087,10:41:45.494
158,3.0,22.7,1.5,22.2,120.223,23.5,3.0,19.7,25.4,0.555,0.269,4.116,5.513,120.223,10:41:46.613
159,3.0,22.9,1.5,22.3,120.476,23.5,3.0,19.7,25.2,0.551,0.259,3.738,2.945,120.476,10:41:47.754
160,3.0,22.9,1.5,22.2,119.997,23.6,3.0,19.7,25.4,0.549,0.261,3.361,4.456,119.997,10:41:48.864
161,3.0,22.9,1.5,23.7,120.312,25.6,3.0,19.7,25.0,0.558,0.27,4.456,4.418,120.312,10:41:49.982
162,3.0,22.9,1.5,22.2,120.316,23.6,3.0,21.1,25.4,0.563,0.261,4.342,5.513,120.316,10:41:51.091
163,3.0,23.4,1.5,22.3,119.731,23.6,3.0,19.7,25.4,0.516,0.28,4.833,5.211,119.731,10:41:52.189
164,3.0,23.2,1.5,22.2,120.248,23.6,3.0,19.7,25.2,0.579,0.27,3.965,3.927,120.248,10:41:53.311
165,3.0,22.7,1.5,22.2,119.821,23.6,3.0,21.2,25.0,0.546,0.283,4.305,4.607,119.821,10:41:54.420
166,3.0,22.7,1.5,22.2,119.882,23.6,3.0,19.7,25.4,0.53,0.264,4.229,4.796,119.882,10:41:55.543
167,3.0,22.0,1.5,23.7,119.98,25.7,3.0,19.7,25.7,0.555,0.269,3.889,5.74,119.98,10:41:56.648
168,3.0,22.9,1.5,23.7,120.351,25.7,3.0,19.7,25.0,0.565,0.269,4.04,4.078,120.351,10:41:57.799
169,3.0,22.3,1.5,22.3,119.671,23.6,3.0,19.7,25.7,0.543,0.276,3.965,4.644,119.671,10:41:58.903
170,3.0,22.9,1.5,22.2,120.355,23.6,3.0,19.7,25.4,0.53,0.289,3.625,4.418,120.355,10:42:00.011
171,3.0,22.7,1.5,23.7,120.15,25.7,3.0,19.7,25.4,0.531,0.27,3.889,5.173,120.15,10:42:01.130
172,3.0,24.1,1.5,22.3,119.673,23.6,3.0,21.2,25.2,0.554,0.264,5.286,3.587,119.673,10:42:02.235
173,3.0,22.9,1.5,23.7,119.805,23.6,3.0,19.7,25.7,0.56,0.269,3.738,5.249,119.805,10:42:03.337
174,3.0,22.7,1.5,23.7,119.777,25.7,3.0,19.7,25.4,0.541,0.261,4.644,4.305,119.777,10:42:04.465
175,3.0,22.9,1.5,22.3,120.25,25.7,3.0,19.7,25.9,0.56,0.276,4.229,5.249,120.255,10:42:05.581
176,3.0,22.9,1.5,22.3,120.047,23.6,3.0,21.2,25.4,0.544,0.3,4.493,4.796,120.047,10:42:06.704
177,3.0,23.4,1.5,22.3,119.897,23.6,3.0,19.7,25.4,0.543,0.251,3.436,4.607,119.897,10:42:07.827
178,3.0,23.8,1.5,23.7,119.495,23.6,3.0,19.7,25.2,0.56,0.256,4.04,4.984,119.495,10:42:08.946
179,3.0,22.3,1.5,22.3,120.232,23.6,3.0,21.2,25.4,0.586,0.271,4.267,4.758,120.232,10:42:10.048
180,3.0,22.7,1.5,22.3,119.741,23.6,3.0,21.2,25.4,0.558,0.281,4.154,4.607,119.741,10:42:11.189
181,3.0,22.9,1.5,22.3,119.8,23.6,3.0,19.7,25.2,0.546,0.273,4.116,4.229,119.8,10:42:12.309
182,3.0,23.4,1.5,23.7,119.612,23.6,3.0,19.7,25.4,0.564,0.26,3.814,4.229,119.612,10:42:13.430
183,3.0,23.2,1.5,22.3,120.176,25.7,3.0,19.7,25.4,0.526,0.273,4.04,4.04,120.176,10:42:14.533
184,3.0,23.4,1.5,22.3,119.842,23.7,3.0,21.2,25.4,0.554,0.269,4.191,5.362,119.842,10:42:15.657
185,3.0,22.7,1.5,23.7,120.425,23.7,3.0,19.8,25.4,0.574,0.273,3.663,3.247,120.425,10:42:16.759
186,3.0,23.2,1.5,22.3,120.135,25.8,3.0,19.8,25.2,0.546,0.26,3.323,4.682,120.135,10:42:17.865
187,3.0,23.2,1.5,22.3,120.25,23.7,3.0,19.8,25.9,0.568,0.269,5.4,4.418,120.25,10:42:18.972
188,3.0,22.9,1.5,23.7,120.224,23.7,3.0,19.8,25.4,0.551,0.28,4.38,5.324,120.224,10:42:20.088
189,3.0,22.3,1.5,22.3,119.485,25.8,3.0,19.8,25.4,0.551,0.27,5.551,4.947,119.485,10:42:21.201
190,3.0,23.2,1.5,22.3,120.301,23.7,3.0,21.2,25.2,0.565,0.273,3.096,4.456,120.301,10:42:22.319
191,90.0,23.4,3.0,22.3,118.503,23.7,171.6,21.2,25.9,0.573,0.28,5.4,6.042,118.503,10:42:23.450
192,90.0,22.9,3.0,23.7,119.85,23.7,171.6,19.8,25.7,0.767,0.284,3.889,5.135,119.85,10:42:24.569
193,90.0,22.9,3.0,23.7,119.878,25.8,171.6,19.8,25.4,0.717,0.278,4.833,4.871,119.878,10:42:25.691
194,90.0,23.2,3.0,22.3,119.925,23.7,171.6,21.2,25.4,0.726,0.27,4.531,3.814,119.925,10:42:26.797
195,90.0,23.8,3.0,23.7,119.612,23.7,171.6,19.8,25.7,0.731,0.275,3.776,4.531,119.612,10:42:27.904
196,90.0,23.4,3.0,23.7,120.645,25.8,171.6,19.8,25.4,0.709,0.276,4.493,5.135,120.645,10:42:29.025
197,90.0,23.4,3.0,22.3,119.951,25.8,171.6,19.8,25.7,0.734,0.308,4.342,5.098,119.951,10:42:30.146
198,90.0,23.4,3.0,22.3,120.511,23.7,171.6,21.2,25.4,0.753,0.266,4.342,3.512,120.511,10:42:31.268
199,90.0,23.4,3.0,22.3,119.531,23.7,171.6,19.8,25.4,0.729,0.25,3.323,4.909,119.531,10:42:32.394
200,90.0,23.2,3.0,23.7,120.274,23.7,171.6,19.8,26.3,0.726,0.284,4.644,5.362,120.274,10:42:33.517
201,90.0,23.6,3.0,22.3,120.097,25.8,171.6,19.8,25.9,0.712,0.294,3.927,6.495,120.097,10:42:34.627
202,90.0,22.7,3.0,22.3,120.868,23.7,171.6,21.3,25.9,0.715,0.254,4.078,3.663,120.868,10:42:35.745
203,90.0,22.3,3.0,22.3,120.279,23.7,171.6,19.8,25.9,0.748,0.288,3.738,5.249,120.279,10:42:36.865
204,90.0,23.6,3.0,22.3,120.376,23.7,171.6,21.3,25.4,0.687,0.254,4.154,4.947,120.376,10:42:38.019
205,90.0,22.9,3.0,22.3,119.776,23.7,171.6,19.8,25.9,0.724,0.3,5.211,5.588,119.776,10:42:39.141
206,90.0,22.7,3.0,23.7,120.525,23.7,171.6,19.8,25.4,0.724,0.266,4.531,3.549,120.525,10:42:40.258
207,90.0,23.6,3.0,22.3,119.967,25.8,171.6,19.8,26.1,0.702,0.261,2.643,5.362,119.967,10:42:41.384
