# Site: US-CRT
# Version: 3-5
TIMESTAMP_START,TIMESTAMP_END,CO2,H2O,FC,NEE_PI,CH4,FCH4,H,LE,G_1_1_1,G_2_1_1,WD,WS,USTAR,ZL,MO_LENGTH,W_SIGMA,V_SIGMA,T_SONIC,T_SONIC_SIGMA,PA,RH,TA,TS_1_1_1,TS_2_1_1,WTD,SWC,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,P,SC,SH,SLE,G,TS_PI_1,TS_PI_2,CO2_PI_1,CO2_PI_2,SWC_PI_1,SWC_PI_2,SW_DIF,PPFD_OUT,APAR,PPFD_DIF,FAPAR,VPD_PI
201101011200,201101011230,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-10.52093,-8.516507,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,61.0694158,6.832877,5.803399,5.158931,-0.6795582,46.26426,66.39558,206.90187232689,75.0723,6.175225,343.8894,346.3909,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201101011230,201101011300,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-16.88285,-16.2093,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,59.8387905,6.292808,5.710176,5.187274,-0.6859696,46.17009,40.11709,137.283900655473,45.72852,4.383876,341.8652,343.0928,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201101011300,201101011330,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-8.420184,-13.87788,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,63.4206577,5.896518,5.584591,5.201402,-0.6959729,46.06721,64.64971,196.375977266976,76.53296,7.99612,337.8734,341.7606,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201101011330,201101011400,390.234210409519,-9999.0,0.183709912870184,0.183709912870184,-9999.0,-9999.0,-4.40433,33.1867790865,14.63475,6.134573,281.155,4.49401,0.23653,0.00748,266.042780748663,0.36027,0.68112,5.93286,0.23802,98.9629,66.6787077,6.30863,5.440295,5.206573,-0.706828,46.00412,137.7474,377.327474841213,166.6938,18.43293,335.3695,345.8831,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201101011400,201101011430,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-5.91811,-9999.0,1.771092,3.298704,279.106,5.259,0.25404,0.00812,245.073891625616,0.42932,1.00977,5.94584,0.304,98.9343,57.5947167,6.465956,5.347285,5.209695,-0.7159875,45.95565,176.5256,504.869606991711,228.236,26.02161,320.6722,346.361,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201101011430,201101011500,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-8.223871,-5.081158,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,60.2434669,6.106508,5.303195,5.1889,-0.7264373,45.88229,106.434,325.43965464543,142.1494,16.19997,323.8943,343.4097,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201101011500,201101011530,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-14.92503,-18.41037,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,55.3370959,5.697461,5.239563,5.170617,-0.7426651,45.78787,90.97001,262.931266156221,114.5651,13.23945,329.8735,340.2292,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201101011530,201101011600,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-20.42274,-20.92805,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,58.0929813,5.324656,5.135003,5.15211,-0.7579204,45.71931,80.98254,259.817926376385,118.0106,15.74506,316.9364,338.2194,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201101011600,201101011630,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-29.27432,-31.87527,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,60.126673,4.429445,5.00634,5.127568,-0.7716426,45.61607,24.95654,139.581078121485,55.86176,6.925439,308.8827,332.8625,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201101011630,201101011700,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-33.48519,-37.23647,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,64.0121398,3.273248,4.840742,5.095089,-0.7850651,45.51818,0.7495575,61.6516518962799,20.68411,2.414185,310.3683,327.8887,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201101011700,201101011730,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-38.84658,-44.24668,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,59.150349,2.597548,4.6414,5.052554,-0.8002053,45.42394,-5.71911,0.0,0.0,0.0,317.0646,324.341,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201101011730,201101011800,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-36.69549,-43.79132,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,60.7373373,1.944493,4.41308,4.998635,-0.8171822,45.34011,-6.427454,0.0,0.0,0.0,315.8822,321.7722,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201101011800,201101011830,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-42.67582,-49.42654,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,55.9092574,1.017368,4.17643,4.928989,-0.8304825,45.24087,-16.97226,0.0,0.0,0.0,302.0086,317.5263,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201101011830,201101011900,388.931241078859,4.6053511700274,0.164858225455207,0.164858225455207,-9999.0,-9999.0,-14.6048,32.5398722899326,-42.7289,-50.80591,277.7,5.69875,0.28416,0.01425,139.649122807018,0.48228,0.93636,-0.36165,0.28469,99.4296,56.9441295,-0.007683943,3.932242,4.847257,-0.8422089,45.05028,-46.13076,0.0,0.0,0.0,271.3428,313.3081,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201101011900,201101011930,389.165989808774,4.5860272727786,0.272464145974853,0.272464145974853,-9999.0,-9999.0,-13.2448,34.0116474381441,-39.28626,-44.94474,278.309,5.46258,0.27364,0.01446,137.62102351314,0.44263,0.81971,-0.95096,0.26574,99.4722,58.9030875,-0.6331336,3.672297,4.756183,-0.8584371,44.74356,-48.2894,0.0,0.0,0.0,266.8124,310.5381,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201101011930,201101012000,389.063619263187,4.3750213409981,0.205424059672362,0.205424059672362,-9999.0,-9999.0,-15.3259,52.5488006252201,-36.60871,-41.83191,281.153,5.96212,0.28449,0.01488,133.736559139785,0.45145,0.83295,-1.55938,0.22446,99.5477,58.5910074,-1.265066,3.430051,4.652451,-0.8736525,44.33181,-47.53914,0.0,0.0,0.0,264.9633,307.9928,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201101012000,201101012030,388.981339243432,4.22683031380725,0.0271498657297404,0.0271498657297404,-9999.0,-9999.0,-21.1946,28.1994177675991,-30.29302,-39.45084,284.004,6.44836,0.31179,0.01563,127.319257837492,0.48112,0.94635,-2.1869,0.23066,99.599,58.0752665,-1.88703,3.209433,4.542184,-0.8874465,43.90761,-50.31052,0.0,0.0,0.0,259.6306,305.2372,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
