location,time,value,unit
AUT,2011,0.718413898653317,EUR/USD
BEL,2011,0.718413898653317,EUR/USD
EST,2011,0.718413898653317,EUR/USD
FIN,2011,0.718413898653317,EUR/USD
FRA,2011,0.718413898653317,EUR/USD
DEU,2011,0.718413898653317,EUR/USD
GRC,2011,0.718413898653317,EUR/USD
IRL,2011,0.718413898653317,EUR/USD
ITA,2011,0.718413898653317,EUR/USD
LVA,2011,0.713190780549532,EUR/USD
LTU,2011,0.718576227988879,EUR/USD
LUX,2011,0.718413898653317,EUR/USD
NLD,2011,0.718413898653317,EUR/USD
PRT,2011,0.718413898653317,EUR/USD
SVK,2011,0.718413898653317,EUR/USD
SVN,2011,0.718413898653317,EUR/USD
ESP,2011,0.718413898653317,EUR/USD
AUT,2012,0.778338120416812,EUR/USD
BEL,2012,0.778338120416812,EUR/USD
EST,2012,0.778338120416812,EUR/USD
FIN,2012,0.778338120416812,EUR/USD
FRA,2012,0.778338120416812,EUR/USD
DEU,2012,0.778338120416812,EUR/USD
GRC,2012,0.778338120416812,EUR/USD
IRL,2012,0.778338120416812,EUR/USD
ITA,2012,0.778338120416812,EUR/USD
LVA,2012,0.778133021439832,EUR/USD
LTU,2012,0.778003842292247,EUR/USD
LUX,2012,0.778338120416812,EUR/USD
NLD,2012,0.778338120416812,EUR/USD
PRT,2012,0.778338120416812,EUR/USD
SVK,2012,0.778338120416812,EUR/USD
SVN,2012,0.778338120416812,EUR/USD
ESP,2012,0.778338120416812,EUR/USD
AUT,2013,0.752945122701996,EUR/USD
BEL,2013,0.752945122701996,EUR/USD
EST,2013,0.752945122701996,EUR/USD
FIN,2013,0.752945122701996,EUR/USD
FRA,2013,0.752945122701996,EUR/USD
DEU,2013,0.752945122701996,EUR/USD
GRC,2013,0.752945122701996,EUR/USD
IRL,2013,0.752945122701996,EUR/USD
ITA,2013,0.752945122701996,EUR/USD
LVA,2013,0.753256479283936,EUR/USD
LTU,2013,0.75330408171146,EUR/USD
LUX,2013,0.752945122701996,EUR/USD
NLD,2013,0.752945122701996,EUR/USD
PRT,2013,0.752945122701996,EUR/USD
SVK,2013,0.752945122701996,EUR/USD
SVN,2013,0.752945122701996,EUR/USD
ESP,2013,0.752945122701996,EUR/USD
AUT,2014,0.752728196932603,EUR/USD
BEL,2014,0.752728196932603,EUR/USD
EST,2014,0.752728196932603,EUR/USD
FIN,2014,0.752728196932603,EUR/USD
FRA,2014,0.752728196932603,EUR/USD
DEU,2014,0.752728196932603,EUR/USD
GRC,2014,0.752728196932603,EUR/USD
IRL,2014,0.752728196932603,EUR/USD
ITA,2014,0.752728196932603,EUR/USD
LVA,2014,0.752728196932603,EUR/USD
LTU,2014,0.753096520698178,EUR/USD
LUX,2014,0.752728196932603,EUR/USD
NLD,2014,0.752728196932603,EUR/USD
PRT,2014,0.752728196932603,EUR/USD
SVK,2014,0.752728196932603,EUR/USD
SVN,2014,0.752728196932603,EUR/USD
ESP,2014,0.752728196932603,EUR/USD
AUT,2015,0.901296423367096,EUR/USD
BEL,2015,0.901296423367096,EUR/USD
EST,2015,0.901296423367096,EUR/USD
FIN,2015,0.901296423367096,EUR/USD
FRA,2015,0.901296423367096,EUR/USD
DEU,2015,0.901296423367096,EUR/USD
GRC,2015,0.901296423367096,EUR/USD
IRL,2015,0.901296423367096,EUR/USD
ITA,2015,0.901296423367096,EUR/USD
LVA,2015,0.901296423367096,EUR/USD
LTU,2015,0.901296423367096,EUR/USD
LUX,2015,0.901296423367096,EUR/USD
NLD,2015,0.901296423367096,EUR/USD
PRT,2015,0.901296423367096,EUR/USD
SVK,2015,0.901296423367096,EUR/USD
SVN,2015,0.901296423367096,EUR/USD
ESP,2015,0.901296423367096,EUR/USD
AUT,2016,0.903421436257263,EUR/USD
BEL,2016,0.903421436257263,EUR/USD
EST,2016,0.903421436257263,EUR/USD
FIN,2016,0.903421436257263,EUR/USD
FRA,2016,0.903421436257263,EUR/USD
DEU,2016,0.903421436257263,EUR/USD
GRC,2016,0.903421436257263,EUR/USD
IRL,2016,0.903421436257263,EUR/USD
ITA,2016,0.903421436257263,EUR/USD
LVA,2016,0.903421436257263,EUR/USD
LTU,2016,0.903421436257263,EUR/USD
LUX,2016,0.903421436257263,EUR/USD
NLD,2016,0.903421436257263,EUR/USD
PRT,2016,0.903421436257263,EUR/USD
SVK,2016,0.903421436257263,EUR/USD
SVN,2016,0.903421436257263,EUR/USD
ESP,2016,0.903421436257263,EUR/USD
AUT,2017,0.885205508269372,EUR/USD
BEL,2017,0.885205508269372,EUR/USD
EST,2017,0.885205508269372,EUR/USD
FIN,2017,0.885205508269372,EUR/USD
FRA,2017,0.885205508269372,EUR/USD
DEU,2017,0.885205508269372,EUR/USD
GRC,2017,0.885205508269372,EUR/USD
IRL,2017,0.885205508269372,EUR/USD
ITA,2017,0.885205508269372,EUR/USD
LVA,2017,0.885205508269372,EUR/USD
LTU,2017,0.885205508269372,EUR/USD
LUX,2017,0.885205508269372,EUR/USD
NLD,2017,0.885205508269372,EUR/USD
PRT,2017,0.885205508269372,EUR/USD
SVK,2017,0.885205508269372,EUR/USD
SVN,2017,0.885205508269372,EUR/USD
ESP,2017,0.885205508269372,EUR/USD
AUT,2018,0.846772667108111,EUR/USD
BEL,2018,0.846772667108111,EUR/USD
EST,2018,0.846772667108111,EUR/USD
FIN,2018,0.846772667108111,EUR/USD
FRA,2018,0.846772667108111,EUR/USD
DEU,2018,0.846772667108111,EUR/USD
GRC,2018,0.846772667108111,EUR/USD
